ID,InchiCode
1,"InChI=1S/C13H18O/c1-10(2)12-4-6-13(7-5-12)11(3)8-9-14/h4-7,9-11H,8H2,1-3H3"
2,InChI=1S/C2H2O2/c3-1-2-4/h1-2H
3,"InChI=1S/C10H20O2/c1-9(6-8-11)5-4-7-10(2,3)12/h8-9,12H,4-7H2,1-3H3"
4,"InChI=1S/C11H20O/c1-2-3-4-5-6-7-8-9-10-11-12/h2,11H,1,3-10H2"
5,"InChI=1S/C9H16O/c1-2-3-4-5-6-7-8-9-10/h3-4,9H,2,5-8H2,1H3/b4-3-"
6,"InChI=1S/C13H22O2/c1-13(2,15)9-3-4-11-5-7-12(10-14)8-6-11/h5,10,12,15H,3-4,6-9H2,1-2H3"
7,"InChI=1S/C14H20O/c1-11(10-15)9-12-5-7-13(8-6-12)14(2,3)4/h5-8,10-11H,9H2,1-4H3"
8,"InChI=1S/C9H10O/c1-8(7-10)9-5-3-2-4-6-9/h2-8H,1H3"
9,"InChI=1S/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3/b10-7+"
10,"InChI=1S/C6H12O/c1-3-6(4-2)5-7/h5-6H,3-4H2,1-2H3"
11,"InChI=1S/C10H14O2/c1-9(2)6-4-5-10(9,3)8(12)7(6)11/h6H,4-5H2,1-3H3"
12,InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3
13,"InChI=1S/C9H8O2/c1-7(10)9(11)8-5-3-2-4-6-8/h2-6H,1H3"
14,InChI=1S/C10H6O4/c11-9(7-3-1-5-13-7)10(12)8-4-2-6-14-8/h1-6H
15,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3"
16,InChI=1S/C4H6O3/c1-3(5)4(6)7-2/h1-2H3
Table1-4,"InChI=1S/C12H24O/c1-3-4-5-6-7-8-9-10-12(2)11-13/h11-12H,3-10H2,1-2H3"
Table1-11,"InChI=1S/C15H24O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11-12H,5-6,8,10H2,1-4H3/b14-9+,15-11+"
Table3-1,InChI=1/C3H6O/c1-3(2)4/h1-2H
Table3-2,"InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3"
Table3-3,"InChI=1S/C10H20O/c1-3-4-5-6-7-8-9-10(2)11/h3-9H2,1-2H3"
Table3-4,"InChI=1S/C11H22O/c1-3-4-5-6-7-8-9-10-11(2)12/h3-10H2,1-2H3"
Table4-1,"InChI=1S/C11H12O2/c1-8(9(2)12)11(13)10-6-4-3-5-7-10/h3-8H,1-2H3"
Table4-2,"InChI=1S/C13H16O2/c1-2-3-9-12(14)10-13(15)11-7-5-4-6-8-11/h4-8H,2-3,9-10H2,1H3"
Table4-3,"InChI=1S/C8H12O2/c1-6(9)7-4-2-3-5-8(7)10/h7H,2-5H2,1H3"
Table4-4,"InChI=1S/C14H18O2/c1-4-11-6-7-12(5-2)13(9-11)14(16)8-10(3)15/h6-7,9H,4-5,8H2,1-3H3"
Table4-5,"InChI=1S/C12H14O2/c1-8-4-5-9(2)11(6-8)12(14)7-10(3)13/h4-6H,7H2,1-3H3"
Table4-6,"InChI=1S/C11H20O2/c1-10(2,3)8(12)7-9(13)11(4,5)6/h7H2,1-6H3"
Table4-7,"InChI=1S/C14H18O2/c1-8-6-13(14(16)7-9(2)15)12(5)11(4)10(8)3/h6H,7H2,1-5H3"
Table4-8,"InChI=1S/C10H7F3O2/c11-10(12,13)9(15)6-8(14)7-4-2-1-3-5-7/h1-5H,6H2"
Table4-9,"InChI=1S/C16H22O5/c1-16(2,3)14(18)9-11(17)10-7-12(19-4)15(21-6)13(8-10)20-5/h7-8H,9H2,1-6H3"
Table5-1,InChI=1/C7H5NO3/c9-5-6-1-3-7(4-2-6)8(10)11/h1-5
Table5-2,"InChI=1S/C15H20O3/c1-6-18-15(17)8-14(16)13-7-9(2)10(3)11(4)12(13)5/h7H,6,8H2,1-5H3"
Table5-3,"InChI=1/C11H12O3/c1-2-14-11(13)8-10(12)9-6-4-3-5-7-9/h3-7H,2,8H2,1H"
Table5-4,"InChI=1/C16H14O2/c1-11-3-7-13(8-4-11)15(17)16(18)14-9-5-12(2)6-10-14/h3-10H,1-2H"
Table5-5,InChI=1S/C14H8Br2O2/c15-11-5-1-9(2-6-11)13(17)14(18)10-3-7-12(16)8-4-10/h1-8H
Table5-6,"InChI=1S/C10H7F3O2/c11-10(12,13)9(15)6-8(14)7-4-2-1-3-5-7/h1-6,15H"
Table6-1,InChI=1S/CH2O/c1-2/h1H2
Table6-2,"InChI=1S/C5H8O2/c6-4-2-1-3-5-7/h4-5H,1-3H2"
Table7-1,"InChI=1S/C8H8O3/c1-5-2-7(10)6(4-9)8(11)3-5/h2-4,10-11H,1H3"
Table7-2,"InChI=1S/C8H7ClO3/c1-4-2-6(11)5(3-10)8(12)7(4)9/h2-3,11-12H,1H3"
