Compound Id	ChiPathCluster [VPC-5]
13837650	0.0
29015	0.0
258	0.0
7714	0.0
7882	0.0
7837	0.0
7812	0.0
932	0.0
6040	0.0
1004	0.0
10445	2.041
6320	0.0
6312	0.0
6146	0.0
21011	0.129
3644	0.0
29000	0.129
175	0.0
6102	0.0
236	0.0
7224	0.126
7673	0.327
6321	0.0
29012	0.042
5730	0.0
7676	0.189
5977	0.0
7787	0.0
7679	0.153
14840	0.0
8569	0.0
121365	0.108
6104	0.0
3168	0.0
12181	0.556
7890	0.0
682	0.0
8525	0.059
7219	0.254
9614	0.063
8560	0.0
7767	0.0
864	0.0
6335	0.0
14672	0.204
7674	0.433
7641	0.470
11752	0.072
11815	0.0
13014	0.425
6334	0.0
28994	0.0
12814	0.425
7849	0.0
349	0.0
6967	0.455
7712	0.0
7636	0.197
7521	0.304
29080	0.735
7737	0.0
1108	0.167
13619	0.0
