Compound Id	MDE [MDEC-12]
13837650	0.0
29015	0.0
258	1.651
7714	1.651
7882	2.170
7837	2.004
7812	1.919
932	2.071
6040	1.807
1004	1.414
10445	2.5
6320	1.414
6312	1.0
6146	0.0
21011	2.149
3644	0.0
29000	1.633
175	0.0
6102	1.0
236	0.0
7224	0.0
7673	0.0
6321	1.414
29012	2.250
5730	0.0
7676	0.0
5977	0.0
7787	0.0
7679	0.0
14840	4.250
8569	3.651
121365	3.376
6104	0.0
3168	2.309
12181	2.884
7890	4.416
682	1.0
8525	1.155
7219	2.004
9614	0.0
8560	3.839
7767	3.614
864	0.0
6335	0.0
14672	0.0
7674	1.851
7641	3.039
11752	1.155
11815	1.155
13014	1.373
6334	0.0
28994	0.5
12814	1.145
7849	4.142
349	4.008
6967	2.746
7712	3.302
7636	0.5
7521	3.266
29080	0.0
7737	0.0
1108	1.851
13619	4.340
