Compound Id	MDE [MDEC-11]
13837650	0.0
29015	0.0
258	0.0
7714	0.0
7882	0.0
7837	0.0
7812	0.0
932	0.0
6040	0.0
1004	0.0
10445	3.299
6320	0.333
6312	0.5
6146	1.5
21011	0.25
3644	0.5
29000	0.5
175	0.5
6102	0.0
236	0.0
7224	0.0
7673	0.0
6321	0.333
29012	0.167
5730	0.0
7676	0.0
5977	0.0
7787	0.0
7679	0.0
14840	0.111
8569	0.125
121365	0.111
6104	0.0
3168	0.25
12181	0.75
7890	0.091
682	0.0
8525	0.25
7219	0.0
9614	0.0
8560	0.167
7767	0.2
864	0.0
6335	0.333
14672	2.449
7674	0.0
7641	0.25
11752	0.25
11815	0.0
13014	0.0
6334	0.333
28994	0.0
12814	0.0
7849	0.125
349	0.143
6967	0.333
7712	0.25
7636	0.0
7521	0.2
29080	0.0
7737	0.0
1108	0.0
13619	0.1
