Compound Id	BCUT [BCUTw-1h]
692	16.006
6153	19.002
127983	16.017
291	12.0
21106179	19.001
16425	31.973
23208	16.205
6105	19.001
11148	19.0
274	16.006
6086	12.31
9256	19.003
923	16.001
937	15.995
6085	12.21
217	14.003
9484	19.0
22814	30.974
22408	74.922
9286	19.002
12577	19.002
6084	12.11
6128	18.999
9243	18.998
62827	19.003
6132	34.969
391	31.972
38403	19.004
1087	31.975
16641	34.969
7954	12.210
864	15.998
11153	34.969
748	14.050
6095	12.110
6094	12.110
518	N/A
16841	34.969
6148	34.969
2056044	19.006
6151	34.970
6087	34.969
9095782	19.002
4514529	34.969
10675065	19.003
21106169	19.0
172	16.006
763	16.105
7956	15.998
7577	15.998
6089	14.009
6111	12.1
29040	78.918
10606755	19.004
6098	34.969
6120	12.110
13837650	34.970
13853215	34.970
61149	19.006
12197	12.210
682	15.998
61346	34.969
7558	12.110
7556	12.210
454215	78.918
7557	12.210
278	15.998
7957	12.110
654	14.009
9461	19.0
6130	34.970
7555	12.110
11727	15.995
1114	14.009
14441700	34.969
8960	14.113
6083	78.919
454209	18.999
56442	12.110
6101	14.003
6097	34.969
175	15.995
4449912	12.110
6102	14.050
9016	34.970
7559	16.006
2018165	34.969
7733	15.995
3644	15.998
6156	27.978
512	16.006
171	15.998
9646	12.110
9254	34.970
7734	15.996
9411	19.0
13835550	14.009
6135	16.001
13837190	15.998
10325078	78.918
7732	15.995
6335	15.996
7738	15.995
14829	34.970
4481813	15.995
10765	12.110
71390	78.918
6149	34.971
13872989	15.998
9391	19.0
6146	15.998
3631	34.969
6121	34.969
61213	34.969
3441	78.919
11099	12.210
11806	12.110
6308	12.110
3168	15.995
6104	34.970
1004	15.998
66567	19.004
1039	31.973
7713	12.210
73583	34.970
6103	31.973
7566	14.050
9994	15.997
10709	15.998
6309	12.210
6088	126.905
13299573	78.918
13836674	34.969
13835316	34.970
6092	78.918
14694	34.970
6313	16.006
11230	14.009
7564	14.009
7616	15.996
2062437	78.918
7712	12.110
4483639	12.110
10437	34.969
30713	34.970
2282428	78.918
6188	34.971
4483638	12.110
7330	12.1
12442	78.918
7546	15.997
9251	78.918
18971812	34.969
71433	27.977
10113	12.110
11755	15.996
7790	15.998
107412	34.969
56144	34.970
56020	12.110
13835977	14.009
256	15.995
10054	34.969
1005	15.998
553742	34.970
558883	12.110
99596	34.970
6333	15.998
6321	15.995
23055	34.970
8525	15.996
6125	34.970
4514586	78.918
11526	15.999
6322	15.995
6320	15.995
13836549	19.004
6163	12.110
62826	78.918
6108	31.975
11729	31.973
14672	15.998
6118	78.918
7730	14.003
11756	16.001
8544	12.1
23255	14.003
6312	15.998
6338	16.001
12201	12.110
62597	15.995
8329688	78.918
13837797	15.995
10653	15.996
13835336	15.995
7782	15.996
21106015	34.969
7727	15.998
558928	34.970
6093	78.918
693	15.995
11110	12.210
6311	14.003
8896	12.1
5977	34.971
7728	15.998
2340753	78.918
6340	12.110
9253	34.971
7626	15.995
7604	12.110
7553	78.919
12209	12.310
394562	15.995
10325184	78.918
83734	34.971
6315	34.969
7627	15.996
7717	14.050
387	16.001
60524	15.995
11109	12.210
63631	14.009
6100	126.904
13866746	19.003
7010	12.110
14998	27.978
12446	12.110
7560	31.972
258	15.998
10053	78.918
124968	19.0
7716	14.003
7552	78.918
7737	15.995
10571	15.996
17619	27.978
11809	34.969
13836713	31.973
13836589	15.998
11833	15.998
13835235	15.998
7767	12.110
7030	15.998
13836021	15.998
10124	12.110
59573	27.978
10777	15.995
6341	15.996
10018	15.998
558020	19.0
12626	15.995
13836591	15.998
11996	15.995
6165	15.995
7714	34.969
13862665	15.996
6042	34.971
7630	15.997
259	15.998
7607	15.995
5894	15.995
21108550	18.999
7772	15.995
21111806	18.999
236	12.150
9614	18.998
62808	18.998
10492	15.996
7736	14.003
11055	12.110
10446	15.996
7463	15.996
7619	12.110
7016	15.995
13871721	15.998
7739	31.972
7706	15.996
7028	15.997
5730	34.972
6316	34.970
8903	14.004
24590970	78.919
21011	15.995
9325	19.001
415	14.009
55090	34.969
10947	15.995
10772140	34.969
28994	15.995
13839553	15.998
3973	34.970
71312	78.919
3951	15.998
592	15.999
8904	14.014
8899	31.972
60329	15.995
6406	15.996
2916	78.919
2293678	78.919
6119	78.918
29015	15.998
11680	15.996
7624	14.003
7615	15.996
7090	19.001
6122	126.904
7024	12.1
55188	15.998
11117	12.1
13835224	15.998
6176	15.995
62249	15.996
13803	27.978
10755	12.110
9377	18.998
15077490	78.918
7823	15.995
11125	15.996
6307	78.918
7787	12.1
6334	15.995
13255	15.995
109838	15.996
11849	15.995
173	15.995
66656	27.978
13837280	34.971
11845	12.110
11094	12.110
13854944	15.998
29000	15.995
8398	15.995
10791	15.995
8733	15.995
10786	12.110
8554	15.997
92731	78.918
7788	12.1
9233	31.972
1020	14.003
11992	15.996
6187	34.972
8158	14.003
11023	12.110
11731	31.973
11207996	16.006
1609	15.998
7721	31.972
1095	31.973
11121	12.110
10498	34.969
7065	15.996
7791	14.003
109705	19.007
7636	15.998
7621	15.995
11551	12.110
13835836	15.996
7711	78.918
8543	34.970
6040	15.995
10445	12.110
11351244	12.2
7770	14.003
23150	27.978
12161	27.977
13874867	15.999
31029	126.904
4444456	34.970
7769	14.003
18607	31.973
10001	15.996
7747	15.996
10788	15.995
23621376	16.017
5993	16.006
8560	12.110
555074	12.110
10437074	34.969
13861343	34.971
7705	15.996
8141	15.995
10512	34.969
11180	15.998
7701	15.996
62589	14.008
7686	14.008
5439	15.996
11056	15.995
7026	15.998
66675	27.978
2005981	31.972
7622	15.995
7684	15.995
8900	14.009
11025	15.995
7475	15.996
59674	15.995
21171407	126.905
11095	15.995
13837537	15.997
10614293	12.110
6326	34.971
56117	27.978
7466	15.996
29036	78.919
7761	15.996
21168808	31.973
11104	12.110
16778	15.996
13835376	15.996
127750	15.996
10790	15.995
2018460	78.919
68503	27.977
13863629	16.006
7674	12.1
1143	15.995
1108	12.150
7029	15.996
29001	15.996
11788	14.008
11732	15.995
7688	14.004
7515	15.996
11794	15.995
13836520	15.998
11678	15.998
2038738	14.050
8562	14.003
29012	15.996
21106535	34.970
13875283	18.998
13867413	15.998
13837702	14.009
5949	15.995
71089	14.004
7551	78.919
11706	15.996
66996	34.969
61487	78.918
10797	15.995
26325086	15.997
7478	15.997
11799	15.996
13839199	14.014
13835459	14.008
11793	15.995
10534	12.1
9326	18.998
63863	27.978
659	31.973
7459	15.995
10787	15.995
12228	N/A
18688	15.996
10795	12.110
55130	15.996
11086	12.1
11841	15.995
12012	15.996
4489	16.006
48024	14.008
11024	15.995
512621	27.978
66655	27.978
21106032	34.970
6330	15.995
11035	12.110
13439	12.110
7021	15.995
7018	34.969
120464	34.969
11864	12.310
4444608	16.006
10948	15.998
11761	31.972
12229	16.001
24099	15.995
22453	15.996
12499	19.003
7833	12.110
7657	15.996
7013	34.971
13837281	34.972
5708	15.995
7703	14.009
4512642	12.110
4516601	12.110
11244	15.995
4516599	12.110
11846	14.003
7812	15.998
10652594	27.981
7766	78.918
844	15.999
13816	15.995
19953955	16.017
7776	31.972
1141	16.006
11857	12.1
66021	34.969
10497	126.904
70715	78.919
21106520	14.003
66809	15.998
10452	27.979
10433	15.996
29107	15.995
10265264	12.1
13874733	14.003
11911	34.972
7811	14.009
13836399	15.998
7676	34.969
7064	15.996
349	12.110
10488	15.996
4514549	126.904
11193	15.996
4512361	12.110
11739	15.995
8552	15.998
8908	12.1
28986	15.995
10526	34.969
17443	15.998
68832	15.996
21800	12.110
10179173	12.1
81815	15.996
29016	15.996
7003	15.996
59447	14.004
13839109	15.997
13865426	15.997
7678	15.998
13842613	14.014
71430	15.997
7760	15.995
971	15.998
10420	15.996
11695	15.996
12643	15.995
7219	12.150
11784	34.969
7482	15.996
13838404	78.920
7679	15.995
15443	15.995
11434292	N/A
65936	14.005
13835209	15.998
7677	14.003
6342	34.972
15438	12.1
1348	14.014
11216	15.995
68328	27.978
4517338	31.972
11194	15.995
11819	15.995
13402	12.110
20843	14.004
55091	34.971
10487	34.969
15954	15.995
11045	15.996
11210	15.995
7521	12.110
7641	12.110
11543	15.998
13638	14.003
11752	15.995
7242	14.003
11843	15.996
7530	14.008
15765	12.110
10101	30.974
16791	12.110
11029	15.995
9633	18.998
28992	14.004
18717	15.995
6106	126.906
99440	15.995
7838	15.995
120621	15.995
9581	18.998
15413	27.978
7710	78.919
7536	15.996
7689	34.969
10710415	15.999
14751	12.1
7073	15.996
24533	14.004
7238	15.995
13835293	15.998
13866593	14.009
13875196	18.998
120489	15.998
10197150	15.999
374462	14.009
13839575	15.999
8569	15.995
11600	15.996
5889	14.009
191367	15.996
6967	12.110
192642	15.995
1078	16.006
23101	27.979
17558	12.110
55123	15.996
68179	15.995
733	15.999
11042	14.003
21132380	14.003
9349	18.998
73412	78.918
235	16.006
7827	31.972
68156	15.995
773	14.014
17880	12.110
20119	15.995
70714	78.919
7225	14.004
7786	31.973
7224	14.050
13448	12.110
7673	78.919
10940	14.003
10939	15.995
13842993	34.971
29025	12.110
1664	14.014
7128	12.150
455420	15.998
11866	14.003
21105905	14.003
10772050	34.971
26765	15.995
7681	31.973
7837	15.995
553642	12.1
21106560	14.003
11830	126.904
7810	78.918
7815	31.972
13842001	15.998
21169510	34.971
11930	15.995
10437135	15.995
7835	14.003
19956441	16.017
78	14.050
67991	34.970
455353	15.996
13875281	34.969
2039535	15.995
13837686	34.969
7240	14.003
123993	15.995
7849	12.110
7803	15.996
11783	78.918
13839441	15.998
18219	31.974
83866	15.998
13875160	34.969
11865	34.969
11077	14.003
21106586	15.997
13835772	15.998
83850	15.998
7221	14.003
11699	15.996
7385	12.110
7391	15.995
7670	15.995
13860335	15.998
19231	15.996
29005	15.996
7443	15.996
22191	15.996
7802	15.995
7389	15.995
7241	14.004
6179	34.973
7694	15.996
24972	14.004
62489	15.998
6286	30.974
7528	14.004
11660	12.110
62230	15.995
8568	15.996
7129	12.150
69371	31.972
10784857	27.982
21105871	15.998
13839082	15.995
63889	34.969
21109330	15.998
10937	14.003
7236	15.995
1577	14.010
122090	27.979
8909	12.1
11716	15.996
12231	15.995
10384035	15.995
6270	27.977
156255	14.009
7659	12.110
11409	12.110
6402	12.110
11919	27.977
7856	14.003
13257	15.995
21106036	19.001
13840690	34.969
7765	78.919
7538	15.996
71787	15.996
441	16.006
2606	34.971
11795	15.995
6287	30.974
14692	12.210
7223	14.009
7685	78.918
123860	15.996
7672	78.918
9970	15.995
13857694	34.970
16159	34.971
7088	12.110
28969	15.996
12069	15.996
11265	15.995
13648	15.995
13876539	15.995
7533	15.995
7131	15.998
7434	15.995
13866817	34.970
6977	12.110
13854136	14.009
447	15.998
13837760	15.998
13835151	14.003
191	15.999
7234	14.003
71628	14.004
7132	15.995
11087	126.905
18801	15.995
13837988	34.970
10696	27.980
76894	27.980
12456	12.110
12445	15.995
69569	34.970
12809	12.210
7138	16.001
10236	12.110
13863618	15.998
4446445	15.995
3954	31.972
55205	15.995
11021	15.995
14198	12.110
29026	14.003
5976	15.997
13875258	78.918
9903	12.1
7183	12.110
21181	15.995
13839416	15.998
7851	14.003
18410	12.110
13865680	15.998
21112023	18.998
503239	14.014
4878	15.998
932	15.998
12010	126.904
63908	15.996
5830	15.998
13839308	14.050
14680	31.972
28682	15.995
14169248	16.017
63310	15.996
11671339	27.979
391428	12.110
122446	15.995
238	15.996
7239	31.973
11863	78.918
2041618	27.980
13851576	78.919
13854248	34.969
10437215	15.995
8070	15.996
370	15.998
455090	14.010
11632	15.995
14840	12.110
2656	15.995
78828	27.979
10422	15.996
20939	12.110
69914	27.979
9976	15.995
73479	15.996
924	14.009
6883	15.996
5979	34.974
577	15.995
13658	14.004
21106366	15.995
7419	12.110
14299946	27.980
331	15.999
7448	12.110
7509	15.996
12632	15.995
61001	19.0
28982	15.995
11604	15.995
62534	15.995
62408	15.995
123207	78.918
75951	15.996
13837787	15.999
13839123	15.995
59483	27.979
18724	14.003
7850	34.969
13875432	34.969
8665	15.998
13839128	15.995
13875219	34.969
456015	31.973
55084	15.996
6974	78.919
8657	15.996
13849981	15.995
26824	27.980
72793	15.996
21106014	34.969
6296	15.995
14256731	15.997
13860775	15.998
7140	15.996
13869339	34.969
13647	15.996
764	15.996
7800	15.996
8071	34.969
13835932	15.999
7809	78.919
4449	14.009
13839110	15.995
29029	16.006
21106525	14.003
7142	15.997
132	15.997
12220	15.995
20570	14.009
21106144	16.001
7190	15.996
8140	34.970
13869451	34.969
15461	12.110
76394	15.995
7518	78.918
8520	27.980
8883	12.1
6079	34.969
2931	34.970
10536	31.972
25552	14.004
13848808	15.999
10181341	15.996
10328	126.904
15846	14.003
5596	15.998
4962	15.998
13869462	14.003
11871	31.973
10265270	12.1
222538	15.996
768	16.006
2849146	15.996
8674	15.998
13869480	15.995
12635	12.110
65523	15.996
6999	12.110
2441	15.995
7662	34.971
13856352	14.009
7506	15.995
6897	15.996
8186	15.995
15431	78.918
58234	15.995
21106146	15.996
15387	14.003
8574	15.998
1015	14.015
26325090	16.017
13842573	78.918
9564	15.996
221226	15.996
8912	15.999
7848	78.918
13875441	78.918
13863774	15.996
13871718	15.998
10179239	12.1
10227261	16.006
776	14.014
906	12.150
21168813	15.995
4366810	15.996
7170	12.110
12821	15.995
13619	12.110
392	15.998
8097	12.1
299166	15.996
21106013	34.969
13869414	15.995
21111817	78.919
7511	15.996
24641	15.996
21106020	34.969
17131	27.977
10756	15.998
7984	15.999
10404	12.110
13853953	34.969
12218	15.995
21105897	15.999
13862559	34.971
5593	14.014
123	15.996
11773	14.004
13846663	15.998
10451	27.981
7852	31.973
7872	15.996
13662	16.001
12637	16.006
376	15.999
6780	14.003
6794	14.003
21106018	34.969
72551	15.996
15427	14.009
13859497	15.997
11576	15.996
6635	34.974
21111781	16.006
11080	15.995
13835630	15.999
105291	15.996
14846	15.996
13868640	78.919
21105859	15.996
11862	78.919
8910	12.1
