Compound Id	ZagrebIndex
49179	158.0
10542	122.0
104816	148.0
75995	148.0
15520	182.0
1043	144.0
65272	196.0
11906	138.0
4067	160.0
75662	216.0
29400	220.0
4444362	236.0
6045	314.0
