Compound Id	CarbonTypes [C1SP3]
692	0
6153	0
127983	0
291	0
21106179	0
16425	0
23208	0
6105	0
11148	0
274	0
6086	0
9256	2
923	0
937	0
6085	0
217	0
9484	2
22814	0
22408	0
9286	2
12577	2
6084	2
6128	2
9243	2
62827	2
6132	0
391	0
38403	2
1087	0
16641	0
7954	1
864	0
11153	0
748	0
6095	1
6094	2
518	0
16841	2
6148	2
2056044	2
6151	0
6087	0
9095782	2
4514529	0
10675065	2
21106169	2
172	1
763	0
7956	0
7577	0
6089	0
6111	0
29040	2
10606755	2
6098	0
6120	3
13837650	2
13853215	2
61149	2
12197	0
682	2
61346	2
7558	1
7556	1
454215	2
7557	0
278	0
7957	2
654	0
9461	2
6130	0
7555	2
11727	0
1114	0
14441700	2
8960	0
6083	0
454209	2
56442	2
6101	2
6097	2
175	2
4449912	2
6102	1
9016	2
7559	0
2018165	2
7733	0
3644	2
6156	0
512	1
171	1
9646	4
9254	2
7734	2
9411	3
13835550	2
6135	0
13837190	0
10325078	2
7732	2
6335	1
7738	2
14829	2
4481813	1
10765	2
71390	0
6149	0
13872989	1
9391	2
6146	3
3631	2
6121	2
61213	2
3441	2
11099	0
11806	1
6308	3
3168	4
6104	0
1004	2
66567	3
1039	0
7713	1
73583	2
6103	2
7566	1
9994	2
10709	2
6309	1
6088	0
13299573	2
13836674	1
13835316	0
6092	2
14694	2
6313	2
11230	2
7564	2
7616	1
2062437	2
7712	2
4483639	2
10437	2
30713	2
2282428	2
6188	2
4483638	2
7330	0
12442	2
7546	2
9251	2
18971812	2
71433	0
10113	3
11755	2
7790	0
107412	2
56144	2
56020	1
13835977	1
256	1
10054	3
1005	1
553742	0
558883	1
99596	2
6333	0
6321	2
23055	2
8525	3
6125	2
4514586	0
11526	0
6322	1
6320	2
13836549	0
6163	4
62826	2
6108	0
11729	2
14672	3
6118	2
7730	4
11756	2
8544	0
23255	2
6312	3
6338	2
12201	2
62597	1
8329688	2
13837797	2
10653	1
13835336	2
7782	2
21106015	2
7727	2
558928	0
6093	0
693	0
11110	0
6311	2
8896	0
5977	0
7728	2
2340753	2
6340	4
9253	2
7626	4
7604	3
7553	1
12209	1
394562	1
10325184	2
83734	2
6315	2
7627	3
7717	1
387	2
60524	2
11109	1
63631	2
6100	2
13866746	0
7010	3
14998	2
12446	2
7560	2
258	2
10053	3
124968	2
7716	2
7552	2
7737	2
10571	2
17619	0
11809	2
13836713	1
13836589	2
11833	2
13835235	2
7767	2
7030	2
13836021	2
10124	2
59573	0
10777	3
6341	2
10018	2
558020	4
12626	1
13836591	4
11996	5
6165	3
7714	2
13862665	2
6042	2
7630	2
259	1
7607	2
5894	0
21108550	0
7772	1
21111806	0
236	0
9614	0
62808	2
10492	3
7736	2
11055	4
10446	4
7463	3
7619	4
7016	2
13871721	2
7739	2
7706	3
7028	2
5730	0
6316	2
8903	2
24590970	2
21011	2
9325	0
415	2
55090	3
10947	2
10772140	1
28994	0
13839553	2
3973	2
71312	2
3951	1
592	1
8904	4
8899	2
60329	4
6406	1
2916	0
2293678	2
6119	0
29015	4
11680	1
7624	4
7615	2
7090	1
6122	2
7024	1
55188	3
11117	0
13835224	2
6176	4
62249	3
13803	0
10755	4
9377	2
15077490	2
7823	4
11125	2
6307	3
7787	0
6334	1
13255	2
109838	4
11849	4
173	1
66656	0
13837280	0
11845	1
11094	3
13854944	2
29000	3
8398	3
10791	3
8733	2
10786	4
8554	2
92731	2
7788	0
9233	4
1020	2
11992	3
6187	2
8158	6
11023	3
11731	0
11207996	2
1609	2
7721	2
1095	2
11121	1
10498	1
7065	4
7791	2
109705	3
7636	2
7621	3
11551	3
13835836	6
7711	2
8543	2
6040	2
10445	5
11351244	0
7770	1
23150	0
12161	0
13874867	1
31029	2
4444456	1
7769	2
18607	2
10001	2
7747	4
10788	3
23621376	2
5993	0
8560	2
555074	2
10437074	2
13861343	0
7705	4
8141	0
10512	2
11180	4
7701	1
62589	3
7686	2
5439	2
11056	3
7026	0
66675	0
2005981	0
7622	3
7684	4
8900	0
11025	2
7475	3
59674	2
21171407	1
11095	2
13837537	4
10614293	5
6326	2
56117	4
7466	2
29036	0
7761	3
21168808	2
11104	4
16778	4
13835376	6
127750	4
10790	3
2018460	2
68503	0
13863629	1
7674	1
1143	0
1108	1
7029	1
29001	2
11788	2
11732	4
7688	4
7515	3
11794	2
13836520	3
11678	2
2038738	3
8562	4
29012	3
21106535	2
13875283	1
13867413	0
13837702	2
5949	1
71089	4
7551	2
11706	1
66996	2
61487	3
10797	4
26325086	4
7478	4
11799	2
13839199	2
13835459	4
11793	3
10534	0
9326	0
63863	0
659	0
7459	3
10787	3
12228	0
18688	5
10795	5
55130	3
11086	1
11841	6
12012	2
4489	0
48024	4
11024	3
512621	0
66655	0
21106032	2
6330	1
11035	3
13439	6
7021	0
7018	2
120464	3
11864	1
4444608	1
10948	2
11761	4
12229	2
24099	2
22453	4
12499	0
7833	1
7657	4
7013	2
13837281	0
5708	4
7703	2
4512642	2
4516601	2
11244	0
4516599	2
11846	1
7812	2
10652594	0
7766	2
844	0
13816	1
19953955	2
7776	2
1141	1
11857	0
66021	4
10497	2
70715	2
21106520	3
66809	2
10452	0
10433	4
29107	1
10265264	2
13874733	3
11911	2
7811	2
13836399	4
7676	0
7064	2
349	2
10488	1
4514549	0
11193	3
4512361	2
11739	3
8552	1
8908	0
28986	2
10526	2
17443	4
68832	2
21800	2
10179173	2
81815	0
29016	4
7003	2
59447	4
13839109	5
13865426	3
7678	0
13842613	2
71430	2
7760	2
971	0
10420	3
11695	4
12643	0
7219	1
11784	2
7482	3
13838404	0
7679	0
15443	0
11434292	0
65936	3
13835209	2
7677	0
6342	2
15438	1
1348	2
11216	3
68328	0
4517338	1
11194	4
11819	3
13402	4
20843	4
55091	1
10487	0
15954	3
11045	3
11210	3
7521	2
7641	2
11543	3
13638	2
11752	3
7242	2
11843	3
7530	4
15765	2
10101	0
16791	2
11029	2
9633	2
28992	4
18717	4
6106	0
99440	4
7838	1
120621	3
9581	0
15413	6
7710	2
7536	1
7689	2
10710415	2
14751	1
7073	5
24533	4
7238	0
13835293	4
13866593	2
13875196	0
120489	2
10197150	0
374462	0
13839575	4
8569	4
11600	1
5889	0
191367	2
6967	2
192642	2
1078	0
23101	0
17558	3
55123	2
68179	2
733	2
11042	3
21132380	3
9349	0
73412	2
235	0
7827	4
68156	2
773	2
17880	1
20119	3
70714	2
7225	2
7786	4
7224	0
13448	6
7673	0
10940	3
10939	1
13842993	3
29025	1
1664	2
7128	2
455420	2
11866	1
21105905	3
10772050	1
26765	1
7681	0
7837	2
553642	0
21106560	3
11830	2
7810	2
7815	2
13842001	6
21169510	3
11930	0
10437135	4
7835	2
19956441	2
78	2
67991	0
455353	4
13875281	1
2039535	6
13837686	0
7240	1
123993	3
7849	2
7803	1
11783	2
13839441	2
18219	0
83866	0
13875160	1
11865	2
11077	4
21106586	4
13835772	1
83850	0
7221	2
11699	4
7385	1
7391	2
7670	4
13860335	1
19231	4
29005	3
7443	0
22191	2
7802	2
7389	0
7241	1
6179	2
7694	3
24972	4
62489	2
6286	6
7528	4
11660	2
62230	3
8568	3
7129	1
69371	0
10784857	0
21105871	1
13839082	1
63889	2
21109330	4
10937	4
7236	0
1577	0
122090	0
8909	0
11716	3
12231	0
10384035	4
6270	8
156255	0
7659	3
11409	2
6402	3
11919	8
7856	4
13257	3
21106036	0
13840690	1
7765	2
7538	1
71787	1
441	1
2606	2
11795	1
6287	6
14692	0
7223	1
7685	2
123860	6
7672	0
9970	0
13857694	0
16159	1
7088	3
28969	1
12069	2
11265	4
13648	2
13876539	0
7533	4
7131	1
7434	3
13866817	0
6977	3
13854136	1
447	0
13837760	0
13835151	1
191	0
7234	0
71628	5
7132	1
11087	0
18801	2
13837988	0
10696	0
76894	0
12456	1
12445	4
69569	0
12809	1
7138	0
10236	3
13863618	0
4446445	1
3954	0
55205	3
11021	2
14198	2
29026	1
5976	0
13875258	1
9903	0
7183	3
21181	1
13839416	2
7851	2
18410	1
13865680	1
21112023	1
503239	2
4878	0
932	2
12010	2
63908	2
5830	1
13839308	0
14680	2
28682	4
14169248	2
63310	0
11671339	0
391428	3
122446	3
238	0
7239	0
11863	2
2041618	0
13851576	1
13854248	0
10437215	6
8070	1
370	1
455090	2
11632	4
14840	2
2656	3
78828	0
10422	5
20939	2
69914	0
9976	2
73479	1
924	0
6883	0
5979	2
577	2
13658	4
21106366	1
7419	1
14299946	0
331	0
7448	2
7509	3
12632	2
