Compound Id	VABC
692	32.006211326428
6153	50.122678727892
127983	25.706986908728
291	25.852443326667
21106179	44.055119877586
16425	68.743753261838
23208	32.290680101683
6105	37.987561027280
11148	31.920002176973
274	38.159979326189
6086	37.875510550933
9256	73.486222204065
923	34.067288416095
937	17.346685401361
6085	40.511969251733
217	19.553218908967
9484	61.351104503453
22814	28.3837121088
22408	30.476536379167
9286	67.418663353759
12577	67.418663353759
6084	43.148427952533
6128	55.283545653146
9243	49.215986802840
62827	90.782206829932
6132	53.198628797713
391	27.0654827584
38403	105.6399923808
1087	42.009477458722
16641	40.918054679161
7954	57.8079538776
864	34.642670027228
11153	47.131069947406
748	31.576286133233
6095	55.1714951768
6094	60.4444125784
518	N/A
16841	82.629731124192
6148	70.494613423580
2056044	126.280868006718
6151	68.409696568146
6087	41.0635110971
9095782	102.010632605492
4514529	23.767526471233
10675065	108.078191455799
21106169	70.141331204014
172	49.302195952295
763	26.136912101922
7956	51.938654653095
7577	58.092422652856
6089	36.849203534833
6111	48.0879538776
29040	86.702282331326
10606755	105.6399923808
6098	55.723037022167
6120	77.740397204267
13837650	73.5705634934
13853215	97.840798894626
61149	126.280868006718
12197	69.831021101867
682	51.938654653095
61346	105.993274600365
7558	72.467479802667
7556	75.103938503467
454215	86.702282331326
7557	72.467479802667
278	40.796438026989
7957	75.103938503467
654	54.1451881607
9461	102.096841754947
6130	62.342137717840
7555	77.740397204267
11727	57.662497459661
1114	71.441172786567
14441700	87.790598049446
8960	30.549979117133
6083	45.136062304233
454209	89.875514904880
56442	75.103938503467
6101	54.1451881607
6097	58.359495722967
175	66.598180578161
4449912	75.103938503467
6102	48.8722707591
9016	91.773240044319
7559	63.961721877361
2018165	70.494613423580
7733	81.257706503228
3644	69.234639278961
6156	113.249241329867
512	66.598180578161
171	58.092422652856
9646	95.036381830134
9254	91.773240044319
7734	75.388407278722
9411	110.887068455508
13835550	65.141948368867
6135	51.793198235156
13837190	78.024865979522
10325078	101.913350101759
7732	83.894165204028
6335	75.388407278722
7738	58.001247802428
14829	79.638122343706
4481813	60.298956160461
10765	92.399923129334
71390	66.414688924973
6149	77.553205488273
13872989	66.598180578161
9391	87.437315829880
6146	86.530623904828
3631	114.783501300926
6121	75.655480348833
61213	87.790598049446
3441	95.845791251453
11099	89.763464428534
11806	89.763464428534
6308	95.036381830134
3168	86.530623904828
6104	56.274578867533
1004	69.234639278961
66567	122.935977006666
1039	61.657452010133
7713	92.399923129334
73583	109.069224670186
6103	61.657452010133
7566	66.168255384967
9994	56.878180578161
10709	86.530623904828
6309	89.763464428534
6088	51.129244996932
13299573	110.065825807499
13836674	73.019021648033
13835316	70.9341047926
6092	62.4320469301
14694	85.705681194013
6313	83.894165204028
11230	88.737157412433
7564	71.441172786567
7616	90.047933203789
2062437	97.930708106886
7712	95.036381830134
4483639	92.399923129334
10437	75.655480348833
30713	85.705681194013
2282428	95.845791251453
6188	106.984307814753
4483638	92.399923129334
7330	77.407005727734
