Compound Id	BPol
692	3.144
6153	4.812
127983	0.298
291	4.373
21106179	4.702
16425	14.058
23208	0.0
6105	4.592
11148	4.483
274	1.916
6086	2.186
9256	7.108
923	0.298
937	0.270
6085	4.373
217	1.3
9484	6.889
22814	8.890
22408	10.930
9286	6.998
12577	6.998
6084	6.559
6128	6.779
9243	6.669
62827	9.295
6132	3.919
391	4.466
38403	11.320
1087	4.196
16641	1.378
7954	6.559
864	4.373
11153	3.809
748	1.753
6095	4.373
6094	8.746
518	6.206
16841	6.325
6148	6.106
2056044	11.810
6151	3.246
6087	3.7
9095782	11.371
4514529	0.0
10675065	11.481
21106169	6.889
172	5.331
763	0.270
7956	8.475
7577	7.247
6089	4.806
6111	6.559
29040	7.195
10606755	9.404
6098	3.7
6120	10.932
13837650	5.213
13853215	5.652
61149	11.810
12197	4.373
682	6.559
61346	8.621
7558	6.559
7556	8.746
454215	7.195
7557	6.559
278	3.144
7957	8.746
654	8.312
9461	10.991
6130	3.136
7555	10.932
11727	5.558
1114	11.819
14441700	8.292
8960	1.733
6083	4.570
454209	11.152
56442	8.746
6101	6.992
6097	5.886
175	7.517
4449912	8.746
6102	3.940
9016	5.542
7559	5.331
2018165	6.106
7733	8.475
3644	8.746
6156	27.598
512	7.517
171	5.331
9646	13.118
9254	5.542
7734	9.433
9411	11.949
13835550	7.426
6135	4.536
13837190	12.578
10325078	6.522
7732	10.662
6335	9.433
7738	6.289
14829	5.323
4481813	5.466
10765	10.932
71390	4.006
6149	2.463
13872989	6.559
9391	9.075
6146	10.932
3631	10.537
6121	8.072
61213	8.292
3441	6.412
11099	8.746
11806	8.746
6308	13.118
3168	12.848
6104	3.026
1004	8.746
66567	11.591
1039	8.839
7713	10.932
73583	7.729
6103	8.839
7566	6.126
9994	8.475
10709	12.848
6309	8.746
6088	6.870
13299573	9.491
13836674	5.886
13835316	3.026
6092	6.756
14694	5.432
6313	9.704
11230	14.005
7564	9.179
7616	9.433
2062437	9.272
7712	13.118
4483639	10.932
10437	8.072
30713	5.432
2282428	6.412
6188	4.869
4483638	10.932
7330	6.559
12442	6.866
7546	10.662
9251	6.412
18971812	10.588
71433	27.598
10113	10.932
11755	11.620
7790	12.307
107412	8.512
56144	7.948
56020	8.746
13835977	6.992
256	9.704
10054	10.259
1005	7.517
553742	3.026
558883	8.746
99596	7.619
6333	5.331
6321	9.704
23055	7.509
8525	11.620
6125	5.213
4514586	0.0
11526	11.349
6322	7.517
6320	10.932
13836549	7.218
6163	15.305
62826	9.382
6108	2.28
11729	11.026
14672	15.034
6118	8.942
7730	12.685
11756	7.318
8544	8.746
23255	11.365
6312	10.932
