Compound Id	AutocorrelationPolarizability [ATSp3]
692	0.0
6153	19.526
127983	0.0
291	0.0
21106179	10.262
16425	269.155
23208	1.695
6105	3.591
11148	0.0
274	4.293
6086	0.0
9256	66.916
923	3.954
937	0.0
6085	0.0
217	0.0
9484	46.179
22814	0.0
22408	0.0
9286	47.936
12577	53.798
6084	0.0
6128	25.441
9243	9.825
62827	127.748
6132	30.643
391	0.0
38403	150.861
1087	17.64
16641	9.589
7954	21.140
864	0.0
11153	11.505
748	0.0
6095	15.974
6094	20.234
518	N/A
16841	127.273
6148	98.791
2056044	259.371
6151	113.678
6087	0.0
9095782	213.717
4514529	0.0
10675065	169.169
21106169	65.427
172	11.436
763	0.0
7956	13.773
7577	25.368
6089	0.0
6111	0.0
29040	169.496
10606755	203.631
6098	23.346
6120	78.858
13837650	69.467
13853215	277.497
61149	281.330
12197	47.523
682	13.645
61346	232.729
7558	45.974
7556	57.039
454215	186.697
7557	58.708
278	6.975
7957	83.060
654	18.790
9461	144.265
6130	62.548
7555	55.401
11727	26.868
1114	73.909
14441700	157.502
8960	0.0
6083	0.0
454209	137.353
56442	57.657
6101	18.290
6097	22.377
175	54.198
4449912	57.657
6102	11.606
9016	207.009
7559	38.671
2018165	64.955
7733	80.746
3644	59.829
6156	132.075
512	37.206
171	38.841
9646	198.772
9254	220.185
7734	55.176
9411	180.109
13835550	48.655
6135	27.837
13837190	58.624
10325078	350.921
7732	78.157
6335	73.908
7738	137.140
14829	171.307
4481813	35.218
10765	138.489
71390	85.215
6149	190.609
13872989	43.957
9391	129.348
6146	159.967
3631	245.056
6121	87.435
61213	155.354
3441	260.187
11099	106.071
11806	87.742
6308	135.046
3168	75.601
6104	24.656
1004	42.446
66567	332.631
1039	39.028
7713	103.172
73583	375.408
6103	31.486
7566	36.895
9994	43.655
10709	77.924
6309	144.090
6088	0.0
13299573	293.427
13836674	64.014
13835316	101.138
6092	31.326
14694	176.684
6313	103.009
11230	127.106
7564	51.966
7616	118.432
2062437	234.213
7712	100.306
4483639	103.464
10437	62.290
30713	161.111
2282428	275.434
6188	415.707
4483638	103.464
7330	204.560
12442	53.901
7546	82.751
9251	283.126
18971812	336.962
71433	205.516
10113	141.299
11755	124.173
7790	131.911
107412	195.063
56144	396.163
56020	106.390
13835977	53.574
256	76.237
10054	219.391
1005	76.107
553742	72.096
558883	106.390
99596	293.345
6333	78.841
6321	99.004
23055	253.078
8525	114.636
6125	96.474
4514586	0.0
11526	91.950
6322	102.044
6320	108.046
13836549	487.625
6163	283.257
62826	238.961
6108	44.183
11729	89.723
14672	230.946
6118	114.185
7730	93.814
11756	72.312
8544	198.041
23255	127.915
6312	112.388
6338	59.399
12201	197.446
62597	85.536
8329688	193.616
13837797	173.072
10653	121.137
13835336	39.517
7782	94.833
21106015	48.286
7727	74.084
558928	72.096
6093	33.943
693	10.120
11110	158.533
6311	101.596
8896	191.642
5977	105.976
7728	62.963
2340753	217.576
6340	242.199
9253	322.967
7626	243.231
7604	192.612
7553	82.741
12209	136.567
394562	79.138
10325184	230.505
83734	337.714
6315	149.505
7627	197.464
7717	75.301
387	130.738
60524	99.342
11109	154.786
63631	229.781
6100	52.984
13866746	447.636
7010	202.753
14998	206.802
12446	199.708
7560	80.338
258	82.955
10053	274.978
124968	231.647
7716	95.881
7552	80.847
7737	150.035
10571	214.337
17619	N/A
11809	92.122
13836713	82.223
13836589	99.547
11833	123.920
13835235	31.495
7767	151.069
7030	149.580
13836021	78.010
10124	258.468
59573	178.895
10777	190.267
6341	156.458
10018	168.871
558020	233.616
12626	134.387
13836591	101.203
11996	293.034
6165	234.627
7714	110.582
13862665	164.868
6042	263.726
7630	156.007
259	122.071
7607	149.952
5894	79.250
21108550	322.639
7772	123.371
21111806	322.412
236	233.878
9614	278.493
62808	235.536
10492	178.857
7736	166.963
11055	356.998
10446	345.737
7463	167.929
7619	300.599
7016	154.640
13871721	85.916
7739	274.291
7706	160.859
7028	249.907
5730	287.443
6316	164.844
8903	195.712
24590970	356.818
21011	160.536
9325	321.692
415	91.545
55090	311.113
10947	167.286
10772140	86.871
28994	34.220
13839553	67.264
3973	315.138
71312	345.738
3951	163.172
592	126.190
8904	195.759
8899	251.939
60329	114.370
6406	222.641
2916	44.903
2293678	319.555
6119	135.155
29015	169.142
11680	173.134
7624	285.657
7615	100.688
7090	457.549
6122	176.997
7024	309.336
55188	318.236
11117	272.839
13835224	88.085
6176	352.376
62249	377.747
13803	199.679
10755	381.238
9377	169.242
15077490	389.171
7823	165.249
11125	141.951
6307	183.029
7787	257.710
6334	92.537
13255	368.448
109838	140.864
11849	168.037
173	49.927
66656	N/A
13837280	188.054
11845	189.569
