Compound Id	BCUT [BCUTp-1h]
692	2.6961
6153	2.2738
127983	2.0715
291	2.612
21106179	2.3626
16425	4.9920
23208	1.6857
6105	2.4517
11148	2.5411
274	2.4264
6086	3.4485
9256	3.5510
923	2.8654
937	1.4380
6085	4.1110
217	2.2510
9484	3.7942
22814	1.161
22408	1.161
9286	3.6073
12577	3.6420
6084	3.9795
6128	3.8520
9243	3.9136
62827	4.8085
6132	4.3940
391	3.974
38403	4.6958
1087	4.5544
16641	3.8695
7954	5.2222
864	3.1116
11153	4.4847
748	2.9840
6095	4.4529
6094	5.1457
518	N/A
16841	5.6037
6148	5.6569
2056044	5.4155
6151	6.3468
6087	4.5881
9095782	5.4888
4514529	2.73
10675065	5.5738
21106169	4.2161
172	4.0185
763	2.0185
7956	3.9956
7577	4.1365
6089	3.7517
6111	4.84
29040	6.7595
10606755	5.2790
6098	5.9002
6120	6.3941
13837650	6.8108
13853215	6.5354
61149	5.3473
12197	5.5802
682	4.3518
61346	6.2090
7558	5.5124
7556	5.9245
454215	6.7140
7557	5.9973
278	3.1186
7957	6.4387
654	4.7922
9461	5.3395
6130	6.4378
7555	5.7685
11727	4.3913
1114	6.0348
14441700	6.2772
8960	3.451
6083	5.7451
454209	5.6780
56442	5.8021
6101	4.9809
6097	5.8377
175	5.1554
4449912	5.8021
6102	4.1173
9016	7.6450
7559	5.3075
2018165	5.7345
7733	5.5480
3644	5.6048
6156	6.5844
512	5.2760
171	4.3579
9646	7.6484
9254	6.6261
7734	5.0632
9411	5.3458
13835550	5.5156
6135	3.8172
13837190	4.8105
10325078	8.7143
7732	5.3836
6335	5.0015
7738	5.5599
14829	7.6968
4481813	4.9503
10765	7.1893
71390	7.5939
6149	8.3924
13872989	5.3938
9391	5.4759
6146	6.8603
3631	6.7428
6121	7.0905
61213	6.3633
3441	8.8077
11099	6.7220
11806	6.1265
6308	7.0133
3168	5.2999
6104	6.5317
1004	5.3623
66567	6.5820
1039	6.5316
7713	6.5533
73583	8.9025
6103	6.8878
7566	5.3065
9994	5.0720
10709	5.6766
6309	7.2255
6088	8.0351
13299573	7.3650
13836674	6.6305
13835316	7.8309
6092	6.9902
14694	6.7125
6313	6.5335
11230	6.6610
7564	5.6720
7616	5.5403
2062437	8.1035
7712	6.3845
4483639	6.4160
10437	6.4543
30713	6.6718
2282428	7.7823
6188	8.5809
4483638	6.4160
7330	6.5709
12442	6.9370
7546	5.8393
9251	7.7330
18971812	7.5337
71433	7.3755
10113	7.0568
11755	6.3106
7790	4.8260
107412	6.3178
56144	6.7645
56020	6.5848
13835977	5.7669
256	5.9048
10054	8.3459
1005	5.5233
553742	6.8429
558883	6.5848
99596	7.97
6333	5.5548
6321	5.9168
23055	8.3193
8525	5.3717
6125	7.7877
4514586	3.887
11526	4.8145
6322	5.9897
6320	6.2263
13836549	6.0117
6163	8.2708
62826	7.4748
6108	8.4268
11729	7.5048
14672	7.4838
6118	8.2455
7730	6.0235
11756	4.9425
8544	6.4355
23255	6.8458
6312	6.6198
6338	5.0745
12201	7.4188
62597	6.1598
8329688	7.5203
13837797	6.2810
10653	5.8498
13835336	5.2075
7782	5.7268
21106015	6.0608
7727	5.5140
558928	6.8429
6093	7.6866
693	3.7873
11110	6.9530
6311	6.5729
8896	6.2911
5977	8.4848
7728	5.2040
2340753	7.8695
6340	7.6486
9253	8.6685
7626	6.8632
7604	7.3276
7553	7.7875
12209	6.5699
394562	5.9363
10325184	7.7785
83734	8.6263
6315	7.7118
7627	6.6211
7717	5.9353
387	6.3320
60524	6.2017
11109	6.8676
63631	7.4745
6100	9.2770
13866746	6.0956
7010	7.6420
14998	6.7403
12446	7.3711
7560	7.5048
258	5.9910
10053	9.5018
124968	5.8985
7716	6.3008
7552	7.6113
7737	5.8215
10571	7.1026
17619	4.7875
11809	6.5719
13836713	7.6820
13836589	5.5194
11833	6.3054
13835235	4.5859
7767	6.6999
7030	5.1208
13836021	5.8235
10124	7.8730
59573	6.2685
10777	7.1815
6341	6.7890
10018	5.7668
558020	5.7319
12626	6.6709
13836591	5.5184
11996	7.7981
6165	7.4838
7714	6.7687
13862665	6.1611
6042	9.7416
7630	5.5325
259	6.1520
7607	6.5455
5894	5.6527
21108550	6.3091
7772	6.4590
21111806	6.2915
236	6.3934
9614	6.3269
62808	5.9512
10492	6.9791
7736	5.9366
11055	8.5851
10446	7.8786
7463	6.0061
7619	7.6488
7016	6.3885
13871721	6.0225
7739	7.8665
7706	5.9924
7028	6.6615
5730	10.4394
6316	8.0668
8903	6.0239
24590970	9.1323
21011	6.6198
9325	6.2104
415	6.2170
55090	8.9693
10947	6.8550
10772140	6.2218
28994	4.9377
13839553	5.5975
3973	8.2401
71312	8.3605
3951	6.8243
592	6.0003
8904	5.8479
8899	7.6773
60329	5.8281
6406	7.1468
2916	8.8436
2293678	9.9590
6119	9.6409
29015	5.4163
11680	6.4664
7624	7.4814
7615	5.7424
7090	7.3644
6122	10.5336
7024	7.4640
