Compound Id	KappaShapeIndices [Kier3]
692	0.0
6153	N/A
127983	0.0
291	0.0
21106179	N/A
16425	N/A
23208	0.0
6105	0.0
11148	0.0
274	0.0
6086	0.0
9256	2.667
923	0.0
937	0.0
6085	0.0
217	0.0
9484	N/A
22814	0.0
22408	0.0
9286	3.0
12577	5.333
6084	0.0
6128	N/A
9243	0.0
62827	2.222
6132	N/A
391	0.0
38403	4.48
1087	0.0
16641	0.0
7954	0.0
864	0.0
11153	0.0
748	0.0
6095	0.0
6094	0.0
518	0.0
16841	2.667
6148	N/A
2056044	3.516
6151	N/A
6087	0.0
9095782	2.222
4514529	0.0
10675065	4.5
21106169	5.333
172	0.0
763	0.0
7956	0.0
7577	4.0
6089	0.0
6111	0.0
29040	2.667
10606755	1.991
6098	0.0
6120	N/A
13837650	4.0
13853215	2.222
61149	2.041
12197	4.0
682	0.0
61346	8.0
7558	4.0
7556	4.0
454215	2.667
7557	4.0
278	0.0
7957	N/A
654	0.0
9461	7.2
6130	N/A
7555	4.0
11727	4.0
1114	N/A
14441700	5.333
8960	0.0
6083	0.0
454209	5.333
56442	4.0
6101	0.0
6097	0.0
175	N/A
4449912	4.0
6102	0.0
9016	2.667
7559	4.0
2018165	4.0
7733	4.0
3644	N/A
6156	N/A
512	4.0
171	N/A
9646	N/A
9254	2.667
7734	4.0
9411	3.556
13835550	4.0
6135	N/A
13837190	4.0
10325078	2.222
7732	4.0
6335	4.0
7738	0.64
14829	N/A
4481813	4.0
10765	4.0
71390	N/A
6149	N/A
13872989	4.0
9391	2.667
6146	N/A
3631	4.48
6121	N/A
61213	5.333
3441	2.667
11099	4.0
11806	4.0
6308	4.0
3168	4.0
6104	0.0
1004	4.0
66567	1.975
1039	0.0
7713	4.0
73583	2.222
6103	0.0
7566	4.0
9994	0.25
10709	4.0
6309	4.0
6088	0.0
13299573	8.0
13836674	4.0
13835316	N/A
6092	0.0
14694	5.333
6313	4.0
11230	4.0
7564	4.0
7616	5.333
2062437	2.667
7712	4.0
4483639	4.0
10437	4.0
30713	3.0
2282428	2.667
6188	2.222
4483638	4.0
7330	0.64
12442	4.0
7546	0.64
9251	2.667
18971812	2.222
71433	5.333
10113	4.0
11755	5.333
7790	1.333
107412	2.222
56144	1.991
56020	4.0
13835977	4.0
256	4.0
10054	N/A
1005	4.0
553742	4.0
558883	4.0
99596	2.667
6333	4.0
6321	4.0
23055	5.333
8525	5.333
6125	N/A
4514586	0.0
