Compound Id	AtomCount
692	4
6153	5
127983	2
291	5
21106179	5
16425	7
23208	3
6105	5
11148	5
274	3
6086	4
9256	8
923	3
937	3
6085	6
217	4
9484	8
22814	4
22408	4
9286	8
12577	8
6084	8
6128	8
9243	8
62827	11
6132	5
391	3
38403	12
1087	3
16641	3
7954	9
864	6
11153	5
748	3
6095	7
6094	11
518	3
16841	8
6148	8
2056044	14
6151	5
6087	5
9095782	14
4514529	1
10675065	14
21106169	9
172	7
763	4
7956	9
7577	8
6089	7
6111	9
29040	8
10606755	12
6098	6
6120	14
13837650	8
13853215	8
61149	14
12197	8
682	9
61346	11
7558	10
7556	12
454215	8
7557	10
278	5
7957	12
654	10
9461	13
6130	5
7555	14
11727	7
1114	13
14441700	11
8960	6
6083	5
454209	14
56442	12
6101	10
6097	8
175	10
4449912	12
6102	6
9016	8
7559	8
2018165	8
7733	11
3644	12
6156	17
512	10
171	8
9646	17
9254	8
7734	11
9411	14
13835550	12
6135	7
13837190	13
10325078	8
7732	13
6335	11
7738	9
14829	8
4481813	9
10765	15
71390	5
6149	5
13872989	10
9391	12
6146	15
3631	12
6121	11
61213	11
3441	8
11099	13
11806	13
6308	17
3168	15
6104	5
1004	12
66567	15
1039	9
7713	15
73583	11
6103	9
7566	9
9994	10
10709	15
6309	13
6088	5
13299573	11
13836674	9
13835316	6
6092	8
14694	8
6313	13
11230	16
7564	13
7616	12
2062437	11
7712	17
4483639	15
10437	11
30713	8
2282428	8
6188	8
4483638	15
7330	11
12442	8
7546	13
9251	8
18971812	14
71433	18
10113	15
11755	14
7790	12
107412	11
56144	11
56020	13
13835977	11
256	13
10054	14
1005	11
553742	6
558883	13
99596	11
6333	9
6321	13
23055	11
8525	14
6125	8
4514586	1
11526	12
6322	11
6320	15
13836549	12
6163	20
62826	11
6108	3
11729	12
14672	18
6118	11
7730	16
11756	11
8544	13
23255	16
6312	15
6338	10
12201	18
62597	13
8329688	11
13837797	17
10653	14
13835336	11
7782	14
21106015	9
7727	14
558928	6
6093	5
693	6
11110	16
6311	12
8896	15
5977	5
7728	13
2340753	8
6340	20
9253	8
7626	21
7604	20
7553	9
12209	16
394562	11
10325184	8
83734	8
6315	14
7627	17
7717	12
387	13
60524	12
11109	18
63631	19
6100	8
13866746	12
7010	20
14998	21
12446	18
7560	12
258	15
10053	14
124968	10
7716	16
7552	11
7737	13
10571	17
17619	21
11809	12
13836713	10
13836589	16
11833	18
13835235	10
7767	20
7030	10
13836021	14
10124	16
59573	19
10777	16
6341	14
10018	14
558020	10
12626	16
13836591	16
11996	21
6165	18
7714	14
13862665	15
6042	8
7630	13
259	14
7607	16
5894	11
21108550	12
7772	16
21111806	12
236	12
9614	12
62808	10
10492	17
7736	10
11055	23
10446	20
7463	17
7619	23
7016	16
13871721	13
7739	9
7706	17
7028	16
5730	5
6316	11
8903	10
24590970	11
21011	18
9325	12
415	15
55090	17
10947	18
10772140	8
28994	9
13839553	13
3973	12
71312	8
3951	12
592	12
8904	10
8899	8
60329	17
6406	15
2916	5
2293678	8
6119	5
29015	14
11680	17
7624	22
7615	13
7090	15
6122	11
7024	18
55188	21
11117	14
13835224	13
6176	19
62249	20
13803	20
10755	23
9377	20
15077490	8
7823	21
11125	17
6307	14
7787	18
6334	12
13255	19
109838	19
11849	21
173	9
66656	24
13837280	6
11845	19
11094	23
13854944	17
29000	18
8398	18
10791	19
8733	14
10786	23
8554	16
92731	11
7788	16
9233	15
1020	11
11992	20
6187	8
8158	22
11023	23
11731	10
11207996	19
1609	17
7721	15
1095	13
11121	21
10498	9
7065	20
7791	17
109705	21
7636	13
7621	19
11551	23
13835836	22
7711	14
8543	11
6040	18
10445	26
11351244	15
7770	15
23150	27
12161	21
13874867	16
31029	11
4444456	9
7769	19
18607	15
10001	17
7747	20
10788	19
23621376	14
5993	12
8560	23
555074	21
10437074	10
13861343	7
7705	19
8141	14
10512	17
11180	21
7701	17
62589	20
7686	20
5439	13
11056	21
7026	16
66675	26
2005981	8
7622	21
7684	18
8900	7
11025	19
7475	20
59674	14
21171407	9
11095	19
13837537	15
10614293	25
6326	8
56117	25
7466	16
29036	5
7761	20
21168808	12
11104	26
16778	19
13835376	22
127750	22
10790	21
2018460	11
68503	21
13863629	11
7674	21
1143	8
1108	15
7029	12
29001	15
11788	20
11732	21
7688	13
7515	20
11794	21
13836520	18
11678	21
2038738	11
8562	22
29012	20
21106535	12
13875283	15
13867413	12
13837702	18
5949	19
71089	13
7551	8
11706	20
66996	10
61487	17
10797	22
26325086	21
7478	18
11799	16
13839199	14
13835459	16
11793	21
10534	15
9326	13
63863	23
659	10
7459	21
10787	21
12228	15
18688	23
10795	26
55130	23
11086	19
11841	27
12012	20
4489	12
48024	19
11024	21
512621	28
66655	28
21106032	14
6330	12
11035	26
13439	29
7021	14
7018	13
120464	20
11864	22
4444608	17
10948	16
11761	21
12229	12
24099	17
22453	23
12499	13
7833	24
7657	23
7013	11
13837281	6
5708	17
7703	21
4512642	24
4516601	24
11244	14
4516599	24
11846	18
7812	21
10652594	35
7766	17
844	11
13816	15
19953955	17
7776	18
1141	12
11857	19
66021	10
10497	14
70715	10
21106520	14
66809	15
10452	30
10433	23
29107	15
10265264	24
13874733	14
11911	8
7811	22
13836399	22
7676	12
7064	20
349	26
10488	15
4514549	1
11193	20
4512361	24
11739	24
8552	20
8908	21
28986	22
10526	20
17443	14
68832	18
21800	24
10179173	24
81815	9
29016	23
7003	19
59447	19
13839109	21
13865426	19
7678	19
13842613	17
71430	21
7760	22
971	13
10420	23
11695	19
12643	17
7219	18
11784	11
7482	23
13838404	5
7679	17
15443	20
11434292	34
65936	11
13835209	16
7677	20
6342	8
15438	24
1348	12
11216	24
68328	29
4517338	13
11194	24
11819	24
13402	29
20843	16
55091	9
10487	18
15954	24
11045	23
11210	24
7521	18
7641	18
11543	24
13638	23
11752	15
7242	17
11843	23
7530	22
15765	24
10101	17
16791	22
11029	24
9633	26
28992	16
18717	24
6106	5
99440	24
7838	22
120621	18
9581	16
15413	29
7710	11
7536	23
7689	11
10710415	19
14751	24
7073	26
24533	16
7238	16
13835293	19
13866593	21
13875196	16
120489	14
10197150	12
374462	16
13839575	23
8569	27
11600	14
5889	14
191367	19
6967	18
192642	18
1078	14
23101	37
17558	29
55123	23
68179	22
733	14
11042	17
21132380	17
9349	14
73412	14
235	14
7827	21
68156	20
773	9
17880	25
20119	18
70714	10
7225	12
7786	16
7224	13
13448	32
7673	12
10940	17
10939	20
13842993	15
29025	27
1664	13
7128	21
455420	27
11866	21
21105905	17
10772050	8
26765	18
7681	13
7837	24
553642	22
21106560	17
11830	17
7810	20
7815	21
13842001	23
21169510	14
