Compound Id	WienerNumbers [WPOL]
120489	7.0
10197150	5.0
374462	3.0
13839575	6.0
8569	6.0
11600	6.0
5889	5.0
191367	5.0
6967	8.0
192642	6.0
1078	5.0
23101	12.0
17558	6.0
55123	6.0
68179	6.0
733	4.0
11042	7.0
21132380	7.0
9349	7.0
73412	3.0
235	7.0
7827	4.0
68156	4.0
773	0.0
17880	6.0
20119	4.0
70714	5.0
7225	7.0
7786	3.0
7224	7.0
13448	7.0
7673	5.0
10940	8.0
10939	8.0
13842993	9.0
29025	6.0
1664	5.0
7128	9.0
455420	6.0
11866	5.0
21105905	7.0
10772050	6.0
26765	5.0
7681	5.0
7837	5.0
553642	8.0
21106560	7.0
11830	3.0
7810	4.0
7815	4.0
13842001	7.0
21169510	9.0
11930	8.0
10437135	8.0
7835	5.0
19956441	5.0
78	7.0
67991	6.0
455353	6.0
13875281	8.0
2039535	8.0
13837686	8.0
7240	7.0
123993	10.0
7849	6.0
7803	6.0
11783	5.0
13839441	4.0
18219	2.0
83866	8.0
13875160	7.0
11865	5.0
11077	7.0
21106586	11.0
13835772	8.0
83850	8.0
7221	7.0
11699	7.0
7385	8.0
7391	8.0
7670	8.0
13860335	7.0
19231	7.0
29005	8.0
7443	9.0
22191	7.0
7802	6.0
7389	8.0
7241	7.0
6179	6.0
7694	8.0
24972	10.0
62489	7.0
6286	11.0
7528	7.0
11660	9.0
62230	10.0
8568	7.0
7129	9.0
69371	6.0
10784857	24.0
21105871	7.0
13839082	7.0
63889	7.0
21109330	9.0
10937	8.0
7236	7.0
1577	2.0
122090	15.0
8909	8.0
11716	8.0
12231	8.0
10384035	8.0
6270	16.0
156255	5.0
7659	9.0
11409	10.0
6402	13.0
11919	12.0
7856	6.0
13257	7.0
21106036	14.0
13840690	7.0
7765	3.0
7538	8.0
71787	6.0
441	6.0
2606	6.0
11795	4.0
6287	12.0
14692	7.0
7223	7.0
7685	5.0
123860	7.0
7672	5.0
9970	9.0
13857694	7.0
16159	6.0
7088	11.0
28969	9.0
12069	6.0
11265	10.0
13648	9.0
13876539	8.0
7533	8.0
7131	9.0
7434	8.0
13866817	7.0
6977	10.0
13854136	8.0
447	10.0
13837760	8.0
13835151	7.0
191	7.0
7234	7.0
71628	8.0
7132	9.0
11087	5.0
18801	5.0
13837988	8.0
10696	24.0
76894	14.0
12456	7.0
12445	5.0
69569	12.0
12809	7.0
7138	9.0
10236	11.0
13863618	10.0
4446445	6.0
3954	6.0
55205	5.0
11021	9.0
14198	13.0
29026	6.0
5976	9.0
13875258	7.0
9903	9.0
7183	11.0
21181	6.0
13839416	5.0
7851	6.0
18410	7.0
13865680	10.0
21112023	11.0
503239	9.0
4878	7.0
932	6.0
12010	4.0
63908	9.0
5830	8.0
13839308	8.0
14680	5.0
28682	9.0
14169248	8.0
63310	14.0
11671339	24.0
391428	11.0
122446	8.0
238	9.0
7239	7.0
11863	5.0
2041618	15.0
13851576	7.0
13854248	8.0
10437215	9.0
8070	12.0
370	7.0
455090	9.0
11632	8.0
14840	7.0
2656	16.0
78828	18.0
10422	8.0
20939	11.0
69914	24.0
9976	8.0
73479	12.0
924	9.0
6883	11.0
5979	9.0
577	7.0
13658	13.0
21106366	9.0
7419	9.0
14299946	24.0
331	12.0
7448	11.0
7509	9.0
12632	7.0
61001	17.0
28982	9.0
11604	9.0
62534	10.0
62408	11.0
123207	7.0
75951	8.0
13837787	12.0
13839123	10.0
59483	15.0
18724	11.0
7850	6.0
13875432	7.0
8665	9.0
13839128	10.0
13875219	7.0
456015	7.0
55084	9.0
6974	8.0
8657	9.0
13849981	10.0
26824	18.0
72793	9.0
21106014	10.0
6296	11.0
14256731	14.0
13860775	10.0
7140	11.0
13869339	7.0
13647	9.0
764	7.0
7800	9.0
8071	12.0
13835932	8.0
7809	4.0
4449	8.0
13839110	9.0
29029	7.0
21106525	9.0
7142	11.0
132	11.0
12220	8.0
20570	9.0
21106144	12.0
7190	11.0
8140	10.0
13869451	7.0
15461	14.0
76394	9.0
7518	7.0
8520	18.0
8883	12.0
6079	11.0
2931	12.0
10536	6.0
25552	12.0
13848808	14.0
10181341	9.0
10328	8.0
15846	7.0
5596	8.0
4962	10.0
13869462	10.0
11871	5.0
10265270	12.0
222538	11.0
768	12.0
2849146	11.0
8674	11.0
13869480	9.0
12635	8.0
65523	11.0
6999	13.0
2441	19.0
7662	9.0
13856352	8.0
7506	9.0
6897	12.0
8186	11.0
15431	9.0
58234	19.0
21106146	11.0
15387	7.0
8574	7.0
1015	9.0
26325090	7.0
13842573	7.0
9564	10.0
221226	10.0
8912	12.0
7848	6.0
13875441	7.0
13863774	11.0
13871718	9.0
10179239	12.0
10227261	15.0
776	9.0
906	12.0
21168813	11.0
4366810	9.0
7170	15.0
12821	9.0
13619	8.0
392	7.0
8097	12.0
299166	11.0
21106013	11.0
13869414	9.0
21111817	10.0
7511	10.0
24641	10.0
21106020	11.0
17131	20.0
10756	15.0
7984	12.0
10404	10.0
13853953	12.0
12218	8.0
21105897	15.0
13862559	10.0
5593	9.0
123	9.0
11773	11.0
13846663	13.0
10451	30.0
7852	6.0
7872	9.0
13662	11.0
12637	9.0
376	8.0
6780	12.0
6794	13.0
21106018	10.0
72551	9.0
15427	9.0
13859497	13.0
11576	14.0
6635	12.0
21111781	12.0
11080	7.0
13835630	9.0
105291	8.0
14846	10.0
13868640	7.0
21105859	11.0
11862	5.0
8910	10.0
14227	11.0
10437210	12.0
11589	13.0
64699	9.0
8098	12.0
589165	9.0
6781	14.0
12933	17.0
13853758	11.0
9893	12.0
6621	12.0
558878	9.0
8855	12.0
10980	11.0
206561	13.0
15855	14.0
13835126	11.0
5882	15.0
13864445	11.0
21170967	13.0
12478	9.0
21105870	9.0
13229	10.0
13849989	9.0
24535	12.0
18019	24.0
73390	12.0
6674	12.0
11591	13.0
67360	8.0
553578	9.0
10437335	12.0
14593	9.0
10432	7.0
7745	5.0
21159695	10.0
7891	9.0
10972	11.0
11557190	24.0
8183	15.0
12219	7.0
880	9.0
1446	14.0
2923	13.0
6775	12.0
12954	10.0
8576	8.0
21105848	15.0
68109	18.0
7882	8.0
120548	11.0
10181339	10.0
6788	14.0
13853943	12.0
11672	11.0
57726	15.0
10892	14.0
6898	13.0
1905	11.0
21106470	12.0
6950	9.0
13860434	14.0
12972	10.0
21106148	13.0
10664	11.0
7890	9.0
71876	12.0
7176	13.0
15965	13.0
67653	7.0
13487	11.0
9088156	17.0
7871	9.0
68224	36.0
18	15.0
4511751	17.0
10181338	13.0
10756390	36.0
84971	12.0
388391	12.0
13871489	18.0
11629	14.0
2241	9.0
21106519	11.0
11460	11.0
7189	11.0
8521	24.0
13876103	15.0
11510	10.0
14349	7.0
7211	15.0
2937774	14.0
11584	13.0
21105998	14.0
6736	15.0
4963	12.0
6789	14.0
6737	15.0
59482	13.0
81814	19.0
14021447	30.0
71	14.0
80863	14.0
955	11.0
7145	11.0
917	14.0
3350	14.0
10616	16.0
7172	15.0
10257	16.0
953	11.0
1151	14.0
21106571	13.0
6827	14.0
11422	13.0
21106163	13.0
10025	9.0
13835344	13.0
15853	9.0
21106140	17.0
10801109	22.0
86394	20.0
21106145	15.0
62310	16.0
13835706	14.0
7092	11.0
1448	18.0
8182	15.0
21106518	11.0
10437239	10.0
13848793	14.0
68676	16.0
16180	10.0
7600	10.0
13846959	11.0
6773	17.0
7340	12.0
13837329	20.0
21106581	15.0
16475	14.0
7146	13.0
185	12.0
6828	14.0
11488212	14.0
6646	12.0
10801842	11.0
16387	18.0
11586	17.0
62472	17.0
16388	21.0
21108576	11.0
6480	12.0
23083	13.0
10628694	11.0
7892	9.0
71437	15.0
5644	18.0
10909	16.0
10918	16.0
8935	15.0
4510206	9.0
7757	12.0
13846749	14.0
2298886	18.0
6550	15.0
8341	14.0
7208	15.0
11882	10.0
4611	11.0
13835351	16.0
8374	14.0
70682	7.0
13492	12.0
13677	17.0
6739	15.0
17347	11.0
7875	11.0
11777	9.0
7310	12.0
11465	12.0
2157	16.0
8150	18.0
7302	14.0
7202	13.0
7042	18.0
6035	13.0
11776	9.0
10908	17.0
10850	17.0
556589	14.0
7299	14.0
8577	8.0
21106900	16.0
17652	12.0
5915	9.0
10106	15.0
63518	14.0
17868	14.0
6706	14.0
10851	17.0
11588	11.0
79969	15.0
6675	12.0
71193	14.0
2206	23.0
13867714	14.0
4445317	19.0
10849	17.0
11595	15.0
1906	11.0
6193	27.0
67270	13.0
16177	10.0
6033	13.0
6478	18.0
15517	19.0
10841	18.0
13574	14.0
8319	15.0
7964	24.0
15789876	20.0
21105699	14.0
13622	11.0
10829	18.0
11507	10.0
7585	22.0
6790	14.0
15495	17.0
13860	9.0
10831	18.0
56515	20.0
20124	14.0
744	14.0
10343	21.0
218253	17.0
454319	171.0
76154	17.0
33084	9.0
67414	33.0
220998	12.0
15867	25.0
7901	10.0
14627	15.0
21106570	17.0
10449	36.0
10813	18.0
199342	19.0
15755	17.0
15702	21.0
62484	13.0
4522053	17.0
8273	20.0
11883	11.0
8262	20.0
642951	20.0
15747	13.0
15524	16.0
13837303	22.0
305	16.0
230	17.0
14995	18.0
10733068	45.0
256210	14.0
33421	20.0
67470	17.0
33416	15.0
14994	18.0
15756	16.0
12938	13.0
6588	19.0
15475	18.0
7279	13.0
23886	20.0
14472	12.0
15476	17.0
42330	24.0
2991	18.0
12682	19.0
4762	19.0
361	17.0
6592	19.0
11884	11.0
15488	16.0
15478	17.0
21106573	21.0
11003	14.0
15489	16.0
15861	20.0
7155	21.0
64155	17.0
2627	15.0
24142	12.0
8073	25.0
44152	24.0
26325080	36.0
8916	15.0
4267	17.0
33455	19.0
15619	19.0
96749	16.0
18336	14.0
5236	21.0
440	16.0
2973	14.0
3173	14.0
2185	15.0
1361549	16.0
7915	11.0
30600	19.0
1438	13.0
15477	18.0
10437836	13.0
8120	18.0
26010	20.0
7152	17.0
13846658	16.0
8470	15.0
3544	19.0
15621	20.0
33934	19.0
7913	13.0
7994	15.0
2468	22.0
6840	21.0
12133	17.0
11632871	16.0
34863	23.0
63968	16.0
61739	17.0
68437	21.0
66895	16.0
26260	20.0
33932	19.0
33933	18.0
5027	15.0
192748	23.0
8282	17.0
5004	11.0
34188	22.0
13114	22.0
18280	22.0
12024	13.0
2068	22.0
6835	16.0
78998	13.0
72056	11.0
4626	14.0
2169	16.0
23115	15.0
6492	18.0
4103087	21.0
9824	23.0
15473	18.0
34664	22.0
9053802	12.0
37904	23.0
13856959	19.0
12586	15.0
5368	37.0
707	21.0
34665	22.0
17098	18.0
17099	19.0
84188	21.0
15620	21.0
8111	21.0
3210	15.0
49469	23.0
967	21.0
158870	20.0
2915	19.0
83330	23.0
157093	19.0
4768	17.0
34864	22.0
14993	23.0
8329	22.0
970	22.0
7917	12.0
136000	21.0
34866	23.0
83374	19.0
2297538	27.0
20848	17.0
457145	20.0
8067	21.0
37918	22.0
457140	21.0
34865	22.0
8241	24.0
14620	18.0
6593	19.0
21782117	46.0
135983	20.0
10540	13.0
25472	18.0
25605	22.0
6464	25.0
25677	26.0
136001	20.0
136003	20.0
34666	21.0
82753	18.0
10438331	23.0
2121	20.0
1278	22.0
4457	15.0
62265	23.0
11974	13.0
31991	18.0
481441	30.0
34867	21.0
84235	19.0
13087	17.0
2079	26.0
2424	25.0
5256	13.0
7315	18.0
15474	18.0
37915	21.0
40191	25.0
29348	25.0
26011	21.0
28287	22.0
62632	14.0
30932	13.0
22172	18.0
5899	21.0
2297441	18.0
37905	23.0
3987	22.0
33617	19.0
2283071	23.0
34830	25.0
16568	23.0
108106	48.0
69223	17.0
35581	25.0
23912	16.0
13302	17.0
4932499	24.0
3006	15.0
56793	26.0
13090	18.0
34868	22.0
10243	21.0
13850879	25.0
56791	25.0
14674	25.0
15729	25.0
8060	22.0
9040	23.0
34870	22.0
30881	20.0
17587	20.0
34869	22.0
457144	20.0
5807	27.0
9026	24.0
3008	18.0
4575	29.0
135925	21.0
4759	19.0
82777	24.0
34871	20.0
454495	26.0
6688	25.0
36319	25.0
533188	25.0
34872	20.0
10169	27.0
11891	13.0
56792	24.0
26325081	42.0
8058	21.0
20493	24.0
36278	30.0
35580	24.0
82755	22.0
82842	25.0
15417	21.0
46262	25.0
136002	21.0
28941	25.0
56123	39.0
5342	21.0
56784	22.0
16182	24.0
56785	24.0
56790	26.0
26563	18.0
13303	17.0
82765	28.0
82767	24.0
12705	18.0
14826	35.0
30816	29.0
16481	16.0
97173	23.0
102720	23.0
7051	23.0
21924	21.0
102721	23.0
33458	26.0
82818	25.0
3548	23.0
35579	25.0
38839	32.0
27749	20.0
34667	21.0
56795	25.0
56788	25.0
1994	28.0
8939	24.0
16482	18.0
36972	26.0
21106365	21.0
4760	19.0
34873	21.0
7967	45.0
559096	30.0
35582	23.0
56771	27.0
13520	26.0
56774	29.0
9873	25.0
3463	42.0
37744	29.0
12874	19.0
46893	23.0
82807	24.0
35081	27.0
56769	29.0
35584	25.0
3864	25.0
13300034	24.0
10292746	46.0
33829	21.0
102833	24.0
47912	24.0
13844817	24.0
82817	24.0
82762	23.0
2839	33.0
6842	21.0
82754	24.0
157094	22.0
3229	23.0
5237	17.0
82840	24.0
34189	24.0
16736498	48.0
7968	46.0
29117	22.0
33304	24.0
56794	24.0
13837319	26.0
457138	23.0
39406	28.0
56780	28.0
27793	25.0
106355	24.0
6767	22.0
34847	28.0
102897	23.0
2581	14.0
6417	39.0
103011	22.0
82712	23.0
56781	28.0
45444	28.0
102947	24.0
102933	23.0
33457	26.0
8287	24.0
33280	24.0
36029	27.0
46263	25.0
56777	26.0
33666	30.0
56787	25.0
16736486	45.0
102801	24.0
82873	43.0
8288	24.0
4025	30.0
17339596	26.0
33456	22.0
2629	26.0
33386	25.0
2003	43.0
6514	33.0
36973	29.0
97172	22.0
36974	27.0
82819	28.0
15572	24.0
102856	24.0
13115	21.0
8800	29.0
29153	30.0
35583	25.0
82820	28.0
45445	27.0
4886542	25.0
103066	23.0
46894	29.0
32873	30.0
35563	23.0
17684	16.0
44885	27.0
46710	36.0
33326	31.0
4745	21.0
26325088	14.0
56772	27.0
34848	27.0
56760	31.0
84346	32.0
26325085	14.0
28552	20.0
12364	28.0
56755	32.0
82796	23.0
35265	33.0
56789	23.0
4599	31.0
24638	27.0
56768	27.0
13328	45.0
4437893	20.0
6371	26.0
56778	28.0
3277	27.0
4526760	29.0
21568	25.0
96948	26.0
16415	30.0
193215	43.0
26325087	15.0
37779	29.0
56779	28.0
11274	29.0
35585	28.0
84344	28.0
56786	24.0
82797	26.0
5363	24.0
541032	17.0
31129	48.0
37749	27.0
56776	26.0
46264	24.0
83413	30.0
43354	28.0
457139	24.0
21429023	45.0
97055	26.0
4927801	60.0
34859	32.0
7260	21.0
19939	33.0
56756	31.0
4719431	30.0
102798	24.0
36976	31.0
45446	26.0
56767	30.0
8093	22.0
29631	21.0
34850	28.0
14348	15.0
559213	27.0
6453	32.0
84345	28.0
56766	31.0
102722	27.0
33281	24.0
1262	26.0
36975	29.0
154865	27.0
102741	26.0
26325082	48.0
32555	29.0
82740	33.0
215802	27.0
30459	30.0
23977588	48.0
4333	29.0
18941	20.0
97198	26.0
37019	31.0
82783	32.0
37000	32.0
39198	31.0
56765	31.0
46285	28.0
4938407	48.0
46284	27.0
82806	27.0
19722	26.0
34116	24.0
34668	27.0
34851	31.0
56773	27.0
82798	30.0
29282	22.0
47913	28.0
5772	45.0
28827	26.0
26915	24.0
6066	20.0
32952	27.0
48518	31.0
84347	30.0
75956	24.0
102857	26.0
43353	27.0
83414	34.0
2940	46.0
18445	27.0
25304	31.0
102787	27.0
18444	25.0
15010	25.0
82823	34.0
83411	27.0
102742	27.0
34190	30.0
56761	32.0
47914	30.0
102743	27.0
66326	33.0
56559	16.0
35529	24.0
36710	30.0
7991	24.0
33832	24.0
34852	32.0
2927	26.0
154866	26.0
35588	31.0
59833	28.0
12730	21.0
8243	28.0
15699	27.0
64559	29.0
56023	48.0
56782	35.0
549017	32.0
97240	27.0
33282	28.0
20545	17.0
36977	35.0
4066	27.0
2457	33.0
77706	30.0
4813314	34.0
56770	26.0
29847	26.0
56763	30.0
56757	31.0
102834	28.0
7928	16.0
4939096	48.0
36771	31.0
56764	31.0
9817	35.0
36978	31.0
34191	31.0
84348	36.0
45678	32.0
7929	17.0
82738	34.0
37994	27.0
106356	27.0
36979	34.0
10085	35.0
39407	28.0
11369	13.0
56762	32.0
37745	32.0
36981	34.0
56758	31.0
4744	21.0
36980	34.0
11359	21.0
6057	26.0
56775	27.0
6640	21.0
37004	35.0
4956170	30.0
34853	32.0
56783	34.0
4941232	30.0
82736	30.0
47915	35.0
4060	38.0
16139	30.0
2635909	31.0
15822	24.0
13338	50.0
12543	29.0
36983	35.0
96868	30.0
96864	30.0
56759	30.0
6058	30.0
36982	35.0
33983	30.0
36984	30.0
82831	51.0
45447	36.0
33407	38.0
2271976	35.0
4575338	49.0
24388	27.0
3171	24.0
12367	31.0
15637	38.0
82821	38.0
34860	35.0
11936	28.0
72522	17.0
82786	38.0
6542	23.0
97224	30.0
97234	30.0
5148	20.0
34854	31.0
3534	32.0
46137	34.0
12536	22.0
77887	37.0
6559	32.0
33984	31.0
26325084	60.0
11897	18.0
9242615	34.0
97233	30.0
26325083	54.0
46525	38.0
7988	30.0
46136	31.0
33142	30.0
33141	28.0
34418	32.0
5739	31.0
97142	30.0
2928	28.0
8817	32.0
36986	34.0
82834	43.0
47916	34.0
8078	32.0
4617	37.0
550258	34.0
35205	38.0
36985	39.0
46739	26.0
3326	29.0
35566	35.0
55075	21.0
2908	36.0
4913	26.0
4777	25.0
2181	30.0
6528	30.0
5557	36.0
97257	31.0
6639	21.0
33986	35.0
45448	38.0
33316	30.0
36988	38.0
105648	20.0
82679	36.0
35912	38.0
102923	31.0
8004	32.0
11898	18.0
36987	38.0
20390	37.0
3972	32.0
5590	29.0
11899	19.0
154958	34.0
3513	29.0
7970	35.0
154062	30.0
4629	31.0
36990	39.0
85876	24.0
26916	36.0
77764	34.0
33985	34.0
35108	34.0
82751	42.0
5660	39.0
36989	42.0
6519	34.0
11917	44.0
2925	27.0
16576	32.0
4447447	51.0
2284017	23.0
5554	39.0
39394	38.0
509179	27.0
77874	34.0
4444070	33.0
4228778	24.0
82822	38.0
43456	37.0
24247	36.0
4445165	44.0
34192	38.0
37764	36.0
2342810	27.0
2075	35.0
12017	20.0
6367	38.0
77933	43.0
2768	36.0
11283	27.0
5791	44.0
96965	34.0
33198	34.0
91304	28.0
35206	42.0
6281	36.0
82759	36.0
66316	32.0
154959	38.0
8804	38.0
8799	39.0
82870	40.0
5376	33.0
5553	42.0
15484	46.0
135795	27.0
49560	40.0
2246	40.0
12072	21.0
21106505	38.0
36968	34.0
2625	33.0
33255	27.0
4444102	36.0
5198	39.0
82852	38.0
2699	37.0
5773	48.0
4444107	42.0
11900	22.0
26325089	41.0
77730	40.0
39145	30.0
8103122	42.0
11901	23.0
6366	38.0
5932	50.0
15827	38.0
136695	30.0
29089	24.0
5678	41.0
5768	43.0
8763	49.0
11146	24.0
5113	63.0
17499	27.0
24722	36.0
94701	30.0
11902	25.0
6013	39.0
31006	41.0
34697	33.0
18949	46.0
10162	58.0
