Compound Id	MDE [MDEC-12]
692	0.0
6153	0.0
127983	0.0
291	0.0
21106179	0.0
16425	0.0
23208	0.0
6105	0.0
11148	0.0
274	0.0
6086	0.0
9256	0.0
923	0.0
937	0.0
6085	0.0
217	0.0
9484	0.0
22814	0.0
22408	0.0
9286	0.0
12577	0.0
6084	0.0
6128	0.0
9243	1.0
62827	0.0
6132	0.0
391	0.0
38403	0.0
1087	0.0
16641	0.0
7954	2.0
864	0.0
11153	0.0
748	0.0
6095	2.0
6094	2.0
518	0.0
16841	0.0
6148	0.0
2056044	0.0
6151	0.0
6087	0.0
9095782	0.0
4514529	0.0
10675065	0.0
21106169	0.0
172	1.0
763	0.0
7956	0.0
7577	0.5
6089	0.0
6111	0.0
29040	0.0
10606755	0.0
6098	1.0
6120	0.0
13837650	0.0
13853215	0.0
61149	0.0
12197	2.828
682	1.0
61346	0.0
7558	2.828
7556	2.828
454215	0.0
7557	2.828
278	0.0
7957	0.0
654	0.0
9461	1.155
6130	0.0
7555	2.828
11727	0.5
1114	0.0
14441700	1.0
8960	0.0
6083	0.0
454209	1.414
56442	2.828
6101	1.0
6097	1.0
175	0.0
4449912	2.828
6102	1.0
9016	0.0
7559	1.414
2018165	0.0
7733	2.309
3644	0.0
6156	0.0
512	1.414
171	0.0
9646	0.0
9254	0.0
7734	1.155
9411	1.0
13835550	0.0
6135	0.0
13837190	1.0
10325078	0.0
7732	2.309
6335	0.0
7738	0.0
14829	0.0
4481813	1.0
10765	1.890
71390	0.0
6149	0.0
13872989	1.414
9391	0.0
6146	0.0
3631	0.0
6121	0.0
61213	0.5
3441	0.0
11099	3.302
11806	3.302
6308	1.890
3168	2.309
6104	0.0
1004	1.414
66567	0.0
1039	0.0
7713	3.302
73583	0.0
6103	1.0
7566	1.414
9994	0.0
10709	2.149
6309	1.890
6088	0.0
13299573	0.0
13836674	1.414
13835316	0.0
6092	1.0
14694	0.0
6313	1.0
11230	1.890
7564	1.414
7616	1.155
2062437	0.0
7712	3.302
4483639	3.302
10437	1.414
30713	0.0
2282428	0.0
6188	0.0
4483638	3.302
7330	0.0
12442	0.0
7546	1.155
9251	0.0
18971812	0.0
71433	2.378
10113	1.890
11755	0.667
7790	0.0
107412	0.0
56144	0.0
56020	3.302
13835977	1.414
256	1.651
10054	0.0
1005	1.0
553742	0.0
558883	3.302
99596	0.0
6333	1.0
6321	1.414
23055	1.0
8525	1.155
6125	0.0
4514586	0.0
11526	0.0
6322	1.414
6320	1.414
13836549	0.0
6163	2.378
62826	0.0
6108	0.0
11729	1.414
14672	0.0
6118	0.0
7730	2.309
11756	1.0
8544	0.0
23255	1.414
6312	1.0
6338	1.0
12201	2.942
62597	1.651
8329688	0.5
13837797	3.181
10653	1.155
13835336	0.0
7782	1.5
21106015	0.0
7727	0.816
558928	0.0
6093	0.0
693	0.0
11110	3.614
6311	1.0
8896	0.0
5977	0.0
7728	0.816
2340753	0.0
6340	0.0
9253	0.0
7626	0.0
7604	2.942
7553	1.414
12209	3.614
394562	1.651
10325184	0.0
83734	0.0
6315	1.414
7627	0.0
7717	1.651
387	0.0
60524	0.0
11109	3.614
63631	0.0
6100	1.0
13866746	0.0
7010	3.302
14998	1.755
12446	2.942
7560	1.414
258	1.651
10053	0.0
124968	0.0
7716	1.651
7552	1.414
7737	0.0
10571	0.0
17619	0.0
11809	0.0
13836713	1.414
13836589	1.633
11833	2.621
13835235	0.0
7767	3.614
7030	0.0
13836021	0.816
10124	0.0
59573	0.0
10777	0.0
6341	0.0
10018	0.0
558020	0.0
12626	1.807
13836591	1.310
11996	1.755
6165	1.890
7714	1.651
13862665	1.807
6042	0.0
7630	0.0
259	1.414
7607	2.149
5894	0.0
21108550	0.0
7772	1.807
21111806	0.0
236	0.0
9614	0.0
62808	0.0
10492	1.414
7736	0.0
11055	3.747
10446	0.0
7463	2.0
7619	2.0
7016	2.309
13871721	1.651
7739	0.0
7706	1.807
7028	1.145
5730	0.0
6316	0.5
8903	0.0
24590970	0.0
21011	2.149
9325	0.0
415	0.0
55090	1.890
10947	2.309
10772140	0.0
28994	0.5
13839553	0.0
3973	0.0
71312	0.0
3951	0.0
592	0.0
8904	0.0
8899	0.0
60329	1.310
6406	0.0
2916	0.0
2293678	0.0
6119	0.0
29015	0.0
11680	1.807
7624	0.0
7615	1.414
7090	0.0
6122	0.0
7024	1.633
55188	2.149
11117	0.0
13835224	0.5
6176	0.0
62249	0.0
13803	0.0
10755	4.298
9377	1.919
15077490	0.0
7823	3.181
11125	1.709
6307	1.0
7787	0.0
6334	0.0
13255	1.633
109838	2.250
11849	3.135
173	0.0
66656	0.0
13837280	0.0
11845	3.839
11094	3.640
13854944	1.633
29000	1.633
8398	2.149
10791	1.442
8733	0.0
10786	1.942
8554	0.0
92731	0.0
7788	0.0
9233	2.309
1020	0.0
11992	1.191
6187	0.0
8158	4.327
11023	4.112
11731	0.0
11207996	2.149
1609	1.040
7721	1.651
1095	0.0
11121	3.839
10498	0.0
7065	1.191
7791	0.0
109705	0.0
7636	0.5
7621	1.5
11551	4.327
13835836	2.433
7711	1.651
8543	0.0
6040	1.807
10445	2.5
11351244	0.0
7770	1.807
23150	0.0
12161	0.0
13874867	0.816
31029	1.414
4444456	0.0
7769	1.807
18607	2.149
10001	1.0
7747	1.310
10788	1.651
23621376	1.155
5993	1.0
8560	3.839
555074	3.839
10437074	0.0
13861343	0.0
7705	1.155
8141	0.0
10512	1.807
11180	0.0
7701	1.651
62589	1.633
7686	1.373
5439	1.0
11056	2.942
7026	0.0
66675	0.0
2005981	0.0
7622	1.5
7684	1.633
8900	0.0
11025	2.804
7475	2.481
59674	1.807
21171407	1.414
11095	2.621
13837537	0.0
10614293	2.5
6326	0.0
56117	3.089
7466	1.0
29036	0.0
7761	1.931
21168808	1.145
11104	3.266
16778	1.591
13835376	2.746
127750	2.636
10790	1.442
2018460	0.0
68503	1.755
13863629	0.0
7674	1.851
1143	0.0
1108	1.851
7029	0.0
29001	1.0
11788	1.851
11732	2.449
7688	1.040
7515	2.481
11794	2.621
13836520	1.520
11678	2.804
2038738	0.0
8562	3.181
29012	2.250
21106535	0.0
13875283	1.633
13867413	0.577
13837702	0.0
5949	1.919
71089	0.909
7551	0.0
11706	2.250
66996	0.0
61487	1.890
10797	0.0
26325086	1.0
7478	1.789
11799	1.651
13839199	1.373
13835459	0.0
11793	2.080
10534	0.0
9326	0.0
63863	0.0
659	0.0
7459	2.804
10787	1.651
12228	0.0
18688	1.414
10795	0.0
55130	1.969
11086	1.851
11841	2.828
12012	1.851
4489	0.0
48024	1.633
11024	2.621
512621	0.0
66655	2.381
21106032	0.0
6330	1.0
11035	4.654
13439	3.0
7021	0.0
7018	0.0
120464	3.302
11864	4.008
4444608	1.919
10948	1.155
11761	0.0
12229	0.0
24099	0.0
22453	2.481
12499	0.0
7833	4.008
7657	2.210
7013	0.0
13837281	0.0
5708	2.309
7703	2.080
4512642	4.008
4516601	4.008
11244	0.0
4516599	4.008
11846	1.919
7812	1.919
10652594	0.0
7766	1.807
844	0.0
13816	1.155
19953955	1.5
7776	1.807
1141	0.0
11857	0.0
66021	0.0
10497	1.651
70715	0.0
21106520	1.520
66809	1.016
10452	0.0
10433	2.210
29107	0.0
10265264	3.266
13874733	1.633
11911	0.0
7811	1.919
13836399	1.770
7676	0.0
7064	2.149
349	4.008
10488	0.0
4514549	0.0
11193	1.890
4512361	4.008
11739	3.640
8552	1.807
8908	0.0
28986	3.181
10526	1.919
17443	0.766
68832	1.807
21800	2.746
10179173	3.266
81815	0.0
29016	2.182
7003	1.969
59447	1.040
13839109	1.944
13865426	1.591
7678	0.0
13842613	2.080
71430	1.155
7760	2.956
971	0.0
10420	2.810
11695	1.789
12643	0.0
7219	2.004
11784	0.0
7482	2.874
13838404	0.0
7679	0.0
15443	0.0
11434292	0.0
65936	0.0
13835209	0.0
7677	0.0
6342	0.0
15438	1.969
1348	1.310
11216	4.112
68328	4.588
4517338	0.0
11194	1.942
11819	2.449
13402	7.019
20843	1.155
55091	0.0
10487	0.0
15954	2.621
11045	2.810
11210	4.327
7521	3.266
7641	3.039
11543	2.335
13638	0.0
11752	1.155
7242	1.671
11843	2.576
7530	3.266
15765	2.746
10101	0.0
16791	4.008
11029	3.181
9633	2.071
28992	1.633
18717	1.755
6106	0.0
99440	2.0
7838	2.004
120621	0.0
9581	1.092
15413	4.078
7710	0.0
7536	2.576
7689	0.0
10710415	1.105
14751	2.004
7073	1.414
24533	1.437
7238	1.341
13835293	2.0
13866593	0.0
13875196	1.155
