Compound Id	VAdjMa
692	2.0
6153	3.322
127983	2.0
291	1.0
21106179	3.0
16425	3.807
23208	2.585
6105	2.585
11148	2.0
274	2.585
6086	2.0
9256	3.807
923	2.585
937	1.0
6085	2.0
217	1.0
9484	3.322
22814	1.0
22408	1.0
9286	3.585
12577	3.585
6084	2.0
6128	3.0
9243	2.585
62827	4.0
6132	3.0
391	1.0
38403	4.322
1087	2.585
16641	2.585
7954	2.585
864	2.0
11153	2.585
748	2.0
6095	2.585
6094	2.585
518	1.0
16841	3.807
6148	3.322
2056044	4.585
6151	3.322
6087	2.0
9095782	4.0
4514529	1.0
10675065	4.170
21106169	3.585
172	2.585
763	2.0
7956	2.585
7577	3.0
6089	2.0
6111	2.585
29040	3.807
10606755	4.322
6098	2.585
6120	3.0
13837650	3.0
13853215	4.0
61149	4.585
12197	3.0
682	2.585
61346	4.170
7558	3.0
7556	3.0
454215	3.807
7557	3.0
278	2.585
7957	3.0
654	2.585
9461	4.0
6130	3.0
7555	3.0
11727	3.0
1114	3.0
14441700	3.585
8960	2.0
6083	2.0
454209	3.585
56442	3.0
6101	2.585
6097	2.585
175	3.0
4449912	3.0
6102	2.585
9016	3.807
7559	3.0
2018165	3.322
7733	3.322
3644	3.0
6156	3.322
512	3.0
171	3.0
9646	3.322
9254	3.807
7734	3.322
9411	4.170
13835550	3.0
6135	3.0
13837190	3.322
10325078	4.0
7732	3.322
6335	3.322
7738	3.322
14829	3.322
4481813	3.0
10765	3.322
71390	3.0
6149	3.322
13872989	3.0
9391	3.807
6146	3.322
3631	4.322
6121	3.0
61213	3.585
3441	3.807
11099	3.322
11806	3.322
6308	3.322
3168	3.322
6104	2.585
1004	3.0
66567	4.459
1039	2.585
7713	3.322
73583	4.0
6103	2.585
7566	3.0
9994	3.0
10709	3.322
6309	3.322
6088	2.0
13299573	4.170
13836674	3.0
13835316	3.0
6092	2.585
14694	3.585
6313	3.322
11230	3.322
7564	3.0
7616	3.585
2062437	3.807
7712	3.322
4483639	3.322
10437	3.0
30713	3.585
2282428	3.807
6188	4.0
4483638	3.322
7330	3.322
12442	3.0
7546	3.322
9251	3.807
18971812	4.0
71433	3.585
10113	3.322
11755	3.585
7790	3.585
107412	4.0
56144	4.322
56020	3.322
13835977	3.0
256	3.322
10054	3.322
1005	3.322
553742	3.0
558883	3.322
99596	3.807
6333	3.322
6321	3.322
23055	3.585
8525	3.585
6125	3.0
4514586	1.0
11526	3.585
6322	3.322
6320	3.322
13836549	4.585
6163	3.585
62826	4.0
6108	2.585
11729	3.0
14672	3.585
6118	3.0
7730	3.322
11756	3.585
8544	3.322
23255	3.322
6312	3.322
6338	3.322
12201	3.585
62597	3.322
8329688	3.585
13837797	3.807
10653	3.585
13835336	3.0
7782	3.585
21106015	3.0
7727	3.322
558928	3.0
6093	2.585
693	2.585
11110	3.585
6311	3.322
8896	3.322
5977	3.0
7728	3.322
2340753	3.585
6340	3.585
9253	3.807
7626	3.807
7604	3.585
7553	3.0
12209	3.585
394562	3.322
