Compound Id	AutocorrelationCharge [ATSc2]
692	-0.078
6153	-0.314
127983	-0.014
291	0.0
21106179	-0.238
16425	-0.187
23208	0.0
6105	-0.147
11148	-0.054
274	-0.217
6086	0.0
9256	-0.194
923	0.0
937	0.0
6085	0.0
217	0.0
9484	-0.158
22814	0.0
22408	0.0
9286	-0.147
12577	-0.155
6084	0.0
6128	-0.101
9243	-0.037
62827	-0.116
6132	-0.187
391	0.0
38403	-0.495
1087	-0.149
16641	-0.008
7954	-0.001
864	-0.048
11153	-0.105
748	-0.059
6095	-0.006
6094	0.0
518	0.0
16841	-0.175
6148	-0.127
2056044	-0.222
6151	-0.213
6087	-0.025
9095782	-0.101
4514529	0.0
10675065	-0.173
21106169	-0.153
172	-0.043
763	0.0
7956	-0.121
7577	-0.250
6089	-0.017
6111	0.0
29040	-0.169
10606755	-0.183
6098	-0.011
6120	0.0
13837650	-0.025
13853215	-0.187
61149	-0.147
12197	-0.002
682	-0.033
61346	-0.221
7558	-0.004
7556	0.0
454215	-0.158
7557	0.0
278	-0.152
7957	-0.002
654	-0.046
9461	-0.221
6130	-0.147
7555	0.0
11727	-0.198
1114	-0.073
14441700	-0.129
8960	0.0
6083	-0.017
454209	-0.071
56442	-0.001
6101	-0.012
6097	-0.018
175	-0.023
4449912	-0.001
6102	-0.016
9016	-0.160
7559	-0.056
2018165	-0.096
7733	-0.067
3644	-0.023
6156	0.0
512	-0.044
171	-0.091
9646	0.0
9254	-0.148
7734	-0.236
9411	-0.298
13835550	-0.017
6135	-0.001
13837190	-0.305
10325078	-0.186
7732	-0.078
6335	-0.179
7738	-0.090
14829	-0.1
4481813	0.002
10765	0.0
71390	-0.131
6149	-0.174
13872989	-0.043
9391	-0.150
6146	-0.016
3631	-0.476
6121	-0.012
61213	-0.068
3441	-0.156
11099	-0.002
11806	-0.004
6308	0.0
3168	-0.091
6104	-0.070
1004	-0.034
66567	-0.221
1039	-0.019
7713	0.0
73583	-0.155
6103	-0.005
7566	-0.016
9994	-0.084
10709	-0.106
6309	0.0
6088	-0.005
13299573	-0.213
13836674	-0.025
13835316	-0.032
6092	-0.012
14694	-0.119
6313	-0.045
11230	-0.067
7564	-0.012
7616	-0.150
2062437	-0.149
7712	0.0
4483639	-0.001
10437	-0.018
30713	-0.105
2282428	-0.142
6188	-0.167
4483638	-0.001
7330	-0.002
12442	-0.037
7546	-0.081
9251	-0.138
18971812	-0.088
71433	0.0
10113	-0.002
11755	-0.227
7790	-0.533
107412	-0.111
56144	-0.147
56020	-0.001
13835977	-0.018
256	-0.044
10054	-0.009
1005	-0.093
553742	-0.016
558883	-0.001
99596	-0.119
6333	-0.107
6321	-0.023
23055	-0.101
8525	-0.165
6125	-0.049
4514586	0.0
11526	-0.422
6322	-0.030
6320	-0.023
13836549	0.0
6163	0.0
62826	-0.111
6108	-0.007
11729	-0.017
14672	-0.087
6118	-0.008
7730	-0.035
11756	-0.096
8544	0.0
23255	-0.009
6312	-0.034
6338	0.004
12201	0.0
62597	-0.031
8329688	-0.066
13837797	-0.114
10653	-0.181
13835336	-0.034
7782	-0.237
21106015	-0.037
7727	-0.113
558928	-0.016
6093	-0.058
693	-0.102
11110	0.0
6311	-0.016
8896	0.0
5977	-0.110
7728	-0.131
2340753	-0.118
6340	0.0
9253	-0.133
7626	-0.068
7604	0.0
7553	-0.018
12209	-0.004
394562	-0.058
10325184	-0.108
83734	-0.126
6315	-0.013
7627	-0.155
7717	-0.016
387	0.008
60524	0.006
11109	0.0
63631	-0.062
6100	-0.004
13866746	-0.025
7010	0.0
14998	-0.072
12446	-0.002
7560	-0.005
258	-0.034
10053	-0.006
124968	-0.194
7716	-0.012
7552	-0.012
7737	-0.090
10571	-0.182
17619	-0.071
11809	-0.043
13836713	-0.008
13836589	-0.212
11833	-0.106
13835235	-0.048
7767	0.0
7030	-0.387
13836021	-0.069
10124	-0.001
59573	-0.230
10777	-0.024
6341	-0.095
10018	-0.269
558020	-0.127
12626	-0.032
13836591	-0.116
11996	-0.071
6165	-0.016
7714	-0.018
13862665	-0.175
6042	-0.076
7630	-0.223
259	-0.093
7607	-0.023
5894	-0.041
21108550	-0.049
7772	-0.044
21111806	-0.042
236	0.0
9614	-0.027
62808	-0.116
10492	-0.237
7736	-0.035
11055	0.0
10446	-0.148
7463	-0.167
7619	0.0
7016	-0.024
13871721	-0.045
7739	-0.015
7706	-0.165
7028	-0.078
5730	-0.140
6316	-0.022
8903	-0.101
24590970	-0.119
21011	-0.023
9325	-0.038
415	-0.020
55090	-0.009
10947	-0.024
10772140	-0.092
28994	-0.144
13839553	-0.055
3973	-0.267
71312	-0.132
3951	-0.113
592	-0.095
8904	-0.069
8899	-0.070
60329	-0.098
6406	-0.203
2916	-0.047
2293678	-0.153
6119	-0.096
29015	-0.182
11680	-0.181
7624	-0.027
7615	0.004
7090	-0.163
6122	-0.003
7024	0.0
55188	-0.087
11117	0.0
13835224	-0.041
6176	-0.025
62249	-0.184
13803	-0.446
10755	0.0
9377	-0.038
15077490	-0.129
7823	-0.091
11125	-0.237
6307	-0.012
7787	0.0
6334	-0.096
13255	-0.067
109838	-0.197
11849	-0.091
173	-0.059
66656	-0.062
13837280	-0.032
11845	-0.004
11094	0.0
13854944	-0.099
29000	-0.034
8398	-0.034
10791	-0.025
8733	-0.039
10786	0.0
8554	-0.091
92731	-0.116
7788	0.0
9233	-0.015
1020	-0.035
11992	-0.157
6187	-0.147
8158	-0.055
11023	0.0
11731	-0.007
11207996	-0.136
1609	-0.113
7721	-0.005
1095	-0.015
11121	0.0
10498	-0.018
7065	-0.168
7791	-0.035
109705	-0.483
7636	-0.380
7621	-0.024
11551	0.0
13835836	-0.225
7711	-0.012
8543	-0.030
6040	-0.034
10445	0.0
11351244	-0.004
7770	-0.016
23150	-0.053
12161	-0.752
13874867	-0.177
31029	-0.004
4444456	-0.033
7769	-0.012
18607	-0.017
10001	-0.093
7747	-0.166
10788	-0.024
23621376	-0.070
5993	-0.180
8560	0.0
555074	-0.001
10437074	-0.106
13861343	-0.096
7705	-0.105
8141	-0.024
10512	-0.018
11180	-0.017
7701	-0.093
62589	-0.035
7686	-0.031
5439	-0.248
11056	-0.016
7026	-0.024
66675	0.0
2005981	-0.031
7622	-0.023
7684	-0.158
8900	-0.103
11025	-0.024
7475	-0.167
59674	-0.031
21171407	-0.007
11095	-0.023
13837537	-0.125
10614293	0.0
6326	-0.050
56117	-0.2
7466	-0.291
29036	-0.085
7761	-0.237
21168808	-0.013
11104	0.0
16778	-0.116
13835376	-0.182
127750	-0.198
10790	-0.024
2018460	-0.139
68503	-0.474
13863629	-0.124
7674	0.0
1143	-0.116
1108	0.0
7029	-0.162
29001	-0.030
11788	-0.061
11732	-0.034
7688	-0.066
7515	-0.167
11794	-0.023
13836520	-0.179
11678	-0.024
2038738	-0.123
8562	-0.035
29012	-0.165
21106535	-0.030
13875283	-0.027
13867413	-0.162
13837702	-0.023
5949	-0.044
71089	-0.083
7551	-0.017
11706	-0.181
66996	-0.154
61487	-0.006
10797	-0.025
26325086	-0.405
7478	-0.396
11799	0.004
13839199	-0.031
13835459	-0.069
11793	-0.034
10534	-0.002
9326	-0.036
63863	-0.190
659	-0.002
7459	-0.034
10787	-0.024
12228	0.0
18688	-0.170
10795	0.0
55130	-0.157
11086	-0.001
11841	-0.092
12012	-0.237
4489	-0.072
48024	-0.099
11024	-0.034
512621	-0.047
66655	-0.060
21106032	-0.035
6330	-0.061
11035	0.0
13439	0.0
7021	-0.201
