Compound Id	ChiPathCluster [SPC-5]
692	0.0
6153	0.0
127983	0.0
291	0.0
21106179	0.0
16425	0.0
23208	0.0
6105	0.0
11148	0.0
274	0.0
6086	0.0
9256	0.577
923	0.0
937	0.0
6085	0.0
217	0.0
9484	0.0
22814	0.0
22408	0.0
9286	0.0
12577	0.354
6084	0.0
6128	0.0
9243	0.0
62827	1.633
6132	0.0
391	0.0
38403	1.789
1087	0.0
16641	0.0
7954	0.0
864	0.0
11153	0.0
748	0.0
6095	0.0
6094	0.0
518	N/A
16841	0.577
6148	0.0
2056044	4.411
6151	0.0
6087	0.0
9095782	1.5
4514529	0.0
10675065	1.052
21106169	0.354
172	0.0
763	0.0
7956	0.0
7577	0.0
6089	0.0
6111	0.0
29040	0.577
10606755	4.397
6098	0.0
6120	0.0
13837650	0.0
13853215	1.5
61149	6.285
12197	0.0
682	0.0
61346	3.536
7558	0.0
7556	0.0
454215	0.577
7557	0.0
278	0.0
7957	0.0
654	0.0
9461	0.780
6130	0.0
7555	0.0
11727	0.0
1114	0.0
14441700	0.354
8960	0.0
6083	0.0
454209	0.354
56442	0.0
6101	0.0
6097	0.0
175	0.0
4449912	0.0
6102	0.0
9016	0.577
7559	0.0
2018165	0.0
7733	0.0
3644	0.0
6156	0.0
512	0.0
171	0.0
9646	0.0
9254	0.577
7734	0.0
9411	1.503
13835550	0.0
6135	0.0
13837190	0.0
10325078	1.5
7732	0.0
6335	0.0
7738	0.0
14829	0.0
4481813	0.0
10765	0.0
71390	0.0
6149	0.0
13872989	0.0
9391	0.577
6146	0.0
3631	1.789
6121	0.0
61213	0.354
3441	0.577
11099	0.0
11806	0.0
6308	0.0
3168	0.0
6104	0.0
1004	0.0
66567	6.5
1039	0.0
7713	0.0
73583	1.5
6103	0.0
7566	0.0
9994	0.0
10709	0.0
6309	0.0
6088	0.0
13299573	3.536
13836674	0.0
13835316	0.0
6092	0.0
14694	0.354
6313	0.0
11230	0.0
7564	0.0
7616	0.289
2062437	0.577
7712	0.0
4483639	0.0
10437	0.0
30713	0.0
2282428	0.577
6188	1.5
4483638	0.0
7330	0.0
12442	0.0
7546	0.0
9251	0.577
18971812	1.5
71433	0.354
10113	0.0
11755	0.289
7790	0.0
107412	1.633
56144	4.397
56020	0.0
13835977	0.0
256	0.0
10054	0.0
1005	0.0
553742	0.0
558883	0.0
99596	0.577
6333	0.0
6321	0.0
23055	0.354
8525	0.289
6125	0.0
4514586	0.0
11526	0.289
6322	0.0
6320	0.0
13836549	4.976
6163	0.354
62826	1.633
6108	0.0
11729	0.0
14672	0.354
6118	0.0
7730	0.0
11756	0.289
8544	0.0
23255	0.0
6312	0.0
6338	0.0
12201	0.289
62597	0.0
8329688	0.354
13837797	0.0
10653	0.289
13835336	0.0
7782	0.0
21106015	0.0
7727	0.0
558928	0.0
6093	0.0
693	0.0
11110	0.0
6311	0.0
8896	0.0
5977	0.0
7728	0.0
2340753	0.354
6340	0.0
9253	0.577
7626	0.943
7604	0.289
7553	0.0
12209	0.0
394562	0.0
10325184	0.354
83734	0.577
6315	0.0
7627	0.943
7717	0.0
387	0.0
60524	0.0
11109	0.0
63631	0.0
6100	0.0
13866746	3.690
7010	0.289
14998	1.0
12446	0.289
7560	0.0
258	0.0
10053	0.0
124968	0.433
7716	0.0
7552	0.0
7737	0.0
10571	0.707
17619	N/A
11809	0.0
13836713	0.0
13836589	0.0
11833	0.0
13835235	0.0
7767	0.0
7030	0.433
13836021	0.0
10124	0.0
59573	1.0
10777	0.0
6341	0.0
10018	0.0
558020	0.433
12626	0.0
13836591	0.0
11996	1.0
6165	0.354
7714	0.0
13862665	0.204
6042	0.0
7630	0.943
259	0.289
7607	0.289
5894	0.0
21108550	0.760
7772	0.0
21111806	1.093
236	0.0
9614	0.433
62808	0.433
10492	0.204
7736	0.0
11055	1.0
10446	2.041
7463	0.408
7619	0.943
7016	0.289
13871721	0.0
7739	0.0
7706	0.204
7028	0.433
5730	0.0
6316	0.0
8903	0.0
24590970	0.577
21011	0.289
9325	1.040
415	0.0
55090	0.354
10947	0.289
10772140	0.0
28994	0.0
13839553	0.0
3973	1.633
71312	0.577
3951	0.0
592	0.0
8904	0.0
8899	0.0
60329	0.0
6406	0.707
2916	0.0
2293678	0.577
6119	0.0
29015	0.0
11680	0.408
7624	0.943
7615	0.289
7090	2.103
6122	0.0
7024	0.433
55188	1.0
11117	0.0
13835224	0.0
6176	0.577
62249	1.718
13803	1.811
10755	1.0
9377	0.0
15077490	0.577
7823	0.0
11125	0.0
6307	0.0
7787	0.0
6334	0.0
13255	1.040
109838	0.0
11849	0.0
173	0.0
66656	N/A
13837280	0.0
11845	0.0
11094	0.204
13854944	0.289
29000	0.289
8398	0.289
10791	0.707
8733	0.0
10786	0.707
8554	0.0
92731	2.667
7788	0.0
9233	0.0
1020	0.0
11992	0.902
6187	1.5
8158	0.612
11023	0.408
11731	0.0
11207996	0.902
1609	0.0
7721	0.0
1095	0.0
11121	0.0
10498	0.0
7065	0.667
7791	0.0
109705	5.594
7636	1.040
7621	0.943
11551	0.612
13835836	0.553
7711	0.0
8543	0.0
6040	0.0
10445	2.041
11351244	1.204
7770	0.0
23150	3.536
12161	2.621
13874867	0.902
31029	0.0
4444456	0.0
7769	0.0
18607	0.0
10001	0.943
7747	0.333
10788	0.707
23621376	0.0
5993	0.0
8560	0.0
555074	0.0
10437074	0.433
13861343	0.577
7705	0.204
8141	0.433
10512	0.0
11180	0.577
7701	0.204
62589	0.433
7686	0.433
5439	0.289
11056	1.0
7026	0.433
66675	1.5
2005981	0.0
7622	0.943
7684	0.433
8900	0.0
11025	0.408
7475	0.553
59674	0.0
21171407	0.0
11095	0.204
13837537	0.0
10614293	2.041
6326	0.0
56117	1.811
7466	0.408
29036	0.0
7761	0.204
21168808	0.433
11104	0.333
16778	0.0
13835376	0.0
127750	0.0
10790	0.707
2018460	1.718
68503	2.621
13863629	0.595
7674	0.433
1143	0.0
1108	0.433
7029	0.433
29001	0.943
11788	0.433
11732	1.0
7688	0.433
7515	0.348
11794	0.204
13836520	0.102
11678	0.408
2038738	0.595
8562	0.0
29012	0.204
21106535	0.289
13875283	0.760
13867413	0.408
13837702	0.0
5949	0.0
71089	0.433
7551	0.0
11706	0.348
66996	0.433
61487	0.354
10797	1.540
26325086	2.430
7478	0.553
11799	0.204
13839199	0.433
13835459	0.0
11793	0.204
10534	0.0
9326	1.040
63863	3.536
659	0.0
7459	0.408
10787	0.707
12228	N/A
18688	1.503
10795	1.540
55130	1.058
11086	0.433
11841	0.408
12012	0.0
4489	0.760
48024	0.433
11024	0.408
512621	N/A
66655	3.518
21106032	0.0
6330	0.0
11035	0.348
13439	3.536
7021	0.289
7018	0.289
120464	1.0
11864	0.0
4444608	0.0
10948	0.289
11761	0.943
12229	0.433
24099	0.0
22453	1.138
12499	4.976
7833	0.0
7657	1.058
7013	0.289
13837281	0.0
5708	0.612
7703	0.204
4512642	0.0
4516601	0.0
11244	0.0
4516599	0.0
11846	0.0
7812	0.0
10652594	N/A
7766	0.0
844	0.943
13816	0.289
19953955	0.0
7776	0.0
1141	1.093
11857	0.0
66021	0.433
10497	0.0
70715	0.433
21106520	0.433
66809	0.595
10452	8.057
10433	0.489
29107	0.0
10265264	0.760
13874733	0.433
11911	0.354
7811	0.0
13836399	0.0
7676	0.433
7064	0.667
349	0.0
10488	0.433
4514549	0.0
11193	1.633
4512361	0.0
11739	0.780
8552	0.204
8908	0.0
28986	0.553
10526	0.0
17443	0.595
68832	0.902
21800	1.040
10179173	0.760
81815	1.055
29016	0.408
7003	0.618
59447	0.433
13839109	0.204
13865426	1.058
7678	0.433
13842613	1.093
71430	1.191
7760	0.204
971	0.433
10420	0.493
11695	0.553
12643	0.433
7219	0.595
11784	0.433
7482	0.493
13838404	0.0
7679	0.433
15443	0.595
11434292	N/A
65936	0.595
13835209	0.0
7677	0.433
6342	0.0
15438	0.655
1348	0.433
11216	1.384
68328	3.561
4517338	0.289
11194	1.633
11819	0.333
13402	2.621
20843	1.040
55091	0.577
10487	0.433
15954	0.667
11045	0.348
11210	1.811
7521	0.760
7641	1.093
11543	0.667
13638	0.0
11752	0.289
7242	0.595
11843	0.204
7530	0.760
15765	1.040
10101	1.811
16791	0.0
11029	0.553
9633	0.0
28992	0.760
18717	1.718
6106	0.0
99440	2.041
7838	0.0
120621	0.943
9581	1.147
15413	2.451
7710	0.0
7536	0.348
7689	0.433
10710415	0.902
14751	0.595
7073	0.763
24533	0.595
7238	0.595
13835293	1.0
13866593	0.0
