Compound Id	HybridizationRatio
692	0.0
6153	1.0
127983	N/A
291	1.0
21106179	1.0
16425	N/A
23208	N/A
6105	1.0
11148	1.0
274	N/A
6086	N/A
9256	1.0
923	N/A
937	N/A
6085	0.0
217	N/A
9484	1.0
22814	N/A
22408	N/A
9286	1.0
12577	1.0
6084	1.0
6128	1.0
9243	1.0
62827	1.0
6132	1.0
391	N/A
38403	1.0
1087	N/A
16641	N/A
7954	0.333
864	1.0
11153	1.0
748	N/A
6095	1.0
6094	1.0
518	N/A
16841	1.0
6148	1.0
2056044	1.0
6151	1.0
6087	1.0
9095782	1.0
4514529	N/A
10675065	1.0
21106169	1.0
172	0.5
763	N/A
7956	1.0
7577	0.5
6089	1.0
6111	1.0
29040	1.0
10606755	1.0
6098	0.0
6120	1.0
13837650	1.0
13853215	1.0
61149	1.0
12197	0.0
682	1.0
61346	1.0
7558	1.0
7556	0.5
454215	1.0
7557	0.0
278	0.0
7957	0.5
654	1.0
9461	0.5
6130	1.0
7555	1.0
11727	1.0
1114	1.0
14441700	1.0
8960	N/A
6083	1.0
454209	1.0
56442	0.5
6101	1.0
6097	1.0
175	0.667
4449912	0.5
6102	1.0
9016	1.0
7559	0.0
2018165	1.0
7733	0.0
3644	1.0
6156	1.0
512	0.667
171	0.5
9646	1.0
9254	1.0
7734	0.667
9411	0.75
13835550	1.0
6135	1.0
13837190	1.0
10325078	1.0
7732	0.5
6335	0.667
7738	0.0
14829	1.0
4481813	0.5
10765	0.6
71390	1.0
6149	1.0
13872989	0.333
9391	1.0
6146	1.0
3631	1.0
6121	1.0
61213	1.0
3441	1.0
11099	0.2
11806	1.0
6308	1.0
3168	1.0
6104	1.0
1004	1.0
66567	1.0
1039	1.0
7713	0.6
73583	1.0
6103	1.0
7566	1.0
9994	1.0
10709	1.0
6309	0.2
6088	1.0
13299573	1.0
13836674	0.333
13835316	0.0
6092	1.0
14694	1.0
6313	0.75
11230	1.0
7564	1.0
7616	0.25
2062437	1.0
7712	1.0
4483639	0.6
10437	1.0
30713	1.0
2282428	1.0
6188	1.0
4483638	0.6
7330	0.2
12442	1.0
7546	1.0
9251	1.0
18971812	1.0
71433	0.6
10113	0.6
11755	0.75
7790	1.0
107412	1.0
56144	1.0
56020	0.2
13835977	0.333
256	0.75
10054	1.0
1005	0.667
553742	0.0
558883	0.2
99596	1.0
6333	0.0
6321	0.75
23055	1.0
8525	0.75
6125	1.0
4514586	N/A
11526	0.667
6322	0.25
6320	1.0
13836549	0.0
6163	1.0
62826	1.0
6108	N/A
11729	1.0
14672	1.0
6118	1.0
7730	1.0
11756	1.0
8544	0.6
23255	1.0
6312	1.0
6338	1.0
12201	0.667
62597	0.5
8329688	1.0
13837797	0.333
10653	0.75
13835336	1.0
7782	0.75
21106015	1.0
7727	1.0
558928	0.0
6093	1.0
693	0.0
11110	0.333
6311	1.0
8896	1.0
5977	1.0
7728	1.0
2340753	1.0
6340	1.0
9253	1.0
7626	1.0
7604	1.0
7553	0.333
12209	1.0
394562	0.25
10325184	1.0
83734	1.0
6315	1.0
7627	0.8
7717	1.0
387	1.0
60524	0.667
11109	0.667
63631	1.0
6100	1.0
13866746	0.0
7010	1.0
14998	1.0
12446	0.667
7560	1.0
258	1.0
10053	1.0
124968	0.0
7716	1.0
7552	1.0
7737	1.0
10571	0.8
17619	1.0
11809	1.0
13836713	0.333
13836589	1.0
11833	1.0
13835235	1.0
7767	1.0
7030	0.667
13836021	1.0
10124	0.333
59573	1.0
10777	0.8
6341	0.75
10018	1.0
558020	0.0
12626	0.6
13836591	1.0
11996	1.0
6165	1.0
7714	1.0
13862665	0.4
6042	1.0
7630	0.5
259	0.75
7607	0.8
5894	1.0
21108550	0.0
7772	0.8
21111806	0.0
236	0.0
9614	0.0
62808	0.0
10492	0.8
7736	0.0
11055	1.0
10446	0.833
7463	0.8
7619	1.0
7016	0.8
13871721	0.5
7739	0.0
7706	0.8
7028	1.0
5730	1.0
6316	1.0
8903	0.0
24590970	1.0
21011	1.0
9325	0.0
415	1.0
55090	1.0
10947	1.0
10772140	0.5
28994	0.5
13839553	1.0
3973	1.0
71312	1.0
3951	0.25
592	0.667
8904	0.0
8899	0.0
60329	1.0
6406	0.4
2916	1.0
2293678	1.0
6119	1.0
29015	1.0
11680	0.8
7624	1.0
7615	1.0
7090	0.143
6122	1.0
7024	1.0
55188	1.0
11117	0.333
13835224	1.0
6176	0.833
62249	0.833
13803	1.0
10755	1.0
9377	1.0
15077490	1.0
7823	1.0
11125	0.8
6307	1.0
7787	1.0
6334	0.667
13255	1.0
109838	1.0
11849	1.0
173	0.5
66656	1.0
13837280	0.0
11845	1.0
11094	1.0
13854944	1.0
29000	1.0
8398	1.0
10791	0.833
8733	1.0
10786	1.0
8554	1.0
92731	1.0
7788	0.667
9233	1.0
1020	0.0
11992	0.833
6187	1.0
8158	1.0
11023	1.0
11731	1.0
11207996	0.833
1609	1.0
7721	1.0
1095	1.0
11121	0.714
10498	1.0
7065	0.833
7791	1.0
109705	0.333
7636	0.75
7621	0.833
11551	1.0
13835836	1.0
7711	1.0
8543	1.0
6040	1.0
10445	1.0
11351244	0.429
7770	1.0
23150	1.0
12161	1.0
13874867	0.6
31029	1.0
4444456	0.333
7769	1.0
18607	1.0
10001	0.8
7747	0.833
10788	0.833
23621376	1.0
5993	0.667
8560	1.0
555074	0.714
10437074	0.0
13861343	1.0
7705	1.0
8141	0.8
10512	1.0
11180	1.0
7701	0.8
62589	1.0
7686	1.0
5439	0.667
11056	1.0
7026	1.0
66675	1.0
2005981	0.0
7622	1.0
7684	1.0
8900	0.0
11025	0.833
7475	0.833
59674	1.0
21171407	0.333
11095	0.833
13837537	1.0
10614293	1.0
6326	1.0
56117	1.0
7466	0.75
29036	1.0
7761	0.833
21168808	0.2
11104	1.0
16778	1.0
13835376	1.0
127750	1.0
10790	1.0
2018460	1.0
68503	0.6
13863629	0.0
7674	1.0
1143	0.0
1108	0.143
7029	0.75
29001	0.6
11788	1.0
11732	1.0
7688	0.2
7515	0.833
11794	1.0
13836520	0.667
11678	1.0
2038738	0.0
8562	1.0
29012	0.833
21106535	1.0
13875283	0.143
13867413	0.667
13837702	1.0
5949	0.833
71089	0.2
7551	1.0
11706	0.833
66996	0.0
61487	1.0
10797	0.857
26325086	1.0
7478	0.8
11799	1.0
13839199	0.167
13835459	1.0
11793	1.0
10534	0.143
9326	0.0
63863	1.0
659	1.0
7459	1.0
10787	1.0
12228	0.0
18688	0.857
10795	1.0
55130	0.857
11086	0.714
11841	1.0
12012	0.833
4489	0.0
48024	1.0
11024	1.0
512621	1.0
66655	0.714
21106032	1.0
6330	0.667
11035	1.0
13439	1.0
7021	0.667
7018	1.0
120464	1.0
11864	1.0
4444608	0.5
10948	1.0
11761	1.0
12229	0.0
24099	1.0
22453	0.857
12499	0.0
7833	0.75
7657	0.857
7013	1.0
13837281	0.0
5708	1.0
7703	1.0
4512642	0.75
4516601	0.75
11244	0.667
4516599	0.75
11846	1.0
7812	1.0
10652594	1.0
7766	1.0
844	0.333
13816	0.75
19953955	1.0
7776	1.0
1141	0.0
11857	0.714
66021	0.0
10497	1.0
70715	0.0
21106520	0.167
66809	0.167
10452	1.0
10433	0.857
29107	0.75
10265264	1.0
13874733	0.167
11911	1.0
7811	1.0
13836399	1.0
7676	0.0
7064	0.833
349	1.0
10488	0.8
4514549	N/A
11193	0.833
4512361	0.75
11739	1.0
8552	0.833
8908	1.0
28986	0.857
10526	1.0
17443	0.2
68832	0.667
21800	1.0
10179173	1.0
81815	0.0
29016	0.857
7003	0.286
59447	1.0
13839109	0.833
13865426	0.667
7678	1.0
13842613	0.286
71430	1.0
7760	0.857
971	0.0
10420	0.857
11695	0.8
12643	0.667
7219	0.25
11784	0.0
7482	0.857
13838404	1.0
7679	0.833
15443	0.857
11434292	1.0
65936	0.0
13835209	1.0
7677	1.0
6342	1.0
15438	1.0
1348	0.25
11216	1.0
68328	0.5
4517338	0.667
11194	1.0
11819	1.0
13402	1.0
20843	0.333
55091	0.5
10487	1.0
15954	1.0
11045	0.857
11210	1.0
7521	0.25
7641	0.25
11543	1.0
13638	1.0
11752	0.75
7242	0.286
11843	0.857
7530	1.0
15765	1.0
10101	1.0
16791	1.0
11029	1.0
9633	1.0
28992	0.333
18717	1.0
6106	1.0
99440	1.0
7838	0.857
120621	0.8
9581	0.143
15413	1.0
7710	1.0
7536	0.857
7689	0.0
10710415	0.5
14751	1.0
7073	0.875
24533	0.333
7238	0.143
13835293	1.0
13866593	1.0
13875196	0.143
120489	0.2
10197150	0.0
374462	1.0
13839575	1.0
8569	1.0
11600	0.167
5889	0.0
191367	1.0
6967	0.25
192642	0.8
1078	0.5
23101	1.0
17558	1.0
55123	0.857
68179	1.0
733	1.0
11042	0.286
21132380	0.286
9349	0.0
73412	1.0
235	0.0
7827	1.0
68156	1.0
773	0.0
17880	1.0
20119	0.8
70714	0.0
7225	0.0
7786	1.0
7224	0.0
13448	1.0
7673	0.0
10940	0.286
10939	0.857
13842993	1.0
29025	0.778
1664	0.0
7128	0.333
455420	1.0
11866	1.0
21105905	0.286
10772050	0.5
26765	0.8
7681	0.0
7837	1.0
553642	0.75
21106560	0.286
11830	1.0
7810	1.0
7815	1.0
13842001	1.0
21169510	0.75
11930	0.8
10437135	0.333
7835	1.0
19956441	1.0
78	0.0
67991	1.0
455353	1.0
13875281	0.143
2039535	0.333
13837686	0.0
7240	0.0
123993	1.0
7849	1.0
7803	0.857
11783	0.0
13839441	1.0
18219	1.0
83866	1.0
13875160	0.143
11865	1.0
11077	0.286
21106586	0.714
13835772	0.143
83850	1.0
7221	0.0
11699	0.833
7385	0.333
7391	0.25
7670	0.889
13860335	0.143
19231	0.8
29005	0.875
7443	0.0
22191	0.714
7802	0.875
7389	0.0
7241	0.0
6179	1.0
7694	0.875
24972	0.429
62489	0.167
6286	1.0
7528	1.0
11660	0.333
62230	1.0
8568	0.875
7129	0.111
69371	1.0
10784857	1.0
21105871	0.143
13839082	0.143
63889	0.0
21109330	1.0
10937	0.286
7236	0.833
1577	0.0
122090	0.778
8909	1.0
11716	0.875
12231	0.167
10384035	0.333
6270	1.0
156255	1.0
7659	0.333
11409	0.333
6402	0.8
11919	1.0
7856	1.0
13257	0.167
21106036	0.0
13840690	0.143
7765	1.0
7538	0.875
71787	0.5
441	0.875
2606	1.0
11795	0.8
6287	1.0
14692	0.6
7223	0.143
7685	0.0
123860	1.0
7672	1.0
9970	1.0
13857694	0.0
16159	0.5
7088	0.4
28969	0.125
12069	1.0
11265	1.0
13648	0.143
13876539	0.125
7533	1.0
7131	0.25
7434	1.0
13866817	0.0
6977	0.333
13854136	0.143
447	0.143
13837760	0.0
13835151	0.143
191	0.667
7234	0.143
71628	1.0
7132	0.125
11087	0.0
18801	1.0
13837988	0.0
10696	1.0
76894	1.0
12456	1.0
12445	0.833
69569	1.0
12809	0.8
7138	0.0
10236	0.333
13863618	0.0
4446445	0.625
3954	1.0
55205	0.833
11021	0.25
14198	0.8
29026	1.0
5976	0.25
13875258	0.143
9903	0.333
7183	0.4
21181	0.833
13839416	1.0
7851	1.0
18410	1.0
13865680	0.25
21112023	0.125
503239	0.333
4878	0.0
932	1.0
12010	1.0
63908	0.167
5830	0.25
13839308	0.143
14680	1.0
28682	0.167
14169248	1.0
63310	0.333
11671339	0.333
391428	0.8
122446	0.833
238	0.0
7239	0.143
11863	1.0
2041618	1.0
13851576	0.143
13854248	0.0
10437215	0.429
8070	0.125
370	0.875
455090	0.333
11632	1.0
14840	1.0
2656	1.0
78828	0.6
10422	0.857
20939	0.6
69914	0.333
9976	0.889
73479	0.143
924	0.25
6883	0.125
5979	1.0
577	0.0
13658	0.5
21106366	0.222
7419	0.4
14299946	1.0
331	0.0
7448	0.4
7509	0.889
12632	0.889
61001	0.222
28982	0.25
11604	0.25
62534	0.143
62408	0.143
123207	0.0
75951	0.75
13837787	0.0
13839123	0.25
59483	1.0
18724	0.444
7850	1.0
13875432	0.0
8665	0.143
13839128	0.25
13875219	0.0
456015	0.2
55084	0.889
6974	0.0
8657	0.143
13849981	0.6
26824	1.0
72793	0.75
21106014	0.0
6296	0.667
14256731	0.727
13860775	0.143
7140	0.125
13869339	0.0
13647	1.0
764	0.0
7800	0.889
8071	0.0
13835932	1.0
7809	1.0
4449	1.0
13839110	0.25
29029	0.889
21106525	0.25
7142	0.0
132	0.0
12220	1.0
20570	0.286
21106144	0.143
7190	0.125
8140	0.0
13869451	0.0
15461	0.455
76394	0.0
7518	0.0
8520	1.0
8883	1.0
6079	0.0
2931	0.5
10536	1.0
25552	0.5
13848808	0.125
10181341	0.125
10328	0.0
15846	1.0
5596	0.0
4962	0.143
13869462	0.25
11871	1.0
10265270	1.0
222538	0.167
768	0.0
2849146	0.167
8674	0.25
13869480	0.143
12635	0.818
65523	0.167
6999	0.4
2441	0.9
7662	0.0
13856352	0.25
7506	0.7
6897	0.222
8186	0.222
15431	0.0
58234	1.0
21106146	0.143
15387	1.0
8574	1.0
1015	0.0
26325090	1.0
13842573	0.0
9564	0.143
221226	0.286
8912	1.0
7848	1.0
13875441	0.0
13863774	0.143
13871718	0.333
10179239	1.0
10227261	0.667
776	0.0
906	0.0
21168813	0.222
4366810	0.875
7170	0.5
12821	0.0
13619	1.0
392	0.0
8097	0.4
299166	0.143
21106013	0.0
13869414	0.143
21111817	0.0
7511	0.9
24641	0.778
21106020	0.0
17131	0.333
10756	0.8
7984	1.0
10404	0.455
