Compound Id	ChiPathCluster [VPC-4]
692	0.0
6153	0.0
127983	0.0
291	0.0
21106179	0.0
16425	0.0
23208	0.0
6105	0.0
11148	0.0
274	0.0
6086	0.0
9256	0.140
923	0.0
937	0.0
6085	0.0
217	0.0
9484	0.0
22814	0.0
22408	0.0
9286	0.072
12577	0.057
6084	0.0
6128	0.0
9243	0.0
62827	0.286
6132	0.0
391	0.0
38403	0.193
1087	0.0
16641	0.0
7954	0.0
864	0.0
11153	0.0
748	0.0
6095	0.0
6094	0.0
518	N/A
16841	0.327
6148	0.0
2056044	0.490
6151	0.0
6087	0.0
9095782	0.789
4514529	0.0
10675065	0.204
21106169	0.068
172	0.0
763	0.0
7956	0.0
7577	0.0
6089	0.0
6111	0.0
29040	0.533
10606755	0.515
6098	0.0
6120	0.0
13837650	0.0
13853215	0.945
61149	0.717
12197	0.0
682	0.0
61346	0.253
7558	0.0
7556	0.0
454215	0.467
7557	0.0
278	0.0
7957	0.0
654	0.0
9461	0.062
6130	0.0
7555	0.0
11727	0.0
1114	0.0
14441700	0.354
8960	0.0
6083	0.0
454209	0.318
56442	0.0
6101	0.0
6097	0.0
175	0.0
4449912	0.0
6102	0.0
9016	0.701
7559	0.0
2018165	0.066
7733	0.0
3644	0.0
6156	0.0
512	0.0
171	0.0
9646	0.0
9254	0.670
7734	0.0
9411	0.164
13835550	0.0
6135	0.0
13837190	0.0
10325078	1.336
7732	0.0
6335	0.083
7738	0.0
14829	0.0
4481813	0.0
10765	0.236
71390	0.0
6149	0.0
13872989	0.0
9391	0.325
6146	0.0
3631	0.439
6121	0.0
61213	0.360
3441	1.112
11099	0.0
11806	0.0
6308	0.408
3168	0.0
6104	0.0
1004	0.0
66567	1.081
1039	0.0
7713	0.0
73583	1.357
6103	0.0
7566	0.0
9994	0.0
10709	0.0
6309	0.144
6088	0.0
13299573	0.363
13836674	0.0
13835316	0.0
6092	0.0
14694	0.401
6313	0.136
11230	0.316
7564	0.0
7616	0.048
2062437	1.010
7712	0.0
4483639	0.0
10437	0.0
30713	0.432
2282428	1.081
6188	1.674
4483638	0.0
7330	0.0
12442	0.0
7546	0.118
9251	1.047
18971812	1.416
71433	1.837
10113	0.289
11755	0.136
7790	0.0
107412	0.440
56144	0.990
56020	0.0
13835977	0.0
256	0.0
10054	0.0
1005	0.065
553742	0.0
558883	0.0
99596	1.235
6333	0.037
6321	0.144
23055	0.758
8525	0.059
6125	0.0
4514586	0.0
11526	0.068
6322	0.083
6320	0.183
13836549	0.498
6163	1.061
62826	0.610
6108	0.0
11729	0.0
14672	0.612
6118	0.0
7730	0.0
11756	0.0
8544	0.0
23255	0.236
6312	0.183
6338	0.0
12201	0.236
62597	0.0
8329688	0.624
13837797	0.0
10653	0.118
13835336	0.0
7782	0.0
21106015	0.0
7727	0.0
558928	0.0
6093	0.0
693	0.0
11110	0.0
6311	0.129
8896	0.0
5977	0.0
7728	0.0
2340753	0.694
6340	1.333
9253	1.356
7626	0.272
7604	0.289
7553	0.0
12209	0.0
394562	0.0
10325184	0.652
83734	1.263
6315	0.463
7627	0.166
7717	0.0
387	0.167
60524	0.1
11109	0.0
63631	1.033
6100	0.0
13866746	0.407
7010	0.577
14998	1.299
12446	0.177
7560	0.0
258	0.0
10053	0.0
124968	0.044
7716	0.0
7552	0.0
7737	0.0
10571	0.380
17619	N/A
11809	0.0
13836713	0.0
13836589	0.0
11833	0.0
13835235	0.0
7767	0.0
7030	0.048
13836021	0.0
10124	0.604
59573	2.225
10777	0.642
6341	0.352
10018	0.0
558020	0.050
12626	0.0
13836591	0.0
11996	0.433
6165	0.670
7714	0.0
13862665	0.059
6042	0.0
7630	0.083
259	0.046
7607	0.102
5894	0.082
21108550	0.145
7772	0.0
21111806	0.136
236	0.0
9614	0.073
62808	0.056
10492	0.167
7736	0.0
11055	0.75
10446	0.348
7463	0.101
7619	0.471
7016	0.204
13871721	0.0
7739	0.0
7706	0.059
7028	0.236
5730	0.0
6316	0.525
8903	0.0
24590970	1.927
21011	0.129
9325	0.167
415	0.0
55090	1.155
10947	0.258
10772140	0.073
28994	0.0
13839553	0.0
3973	0.846
71312	1.683
3951	0.229
592	0.187
8904	0.0
8899	0.0
60329	0.0
6406	0.257
2916	0.0
2293678	1.749
6119	0.0
29015	0.0
11680	0.101
7624	0.333
7615	0.0
7090	0.314
6122	0.0
7024	0.408
55188	1.135
11117	0.0
13835224	0.082
6176	1.362
62249	0.779
13803	1.806
10755	1.707
9377	0.0
15077490	2.109
7823	0.0
11125	0.0
6307	0.802
7787	0.0
6334	0.102
13255	0.428
109838	0.0
11849	0.0
173	0.0
66656	N/A
13837280	0.421
11845	0.0
11094	0.289
13854944	0.224
29000	0.289
8398	0.418
10791	0.572
8733	0.0
10786	1.276
8554	0.0
92731	1.557
7788	0.0
9233	0.0
1020	0.0
11992	0.211
6187	2.835
8158	0.474
11023	0.493
11731	0.0
11207996	0.433
1609	0.0
7721	0.0
1095	0.0
11121	0.0
10498	0.0
7065	0.366
7791	0.0
109705	0.905
7636	0.195
7621	0.287
11551	0.612
13835836	0.136
7711	0.0
8543	0.0
6040	0.0
10445	0.816
11351244	0.515
7770	0.0
23150	5.511
12161	1.225
13874867	0.161
31029	0.0
4444456	0.0
7769	0.0
18607	0.0
10001	0.241
7747	0.226
10788	0.693
23621376	0.0
5993	0.105
8560	0.0
555074	0.0
10437074	0.169
13861343	0.557
7705	0.167
8141	0.144
10512	0.0
11180	1.8
7701	0.046
62589	0.408
7686	0.289
5439	0.034
11056	0.474
7026	0.183
66675	40.5
2005981	0.0
7622	0.341
7684	0.316
8900	0.0
11025	0.174
7475	0.083
59674	0.0
21171407	0.0
11095	0.102
13837537	0.0
10614293	0.816
6326	0.595
56117	1.573
7466	0.071
29036	0.0
7761	0.289
21168808	0.408
11104	0.577
16778	0.0
13835376	0.0
127750	0.0
10790	0.701
2018460	1.572
68503	1.478
13863629	0.106
7674	0.408
1143	0.0
1108	0.192
7029	0.083
29001	0.144
11788	0.316
11732	0.75
7688	0.132
7515	0.101
11794	0.129
13836520	0.048
11678	0.220
2038738	0.080
8562	0.0
29012	0.059
21106535	0.293
13875283	0.265
13867413	0.088
13837702	0.0
5949	0.0
71089	0.115
7551	0.0
11706	0.101
66996	0.131
61487	1.742
10797	0.841
26325086	0.592
7478	0.048
11799	0.0
13839199	0.149
13835459	0.0
11793	0.289
10534	0.0
9326	0.186
63863	3.480
659	0.0
7459	0.333
10787	0.831
12228	N/A
18688	0.767
10795	1.821
55130	0.194
11086	0.289
11841	0.333
12012	0.0
4489	0.157
48024	0.316
11024	0.493
512621	N/A
66655	5.847
21106032	0.0
6330	0.083
11035	0.493
13439	1.061
7021	0.102
7018	0.204
120464	1.869
11864	0.0
4444608	0.0
10948	0.187
11761	0.816
12229	0.0
24099	0.0
22453	0.487
12499	0.520
7833	0.0
7657	0.280
7013	0.742
13837281	1.458
5708	0.241
7703	0.224
4512642	0.0
4516601	0.0
11244	0.326
4516599	0.0
11846	0.0
7812	0.0
10652594	N/A
7766	0.0
844	0.065
13816	0.144
19953955	0.0
7776	0.0
1141	0.118
11857	0.0
66021	0.150
10497	0.0
70715	0.227
21106520	0.171
66809	0.114
10452	10.011
10433	0.267
29107	0.497
10265264	0.816
13874733	0.192
11911	1.546
7811	0.0
13836399	0.0
7676	0.218
7064	0.409
349	0.0
10488	0.083
4514549	0.0
11193	1.347
4512361	0.0
11739	0.474
8552	0.046
8908	0.0
28986	0.144
10526	0.0
17443	0.107
68832	0.225
21800	1.138
10179173	0.816
81815	0.101
29016	0.348
7003	0.245
59447	0.246
13839109	0.059
13865426	0.143
7678	0.183
13842613	0.278
71430	0.311
7760	0.102
971	0.086
10420	0.083
11695	0.059
12643	0.135
7219	0.254
11784	0.194
7482	0.083
13838404	0.0
7679	0.144
15443	0.304
11434292	N/A
65936	0.095
13835209	0.0
7677	0.236
6342	1.944
15438	0.433
1348	0.153
11216	0.888
68328	6.183
4517338	0.396
11194	1.924
11819	0.418
13402	2.121
20843	0.453
55091	1.151
10487	0.463
15954	0.762
11045	0.101
11210	1.201
7521	0.385
7641	0.359
11543	0.670
13638	0.0
11752	0.072
7242	0.197
11843	0.059
7530	0.632
15765	1.138
10101	0.411
16791	0.0
11029	0.183
9633	0.0
28992	0.265
18717	1.365
6106	0.0
99440	0.704
7838	0.0
120621	0.203
9581	0.209
15413	1.277
7710	0.0
7536	0.101
7689	0.169
10710415	0.206
14751	0.493
7073	0.533
24533	0.185
7238	0.147
13835293	0.763
13866593	0.0
