Compound Id	EccentricConnectivityIndex
11110	38
6311	19
8896	20
5977	9
7728	24
2340753	24
6340	24
9253	29
7626	38
7604	31
7553	14
12209	38
394562	24
10325184	24
83734	29
6315	19
7627	38
7717	24
387	24
60524	19
11109	38
63631	24
6100	6
13866746	89
7010	29
14998	38
12446	31
7560	14
258	24
10053	12
124968	45
7716	24
7552	14
7737	20
10571	36
17619	38
11809	24
13836713	14
13836589	38
11833	38
13835235	14
7767	38
7030	29
13836021	24
10124	24
59573	34
10777	24
6341	24
10018	36
558020	45
12626	38
13836591	38
11996	38
6165	24
7714	24
13862665	47
6042	12
7630	38
259	31
7607	31
5894	19
21108550	58
7772	38
21111806	54
236	36
9614	45
62808	45
10492	47
7736	20
11055	38
10446	45
7463	45
7619	38
7016	29
13871721	24
7739	20
7706	47
7028	29
5730	12
6316	19
8903	36
24590970	29
21011	31
9325	54
415	24
55090	24
10947	29
10772140	19
28994	14
13839553	24
3973	41
71312	29
3951	24
592	24
8904	36
8899	20
60329	38
6406	36
2916	6
2293678	29
6119	9
29015	36
11680	45
7624	38
7615	31
7090	78
6122	9
7024	29
55188	34
11117	36
13835224	19
6176	29
62249	43
13803	41
10755	34
9377	54
15077490	29
7823	54
11125	54
6307	19
7787	36
6334	19
13255	42
109838	54
11849	54
173	9
66656	45
13837280	19
11845	54
11094	47
13854944	31
29000	31
8398	29
10791	36
8733	24
10786	36
8554	36
92731	48
7788	36
9233	24
1020	36
11992	54
6187	34
8158	36
11023	45
11731	14
11207996	54
1609	38
7721	24
1095	20
11121	54
10498	24
7065	54
7791	36
109705	180
7636	42
7621	38
11551	36
13835836	61
7711	24
8543	24
6040	38
10445	45
11351244	40
7770	38
23150	52
12161	48
13874867	54
31029	14
4444456	24
7769	38
18607	24
10001	38
7747	56
10788	36
23621376	38
5993	19
8560	54
555074	54
10437074	45
13861343	29
7705	47
8141	29
10512	38
11180	29
7701	47
62589	45
7686	45
5439	31
11056	38
7026	29
66675	34
2005981	9
7622	38
7684	45
8900	20
11025	45
7475	61
59674	38
21171407	14
11095	47
13837537	36
10614293	45
6326	19
56117	68
7466	45
29036	9
7761	65
21168808	29
11104	56
16778	54
13835376	74
127750	74
10790	36
2018460	43
68503	48
13863629	44
7674	45
1143	9
1108	45
7029	29
29001	38
11788	45
11732	38
7688	45
7515	63
11794	47
13836520	77
11678	45
2038738	60
8562	54
29012	65
21106535	29
13875283	58
13867413	45
13837702	38
5949	54
71089	45
7551	14
11706	63
66996	45
61487	24
10797	43
26325086	61
7478	61
11799	47
13839199	45
13835459	36
11793	47
10534	42
9326	54
63863	52
659	9
7459	45
10787	36
12228	45
18688	63
10795	43
55130	72
11086	45
11841	76
12012	74
4489	58
48024	45
11024	45
512621	50
66655	70
21106032	38
6330	19
11035	63
13439	52
7021	29
7018	29
120464	34
11864	74
4444608	54
10948	29
11761	38
12229	45
24099	38
22453	70
12499	102
7833	74
7657	72
7013	29
13837281	24
5708	36
7703	47
4512642	74
4516601	74
11244	24
4516599	74
11846	54
7812	54
10652594	161
7766	38
844	38
13816	29
19953955	54
7776	38
1141	54
11857	42
66021	45
10497	24
70715	45
21106520	45
66809	60
10452	84
10433	74
29107	24
10265264	58
13874733	45
11911	24
7811	54
13836399	74
7676	45
7064	54
349	74
10488	45
4514549	0
11193	41
4512361	74
11739	56
8552	65
8908	42
28986	61
10526	54
17443	60
68832	54
21800	54
10179173	58
81815	51
29016	76
7003	74
59447	45
13839109	87
13865426	72
7678	45
13842613	54
71430	78
7760	65
971	45
10420	83
11695	61
12643	45
7219	60
11784	45
7482	83
13838404	9
7679	45
15443	60
11434292	105
65936	60
13835209	38
7677	45
6342	24
15438	64
1348	29
11216	52
68328	90
4517338	29
11194	41
11819	56
13402	48
20843	54
55091	29
10487	45
15954	54
11045	85
11210	41
7521	58
7641	54
11543	54
13638	64
11752	31
7242	60
11843	87
7530	58
15765	54
10101	41
16791	74
11029	61
9633	96
28992	58
18717	43
6106	6
99440	45
7838	74
120621	38
9581	71
15413	88
7710	24
7536	85
7689	45
10710415	72
14751	60
7073	85
24533	60
7238	60
13835293	34
13866593	54
13875196	77
120489	60
10197150	56
374462	30
13839575	96
8569	96
11600	59
5889	45
191367	65
6967	54
192642	36
1078	56
23101	112
17558	87
55123	96
68179	96
733	29
11042	58
21132380	54
9349	58
73412	38
235	60
7827	54
68156	54
773	20
17880	96
20119	47
70714	45
7225	60
7786	38
7224	60
13448	74
7673	45
10940	54
10939	54
13842993	34
29025	96
1664	45
7128	69
455420	96
11866	74
21105905	60
10772050	29
26765	45
7681	45
7837	74
553642	64
21106560	60
11830	38
7810	54
7815	54
13842001	54
21169510	63
11930	43
10437135	81
7835	74
19956441	74
78	60
67991	52
455353	96
13875281	54
2039535	81
13837686	54
7240	60
123993	61
7849	96
7803	87
11783	45
13839441	54
18219	24
83866	54
13875160	58
11865	74
11077	54
21106586	81
13835772	54
83850	54
7221	60
11699	83
7385	81
7391	81
7670	83
13860335	60
19231	60
29005	107
7443	77
22191	72
7802	87
7389	81
7241	60
6179	29
7694	107
24972	67
62489	60
6286	77
7528	58
11660	77
62230	61
8568	111
7129	69
69371	52
10784857	228
21105871	54
13839082	58
63889	58
21109330	34
10937	54
7236	60
1577	29
122090	121
8909	64
11716	109
12231	54
10384035	81
6270	108
156255	36
7659	63
11409	67
6402	74
11919	48
7856	96
13257	58
21106036	95
13840690	60
7765	38
7538	109
71787	54
441	96
2606	29
11795	47
6287	88
14692	122
7223	60
7685	45
123860	122
7672	45
9970	53
13857694	54
16159	36
7088	78
28969	92
12069	87
11265	50
13648	69
13876539	81
7533	63
7131	69
7434	74
13866817	58
6977	67
13854136	54
447	67
13837760	54
13835151	58
191	100
7234	60
71628	74
7132	69
11087	45
18801	74
13837988	54
10696	160
76894	178
12456	122
12445	45
69569	112
12809	122
7138	69
10236	63
13863618	67
4446445	96
3954	34
55205	65
11021	77
14198	74
29026	96
5976	63
13875258	58
9903	70
7183	88
21181	63
13839416	74
7851	96
18410	112
13865680	67
21112023	88
503239	69
4878	54
932	96
12010	54
63908	77
5830	81
13839308	81
14680	74
28682	69
14169248	70
63310	76
11671339	139
391428	84
122446	43
238	69
7239	60
11863	74
2041618	147
13851576	60
13854248	54
10437215	107
8070	76
370	111
455090	69
11632	70
14840	122
2656	82
78828	166
10422	96
20939	88
69914	141
9976	105
73479	88
924	69
6883	90
5979	34
577	54
13658	80
21106366	92
7419	107
14299946	160
331	76
7448	100
7509	135
12632	111
61001	123
28982	77
11604	71
62534	102
62408	90
123207	58
75951	96
13837787	76
13839123	67
59483	84
18724	78
7850	96
13875432	54
8665	77
13839128	67
13875219	58
456015	60
55084	133
6974	54
8657	71
13849981	109
26824	154
72793	94
21106014	67
6296	70
14256731	195
13860775	67
7140	80
13869339	58
13647	69
764	58
7800	137
8071	76
13835932	52
7809	54
4449	54
13839110	63
29029	122
21106525	77
7142	80
132	88
12220	150
20570	69
21106144	76
7190	88
8140	67
13869451	54
15461	99
76394	77
7518	58
8520	200
8883	84
6079	88
2931	94
10536	96
25552	80
13848808	99
10181341	92
10328	54
15846	122
5596	54
4962	67
13869462	67
11871	74
10265270	90
222538	90
768	79
2849146	90
8674	90
13869480	71
12635	150
65523	90
6999	80
2441	73
7662	63
13856352	81
7506	122
6897	116
8186	88
15431	77
58234	73
21106146	80
15387	122
8574	122
1015	70
26325090	122
13842573	58
9564	67
221226	102
8912	144
7848	96
13875441	54
13863774	88
13871718	107
10179239	90
10227261	254
776	70
906	90
21168813	80
4366810	122
7170	112
12821	71
13619	150
392	58
8097	90
299166	88
21106013	80
13869414	77
21111817	67
7511	165
24641	118
21106020	88
17131	121
10756	97
7984	48
10404	135
13853953	76
12218	139
21105897	127
13862559	67
5593	70
123	77
11773	90
13846663	99
10451	220
7852	96
7872	169
13662	88
12637	182
376	126
6780	90
6794	101
21106018	67
72551	122
15427	107
13859497	111
11576	99
6635	70
21111781	80
11080	54
13835630	81
105291	68
14846	167
13868640	58
21105859	100
11862	74
8910	100
14227	80
10437210	88
11589	113
64699	63
8098	90
589165	92
6781	89
12933	140
13853758	88
9893	116
6621	83
558878	122
8855	90
10980	88
206561	113
15855	99
13835126	88
5882	126
13864445	63
21170967	101
12478	77
21105870	107
13229	92
13849989	122
24535	101
18019	196
73390	116
6674	76
11591	113
67360	150
553578	122
10437335	116
14593	109
10432	58
7745	56
21159695	102
7891	182
10972	80
11557190	270
8183	112
12219	122
880	92
1446	95
2923	74
6775	80
12954	116
8576	150
21105848	97
68109	200
7882	150
120548	88
10181339	120
6788	108
13853943	76
11672	100
57726	91
10892	89
6898	129
1905	70
21106470	90
6950	70
13860434	101
12972	161
21106148	113
10664	80
7890	182
71876	186
7176	113
15965	144
67653	122
13487	167
9088156	168
7871	169
68224	252
18	87
4511751	159
10181338	113
10756390	230
84971	79
388391	79
13871489	170
11629	109
2241	69
21106519	129
11460	90
7189	88
8521	308
13876103	128
11510	67
14349	122
7211	126
2937774	140
11584	113
21105998	95
6736	99
4963	76
6789	108
6737	99
59482	144
81814	212
14021447	394
71	99
80863	124
955	88
7145	80
917	124
3350	89
10616	98
7172	112
10257	98
953	88
1151	95
21106571	76
6827	140
11422	101
21106163	80
10025	156
13835344	113
15853	182
21106140	151
10801109	128
86394	100
21106145	112
62310	157
13835706	172
7092	78
1448	123
8182	112
21106518	80
10437239	89
13848793	108
68676	124
16180	216
7600	137
13846959	88
6773	149
7340	144
13837329	148
21106581	126
16475	95
7146	91
185	79
6828	140
11488212	95
6646	79
10801842	81
16387	221
11586	153
62472	139
16388	218
21108576	88
6480	83
23083	161
10628694	87
7892	182
71437	91
5644	86
10909	130
10918	123
8935	127
4510206	96
7757	235
13846749	140
2298886	161
6550	96
8341	108
7208	126
11882	216
4611	150
13835351	153
8374	178
70682	122
13492	201
13677	119
6739	99
17347	78
7875	239
11777	63
7310	146
11465	116
2157	123
8150	123
7302	174
7202	113
7042	123
6035	113
11776	63
10908	126
10850	117
556589	131
7299	174
8577	150
21106900	112
17652	48
5915	92
10106	153
63518	178
17868	140
6706	89
10851	119
11588	88
79969	173
6675	76
71193	99
2206	111
13867714	140
4445317	153
10849	117
11595	126
1906	115
6193	113
67270	89
16177	216
6033	99
6478	114
15517	105
10841	117
13574	120
8319	99
7964	104
15789876	405
21105699	140
13622	254
10829	108
11507	67
7585	196
6790	108
15495	193
13860	69
10831	108
56515	178
20124	108
744	95
10343	134
218253	151
454319	1942
76154	110
33084	69
67414	174
220998	174
15867	233
7901	216
14627	99
21106570	89
10449	336
10813	108
199342	205
15755	117
15702	200
62484	113
4522053	159
8273	144
11883	254
8262	130
642951	152
15747	239
15524	130
13837303	210
305	108
230	109
14995	108
10733068	321
256210	108
33421	162
67470	119
33416	210
14994	108
15756	123
12938	137
6588	130
15475	117
7279	131
23886	162
14472	48
15476	117
42330	140
2991	183
12682	145
4762	149
361	110
6592	144
11884	254
15488	153
15478	126
21106573	109
11003	174
15489	168
15861	137
7155	147
64155	153
2627	176
24142	294
8073	158
44152	140
26325080	546
8916	180
4267	114
33455	179
15619	139
96749	114
18336	142
5236	123
440	114
2973	120
3173	138
2185	212
1361549	225
7915	254
30600	164
1438	76
15477	108
10437836	158
8120	168
26010	164
7152	110
13846658	168
8470	157
3544	203
15621	128
33934	181
7913	321
7994	153
2468	208
6840	180
12133	166
11632871	256
34863	173
63968	168
61739	117
68437	126
66895	254
26260	128
33932	164
33933	166
5027	151
192748	178
8282	117
5004	224
34188	190
13114	220
18280	196
12024	137
2068	122
6835	168
78998	338
72056	254
4626	146
2169	166
23115	180
6492	108
4103087	134
9824	153
15473	166
34664	175
9053802	279
37904	175
13856959	265
12586	153
5368	309
707	102
34665	192
17098	183
17099	181
84188	126
15620	117
8111	180
3210	273
49469	214
967	102
158870	126
2915	144
83330	215
157093	134
4768	181
34864	175
14993	117
8329	234
970	170
7917	294
136000	128
34866	175
83374	139
2297538	236
20848	181
457145	128
8067	102
37918	177
457140	135
34865	194
8241	284
14620	181
6593	144
21782117	228
135983	141
10540	338
25472	170
25605	192
6464	128
25677	184
136001	132
136003	137
34666	177
82753	204
10438331	155
2121	161
1278	170
4457	150
62265	139
11974	80
31991	199
481441	444
34867	177
84235	145
13087	170
2079	186
2424	137
5256	122
7315	263
15474	200
37915	194
40191	203
29348	209
26011	196
28287	144
62632	384
30932	225
22172	199
5899	194
2297441	181
37905	192
3987	220
33617	196
2283071	148
34830	246
16568	214
108106	312
69223	151
35581	186
23912	176
13302	154
4932499	152
3006	180
56793	186
13090	183
34868	177
10243	102
13850879	260
56791	205
14674	251
15729	231
8060	282
9040	142
34870	194
30881	214
17587	203
34869	196
457144	128
5807	240
9026	274
3008	170
4575	182
135925	117
4759	196
82777	205
34871	179
454495	186
6688	158
36319	205
533188	188
34872	198
10169	261
11891	338
56792	226
26325081	718
8058	238
20493	194
36278	232
35580	207
82755	148
82842	191
15417	197
46262	205
136002	126
28941	233
56123	227
5342	193
56784	194
16182	226
56785	188
56790	203
26563	324
13303	166
82765	216
82767	192
12705	181
14826	137
30816	291
16481	159
97173	150
102720	143
7051	232
21924	213
102721	143
33458	188
82818	188
3548	240
35579	188
38839	244
27749	201
34667	196
56795	209
56788	207
1994	199
8939	194
16482	172
36972	205
21106365	180
4760	196
34873	215
7967	186
559096	252
35582	190
56771	218
13520	201
56774	197
9873	189
3463	166
37744	216
12874	196
46893	209
82807	190
35081	239
56769	199
35584	207
3864	251
13300034	230
10292746	228
33829	227
102833	152
47912	211
13844817	274
82817	207
82762	148
2839	228
6842	180
82754	146
157094	156
3229	216
5237	177
82840	311
34189	188
16736498	233
7968	188
29117	192
33304	228
56794	190
13837319	370
457138	156
39406	218
56780	199
27793	144
106355	141
6767	251
34847	199
102897	154
2581	384
6417	227
103011	145
82712	137
56781	218
45444	220
102947	137
102933	156
33457	205
8287	183
33280	209
36029	305
46263	207
56777	220
33666	252
56787	207
16736486	192
102801	135
82873	346
8288	183
4025	231
17339596	237
33456	192
2629	247
33386	228
2003	198
6514	263
36973	199
97172	164
36974	201
82819	201
15572	194
102856	137
13115	220
8800	187
29153	200
35583	209
82820	241
45445	222
4886542	181
103066	150
46894	218
32873	336
35563	192
17684	124
44885	249
46710	327
33326	226
4745	286
26325088	252
56772	201
34848	241
56760	231
84346	229
26325085	258
28552	214
12364	239
56755	210
82796	263
35265	244
56789	211
4599	210
24638	250
56768	241
13328	197
4437893	355
6371	262
56778	201
3277	283
4526760	300
21568	233
96948	165
16415	216
193215	198
26325087	256
37779	218
56779	224
11274	213
35585	220
84344	218
56786	209
82797	391
5363	270
541032	89
31129	214
37749	305
56776	203
46264	230
83413	233
43354	241
457139	146
21429023	192
97055	167
4927801	410
34859	210
7260	217
19939	244
56756	231
4719431	260
102798	126
36976	212
45446	222
56767	254
8093	234
29631	102
34850	222
14348	434
559213	241
6453	211
84345	220
56766	235
102722	165
33281	230
1262	260
36975	220
154865	167
102741	154
26325082	918
32555	297
82740	229
215802	258
30459	336
23977588	233
4333	304
18941	213
97198	159
37019	212
82783	231
37000	212
39198	254
56765	254
46285	220
4938407	233
46284	224
82806	222
19722	247
34116	280
34668	220
34851	233
56773	222
82798	437
29282	231
47913	243
5772	192
28827	289
26915	194
6066	195
32952	243
48518	256
84347	233
75956	308
102857	175
43353	243
83414	267
2940	228
18445	250
25304	327
102787	161
18444	233
15010	316
82823	246
83411	287
102742	152
34190	214
56761	231
47914	214
102743	157
66326	357
56559	467
35529	268
36710	235
7991	274
33832	268
34852	233
2927	277
154866	167
35588	305
59833	291
12730	301
8243	468
15699	234
64559	299
56023	490
56782	244
549017	231
97240	146
33282	243
20545	500
36977	223
4066	258
2457	223
77706	305
4813314	411
56770	224
29847	352
56763	256
56757	256
102834	155
7928	486
4939096	233
36771	233
56764	237
9817	345
36978	235
34191	256
84348	242
45678	328
7929	542
82738	246
37994	356
106356	165
36979	225
10085	320
39407	266
11369	76
56762	256
37745	233
36981	269
56758	235
4744	286
36980	248
11359	102
6057	277
56775	245
6640	102
37004	244
4956170	256
34853	256
56783	269
4941232	318
82736	235
47915	269
4060	280
16139	235
2635909	363
15822	272
13338	246
12543	271
36983	269
96868	186
96864	186
56759	237
6058	361
36982	248
33983	256
36984	258
82831	556
45447	244
33407	282
2271976	435
4575338	289
24388	237
3171	282
12367	283
15637	236
82821	282
34860	246
11936	152
72522	542
82786	333
6542	117
97224	176
97234	178
5148	233
34854	258
3534	393
46137	246
12536	307
77887	367
6559	521
33984	256
26325084	1386
11897	600
9242615	392
97233	176
26325083	1138
46525	393
7988	389
46136	258
33142	327
33141	308
34418	333
5739	284
97142	170
2928	290
8817	280
36986	248
82834	638
47916	271
8078	387
4617	380
550258	250
35205	259
36985	257
46739	555
3326	301
35566	271
55075	102
2908	279
4913	340
4777	345
2181	306
6528	578
5557	379
97257	176
6639	102
33986	271
45448	259
33316	260
36988	284
105648	202
82679	282
35912	284
102923	166
8004	294
11898	600
36987	261
20390	264
3972	376
5590	644
11899	662
154958	273
3513	194
7970	301
154062	186
4629	366
36990	284
85876	270
26916	337
77764	403
33985	271
35108	273
82751	297
5660	336
36989	272
6519	508
11917	348
2925	281
16576	373
4447447	328
2284017	117
5554	336
39394	333
509179	438
77874	516
4444070	384
4228778	536
82822	286
43456	625
24247	479
4445165	719
34192	286
37764	551
2342810	285
2075	331
12017	726
6367	330
77933	427
2768	385
11283	261
5791	349
96965	197
33198	187
91304	232
35206	299
6281	508
82759	518
66316	455
154959	286
8804	313
8799	303
82870	538
5376	367
5553	355
15484	312
135795	285
49560	671
2246	318
12072	794
21106505	690
36968	644
2625	332
33255	287
4444102	355
5198	292
82852	508
2699	348
5773	416
4444107	418
11900	864
26325089	567
77730	644
39145	256
8103122	354
11901	938
6366	330
5932	464
15827	208
136695	304
29089	287
5678	424
5768	367
8763	326
11146	1014
5113	381
17499	234
24722	592
94701	260
11902	1094
6013	481
31006	537
34697	464
18949	636
10162	577
48085	609
49179	632
10542	1442
104816	778
75995	904
15520	1024
1043	490
65272	647
11906	1838
4067	806
75662	894
29400	919
4444362	1237
6045	2583
