Compound Id	ChiPath [VP-3]
692	0.0
6153	0.0
127983	0.0
291	0.0
21106179	0.0
16425	0.0
23208	0.0
6105	0.0
11148	0.0
274	0.0
6086	0.0
9256	0.247
923	0.0
937	0.0
6085	0.0
217	0.0
9484	0.0
22814	0.0
22408	0.0
9286	0.190
12577	0.152
6084	0.0
6128	0.0
9243	0.0
62827	0.497
6132	0.0
391	0.0
38403	0.480
1087	0.0
16641	0.0
7954	0.0
864	0.0
11153	0.0
748	0.0
6095	0.0
6094	0.0
518	N/A
16841	0.495
6148	0.0
2056044	0.882
6151	0.0
6087	0.0
9095782	0.771
4514529	0.0
10675065	0.677
21106169	0.179
172	0.0
763	0.0
7956	0.0
7577	0.096
6089	0.0
6111	0.0
29040	0.767
10606755	0.687
6098	0.0
6120	0.0
13837650	0.643
13853215	0.893
61149	0.993
12197	0.118
682	0.0
61346	0.535
7558	0.204
7556	0.289
454215	0.594
7557	0.167
278	0.0
7957	0.0
654	0.0
9461	0.365
6130	0.0
7555	0.5
11727	0.091
1114	0.0
14441700	0.668
8960	0.0
6083	0.0
454209	0.621
56442	0.333
6101	0.0
6097	0.0
175	0.0
4449912	0.333
6102	0.0
9016	0.742
7559	0.096
2018165	0.350
7733	0.192
3644	0.0
6156	0.0
512	0.167
171	0.0
9646	0.0
9254	0.825
7734	0.235
9411	0.507
13835550	0.167
6135	0.0
13837190	0.236
10325078	0.985
7732	0.285
6335	0.287
7738	0.425
14829	0.0
4481813	0.115
10765	0.471
71390	0.0
6149	0.0
13872989	0.129
9391	0.474
6146	0.0
3631	0.830
6121	0.0
61213	0.704
3441	1.014
11099	0.333
11806	0.394
6308	0.816
3168	0.408
6104	0.0
1004	0.224
66567	1.104
1039	0.0
7713	0.493
73583	0.926
6103	0.0
7566	0.158
9994	0.577
10709	0.408
6309	0.348
6088	0.0
13299573	0.681
13836674	0.327
13835316	0.0
6092	0.0
14694	0.758
6313	0.272
11230	0.632
7564	0.289
7616	0.249
2062437	0.970
7712	0.707
4483639	0.471
10437	0.567
30713	0.762
2282428	1.278
6188	1.250
4483638	0.471
7330	0.655
12442	0.371
7546	0.691
9251	1.187
18971812	1.103
71433	1.837
10113	0.577
11755	0.328
7790	0.5
107412	0.854
56144	1.178
56020	0.329
13835977	0.167
256	0.407
10054	0.0
1005	0.302
553742	0.429
558883	0.329
99596	1.164
6333	0.175
6321	0.498
23055	0.935
8525	0.348
6125	0.0
4514586	0.0
11526	0.333
6322	0.287
6320	0.591
13836549	1.156
6163	1.061
62826	1.245
6108	0.0
11729	0.866
14672	0.612
6118	0.0
7730	0.5
11756	0.287
8544	0.908
23255	0.644
6312	0.365
6338	0.204
12201	0.638
62597	0.333
8329688	1.219
13837797	0.471
10653	0.516
13835336	0.129
7782	0.390
21106015	0.254
7727	0.322
558928	0.429
6093	0.0
693	0.0
11110	0.575
6311	0.258
8896	1.25
5977	0.0
7728	0.295
2340753	1.312
6340	1.333
9253	1.237
7626	0.544
7604	0.866
7553	0.567
12209	0.675
394562	0.271
10325184	1.090
83734	1.155
6315	0.871
7627	0.402
7717	0.362
387	0.333
60524	0.2
11109	0.762
63631	1.033
6100	0.0
13866746	1.058
7010	1.394
14998	1.732
12446	0.677
7560	0.671
258	0.512
10053	0.0
124968	0.534
7716	0.558
7552	0.982
7737	0.827
10571	0.673
17619	N/A
11809	0.559
13836713	0.387
13836589	0.492
11833	0.702
13835235	0.1
7767	0.957
7030	0.523
13836021	0.362
10124	0.729
59573	2.949
10777	0.813
6341	0.494
10018	0.744
558020	0.532
12626	0.566
13836591	0.440
11996	0.577
6165	0.865
7714	0.754
13862665	0.404
6042	0.0
7630	0.287
259	0.464
7607	0.602
5894	0.163
21108550	0.804
7772	0.676
21111806	0.787
236	0.667
9614	0.733
62808	0.529
10492	0.498
7736	0.496
11055	1.0
10446	0.450
7463	0.594
7619	0.943
7016	0.789
13871721	0.341
7739	1.054
7706	0.509
7028	1.157
5730	0.0
6316	0.988
8903	0.478
24590970	1.617
21011	0.706
9325	0.824
415	0.408
55090	1.108
10947	0.942
10772140	0.343
28994	0.118
13839553	0.316
3973	1.034
71312	1.839
3951	0.365
592	0.357
8904	0.478
8899	0.869
60329	0.466
6406	0.534
2916	0.0
2293678	1.286
6119	0.0
29015	0.744
11680	0.682
7624	0.667
7615	0.498
7090	1.101
6122	0.0
7024	1.644
55188	1.404
11117	0.883
13835224	0.264
6176	1.056
62249	0.798
13803	3.337
10755	1.914
9377	0.987
15077490	1.690
7823	0.697
11125	0.684
6307	1.604
7787	1.5
6334	0.352
13255	1.444
109838	0.636
11849	0.846
173	0.0
66656	N/A
13837280	0.742
11845	0.925
11094	1.135
13854944	0.547
29000	0.706
8398	1.009
10791	0.992
8733	0.362
10786	1.782
8554	1.077
92731	1.483
7788	1.158
9233	1.225
1020	0.566
11992	0.656
6187	1.75
8158	1.342
11023	1.478
11731	1.124
11207996	1.129
1609	0.553
7721	0.828
1095	1.982
11121	1.012
10498	0.395
7065	0.758
7791	1.207
109705	1.915
7636	0.733
7621	0.696
11551	1.732
13835836	0.803
7711	1.048
8543	0.802
6040	0.762
10445	1.021
11351244	1.776
7770	0.642
23150	5.511
12161	3.0
13874867	0.621
31029	1.268
4444456	0.535
7769	0.808
18607	1.225
10001	0.583
7747	0.620
10788	1.306
23621376	0.426
5993	0.211
8560	1.207
555074	0.960
10437074	0.724
13861343	0.491
7705	0.542
8141	1.161
10512	1.004
11180	1.413
7701	0.744
62589	1.628
7686	1.557
5439	0.287
11056	0.862
7026	1.325
66675	20.25
2005981	0.0
7622	0.813
7684	1.235
8900	0.303
11025	0.923
7475	0.759
59674	0.414
21171407	0.732
11095	0.882
13837537	0.846
10614293	1.021
6326	1.050
56117	2.952
7466	0.480
29036	0.0
7761	0.881
21168808	1.465
11104	1.321
16778	0.584
13835376	0.780
127750	0.780
10790	1.188
2018460	2.850
68503	3.311
13863629	0.659
7674	1.894
1143	0.0
1108	0.940
7029	0.788
29001	0.498
11788	1.580
11732	0.862
7688	0.692
7515	0.756
11794	0.975
13836520	0.775
11678	1.093
2038738	0.666
8562	0.854
29012	0.803
21106535	1.069
13875283	1.011
13867413	0.451
13837702	0.658
5949	0.926
71089	0.695
7551	1.929
11706	0.962
66996	0.729
61487	1.401
10797	1.138
26325086	1.159
7478	0.524
11799	0.748
13839199	0.813
13835459	0.957
11793	0.940
10534	0.878
9326	0.852
63863	4.496
659	0.0
7459	1.093
10787	1.467
12228	N/A
18688	0.888
10795	2.103
55130	0.821
11086	1.518
11841	0.902
12012	0.934
4489	0.824
48024	1.341
11024	1.319
512621	N/A
66655	6.598
21106032	1.052
6330	0.348
11035	1.747
13439	1.061
7021	0.454
7018	0.745
120464	2.009
11864	1.175
4444608	0.670
10948	0.682
11761	1.633
12229	0.767
24099	0.612
22453	1.301
12499	1.187
7833	1.262
7657	0.880
7013	1.704
13837281	1.286
5708	0.846
7703	0.809
4512642	1.077
4516601	1.210
11244	0.441
4516599	1.077
11846	0.892
7812	1.012
10652594	N/A
7766	1.298
844	0.302
13816	0.6
19953955	0.603
7776	1.078
1141	0.686
11857	1.408
66021	0.727
10497	1.250
70715	0.944
21106520	0.809
66809	0.847
10452	13.273
10433	0.866
29107	0.630
10265264	2.305
13874733	0.847
11911	1.364
7811	1.058
13836399	0.878
7676	0.985
7064	1.143
349	1.457
10488	1.038
4514549	0.0
11193	1.463
4512361	1.210
11739	1.142
8552	0.994
8908	1.75
28986	1.058
10526	1.254
17443	0.749
68832	0.840
21800	2.540
10179173	2.305
81815	0.561
29016	1.001
7003	0.681
59447	1.245
13839109	0.737
13865426	0.699
7678	1.575
13842613	1.028
71430	1.467
7760	1.132
971	0.756
10420	1.040
11695	0.597
12643	1.229
7219	1.251
11784	0.849
7482	0.921
13838404	0.0
7679	1.411
15443	1.842
11434292	N/A
65936	0.678
13835209	0.566
7677	1.650
6342	1.714
15438	2.172
1348	0.637
11216	1.550
68328	7.684
4517338	1.109
11194	1.960
11819	1.162
13402	3.0
20843	1.127
55091	0.838
10487	1.971
15954	1.568
11045	1.050
11210	1.974
7521	1.218
7641	1.174
11543	1.354
13638	1.707
11752	0.426
7242	1.088
11843	1.053
7530	1.727
15765	2.540
10101	1.007
16791	1.082
11029	1.244
9633	1.487
28992	0.910
18717	1.386
6106	0.0
99440	0.908
7838	1.176
120621	0.492
9581	1.032
15413	3.659
7710	1.389
7536	1.212
7689	0.852
10710415	0.781
14751	2.302
7073	1.030
24533	0.979
7238	0.979
13835293	0.856
13866593	0.908
13875196	1.049
