Compound Id	WeightedPath [WTPT-1]
692	3.0
6153	8.5
127983	3.0
291	1.0
21106179	6.732
16425	11.949
23208	4.914
6105	4.914
11148	3.0
274	4.914
6086	3.0
9256	12.293
923	4.914
937	1.0
6085	3.0
217	1.0
9484	8.5
22814	1.0
22408	1.0
9286	10.524
12577	10.466
6084	3.0
6128	6.732
9243	4.914
62827	14.272
6132	6.732
391	1.0
38403	18.098
1087	4.914
16641	4.914
7954	4.914
864	3.0
11153	4.914
748	3.0
6095	4.914
6094	4.914
518	1.0
16841	12.293
6148	8.5
2056044	21.693
6151	8.5
6087	3.0
9095782	14.063
4514529	1.0
10675065	16.328
21106169	10.466
172	4.914
763	3.0
7956	4.914
7577	6.871
6089	3.0
6111	5.25
29040	12.293
10606755	17.871
6098	4.914
6120	6.732
13837650	6.871
13853215	14.063
61149	21.683
12197	6.871
682	4.914
61346	16.049
7558	6.871
7556	6.871
454215	12.293
7557	6.871
278	4.914
7957	6.732
654	4.914
9461	14.440
6130	6.732
7555	6.871
11727	6.871
1114	6.732
14441700	10.466
8960	3.0
6083	3.0
454209	10.466
56442	6.871
6101	4.914
6097	4.914
175	6.732
4449912	6.871
6102	4.914
9016	12.293
7559	6.871
2018165	8.697
7733	8.850
3644	6.732
6156	8.5
512	6.871
171	6.732
9646	8.5
9254	12.293
7734	8.850
9411	16.266
13835550	6.871
6135	6.732
13837190	8.850
10325078	14.063
7732	8.850
6335	8.697
7738	9.688
14829	8.5
4481813	6.871
10765	8.697
71390	6.732
6149	8.5
13872989	6.871
9391	12.293
6146	8.5
3631	18.098
6121	6.732
61213	10.466
3441	12.293
11099	8.850
11806	8.850
6308	8.697
3168	8.850
6104	4.914
1004	6.871
66567	19.641
1039	4.914
7713	8.850
73583	14.063
6103	4.914
7566	6.871
9994	7.5
10709	8.850
6309	8.697
6088	3.0
13299573	16.049
13836674	6.871
13835316	6.732
6092	4.914
14694	10.466
6313	8.697
11230	8.697
7564	6.871
7616	10.679
2062437	12.293
7712	8.850
4483639	8.850
10437	6.871
30713	10.524
2282428	12.293
6188	14.063
4483638	8.850
7330	9.688
