Compound Id	AutocorrelationMass [ATSm2]
692	1.332
6153	6.327
127983	1.553
291	0.0
21106179	4.745
16425	25.338
23208	3.549
6105	3.164
11148	1.582
274	2.664
6086	1.0
9256	8.909
923	2.913
937	0.0
6085	1.0
217	0.0
9484	5.745
22814	0.0
22408	0.0
9286	7.327
12577	7.327
6084	1.0
6128	4.164
9243	2.582
62827	9.909
6132	6.115
391	0.0
38403	13.155
1087	7.113
16641	4.996
7954	2.0
864	1.332
11153	4.534
748	1.166
6095	2.0
6094	2.0
518	0.0
16841	10.279
6148	7.115
2056044	15.654
6151	9.067
6087	2.952
9095782	9.327
4514529	0.0
10675065	10.909
21106169	7.077
172	2.332
763	1.774
7956	2.664
7577	3.996
6089	1.166
6111	3.0
29040	13.980
10606755	12.823
6098	3.952
6120	3.0
13837650	6.903
13853215	13.231
61149	15.654
12197	3.0
682	2.332
61346	12.861
7558	3.0
7556	3.0
454215	13.980
7557	3.0
278	2.664
7957	3.0
654	2.332
9461	9.410
6130	7.485
7555	3.0
11727	3.664
1114	3.499
14441700	8.115
8960	1.360
6083	6.653
454209	6.164
56442	3.0
6101	2.166
6097	3.952
175	3.332
4449912	3.0
6102	2.166
9016	11.649
7559	3.332
2018165	7.115
7733	4.664
3644	3.332
6156	9.353
512	3.332
171	3.664
9646	4.0
9254	11.649
7734	4.996
9411	10.742
13835550	3.332
6135	4.273
13837190	5.328
10325078	16.932
7732	4.664
6335	4.996
7738	5.664
14829	8.485
4481813	3.720
10765	4.0
71390	11.186
6149	10.437
13872989	3.332
9391	8.077
6146	4.332
3631	14.525
6121	4.952
61213	8.115
3441	15.350
11099	4.0
11806	4.0
6308	4.0
3168	4.664
6104	5.903
1004	3.332
66567	13.823
1039	5.340
7713	4.0
73583	12.649
6103	3.670
7566	3.166
9994	4.664
10709	4.664
6309	4.0
6088	10.566
13299573	16.562
13836674	4.952
13835316	6.903
6092	7.653
14694	10.067
6313	4.332
11230	4.499
7564	3.166
7616	5.996
2062437	13.398
7712	4.0
4483639	4.0
10437	4.952
30713	10.067
2282428	15.350
6188	14.601
4483638	4.0
7330	5.0
12442	9.234
7546	5.664
9251	15.350
18971812	10.697
71433	10.353
10113	4.0
11755	5.996
7790	7.993
107412	11.279
56144	15.812
56020	4.0
13835977	3.166
256	4.332
10054	5.952
1005	4.664
553742	6.903
558883	4.0
99596	11.067
6333	4.664
6321	4.332
23055	9.485
8525	5.996
6125	6.903
4514586	0.0
11526	6.660
6322	4.332
6320	4.332
13836549	15.491
6163	5.0
62826	14.980
6108	5.340
11729	6.340
14672	5.664
6118	8.653
7730	4.332
11756	6.992
8544	5.0
23255	4.166
6312	4.332
6338	5.273
12201	5.0
62597	4.332
8329688	11.816
13837797	6.664
10653	5.996
13835336	3.498
7782	5.996
21106015	5.284
7727	4.830
558928	6.903
6093	9.604
693	2.498
11110	5.0
6311	4.166
8896	5.0
5977	8.855
7728	4.996
2340753	13.768
6340	5.0
9253	13.019
7626	6.664
7604	5.0
7553	8.653
12209	5.0
394562	4.332
10325184	13.768
83734	13.019
6315	5.952
