Compound Id	ChiCluster [VC-3]
692	0.0
6153	0.108
127983	0.0
291	0.0
21106179	0.031
16425	1.323
23208	0.0
6105	0.0
11148	0.0
274	0.0
6086	0.0
9256	0.192
923	0.0
937	0.0
6085	0.0
217	0.0
9484	0.241
22814	0.0
22408	0.0
9286	0.095
12577	0.179
6084	0.0
6128	0.082
9243	0.0
62827	0.287
6132	0.094
391	0.0
38403	0.229
1087	0.0
16641	0.0
7954	0.0
864	0.0
11153	0.0
748	0.0
6095	0.0
6094	0.0
518	N/A
16841	0.274
6148	0.581
2056044	0.427
6151	0.648
6087	0.0
9095782	0.592
4514529	0.0
10675065	0.195
21106169	0.179
172	0.0
763	0.0
7956	0.0
7577	0.0
6089	0.0
6111	0.0
29040	0.365
10606755	0.386
6098	0.0
6120	0.577
13837650	0.0
13853215	0.662
61149	0.455
12197	0.0
682	0.0
61346	0.613
7558	0.0
7556	0.0
454215	0.651
7557	0.0
278	0.0
7957	0.354
654	0.0
9461	0.179
6130	0.281
7555	0.0
11727	0.0
1114	0.447
14441700	0.435
8960	0.0
6083	0.0
454209	0.389
56442	0.0
6101	0.0
6097	0.0
175	0.204
4449912	0.0
6102	0.0
9016	0.522
7559	0.0
2018165	0.058
7733	0.0
3644	0.258
6156	6.0
512	0.0
171	0.091
9646	2.0
9254	0.493
7734	0.0
9411	0.176
13835550	0.0
6135	0.0
13837190	0.0
10325078	1.404
7732	0.0
6335	0.083
7738	0.0
14829	1.314
4481813	0.0
10765	0.333
71390	0.486
6149	1.458
13872989	0.0
9391	0.280
6146	1.171
3631	0.318
6121	0.655
61213	0.389
3441	0.794
11099	0.0
11806	0.0
6308	0.408
3168	0.0
6104	0.0
1004	0.0
66567	0.673
1039	0.0
7713	0.0
73583	1.665
6103	0.0
7566	0.0
9994	0.0
10709	0.0
6309	0.204
6088	0.0
13299573	0.894
13836674	0.0
13835316	0.455
6092	0.0
14694	0.435
6313	0.333
11230	0.316
7564	0.0
7616	0.083
2062437	0.718
7712	0.0
4483639	0.0
10437	0.0
30713	0.286
2282428	0.584
6188	1.110
4483638	0.0
7330	0.0
12442	0.0
7546	0.118
9251	0.734
18971812	0.996
71433	4.098
10113	0.289
11755	0.236
7790	0.0
107412	0.287
56144	0.641
56020	0.0
13835977	0.0
256	0.0
10054	2.201
1005	0.065
553742	0.0
558883	0.0
99596	0.697
6333	0.053
6321	0.144
23055	1.001
8525	0.083
6125	0.742
4514586	0.0
11526	0.034
6322	0.118
6320	0.183
13836549	0.283
6163	1.561
62826	0.287
6108	0.0
11729	0.0
14672	1.112
6118	1.134
7730	0.0
11756	0.0
8544	0.0
23255	0.236
6312	0.408
6338	0.0
12201	0.408
62597	0.0
8329688	0.389
13837797	0.0
10653	0.059
13835336	0.0
7782	0.0
21106015	0.0
7727	0.0
558928	0.0
6093	0.0
693	0.0
11110	0.0
6311	0.289
8896	0.0
5977	0.842
7728	0.0
2340753	0.435
6340	0.667
9253	0.741
7626	0.471
7604	0.408
7553	0.0
12209	0.0
394562	0.0
10325184	0.716
83734	0.985
6315	0.463
7627	0.319
7717	0.0
387	0.408
60524	0.224
11109	0.0
63631	0.516
6100	0.0
13866746	0.251
7010	0.289
14998	3.337
12446	0.25
7560	0.0
258	0.0
10053	3.446
124968	0.038
7716	0.0
7552	0.0
7737	0.0
10571	0.337
17619	N/A
11809	0.0
13836713	0.0
13836589	0.0
11833	0.0
13835235	0.0
7767	0.0
7030	0.034
13836021	0.0
10124	0.354
59573	1.725
10777	0.407
6341	0.341
10018	0.0
558020	0.049
12626	0.0
13836591	0.0
11996	1.112
6165	0.893
7714	0.0
13862665	0.083
6042	2.658
7630	0.167
259	0.065
7607	0.144
5894	0.2
21108550	0.126
7772	0.0
21111806	0.126
236	0.0
9614	0.063
62808	0.063
10492	0.408
7736	0.0
11055	1.561
10446	1.196
7463	0.059
7619	0.816
7016	0.102
13871721	0.0
7739	0.0
7706	0.083
7028	0.167
5730	2.916
6316	0.463
8903	0.0
24590970	0.937
21011	0.183
9325	0.109
415	0.0
55090	1.722
10947	0.129
10772140	0.065
28994	0.0
13839553	0.0
3973	0.531
71312	0.824
3951	0.222
592	0.182
8904	0.0
8899	0.0
60329	0.0
6406	0.218
2916	0.0
2293678	1.264
6119	1.458
29015	0.0
11680	0.059
7624	0.577
7615	0.0
7090	0.217
6122	1.464
7024	0.289
55188	0.846
11117	0.0
13835224	0.183
6176	1.352
62249	1.292
13803	0.852
10755	1.207
9377	0.0
15077490	1.013
7823	0.0
11125	0.0
6307	0.408
7787	0.0
6334	0.102
13255	0.333
109838	0.0
11849	0.0
173	0.118
66656	N/A
13837280	0.371
11845	0.0
11094	0.408
13854944	0.316
29000	0.408
8398	0.289
10791	0.372
8733	0.0
10786	0.569
8554	0.0
92731	0.893
7788	0.0
9233	0.0
1020	0.0
11992	0.295
6187	1.557
8158	0.158
11023	0.289
11731	0.0
11207996	0.289
1609	0.0
7721	0.0
1095	0.0
11121	0.0
10498	0.0
7065	0.337
7791	0.0
109705	0.652
7636	0.201
7621	0.553
11551	0.204
13835836	0.096
7711	0.0
8543	0.0
6040	0.0
10445	1.969
11351244	0.289
7770	0.0
23150	6.674
12161	0.408
13874867	0.203
31029	0.0
4444456	0.0
7769	0.0
18607	0.0
10001	0.473
7747	0.492
10788	0.322
23621376	0.0
5993	0.258
8560	0.0
555074	0.0
10437074	0.189
13861343	2.093
7705	0.236
8141	0.102
10512	0.0
11180	1.059
7701	0.065
62589	0.289
7686	0.204
5439	0.048
11056	0.893
7026	0.129
66675	16.5
2005981	0.204
7622	0.591
7684	0.224
8900	0.0
11025	0.102
7475	0.059
59674	0.0
21171407	0.0
11095	0.144
13837537	0.0
10614293	1.969
6326	0.525
56117	1.725
7466	0.042
29036	2.525
7761	0.408
21168808	0.354
11104	0.816
16778	0.0
13835376	0.0
127750	0.0
10790	0.439
2018460	0.552
68503	0.535
13863629	0.068
7674	0.289
1143	0.068
1108	0.167
7029	0.059
29001	0.289
11788	0.224
11732	1.561
7688	0.129
7515	0.059
11794	0.183
13836520	0.118
11678	0.129
2038738	0.05
8562	0.0
29012	0.083
21106535	0.129
13875283	0.230
13867413	0.059
13837702	0.0
5949	0.0
71089	0.1
7551	0.0
11706	0.059
66996	0.113
61487	2.724
10797	0.645
26325086	0.671
7478	0.034
11799	0.0
13839199	0.129
13835459	0.0
11793	0.408
10534	0.0
9326	0.119
63863	3.662
659	0.354
7459	0.289
10787	0.385
12228	N/A
18688	1.292
10795	0.859
55130	0.295
11086	0.204
11841	0.816
12012	0.0
4489	0.136
48024	0.224
11024	0.289
512621	N/A
66655	5.523
21106032	0.0
6330	0.083
11035	0.289
13439	3.121
7021	0.051
7018	0.129
120464	1.335
11864	0.0
4444608	0.0
10948	0.129
11761	1.414
12229	0.0
24099	0.0
22453	0.252
12499	0.292
7833	0.0
7657	0.467
7013	0.327
13837281	0.643
5708	0.1
7703	0.316
4512642	0.0
4516601	0.0
11244	0.276
4516599	0.0
11846	0.0
7812	0.0
10652594	N/A
7766	0.0
844	0.129
13816	0.072
19953955	0.0
7776	0.0
1141	0.110
11857	0.0
66021	0.146
10497	0.0
70715	0.196
21106520	0.167
66809	0.053
10452	5.174
10433	0.467
29107	0.315
10265264	0.577
13874733	0.167
11911	2.093
7811	0.0
13836399	0.0
7676	0.189
7064	0.257
349	0.0
10488	0.059
4514549	0.0
11193	1.003
4512361	0.0
11739	0.893
8552	0.065
8908	0.0
28986	0.102
10526	0.0
17443	0.053
68832	0.246
21800	0.471
10179173	0.577
81815	0.071
29016	0.492
7003	0.218
59447	0.204
13839109	0.083
13865426	0.203
7678	0.129
13842613	0.258
71430	0.136
7760	0.144
971	0.075
10420	0.059
11695	0.042
12643	0.105
7219	0.118
11784	0.189
7482	0.059
13838404	4.374
7679	0.102
15443	0.167
11434292	N/A
65936	0.065
13835209	0.0
7677	0.167
6342	0.857
15438	0.204
1348	0.149
11216	0.678
68328	4.371
4517338	0.274
