Compound Id	PetitjeanShapeIndex [topoShape]
10404	1.0
13853953	0.667
12218	0.8
21105897	0.75
13862559	0.667
5593	0.333
123	1.0
11773	1.0
13846663	1.0
10451	0.2
7852	1.0
7872	1.0
13662	1.0
12637	0.833
376	1.0
6780	0.667
6794	1.0
21106018	0.667
72551	1.0
15427	0.75
13859497	1.0
11576	1.0
6635	0.667
21111781	0.667
11080	0.333
13835630	1.0
105291	0.667
14846	1.0
13868640	0.667
21105859	0.75
11862	0.75
8910	0.0
14227	0.667
10437210	1.0
11589	0.75
64699	0.667
8098	0.667
589165	1.0
6781	0.667
12933	0.75
13853758	1.0
9893	0.75
6621	0.667
558878	1.0
8855	0.667
10980	1.0
206561	0.75
15855	1.0
13835126	1.0
5882	0.75
13864445	0.333
21170967	1.0
12478	1.0
21105870	0.75
13229	1.0
13849989	1.0
24535	1.0
18019	1.0
73390	0.75
6674	0.667
11591	0.75
67360	1.0
553578	1.0
10437335	0.75
14593	0.75
10432	0.667
7745	0.667
21159695	0.75
7891	0.833
10972	0.667
11557190	1.0
8183	1.0
12219	0.8
880	1.0
1446	1.0
2923	0.667
6775	0.667
12954	1.0
8576	1.0
21105848	1.0
68109	1.0
7882	1.0
120548	1.0
10181339	0.75
6788	1.0
13853943	0.667
11672	0.75
57726	0.333
10892	0.667
6898	0.75
1905	0.667
21106470	0.667
6950	0.333
13860434	1.0
12972	1.0
21106148	0.75
10664	0.667
7890	0.833
71876	1.0
7176	0.75
15965	1.0
67653	0.8
13487	0.8
9088156	0.75
7871	1.0
68224	0.6
18	0.667
4511751	1.0
10181338	0.75
10756390	0.75
84971	1.0
388391	1.0
13871489	0.8
11629	0.75
2241	0.667
21106519	1.0
11460	1.0
7189	1.0
8521	1.0
13876103	0.75
11510	0.667
14349	0.8
7211	0.75
2937774	1.0
11584	0.75
21105998	1.0
6736	0.667
4963	0.667
6789	1.0
6737	0.667
59482	1.0
81814	0.8
14021447	1.0
71	1.0
80863	1.0
955	1.0
7145	0.667
917	1.0
3350	0.667
10616	0.667
7172	1.0
10257	0.667
953	1.0
1151	0.667
21106571	0.667
6827	0.75
11422	1.0
21106163	0.667
10025	0.8
13835344	0.75
15853	0.833
21106140	1.0
10801109	1.0
86394	1.0
21106145	1.0
62310	1.0
13835706	1.0
7092	0.667
1448	1.0
8182	1.0
21106518	0.667
10437239	1.0
13848793	1.0
68676	0.75
16180	1.0
7600	1.0
13846959	1.0
6773	1.0
7340	1.0
13837329	0.75
21106581	0.75
16475	1.0
7146	0.667
185	0.333
6828	0.75
11488212	1.0
6646	1.0
10801842	1.0
16387	0.8
11586	1.0
62472	0.75
16388	0.8
21108576	1.0
6480	0.667
23083	1.0
10628694	0.667
7892	0.833
71437	0.333
5644	0.667
10909	0.75
10918	1.0
8935	0.75
4510206	0.75
7757	1.0
13846749	1.0
2298886	1.0
6550	0.667
8341	1.0
7208	0.75
11882	1.0
4611	1.0
13835351	1.0
8374	0.8
70682	0.8
13492	1.0
13677	1.0
6739	0.667
17347	0.667
7875	1.0
11777	0.333
7310	1.0
11465	0.75
2157	1.0
8150	1.0
7302	1.0
7202	0.75
7042	1.0
6035	0.75
11776	0.333
10908	0.5
10850	1.0
556589	0.75
7299	1.0
8577	1.0
21106900	1.0
17652	1.0
5915	1.0
10106	1.0
63518	0.8
17868	0.75
6706	0.667
10851	1.0
11588	1.0
79969	0.8
6675	0.667
71193	1.0
2206	1.0
13867714	0.75
4445317	0.75
10849	1.0
11595	0.75
1906	0.75
6193	1.0
67270	0.667
16177	1.0
6033	1.0
6478	0.667
15517	0.667
10841	1.0
13574	0.75
8319	0.667
7964	1.0
15789876	1.0
21105699	0.75
13622	0.857
10829	0.667
11507	0.667
7585	1.0
6790	1.0
15495	0.8
13860	0.667
10831	0.667
56515	0.75
20124	1.0
744	0.667
10343	0.5
218253	0.75
454319	0.909
76154	1.0
33084	0.667
67414	0.5
220998	1.0
15867	0.8
7901	1.0
14627	0.667
21106570	0.667
10449	0.333
10813	0.667
199342	0.8
15755	1.0
15702	1.0
62484	0.75
4522053	1.0
8273	0.75
11883	0.857
8262	1.0
642951	0.75
15747	0.833
15524	0.75
13837303	0.8
305	1.0
230	1.0
14995	0.667
10733068	0.6
256210	1.0
33421	0.75
67470	1.0
33416	0.0
14994	0.667
15756	1.0
12938	1.0
6588	1.0
15475	1.0
7279	0.75
23886	0.75
14472	1.0
15476	1.0
42330	0.75
2991	1.0
12682	0.75
4762	0.75
361	0.5
6592	0.5
11884	0.857
15488	0.75
15478	0.5
21106573	0.667
11003	1.0
15489	1.0
15861	0.5
7155	0.5
64155	1.0
2627	1.0
24142	1.0
8073	0.5
44152	0.75
26325080	1.0
8916	0.8
4267	1.0
33455	1.0
15619	0.75
96749	0.75
18336	0.75
5236	1.0
440	0.75
2973	0.75
3173	1.0
2185	0.8
1361549	1.0
7915	0.857
30600	0.75
1438	0.667
15477	0.667
10437836	1.0
8120	1.0
26010	0.75
7152	0.5
13846658	1.0
8470	1.0
3544	0.8
15621	1.0
33934	1.0
7913	1.0
7994	1.0
2468	1.0
6840	0.75
12133	0.6
11632871	0.0
34863	0.75
63968	1.0
61739	1.0
68437	1.0
66895	0.833
26260	1.0
33932	0.75
33933	0.75
5027	1.0
192748	0.75
8282	1.0
5004	0.833
34188	1.0
13114	0.8
18280	1.0
12024	1.0
2068	0.25
6835	1.0
78998	0.875
72056	0.857
4626	1.0
2169	1.0
23115	0.8
6492	0.667
4103087	0.5
9824	0.5
15473	0.75
34664	0.75
9053802	0.857
37904	0.75
13856959	1.0
12586	1.0
5368	0.8
707	0.25
34665	1.0
17098	1.0
17099	1.0
84188	1.0
15620	0.667
8111	0.75
3210	1.0
49469	1.0
967	0.25
158870	1.0
2915	0.5
83330	1.0
157093	1.0
4768	1.0
34864	0.75
14993	0.5
8329	0.8
970	0.75
7917	1.0
136000	1.0
34866	0.75
83374	0.75
2297538	0.8
20848	1.0
457145	1.0
8067	0.25
37918	0.75
457140	0.5
34865	1.0
8241	0.833
14620	0.6
6593	0.5
21782117	0.5
135983	0.75
10540	0.875
25472	1.0
25605	1.0
6464	0.5
25677	0.75
136001	1.0
136003	0.5
34666	0.75
82753	1.0
10438331	0.75
2121	0.75
1278	0.75
4457	1.0
62265	1.0
11974	0.667
31991	0.8
481441	1.0
34867	0.75
84235	0.75
13087	1.0
2079	1.0
2424	0.5
5256	0.75
7315	1.0
15474	0.8
37915	1.0
40191	1.0
29348	1.0
26011	1.0
28287	0.75
62632	1.0
30932	1.0
22172	0.8
5899	1.0
2297441	0.6
37905	1.0
3987	0.8
33617	0.6
2283071	0.5
34830	0.8
16568	0.8
108106	0.6
69223	1.0
35581	0.75
23912	1.0
13302	0.75
4932499	0.75
3006	0.8
56793	0.75
13090	1.0
34868	0.75
10243	0.25
13850879	1.0
56791	1.0
14674	0.8
15729	0.8
8060	1.0
9040	0.75
34870	1.0
30881	0.8
17587	0.8
34869	1.0
457144	1.0
5807	0.8
9026	1.0
3008	1.0
4575	1.0
135925	0.667
4759	0.6
82777	1.0
34871	0.75
454495	0.75
6688	0.5
36319	1.0
533188	0.75
34872	1.0
10169	1.0
11891	0.875
56792	0.8
26325081	1.0
8058	0.8
20493	1.0
36278	1.0
35580	1.0
82755	0.75
82842	0.75
15417	0.8
46262	1.0
136002	1.0
28941	0.8
56123	0.75
5342	1.0
56784	1.0
16182	0.8
56785	0.75
56790	1.0
26563	0.0
13303	0.6
82765	1.0
82767	1.0
12705	0.6
14826	1.0
30816	1.0
16481	1.0
97173	0.75
102720	1.0
7051	0.8
21924	0.8
102721	1.0
33458	0.75
82818	0.75
3548	0.8
35579	0.75
38839	1.0
27749	0.8
34667	1.0
56795	1.0
56788	1.0
1994	0.75
8939	1.0
16482	1.0
36972	1.0
21106365	0.75
4760	0.6
34873	0.8
7967	0.5
559096	0.6
35582	0.75
56771	1.0
13520	0.75
56774	0.75
9873	0.75
3463	1.0
37744	1.0
12874	0.6
46893	1.0
82807	0.75
35081	0.8
56769	0.75
35584	1.0
3864	0.8
13300034	0.8
10292746	0.5
33829	0.8
102833	0.75
47912	1.0
13844817	1.0
82817	1.0
82762	0.5
2839	0.8
6842	0.75
82754	0.5
157094	0.75
3229	0.8
5237	0.75
82840	0.833
34189	0.75
16736498	0.75
7968	0.5
29117	1.0
33304	0.8
56794	0.75
13837319	0.857
457138	0.75
39406	1.0
56780	0.75
27793	0.5
106355	1.0
6767	1.0
34847	0.75
102897	0.75
2581	1.0
6417	0.75
103011	1.0
82712	1.0
56781	1.0
45444	1.0
102947	1.0
102933	0.75
33457	1.0
8287	0.75
33280	1.0
36029	0.8
46263	1.0
56777	1.0
33666	0.8
56787	1.0
16736486	0.5
102801	1.0
82873	1.0
8288	0.75
4025	1.0
17339596	0.8
33456	0.75
2629	0.8
33386	0.8
2003	0.5
6514	0.8
36973	0.75
97172	0.75
36974	0.75
82819	0.75
15572	1.0
102856	1.0
13115	0.8
8800	0.5
29153	0.75
35583	1.0
82820	0.8
45445	1.0
4886542	0.75
103066	0.75
46894	1.0
32873	1.0
35563	1.0
17684	0.75
44885	1.0
46710	1.0
33326	0.75
4745	0.833
26325088	1.0
56772	0.75
34848	0.8
56760	1.0
84346	1.0
26325085	1.0
28552	0.8
12364	1.0
56755	0.75
82796	0.8
35265	1.0
56789	1.0
4599	1.0
24638	0.8
56768	0.8
13328	0.5
4437893	1.0
6371	1.0
56778	0.75
3277	1.0
4526760	1.0
21568	0.8
96948	0.75
16415	1.0
193215	0.5
26325087	1.0
37779	1.0
56779	1.0
11274	0.75
35585	1.0
84344	1.0
56786	1.0
82797	1.0
5363	1.0
541032	0.667
31129	0.5
37749	0.8
56776	0.75
46264	0.8
83413	1.0
43354	0.8
457139	0.5
21429023	0.5
97055	0.75
4927801	0.333
34859	0.75
7260	1.0
19939	1.0
56756	1.0
4719431	0.8
102798	0.667
36976	0.75
45446	1.0
56767	0.8
8093	0.8
29631	0.25
34850	1.0
14348	0.889
559213	0.8
6453	0.75
84345	1.0
56766	1.0
102722	0.75
33281	0.8
1262	1.0
36975	1.0
154865	0.75
102741	1.0
26325082	1.0
32555	1.0
82740	1.0
215802	0.8
30459	1.0
23977588	0.75
4333	0.8
18941	0.6
97198	0.75
37019	0.75
82783	1.0
37000	0.75
39198	0.8
56765	0.8
46285	1.0
4938407	0.75
46284	1.0
82806	1.0
19722	0.8
34116	0.8
34668	1.0
34851	1.0
56773	1.0
82798	1.0
29282	0.8
47913	0.8
5772	0.5
28827	1.0
26915	1.0
6066	1.0
32952	0.8
48518	1.0
84347	1.0
75956	0.286
102857	0.75
43353	0.8
83414	0.8
2940	0.5
18445	0.8
25304	1.0
102787	0.75
18444	0.8
15010	0.833
82823	1.0
83411	1.0
102742	1.0
34190	0.75
56761	1.0
47914	0.75
102743	0.5
66326	1.0
56559	0.889
35529	1.0
36710	1.0
7991	1.0
33832	1.0
34852	1.0
2927	1.0
154866	0.75
35588	1.0
59833	0.8
12730	0.833
8243	0.875
15699	1.0
64559	1.0
56023	0.833
56782	1.0
549017	1.0
97240	1.0
33282	0.8
20545	0.889
36977	0.75
4066	0.8
2457	0.75
77706	0.8
4813314	0.833
56770	1.0
29847	0.833
56763	0.8
56757	0.8
102834	0.5
7928	1.0
4939096	0.75
36771	1.0
56764	1.0
9817	1.0
36978	1.0
34191	0.8
84348	1.0
45678	1.0
7929	0.9
82738	1.0
37994	0.833
106356	0.75
36979	0.75
10085	1.0
39407	0.8
11369	0.667
56762	0.8
37745	1.0
36981	0.8
56758	1.0
4744	0.833
36980	1.0
11359	0.25
6057	1.0
56775	0.8
6640	0.25
37004	1.0
4956170	0.8
34853	0.8
56783	0.8
4941232	0.8
82736	1.0
47915	0.8
4060	0.6
16139	1.0
2635909	0.833
15822	1.0
13338	0.75
12543	0.8
36983	0.8
96868	0.75
96864	0.75
56759	1.0
6058	1.0
36982	1.0
33983	0.8
36984	0.8
82831	1.0
45447	1.0
33407	0.8
2271976	0.833
4575338	1.0
24388	1.0
3171	1.0
12367	0.8
15637	0.75
82821	0.8
34860	1.0
11936	0.5
72522	0.9
82786	0.8
6542	0.5
97224	0.75
97234	0.75
5148	0.8
34854	0.8
3534	0.833
46137	1.0
12536	0.833
77887	1.0
6559	0.875
33984	0.8
26325084	1.0
11897	1.0
9242615	1.0
97233	0.75
26325083	1.0
46525	1.0
7988	1.0
46136	0.8
33142	1.0
33141	1.0
34418	1.0
5739	0.8
97142	0.75
2928	1.0
8817	0.8
36986	1.0
82834	1.0
47916	0.8
8078	0.833
4617	0.667
550258	1.0
35205	1.0
36985	1.0
46739	1.0
3326	0.8
35566	0.8
55075	0.25
2908	1.0
4913	1.0
4777	0.833
2181	1.0
6528	0.889
5557	1.0
97257	0.75
6639	0.25
33986	0.8
45448	1.0
33316	0.8
36988	0.8
105648	0.8
82679	0.8
35912	0.8
102923	0.5
8004	1.0
11898	1.0
36987	1.0
20390	1.0
3972	1.0
5590	1.0
11899	0.909
154958	0.8
3513	0.75
7970	1.0
154062	0.75
4629	0.833
36990	0.8
85876	1.0
26916	1.0
77764	0.833
33985	0.8
35108	0.8
82751	0.8
5660	1.0
36989	1.0
6519	0.857
11917	1.0
2925	0.8
16576	0.833
4447447	0.8
2284017	0.5
5554	1.0
39394	0.8
509179	0.222
77874	0.857
4444070	1.0
4228778	0.889
82822	0.8
43456	0.875
24247	0.857
4445165	0.875
34192	0.8
37764	0.857
2342810	1.0
2075	0.8
12017	1.0
6367	1.0
77933	1.0
2768	0.833
11283	1.0
5791	1.0
96965	0.75
33198	0.75
91304	0.8
35206	0.8
6281	1.0
82759	1.0
66316	1.0
154959	0.8
8804	0.6
8799	0.6
82870	0.857
5376	0.833
5553	1.0
15484	0.8
135795	1.0
49560	0.875
2246	0.8
12072	0.917
21106505	0.889
36968	0.875
2625	0.8
33255	1.0
4444102	1.0
5198	1.0
82852	0.857
2699	0.8
5773	0.833
4444107	0.833
11900	1.0
26325089	1.0
77730	1.0
39145	0.8
8103122	0.8
11901	0.923
6366	1.0
5932	1.0
15827	0.75
136695	1.0
29089	1.0
5678	0.833
5768	1.0
8763	0.4
11146	1.0
5113	1.0
17499	0.167
24722	0.444
94701	0.8
11902	0.929
6013	1.0
31006	0.857
34697	0.857
18949	1.0
