Compound Id	ChiPath [SP-4]
692	0.0
6153	0.0
127983	0.0
291	0.0
21106179	0.0
16425	0.0
23208	0.0
6105	0.0
11148	0.0
274	0.0
6086	0.0
9256	0.0
923	0.0
937	0.0
6085	0.0
217	0.0
9484	0.0
22814	0.0
22408	0.0
9286	0.0
12577	0.0
6084	0.0
6128	0.0
9243	0.0
62827	0.408
6132	0.0
391	0.0
38403	1.061
1087	0.0
16641	0.0
7954	0.0
864	0.0
11153	0.0
748	0.0
6095	0.0
6094	0.0
518	N/A
16841	0.0
6148	0.0
2056044	1.5
6151	0.0
6087	0.0
9095782	0.0
4514529	0.0
10675065	1.016
21106169	0.0
172	0.0
763	0.0
7956	0.0
7577	0.0
6089	0.0
6111	0.0
29040	0.0
10606755	0.866
6098	0.0
6120	0.0
13837650	0.0
13853215	0.0
61149	1.488
12197	0.0
682	0.0
61346	1.591
7558	0.0
7556	0.0
454215	0.0
7557	0.0
278	0.0
7957	0.0
654	0.0
9461	0.707
6130	0.0
7555	0.0
11727	0.0
1114	0.0
14441700	0.0
8960	0.0
6083	0.0
454209	0.0
56442	0.0
6101	0.0
6097	0.0
175	0.0
4449912	0.0
6102	0.0
9016	0.0
7559	0.0
2018165	0.0
7733	0.354
3644	0.0
6156	0.0
512	0.0
171	0.0
9646	0.0
9254	0.0
7734	0.354
9411	0.866
13835550	0.0
6135	0.0
13837190	0.354
10325078	0.0
7732	0.354
6335	0.0
7738	0.884
14829	0.0
4481813	0.0
10765	0.0
71390	0.0
6149	0.0
13872989	0.0
9391	0.0
6146	0.0
3631	1.061
6121	0.0
61213	0.0
3441	0.0
11099	0.354
11806	0.354
6308	0.0
3168	0.354
6104	0.0
1004	0.0
66567	1.125
1039	0.0
7713	0.354
73583	0.0
6103	0.0
7566	0.0
9994	0.0
10709	0.354
6309	0.0
6088	0.0
13299573	1.591
13836674	0.0
13835316	0.0
6092	0.0
14694	0.0
6313	0.0
11230	0.0
7564	0.0
7616	0.577
2062437	0.0
7712	0.354
4483639	0.354
10437	0.0
30713	0.0
2282428	0.0
6188	0.0
4483638	0.354
7330	0.884
12442	0.0
7546	0.408
9251	0.0
18971812	0.0
71433	0.0
10113	0.0
11755	0.577
7790	1.061
107412	0.408
56144	0.866
56020	0.354
13835977	0.0
256	0.354
10054	0.0
1005	0.0
553742	0.0
558883	0.354
99596	0.0
6333	0.0
6321	0.0
23055	0.0
8525	0.577
6125	0.0
4514586	0.0
11526	0.289
6322	0.0
6320	0.0
13836549	2.873
6163	0.0
62826	0.408
6108	0.0
11729	0.0
14672	0.0
6118	0.0
7730	0.354
11756	0.577
8544	0.884
23255	0.0
6312	0.0
6338	0.0
12201	0.577
62597	0.354
8329688	0.0
13837797	0.677
10653	0.289
13835336	0.0
7782	0.5
21106015	0.0
7727	0.354
558928	0.0
6093	0.0
693	0.0
11110	0.5
6311	0.0
8896	0.884
5977	0.0
7728	0.354
2340753	0.0
6340	0.0
9253	0.0
7626	0.943
7604	0.577
7553	0.0
12209	0.5
394562	0.354
10325184	0.0
83734	0.0
6315	0.0
7627	0.943
7717	0.354
387	0.0
60524	0.0
11109	0.5
63631	0.0
6100	0.0
13866746	2.531
7010	0.289
14998	0.75
12446	0.577
7560	0.0
258	0.354
10053	0.0
124968	1.307
7716	0.354
7552	0.0
7737	0.884
10571	0.471
17619	N/A
11809	0.354
13836713	0.0
13836589	0.5
11833	0.5
13835235	0.0
7767	0.5
7030	1.130
13836021	0.354
10124	0.0
59573	0.25
10777	0.0
6341	0.0
10018	1.061
558020	1.307
12626	0.5
13836591	0.5
11996	0.75
6165	0.0
7714	0.354
13862665	0.612
6042	0.0
7630	0.943
259	0.577
7607	0.577
5894	0.0
21108550	1.427
7772	0.5
21111806	1.737
236	1.061
9614	1.307
62808	1.307
10492	0.612
7736	0.884
11055	0.75
10446	1.225
7463	0.697
7619	0.943
7016	0.289
13871721	0.354
7739	0.884
7706	0.612
7028	1.130
5730	0.0
6316	0.0
8903	1.061
24590970	0.0
21011	0.577
9325	1.502
415	0.354
55090	0.0
10947	0.289
10772140	0.0
28994	0.0
13839553	0.354
3973	0.408
71312	0.0
3951	0.0
592	0.0
8904	1.061
8899	0.884
60329	0.5
6406	0.471
2916	0.0
2293678	0.0
6119	0.0
29015	1.061
11680	0.697
7624	0.943
7615	0.577
7090	1.969
6122	0.0
7024	1.130
55188	0.25
11117	1.061
13835224	0.0
6176	0.0
62249	0.612
13803	0.75
10755	0.25
9377	0.677
15077490	0.0
7823	0.677
11125	0.677
6307	0.0
7787	1.061
6334	0.0
13255	1.492
109838	0.677
11849	0.677
173	0.0
66656	N/A
13837280	0.0
11845	0.677
11094	0.612
13854944	0.577
29000	0.577
8398	0.289
10791	0.471
8733	0.354
10786	0.471
8554	1.061
92731	0.667
7788	1.061
9233	0.354
1020	1.061
11992	0.971
6187	0.0
8158	0.866
11023	0.697
11731	0.0
11207996	0.971
1609	0.5
7721	0.354
1095	0.884
11121	0.677
10498	0.354
7065	0.789
7791	1.061
109705	3.440
7636	1.492
7621	0.943
11551	0.866
13835836	1.130
7711	0.354
8543	0.354
6040	0.5
10445	1.225
11351244	2.174
7770	0.5
23150	1.591
12161	1.5
13874867	0.971
31029	0.0
4444456	0.354
7769	0.5
18607	0.354
10001	0.943
7747	0.667
10788	0.471
23621376	0.5
5993	0.0
8560	0.677
555074	0.677
10437074	1.307
13861343	0.0
7705	0.612
8141	1.130
10512	0.5
11180	0.0
7701	0.612
62589	1.307
7686	1.307
5439	0.577
11056	0.75
7026	1.130
66675	0.0
2005981	0.0
7622	0.943
7684	1.307
8900	0.884
11025	0.697
7475	1.130
59674	0.5
21171407	0.0
11095	0.612
13837537	1.061
10614293	1.225
6326	0.0
56117	1.479
7466	0.697
29036	0.0
7761	0.803
21168808	1.130
11104	0.667
16778	0.677
13835376	0.854
127750	0.854
10790	0.471
2018460	0.612
68503	1.5
13863629	1.419
7674	1.307
1143	0.0
1108	1.307
7029	1.130
29001	0.943
11788	1.307
11732	0.75
7688	1.307
7515	0.757
11794	0.612
13836520	0.972
11678	0.697
2038738	1.595
8562	0.677
29012	0.803
21106535	0.289
13875283	1.427
13867413	0.697
13837702	0.5
5949	0.677
71089	1.307
7551	0.0
11706	0.757
66996	1.307
61487	0.0
10797	0.770
26325086	2.077
7478	1.130
11799	0.612
13839199	1.307
13835459	1.061
11793	0.612
10534	1.237
9326	1.502
63863	1.591
659	0.0
7459	0.697
10787	0.471
12228	N/A
18688	0.866
10795	0.770
55130	1.415
11086	1.307
11841	0.934
12012	0.854
4489	1.427
48024	1.307
11024	0.697
512621	N/A
66655	1.561
21106032	0.5
6330	0.0
11035	0.757
13439	1.591
7021	0.289
7018	0.289
120464	0.25
11864	0.854
4444608	0.677
10948	0.289
11761	0.943
12229	1.307
24099	0.5
22453	1.142
12499	2.873
7833	0.854
7657	1.415
7013	0.289
13837281	0.0
5708	0.866
7703	0.612
4512642	0.854
4516601	0.854
11244	0.0
4516599	0.854
11846	0.677
7812	0.677
10652594	N/A
7766	0.5
844	0.943
13816	0.289
19953955	0.677
7776	0.5
1141	1.737
11857	1.237
66021	1.307
10497	0.354
70715	1.307
21106520	1.307
66809	1.595
10452	4.074
10433	0.822
29107	0.0
10265264	1.427
13874733	1.307
11911	0.0
7811	0.677
13836399	0.854
7676	1.307
7064	0.789
349	0.854
10488	1.307
4514549	0.0
11193	0.408
4512361	0.854
11739	0.707
8552	0.803
8908	1.237
28986	1.130
10526	0.677
17443	1.595
68832	0.971
21800	1.502
10179173	1.427
81815	1.624
29016	0.934
7003	0.859
59447	1.307
13839109	0.979
13865426	1.415
7678	1.307
13842613	1.737
71430	1.920
7760	0.803
971	1.307
10420	1.190
11695	1.130
12643	1.307
7219	1.595
11784	1.307
7482	1.190
13838404	0.0
7679	1.307
15443	1.595
11434292	N/A
65936	1.595
13835209	0.5
7677	1.307
6342	0.0
15438	1.707
1348	1.130
11216	0.854
68328	1.545
4517338	0.289
11194	0.408
11819	0.667
13402	1.5
20843	1.502
55091	0.0
10487	1.307
15954	0.789
11045	0.947
11210	0.75
7521	1.427
7641	1.737
11543	0.789
13638	1.414
11752	0.577
7242	1.595
11843	0.979
7530	1.427
15765	1.502
10101	0.75
16791	0.854
11029	1.130
9633	1.030
28992	1.427
18717	0.612
6106	0.0
99440	1.225
7838	0.854
120621	0.943
9581	1.931
15413	2.186
7710	0.354
7536	0.947
7689	1.307
10710415	1.020
14751	1.595
7073	0.930
24533	1.595
7238	1.595
13835293	0.25
13866593	0.677
13875196	1.737
