Compound Id	LargestPiSystem
692	1
6153	0
127983	1
291	0
21106179	0
16425	0
23208	3
6105	0
11148	0
274	2
6086	1
9256	0
923	3
937	0
6085	1
217	0
9484	0
22814	0
22408	0
9286	0
12577	0
6084	0
6128	0
9243	0
62827	0
6132	0
391	0
38403	0
1087	3
16641	1
7954	1
864	0
11153	0
748	1
6095	2
6094	0
518	0
16841	0
6148	0
2056044	0
6151	0
6087	0
9095782	0
4514529	0
10675065	0
21106169	0
172	1
763	1
7956	0
7577	3
6089	0
6111	0
29040	0
10606755	0
6098	1
6120	0
13837650	0
13853215	0
61149	0
12197	4
682	0
61346	0
7558	2
7556	1
454215	0
7557	4
278	2
7957	1
654	0
9461	3
6130	0
7555	0
11727	3
1114	0
14441700	0
8960	1
6083	0
454209	0
56442	2
6101	0
6097	0
175	1
4449912	2
6102	1
9016	0
7559	4
2018165	0
7733	5
3644	0
6156	0
512	1
171	2
9646	0
9254	0
7734	3
9411	3
13835550	0
6135	2
13837190	0
10325078	0
7732	3
6335	3
7738	5
14829	0
4481813	3
10765	2
71390	0
6149	0
13872989	2
9391	0
6146	0
3631	0
6121	0
61213	0
3441	0
11099	2
11806	2
6308	0
3168	0
6104	0
1004	0
66567	0
1039	0
7713	1
73583	0
6103	0
7566	1
9994	0
10709	0
6309	4
6088	0
13299573	0
13836674	2
13835316	2
6092	0
14694	0
6313	1
11230	0
7564	0
7616	5
2062437	0
7712	0
4483639	2
10437	0
30713	0
2282428	0
6188	0
4483638	2
7330	4
12442	0
7546	0
9251	0
18971812	0
71433	1
10113	2
11755	3
7790	0
107412	0
56144	0
56020	4
13835977	2
256	2
10054	0
1005	2
553742	2
558883	4
99596	0
6333	5
6321	1
23055	0
8525	3
6125	0
4514586	0
11526	4
6322	4
6320	0
13836549	6
6163	0
62826	0
6108	2
11729	0
14672	0
6118	0
7730	0
11756	4
8544	2
23255	0
6312	0
6338	2
12201	2
62597	1
8329688	0
13837797	2
10653	3
13835336	0
7782	3
21106015	0
7727	0
558928	2
6093	0
693	3
11110	2
6311	2
8896	0
5977	0
7728	0
2340753	0
6340	0
9253	0
7626	0
7604	0
7553	2
12209	1
394562	4
10325184	0
83734	0
6315	0
7627	3
7717	1
387	2
60524	3
11109	1
63631	0
6100	0
13866746	6
7010	0
14998	0
12446	2
7560	0
258	0
10053	0
124968	6
7716	0
7552	0
7737	0
10571	3
17619	0
11809	0
13836713	2
13836589	0
11833	0
13835235	0
7767	0
7030	4
13836021	0
10124	4
59573	0
10777	2
6341	3
10018	0
558020	6
12626	1
13836591	0
11996	0
6165	0
7714	0
13862665	3
6042	0
7630	5
259	2
7607	2
5894	3
21108550	6
7772	2
21111806	6
236	6
9614	6
62808	6
10492	3
7736	5
11055	0
10446	3
7463	3
7619	0
7016	2
13871721	2
7739	5
7706	3
7028	0
5730	0
6316	0
8903	6
24590970	0
21011	0
9325	6
415	0
55090	0
10947	0
10772140	2
28994	3
13839553	0
3973	0
71312	0
3951	5
592	2
8904	6
8899	5
60329	0
6406	5
2916	0
2293678	0
6119	0
29015	0
11680	3
7624	0
7615	3
7090	6
6122	0
7024	0
55188	0
11117	4
13835224	0
6176	2
62249	3
13803	0
10755	0
9377	0
15077490	0
7823	0
11125	3
6307	0
7787	0
6334	3
13255	0
109838	0
11849	0
173	3
66656	0
13837280	2
11845	2
11094	0
13854944	0
29000	0
8398	0
10791	2
8733	0
10786	0
8554	0
92731	0
7788	2
9233	0
1020	6
11992	3
6187	0
8158	0
11023	0
11731	0
11207996	2
1609	0
7721	0
1095	0
11121	2
10498	1
7065	3
7791	0
109705	6
7636	4
7621	2
11551	0
13835836	0
7711	0
8543	0
6040	0
10445	0
11351244	4
7770	2
23150	0
12161	0
13874867	3
31029	0
4444456	2
7769	0
18607	0
10001	3
7747	3
10788	2
23621376	1
5993	3
8560	0
555074	2
10437074	6
13861343	2
7705	0
8141	1
10512	0
11180	0
7701	3
62589	0
7686	0
5439	4
11056	0
7026	0
66675	0
2005981	3
7622	0
7684	0
8900	2
11025	2
7475	3
59674	2
21171407	2
11095	2
13837537	0
10614293	0
6326	0
56117	0
7466	4
29036	0
7761	3
21168808	5
11104	0
16778	0
13835376	0
127750	0
10790	0
2018460	0
68503	1
13863629	7
7674	0
1143	3
1108	6
7029	3
29001	1
11788	0
11732	0
7688	6
7515	3
11794	0
13836520	2
11678	0
2038738	8
8562	0
29012	3
21106535	0
13875283	6
13867413	3
13837702	0
5949	2
71089	6
7551	0
11706	3
66996	6
61487	0
10797	2
26325086	0
7478	4
11799	3
13839199	6
13835459	0
11793	0
10534	6
9326	7
63863	0
659	1
7459	0
10787	0
12228	6
18688	3
10795	0
55130	3
11086	2
11841	0
12012	3
4489	8
48024	0
11024	0
512621	0
66655	1
21106032	0
6330	3
11035	0
13439	0
7021	4
7018	0
120464	0
11864	1
4444608	4
10948	0
11761	0
12229	7
24099	0
22453	3
12499	7
7833	2
7657	3
7013	0
13837281	2
5708	3
7703	0
4512642	2
4516601	2
11244	4
4516599	2
11846	2
7812	0
10652594	0
7766	0
844	2
13816	3
19953955	1
7776	0
1141	6
11857	2
66021	6
10497	0
70715	6
21106520	6
66809	7
10452	0
10433	3
29107	3
10265264	0
13874733	6
11911	0
7811	0
13836399	0
7676	6
7064	3
349	0
10488	3
4514549	0
11193	3
4512361	2
11739	0
8552	2
8908	0
28986	2
10526	0
17443	7
68832	2
21800	0
10179173	0
81815	3
29016	3
7003	5
59447	0
13839109	3
13865426	3
7678	0
13842613	6
71430	0
7760	2
971	7
10420	3
11695	4
12643	2
7219	6
11784	6
7482	3
13838404	0
7679	1
15443	2
11434292	0
65936	8
13835209	0
7677	0
6342	0
15438	0
1348	5
11216	0
68328	1
4517338	3
11194	0
11819	0
13402	0
20843	6
55091	2
10487	0
15954	0
11045	3
11210	0
7521	6
7641	6
11543	0
13638	0
11752	3
7242	6
11843	3
7530	0
15765	0
10101	5
16791	2
11029	0
9633	0
28992	6
18717	0
6106	0
99440	0
7838	2
120621	3
9581	7
15413	0
7710	0
7536	3
7689	6
10710415	5
14751	0
7073	3
24533	6
7238	7
13835293	0
13866593	0
13875196	7
120489	7
10197150	8
374462	0
13839575	0
8569	0
11600	7
5889	7
