Compound Id	FragmentComplexity
61739	37.02
68437	40.0
66895	15.01
26260	40.0
33932	43.02
33933	43.02
5027	13.06
192748	16.08
8282	37.02
5004	13.04
34188	46.03
13114	16.08
18280	16.09
12024	11.06
2068	40.06
6835	40.01
78998	15.01
72056	13.02
4626	12.06
2169	14.06
23115	13.06
6492	37.02
4103087	14.08
9824	74.01
15473	43.02
34664	46.03
9053802	14.01
37904	46.03
13856959	49.02
12586	13.02
5368	23.1
707	12.06
34665	46.03
17098	43.02
17099	43.02
84188	40.03
15620	40.0
8111	74.0
3210	15.01
49469	49.04
967	12.06
158870	40.03
2915	69.01
83330	17.02
157093	40.03
4768	15.06
34864	46.03
14993	13.06
8329	49.02
970	74.0
7917	14.01
136000	40.03
34866	46.03
83374	40.03
2297538	17.08
20848	15.06
457145	40.03
8067	12.06
37918	46.03
457140	40.03
34865	46.03
8241	18.04
14620	15.06
6593	69.01
21782117	187.07
135983	40.03
10540	15.0
25472	14.04
25605	46.03
6464	14.08
25677	49.04
136001	40.03
136003	40.03
34666	46.03
82753	46.03
10438331	43.04
2121	43.03
1278	74.02
4457	12.07
62265	15.07
11974	10.04
31991	15.04
481441	24.13
34867	46.03
84235	40.03
13087	14.04
2079	16.05
2424	43.06
5256	11.06
7315	49.03
15474	43.02
37915	46.03
40191	49.04
29348	17.06
26011	46.03
28287	14.06
62632	16.01
30932	14.03
22172	15.06
5899	46.03
2297441	15.08
37905	46.03
3987	16.08
33617	16.06
2283071	43.0
34830	18.08
16568	16.05
108106	24.08
69223	13.04
35581	49.04
23912	14.06
13302	14.06
4932499	43.0
3006	13.06
56793	49.04
13090	43.02
34868	46.03
10243	12.06
13850879	18.07
56791	49.04
14674	18.09
15729	17.06
8060	52.03
9040	14.05
34870	46.03
30881	16.06
17587	15.06
34869	46.03
457144	40.03
5807	212.08
9026	18.08
3008	14.05
4575	16.05
135925	40.03
4759	16.06
82777	49.04
34871	46.03
454495	49.04
6688	16.1
36319	17.04
533188	49.04
34872	46.03
10169	99.0
11891	15.01
56792	49.04
26325081	30.13
8058	49.03
20493	16.09
36278	55.06
35580	49.04
82755	43.04
82842	17.05
15417	15.04
46262	49.04
136002	40.03
28941	17.08
56123	21.09
5342	15.06
56784	46.03
16182	49.04
56785	49.04
56790	49.04
26563	18.06
13303	14.06
82765	52.05
82767	16.07
12705	15.06
14826	46.07
30816	58.06
16481	13.07
97173	43.04
102720	43.04
7051	17.07
21924	46.03
102721	43.04
33458	49.04
82818	49.04
3548	17.03
35579	49.04
38839	20.05
27749	15.05
34667	46.03
56795	49.04
56788	49.04
1994	18.04
8939	16.08
16482	14.08
36972	49.04
21106365	74.02
4760	16.06
34873	46.03
7967	94.09
559096	304.02
35582	49.04
56771	52.05
13520	18.09
56774	52.05
9873	79.02
3463	89.07
37744	52.05
12874	16.06
46893	49.04
82807	49.04
35081	52.05
56769	52.05
35584	49.04
3864	18.09
13300034	49.04
10292746	499.07
33829	16.04
102833	43.04
47912	49.04
13844817	18.08
82817	49.04
82762	43.04
2839	18.08
6842	74.02
82754	43.04
157094	43.04
3229	16.06
5237	74.04
82840	19.05
34189	49.04
16736498	187.1
7968	58.1
29117	46.03
33304	49.04
56794	49.04
13837319	20.04
457138	43.04
39406	52.05
56780	52.05
27793	43.04
106355	43.04
6767	49.03
34847	52.05
102897	43.04
2581	16.01
6417	21.07
103011	43.04
82712	43.04
56781	52.05
45444	52.05
102947	43.04
102933	43.04
33457	49.04
8287	49.07
33280	49.04
36029	61.06
46263	49.04
56777	52.05
33666	55.06
56787	49.04
16736486	270.08
102801	43.04
82873	79.1
8288	49.07
4025	19.04
17339596	257.09
33456	49.04
2629	18.09
33386	49.04
2003	135.06
6514	94.02
36973	52.05
97172	43.04
36974	52.05
82819	52.05
15572	16.08
102856	43.04
13115	16.1
8800	121.0
29153	121.0
35583	49.04
82820	52.05
45445	52.05
4886542	79.03
103066	43.04
46894	52.05
32873	22.07
35563	46.05
17684	12.04
44885	58.05
46710	64.08
33326	94.05
4745	17.04
26325088	14.03
56772	52.05
34848	52.05
56760	55.06
84346	55.06
26325085	14.03
28552	16.07
12364	19.09
56755	55.06
82796	55.05
35265	20.07
56789	49.04
4599	52.05
24638	18.08
56768	52.05
13328	135.08
4437893	55.02
6371	52.02
56778	52.05
3277	55.03
4526760	61.08
21568	17.07
96948	46.05
16415	52.05
193215	319.06
26325087	14.03
37779	52.05
56779	52.05
11274	89.03
35585	52.05
84344	52.05
56786	49.04
82797	61.01
5363	52.05
541032	11.05
31129	142.09
37749	61.06
56776	52.05
46264	49.04
83413	55.06
43354	52.05
457139	43.04
21429023	94.08
97055	46.05
4927801	30.1
34859	55.06
7260	49.07
19939	58.07
56756	55.06
4719431	58.09
102798	43.04
36976	55.06
45446	52.05
56767	55.06
8093	49.02
29631	12.04
34850	52.05
14348	17.01
559213	52.05
6453	89.03
84345	52.05
56766	55.06
102722	46.05
33281	49.04
1262	52.03
36975	52.05
154865	46.05
102741	46.05
26325082	34.15
32555	187.09
82740	55.06
215802	55.04
30459	22.07
23977588	187.1
4333	61.07
18941	17.06
97198	46.05
37019	55.06
82783	55.06
37000	55.06
39198	55.06
56765	55.06
46285	52.05
4938407	187.1
46284	52.05
82806	52.05
19722	18.08
34116	58.05
34668	52.05
34851	55.06
56773	52.05
82798	67.02
29282	17.06
47913	52.05
5772	94.08
28827	19.06
26915	16.08
6066	79.04
32952	52.05
48518	61.06
84347	55.06
75956	58.05
102857	46.05
43353	52.05
83414	58.07
2940	187.07
18445	18.08
25304	61.03
102787	46.05
18444	17.07
15010	55.06
82823	58.07
83411	55.06
102742	46.05
34190	55.06
56761	55.06
47914	55.06
102743	46.05
66326	114.06
56559	18.01
35529	18.07
36710	55.06
7991	18.07
33832	18.07
34852	55.06
2927	55.04
154866	46.05
35588	21.08
59833	61.06
12730	18.07
8243	22.04
15699	89.04
64559	58.1
56023	85.12
56782	58.07
549017	55.06
97240	46.05
33282	52.05
20545	19.02
36977	58.07
4066	55.04
2457	94.03
77706	104.05
4813314	70.05
56770	52.05
29847	61.08
56763	55.06
56757	55.06
102834	46.05
7928	18.01
4939096	187.1
36771	55.06
56764	55.06
9817	23.08
36978	55.06
34191	55.06
84348	58.07
45678	64.05
7929	19.0
82738	58.07
37994	61.03
106356	46.05
36979	58.07
10085	64.05
39407	19.08
11369	10.04
56762	55.06
37745	55.06
36981	58.07
56758	55.06
4744	17.04
36980	58.07
11359	12.06
6057	55.04
56775	52.05
6640	12.05
37004	58.07
4956170	55.06
34853	55.06
56783	58.07
4941232	64.06
82736	55.06
47915	58.07
4060	149.03
16139	55.08
2635909	104.05
15822	52.05
13338	104.11
12543	58.05
36983	58.07
96868	49.06
96864	49.06
56759	55.06
6058	61.02
36982	58.07
33983	55.06
36984	55.06
82831	88.16
45447	58.07
33407	61.08
2271976	438.05
4575338	364.04
24388	19.11
3171	18.1
12367	58.08
15637	61.08
82821	61.08
34860	58.07
11936	46.07
72522	19.01
82786	114.05
6542	13.05
97224	49.06
97234	49.06
5148	49.07
34854	55.06
3534	109.04
46137	58.07
12536	18.07
77887	70.12
6559	24.04
33984	55.06
26325084	42.19
11897	20.0
9242615	223.06
97233	49.06
26325083	38.17
46525	73.04
7988	119.05
46136	55.06
33142	21.08
33141	20.07
34418	64.08
5739	135.0
97142	49.06
2928	58.05
8817	135.0
36986	58.07
82834	144.09
47916	58.07
8078	67.08
4617	119.04
550258	58.07
35205	61.08
36985	61.08
46739	67.05
3326	104.07
35566	58.07
55075	12.06
2908	104.04
4913	104.04
4777	58.03
2181	58.09
6528	24.04
5557	214.05
97257	49.06
6639	12.06
33986	58.07
45448	61.08
33316	55.06
36988	61.08
105648	15.06
82679	61.06
35912	61.08
102923	49.06
8004	58.07
11898	20.01
36987	61.08
20390	142.03
3972	64.05
5590	73.05
11899	21.0
154958	58.07
3513	52.1
7970	61.06
154062	49.06
4629	64.09
36990	61.08
85876	52.05
26916	67.05
77764	114.05
33985	58.07
35108	58.07
82751	64.09
5660	296.02
36989	64.09
6519	124.04
11917	184.0
2925	58.05
16576	64.09
4447447	438.04
2284017	13.06
5554	349.02
39394	114.05
509179	67.06
77874	119.03
4444070	104.04
4228778	22.06
82822	61.08
43456	79.08
24247	73.1
4445165	149.06
34192	61.08
37764	79.06
2342810	55.06
2075	109.01
12017	22.0
6367	64.06
77933	184.09
2768	67.08
11283	99.01
5791	364.02
96965	52.07
33198	52.07
91304	17.07
35206	64.09
6281	134.05
82759	129.05
66316	70.08
154959	61.08
8804	196.0
8799	196.0
82870	79.04
5376	64.07
5553	421.03
15484	67.1
135795	55.06
49560	85.08
2246	196.0
12072	23.0
21106505	28.04
36968	250.05
2625	109.04
33255	55.06
4444102	109.06
5198	109.05
82852	73.05
2699	114.03
5773	394.02
4444107	119.08
11900	24.0
26325089	139.04
77730	198.08
39145	55.06
8103122	73.06
11901	25.0
6366	64.06
5932	409.03
15827	55.08
136695	58.07
29089	19.11
5678	214.0
5768	518.11
8763	267.0
11146	26.0
5113	361.04
17499	18.06
24722	134.06
94701	55.06
11902	27.0
6013	348.08
31006	361.09
34697	67.08
18949	82.08
10162	574.08
48085	709.05
