Compound Id	ChiPath [VP-2]
692	0.0
6153	0.429
127983	0.0
291	0.0
21106179	0.247
16425	2.624
23208	0.0
6105	0.101
11148	0.0
274	0.083
6086	0.0
9256	0.842
923	0.0
937	0.0
6085	0.0
217	0.0
9484	0.781
22814	0.0
22408	0.0
9286	0.669
12577	0.749
6084	0.0
6128	0.519
9243	0.267
62827	1.195
6132	0.577
391	0.0
38403	1.254
1087	0.145
16641	0.207
7954	0.408
864	0.0
11153	0.303
748	0.0
6095	0.289
6094	0.707
518	N/A
16841	1.225
6148	1.445
2056044	1.887
6151	1.571
6087	0.0
9095782	1.777
4514529	0.0
10675065	1.477
21106169	0.773
172	0.236
763	0.0
7956	0.408
7577	0.332
6089	0.0
6111	1.061
29040	1.646
10606755	1.472
6098	0.463
6120	1.732
13837650	1.134
13853215	1.945
61149	1.847
12197	0.371
682	0.316
61346	1.960
7558	0.558
7556	0.697
454215	1.9
7557	0.471
278	0.105
7957	1.207
654	0.5
9461	1.093
6130	1.237
7555	1.0
11727	0.315
1114	1.342
14441700	1.522
8960	0.0
6083	0.0
454209	1.424
56442	0.667
6101	0.408
6097	0.802
175	0.908
4449912	0.667
6102	0.224
9016	1.939
7559	0.372
2018165	0.854
7733	0.469
3644	1.094
6156	9.0
512	0.575
171	0.519
9646	3.0
9254	1.729
7734	0.552
9411	1.218
13835550	0.577
6135	0.289
13837190	0.695
10325078	3.066
7732	0.622
6335	0.696
7738	0.793
14829	2.394
4481813	0.374
10765	1.480
71390	1.962
6149	2.571
13872989	0.471
9391	1.218
6146	2.171
3631	1.651
6121	1.887
61213	1.471
3441	2.722
11099	0.813
11806	0.954
6308	1.802
3168	0.781
6104	0.909
1004	0.724
66567	2.068
1039	1.225
7713	1.077
73583	3.091
6103	0.949
7566	0.512
9994	0.966
10709	0.993
6309	1.050
6088	0.0
13299573	2.567
13836674	0.752
13835316	1.445
6092	1.389
14694	1.569
6313	1.380
11230	1.396
7564	0.789
7616	0.776
2062437	2.531
7712	1.354
4483639	0.977
10437	1.067
30713	1.503
2282428	2.150
6188	2.705
4483638	0.977
7330	1.092
12442	1.171
7546	1.364
9251	2.283
18971812	2.487
71433	7.710
10113	1.366
11755	1.281
7790	0.966
107412	1.463
56144	2.279
56020	0.761
13835977	0.524
256	0.955
10054	3.201
1005	0.747
553742	0.756
558883	0.761
99596	2.316
6333	0.542
6321	1.056
23055	2.360
8525	0.925
6125	2.052
4514586	0.0
11526	0.658
6322	0.815
6320	1.257
13836549	1.884
6163	2.914
62826	1.756
6108	0.75
11729	1.732
14672	2.316
6118	2.845
7730	0.957
11756	0.611
8544	1.402
23255	1.386
6312	1.576
6338	0.704
12201	1.918
62597	0.801
8329688	1.765
13837797	1.115
10653	0.930
13835336	0.512
7782	0.967
21106015	0.791
7727	0.781
558928	0.756
6093	1.575
693	0.136
11110	1.155
6311	1.284
8896	1.768
5977	2.227
7728	0.716
2340753	1.863
6340	2.488
9253	2.443
7626	2.234
7604	2.183
7553	1.090
12209	1.308
394562	0.662
10325184	2.176
83734	2.519
6315	1.934
7627	1.658
7717	0.908
387	1.561
60524	1.047
11109	1.431
63631	2.057
6100	1.793
13866746	1.782
7010	1.922
14998	7.059
12446	1.707
7560	1.171
258	1.077
10053	4.446
124968	1.018
7716	1.142
7552	1.482
7737	1.319
10571	1.678
17619	N/A
11809	1.144
13836713	0.836
13836589	0.986
11833	1.346
13835235	0.447
7767	1.707
7030	0.947
13836021	0.827
10124	1.561
59573	5.424
10777	1.765
6341	1.493
10018	1.288
558020	1.028
12626	1.155
13836591	0.921
11996	2.545
6165	2.166
7714	1.421
13862665	1.091
6042	3.629
7630	1.085
259	1.144
7607	1.452
5894	0.929
21108550	1.436
7772	1.309
21111806	1.440
236	1.155
9614	1.296
62808	1.057
10492	1.823
7736	0.885
11055	3.311
10446	2.706
7463	1.159
7619	3.023
7016	1.246
13871721	0.752
7739	1.610
7706	1.340
7028	1.824
5730	3.857
6316	1.989
8903	0.904
24590970	3.035
21011	1.638
9325	1.414
415	0.931
55090	3.095
10947	1.470
10772140	0.795
28994	0.407
13839553	0.801
3973	2.163
71312	2.704
3951	1.085
592	1.014
8904	0.894
8899	1.431
60329	0.986
6406	1.272
2916	2.727
2293678	3.902
6119	3.314
29015	1.225
11680	1.326
7624	2.476
7615	1.058
7090	1.864
6122	3.505
7024	2.390
55188	2.317
11117	1.434
13835224	1.032
6176	2.806
62249	2.742
13803	4.424
10755	2.871
9377	1.750
15077490	3.226
7823	1.612
11125	1.321
6307	2.196
7787	2.121
6334	0.806
13255	2.335
109838	1.190
11849	1.550
173	0.611
66656	N/A
13837280	1.625
11845	1.661
11094	2.536
13854944	1.527
29000	1.906
8398	1.696
10791	1.975
8733	0.866
10786	2.630
8554	1.673
92731	3.155
7788	1.756
9233	2.344
1020	1.025
11992	1.892
6187	3.466
8158	1.620
11023	2.302
11731	2.247
11207996	1.862
1609	1.135
7721	1.524
1095	2.544
11121	1.784
10498	0.975
7065	1.907
7791	1.811
109705	3.292
7636	1.489
7621	2.3
11551	2.091
13835836	1.478
7711	1.836
8543	1.487
6040	1.431
10445	4.159
11351244	2.327
7770	1.262
23150	13.593
12161	3.949
13874867	1.455
31029	1.768
4444456	1.077
7769	1.496
18607	1.978
10001	1.992
7747	2.196
10788	1.920
23621376	0.891
5993	1.069
8560	2.061
555074	1.711
10437074	1.493
13861343	3.276
7705	1.643
8141	1.746
10512	1.774
11180	2.808
7701	1.497
62589	2.433
7686	2.351
5439	0.752
11056	2.562
7026	1.938
66675	22.5
2005981	0.874
7622	2.479
7684	1.916
8900	0.611
11025	1.642
7475	1.555
59674	0.9
21171407	1.324
11095	1.806
13837537	1.362
10614293	4.159
6326	2.131
56117	5.643
7466	0.970
29036	4.798
7761	2.150
21168808	2.376
11104	3.365
16778	1.336
13835376	1.394
127750	1.605
10790	2.220
2018460	2.916
68503	4.260
13863629	1.133
7674	2.743
1143	0.402
1108	1.655
7029	1.324
29001	1.581
11788	2.364
11732	3.034
7688	1.347
7515	1.574
11794	1.991
13836520	1.781
11678	1.851
2038738	1.184
8562	1.75
29012	1.694
21106535	1.580
13875283	1.796
13867413	0.911
13837702	1.284
5949	1.662
71089	1.296
7551	1.964
11706	1.680
66996	1.356
61487	4.219
10797	2.712
26325086	2.514
7478	1.116
11799	1.411
13839199	1.471
13835459	1.5
11793	2.260
10534	1.477
9326	1.451
63863	9.599
659	1.575
7459	2.076
10787	2.126
12228	N/A
18688	2.970
10795	3.347
55130	2.289
11086	2.296
11841	3.325
12012	1.674
4489	1.471
48024	2.053
11024	2.026
512621	N/A
66655	12.678
21106032	1.841
6330	0.820
11035	2.656
13439	5.298
7021	0.829
7018	1.299
120464	3.033
11864	2.015
4444608	1.353
10948	1.245
11761	4.391
12229	1.284
24099	1.219
22453	2.061
12499	1.919
7833	2.138
7657	2.403
7013	2.140
13837281	2.420
5708	1.221
7703	1.946
4512642	2.049
4516601	2.065
11244	1.233
4516599	2.049
11846	1.615
7812	1.784
10652594	N/A
7766	2.189
844	0.964
13816	1.027
19953955	1.287
7776	1.878
1141	1.296
11857	2.109
66021	1.415
10497	2.121
70715	1.727
21106520	1.530
66809	1.372
10452	15.354
10433	2.430
29107	1.413
10265264	3.365
13874733	1.525
11911	3.532
7811	1.849
13836399	1.690
7676	1.732
7064	2.028
349	2.414
10488	1.678
4514549	0.0
11193	2.543
4512361	2.065
11739	2.916
8552	1.851
8908	2.475
28986	2.039
10526	2.128
17443	1.248
68832	1.771
21800	3.239
10179173	3.365
81815	1.021
29016	2.523
7003	1.667
59447	2.059
13839109	1.537
13865426	1.684
7678	2.292
13842613	1.920
71430	2.044
7760	2.159
971	1.336
10420	1.909
11695	1.251
12643	1.926
7219	1.839
11784	1.608
7482	1.970
13838404	6.681
7679	2.099
15443	2.534
11434292	N/A
65936	1.202
13835209	1.154
7677	2.398
6342	2.996
15438	2.939
1348	1.228
11216	2.6
68328	11.764
4517338	1.822
11194	2.865
11819	2.820
13402	2.914
20843	1.727
55091	3.143
10487	2.853
15954	2.507
11045	1.928
11210	2.285
7521	2.155
7641	2.158
11543	2.6
13638	2.518
11752	1.087
7242	1.675
11843	2.047
7530	2.607
15765	3.239
10101	1.493
16791	1.884
11029	2.231
9633	2.457
28992	1.799
18717	3.290
6106	4.546
99440	3.614
7838	2.016
120621	1.855
9581	1.661
15413	4.752
7710	2.318
7536	2.033
7689	1.540
10710415	1.444
14751	2.912
7073	3.179
24533	1.550
7238	1.517
13835293	2.480
13866593	1.638
13875196	1.658
120489	1.235
10197150	1.010
374462	1.905
13839575	1.598
8569	2.319
11600	1.566
5889	1.411
191367	1.765
6967	2.084
192642	1.769
1078	1.287
23101	18.711
17558	3.243
55123	2.028
68179	2.034
733	1.019
11042	1.977
21132380	1.975
9349	1.552
73412	2.256
235	1.529
7827	2.837
68156	1.573
773	0.761
17880	2.368
20119	1.483
70714	1.972
7225	1.348
7786	3.088
7224	1.478
13448	5.621
7673	2.211
10940	1.906
10939	2.613
13842993	4.338
29025	2.492
1664	1.281
7128	2.565
455420	2.407
11866	1.969
21105905	1.715
10772050	3.084
26765	1.423
7681	1.852
7837	2.138
553642	2.463
21106560	1.709
11830	2.475
7810	2.543
7815	2.231
13842001	1.750
21169510	3.499
11930	2.071
