Compound Id	MannholdLogP
7815	2.010
13842001	1.9
21169510	1.350
11930	1.680
10437135	1.79
7835	2.12
19956441	1.680
78	1.9
67991	1.350
455353	2.01
13875281	2.12
2039535	1.79
13837686	1.9
7240	2.12
123993	2.23
7849	2.45
7803	2.01
11783	1.790
13839441	1.790
18219	1.350
83866	1.9
13875160	2.12
11865	2.12
11077	2.12
21106586	1.9
13835772	2.12
83850	1.9
7221	2.12
11699	1.79
7385	2.45
7391	2.23
7670	2.340
13860335	2.12
19231	1.680
29005	2.120
7443	1.79
22191	2.01
7802	2.23
7389	2.01
7241	1.9
6179	1.13
7694	2.120
24972	2.01
62489	1.9
6286	1.680
7528	1.9
11660	2.45
62230	2.23
8568	2.120
7129	2.45
69371	1.79
10784857	0.8
21105871	2.12
13839082	2.12
63889	1.680
21109330	1.9
10937	2.12
7236	1.9
1577	1.24
122090	1.9
8909	2.34
11716	2.120
12231	1.9
10384035	1.79
6270	1.790
156255	1.790
7659	2.45
11409	2.45
6402	2.56
11919	2.23
7856	2.23
13257	1.9
21106036	1.57
13840690	2.12
7765	1.68
7538	2.120
71787	1.46
441	2.23
2606	1.13
11795	1.790
6287	1.57
14692	2.56
7223	2.12
7685	1.790
123860	2.120
7672	2.010
9970	2.12
13857694	1.9
16159	1.570
7088	2.56
28969	2.120
12069	1.79
11265	1.79
13648	2.01
13876539	2.23
7533	2.23
7131	2.23
7434	2.23
13866817	1.9
6977	2.45
13854136	2.12
447	2.01
13837760	1.9
13835151	2.12
191	1.680
7234	2.12
71628	2.01
7132	2.23
11087	2.010
18801	1.9
13837988	1.9
10696	1.46
76894	1.570
12456	2.56
12445	1.9
69569	1.35
12809	2.56
7138	1.79
10236	2.45
13863618	2.01
4446445	2.23
3954	1.13
55205	1.9
11021	2.23
14198	2.56
29026	2.23
5976	1.350
13875258	2.12
9903	2.45
7183	2.56
21181	1.9
13839416	1.9
7851	2.23
18410	2.56
13865680	2.23
21112023	2.120
503239	1.79
4878	1.9
932	2.23
12010	2.010
63908	1.79
5830	2.23
13839308	2.23
14680	2.12
28682	1.79
14169248	1.79
63310	1.680
11671339	1.79
391428	2.56
122446	1.9
238	2.01
7239	2.12
11863	2.12
2041618	1.680
13851576	2.12
13854248	1.9
10437215	1.9
8070	2.120
370	2.120
455090	1.79
11632	1.79
14840	2.56
2656	2.45
78828	2.01
10422	1.9
20939	2.56
69914	1.79
9976	2.340
73479	1.9
924	2.23
6883	2.120
5979	1.02
577	1.46
13658	2.120
21106366	2.340
7419	2.56
14299946	1.24
331	1.9
7448	2.56
7509	2.23
12632	2.340
61001	2.010
28982	2.23
11604	2.23
62534	2.120
62408	2.120
123207	1.680
75951	2.120
13837787	1.680
13839123	2.23
59483	1.46
18724	2.340
7850	2.23
13875432	1.9
8665	2.01
13839128	2.23
13875219	1.9
456015	1.680
55084	2.23
6974	1.9
8657	2.01
13849981	2.45
26824	1.79
72793	2.120
21106014	2.01
6296	2.340
14256731	2.34
13860775	2.01
7140	2.120
13869339	1.9
13647	1.79
764	1.9
7800	2.23
8071	1.9
13835932	1.46
7809	1.790
4449	1.9
13839110	2.23
29029	2.340
21106525	2.23
7142	1.9
132	1.9
12220	2.45
20570	2.01
21106144	1.9
7190	2.120
8140	1.79
13869451	1.9
15461	2.67
76394	1.79
7518	1.9
8520	1.79
8883	2.56
6079	1.9
2931	1.13
10536	2.23
25552	2.120
13848808	2.01
10181341	2.120
10328	1.9
15846	2.340
5596	1.9
4962	2.01
13869462	2.23
11871	1.9
10265270	2.56
222538	1.680
768	1.460
2849146	1.680
8674	2.120
13869480	2.01
12635	2.67
65523	1.680
6999	2.56
2441	2.45
7662	1.79
13856352	2.23
7506	2.45
6897	2.23
8186	2.340
15431	2.23
58234	2.45
21106146	1.9
15387	2.340
8574	2.340
1015	1.570
26325090	1.9
13842573	1.9
9564	2.01
221226	1.9
8912	1.9
7848	2.23
13875441	1.9
13863774	1.9
13871718	2.340
10179239	2.56
10227261	2.340
776	2.23
906	2.56
21168813	2.340
4366810	2.01
7170	2.780
12821	2.01
13619	2.67
392	1.9
8097	2.56
299166	1.9
21106013	1.680
13869414	2.01
21111817	2.01
7511	2.34
24641	2.23
21106020	1.680
17131	2.010
10756	2.45
7984	1.570
10404	2.67
13853953	1.680
12218	2.45
21105897	2.12
13862559	1.79
5593	2.01
123	2.01
11773	2.120
13846663	2.45
10451	1.46
7852	2.23
7872	2.34
13662	1.460
12637	1.9
376	1.79
6780	2.340
6794	2.45
21106018	2.01
72551	2.23
15427	2.340
13859497	2.01
11576	2.23
6635	1.240
21111781	2.120
11080	1.9
13835630	1.680
105291	1.13
14846	2.34
13868640	1.9
21105859	2.120
11862	1.9
8910	2.56
14227	2.120
10437210	1.680
11589	2.23
64699	1.13
8098	2.340
589165	1.9
6781	1.79
12933	1.9
13853758	2.340
9893	2.45
6621	2.120
558878	2.45
8855	2.120
10980	1.9
206561	1.79
15855	2.45
13835126	2.120
5882	1.68
13864445	1.79
21170967	1.79
12478	2.01
21105870	2.340
13229	2.01
13849989	2.45
24535	2.23
18019	1.790
73390	1.79
6674	1.9
11591	2.01
67360	2.45
553578	2.45
10437335	1.79
14593	1.57
10432	1.9
7745	1.46
21159695	2.340
7891	2.780
10972	1.9
11557190	2.010
8183	1.68
12219	2.340
880	2.120
1446	1.79
2923	1.9
6775	2.120
12954	2.01
8576	2.45
21105848	2.01
68109	1.350
7882	2.45
120548	1.9
10181339	2.23
6788	2.67
13853943	1.680
11672	2.120
57726	2.45
10892	2.01
6898	2.34
1905	1.240
21106470	2.120
6950	1.79
13860434	2.01
12972	2.56
21106148	1.79
10664	1.680
7890	2.780
71876	2.450
7176	2.01
15965	2.34
67653	2.120
13487	2.780
9088156	1.9
7871	2.56
68224	1.9
18	1.79
4511751	1.46
10181338	2.01
10756390	1.9
84971	1.460
388391	1.460
13871489	1.680
11629	2.01
2241	2.01
21106519	2.45
11460	2.120
7189	2.120
8521	1.790
13876103	2.34
11510	1.79
14349	2.340
7211	1.46
2937774	1.9
11584	2.01
21105998	2.45
6736	2.67
4963	1.9
6789	2.45
6737	2.45
59482	2.56
81814	1.9
14021447	2.01
71	1.79
80863	2.34
955	1.680
7145	1.680
917	2.34
3350	1.79
10616	1.68
7172	1.46
10257	1.46
953	1.9
1151	1.350
21106571	1.680
6827	2.780
11422	2.23
21106163	1.680
10025	1.9
13835344	2.23
15853	2.56
21106140	2.450
10801109	2.01
86394	1.68
21106145	1.9
62310	2.23
13835706	1.79
7092	1.680
1448	1.35
8182	1.9
21106518	2.120
10437239	1.240
13848793	2.23
68676	1.9
16180	2.890
7600	2.34
13846959	1.680
6773	2.010
7340	2.670
13837329	2.12
21106581	1.9
16475	1.79
7146	1.79
185	1.460
6828	2.780
11488212	2.01
6646	1.460
10801842	1.9
16387	1.79
11586	1.790
62472	1.790
16388	1.9
21108576	2.120
6480	2.340
23083	2.23
10628694	1.680
7892	2.56
71437	2.45
5644	1.02
10909	2.780
10918	2.780
8935	2.34
4510206	1.460
7757	2.56
13846749	2.12
2298886	1.46
6550	2.01
8341	2.45
7208	1.9
11882	2.890
4611	2.34
13835351	2.010
8374	2.450
70682	2.120
13492	2.890
13677	2.780
6739	2.45
17347	1.9
7875	2.56
11777	1.79
7310	2.12
11465	2.23
2157	2.010
8150	1.570
7302	2.670
7202	1.79
7042	1.570
6035	2.23
11776	1.79
10908	2.780
10850	2.780
556589	2.34
7299	2.890
8577	2.45
21106900	2.12
17652	1.570
5915	1.9
10106	1.9
63518	2.670
17868	2.34
6706	1.79
10851	2.780
11588	1.9
79969	2.450
6675	1.9
71193	1.79
2206	1.790
13867714	2.34
4445317	2.78
10849	2.780
11595	2.12
1906	2.01
6193	1.680
67270	1.79
16177	2.670
6033	1.79
6478	2.780
15517	2.12
10841	2.780
13574	1.240
8319	2.45
7964	1.570
15789876	2.560
21105699	2.34
13622	3.0
10829	2.780
11507	1.79
7585	1.350
6790	2.45
15495	2.34
13860	2.01
10831	2.780
56515	1.79
20124	2.23
744	1.350
10343	1.46
218253	2.670
454319	-0.96
76154	1.9
33084	1.570
67414	2.12
220998	2.23
15867	1.570
7901	2.670
14627	2.23
21106570	1.57
10449	1.460
10813	2.780
199342	2.89
15755	2.34
15702	1.9
62484	2.01
4522053	1.46
8273	2.23
11883	3.0
8262	2.23
642951	1.680
15747	3.0
15524	2.34
13837303	2.340
305	1.35
230	1.46
14995	2.34
10733068	2.01
256210	2.23
33421	2.56
67470	2.34
33416	2.01
14994	2.34
15756	2.34
12938	1.46
6588	2.23
15475	2.34
7279	2.12
23886	2.56
14472	1.570
15476	2.34
42330	1.9
2991	2.78
12682	2.890
4762	2.34
361	1.68
6592	2.890
11884	2.78
15488	2.670
15478	2.34
21106573	1.35
11003	2.670
15489	2.670
15861	2.890
7155	1.35
64155	2.23
2627	2.12
24142	3.11
8073	1.24
44152	1.9
26325080	2.01
8916	1.680
4267	0.910
33455	2.56
15619	2.890
96749	1.46
18336	2.010
5236	1.570
440	1.46
2973	1.240
3173	1.790
2185	2.56
1361549	2.89
7915	2.78
30600	2.56
1438	1.680
15477	2.34
10437836	1.570
8120	1.9
26010	2.56
7152	1.46
13846658	2.670
8470	2.010
3544	2.670
15621	2.890
33934	2.56
7913	2.78
7994	1.240
2468	2.340
6840	2.78
12133	1.680
11632871	2.12
34863	2.45
63968	2.450
61739	2.34
68437	2.890
66895	2.89
26260	2.890
33932	2.56
33933	2.56
5027	1.570
192748	1.46
8282	2.34
5004	2.12
34188	2.45
13114	1.46
18280	1.350
12024	1.46
2068	1.570
6835	2.670
78998	3.0
72056	2.56
4626	1.570
2169	1.680
23115	1.680
6492	2.34
4103087	1.240
9824	2.78
15473	2.56
34664	2.45
9053802	2.89
37904	2.45
13856959	2.78
12586	2.56
5368	1.790
707	1.46
34665	2.45
17098	2.56
17099	2.56
84188	2.23
15620	2.890
8111	3.0
3210	3.0
49469	2.340
967	1.46
158870	2.23
2915	2.670
83330	2.890
157093	2.23
4768	1.79
34864	2.45
14993	1.570
8329	2.78
970	3.0
7917	2.89
136000	2.23
34866	2.45
83374	2.23
2297538	1.680
20848	1.79
457145	2.23
8067	1.46
37918	2.45
457140	2.23
34865	2.45
8241	2.56
14620	1.79
6593	2.670
21782117	2.010
135983	2.23
10540	3.220
25472	2.12
25605	2.45
6464	1.240
25677	2.340
136001	2.23
136003	2.23
34666	2.45
82753	2.45
10438331	2.12
2121	2.34
1278	2.56
4457	1.35
62265	1.570
11974	1.680
31991	2.23
481441	1.350
34867	2.45
84235	2.23
13087	2.12
2079	2.12
2424	1.680
5256	1.46
7315	2.560
15474	2.56
37915	2.45
40191	2.340
29348	2.01
26011	2.45
28287	1.680
62632	3.11
30932	2.34
22172	1.79
5899	2.45
2297441	1.35
37905	2.45
3987	1.46
33617	1.9
2283071	3.0
34830	1.680
16568	2.12
108106	2.34
69223	2.010
35581	2.340
23912	1.79
13302	1.680
4932499	3.0
3006	1.680
56793	2.340
13090	2.56
34868	2.45
10243	1.46
13850879	2.010
56791	2.340
14674	1.57
15729	2.01
8060	2.67
9040	1.9
34870	2.45
30881	1.9
17587	1.79
34869	2.45
457144	2.23
5807	1.570
9026	1.680
3008	1.9
4575	2.12
135925	2.23
4759	1.9
82777	2.340
34871	2.45
454495	2.340
6688	1.02
36319	2.450
533188	2.340
34872	2.45
10169	3.55
11891	3.0
56792	2.340
26325081	2.01
8058	2.560
20493	1.24
36278	2.12
35580	2.340
82755	2.12
82842	2.230
15417	2.23
46262	2.340
136002	2.23
28941	1.570
56123	1.790
5342	1.9
56784	2.45
16182	2.340
56785	2.340
56790	2.340
26563	2.12
13303	1.680
82765	2.230
82767	1.680
12705	1.79
14826	1.570
30816	2.230
16481	1.46
97173	2.12
102720	2.12
7051	1.79
21924	2.45
102721	2.12
33458	2.340
82818	2.340
3548	2.67
35579	2.340
38839	2.560
27749	2.01
34667	2.45
56795	2.340
56788	2.340
1994	2.56
8939	1.46
16482	1.35
36972	2.340
21106365	2.56
4760	1.9
34873	2.45
7967	1.460
559096	2.890
35582	2.340
56771	2.230
13520	1.460
56774	2.230
9873	2.670
3463	1.79
37744	2.230
12874	1.9
46893	2.340
82807	2.340
35081	2.230
56769	2.230
35584	2.340
3864	1.57
13300034	2.340
10292746	2.010
33829	2.340
102833	2.12
47912	2.340
13844817	1.680
82817	2.340
82762	2.12
2839	1.680
6842	2.56
82754	2.12
157094	2.12
3229	1.9
5237	2.12
82840	2.45
34189	2.340
16736498	1.35
7968	1.35
29117	2.45
33304	2.340
56794	2.340
13837319	2.78
457138	2.12
39406	2.230
56780	2.230
27793	2.12
106355	2.12
6767	2.560
34847	2.230
102897	2.12
2581	3.11
6417	2.23
103011	2.12
82712	2.12
56781	2.230
45444	2.230
102947	2.12
102933	2.12
33457	2.340
8287	1.680
33280	2.340
36029	2.34
46263	2.340
56777	2.230
33666	2.12
56787	2.340
16736486	1.680
102801	2.12
82873	2.120
8288	1.680
4025	2.67
17339596	1.350
33456	2.340
2629	1.460
33386	2.340
2003	2.12
6514	3.0
36973	2.230
97172	2.12
36974	2.230
82819	2.230
15572	1.46
102856	2.12
13115	1.02
8800	3.220
29153	3.220
35583	2.340
82820	2.230
45445	2.230
4886542	2.45
103066	2.12
46894	2.230
32873	2.34
35563	2.01
17684	1.9
44885	2.45
46710	2.01
33326	2.34
4745	2.450
26325088	2.45
56772	2.230
34848	2.230
56760	2.12
84346	2.12
26325085	2.45
28552	1.680
12364	1.57
56755	2.12
82796	2.34
35265	2.120
56789	2.340
4599	2.230
24638	1.680
56768	2.230
13328	1.680
4437893	3.0
6371	2.890
56778	2.230
3277	2.78
4526760	1.9
21568	1.79
96948	2.01
16415	2.230
193215	2.12
26325087	2.45
37779	2.230
56779	2.230
11274	2.67
35585	2.230
84344	2.230
56786	2.340
82797	3.44
5363	2.230
541032	1.57
31129	1.57
37749	2.34
56776	2.230
46264	2.340
83413	2.12
43354	2.230
457139	2.12
21429023	1.680
97055	2.01
4927801	2.56
34859	2.12
7260	1.680
19939	2.010
56756	2.12
4719431	1.57
102798	2.12
36976	2.12
45446	2.230
56767	2.12
8093	2.78
29631	1.9
34850	2.230
14348	3.22
559213	2.230
6453	2.67
84345	2.230
56766	2.12
102722	2.01
33281	2.340
1262	2.67
36975	2.230
154865	2.01
102741	2.01
26325082	2.010
32555	1.57
82740	2.12
215802	2.56
30459	2.34
23977588	1.35
4333	2.120
18941	2.01
97198	2.01
37019	2.12
82783	2.12
37000	2.12
39198	2.12
56765	2.12
46285	2.230
4938407	1.35
46284	2.230
82806	2.230
19722	1.680
34116	2.45
34668	2.230
34851	2.12
56773	2.230
82798	3.44
29282	2.01
47913	2.230
5772	1.680
28827	2.230
26915	1.46
6066	2.23
32952	2.230
48518	2.34
84347	2.12
75956	2.45
102857	2.01
43353	2.230
83414	2.010
2940	2.010
18445	1.680
25304	3.0
102787	2.01
18444	1.79
15010	2.12
82823	2.010
83411	2.12
102742	2.01
34190	2.12
56761	2.12
47914	2.12
102743	2.01
66326	2.560
56559	3.33
35529	1.9
36710	2.12
7991	1.9
33832	1.9
34852	2.12
2927	2.56
154866	2.01
35588	2.01
59833	2.34
12730	1.9
8243	3.0
15699	2.450
64559	1.35
56023	1.9
56782	2.010
549017	2.12
97240	2.01
33282	2.230
20545	3.220
36977	2.010
4066	2.56
2457	2.78
77706	2.560
4813314	2.890
56770	2.230
29847	1.9
56763	2.12
56757	2.12
102834	2.01
7928	3.33
4939096	1.35
36771	2.12
56764	2.12
9817	2.23
36978	2.12
34191	2.12
84348	2.010
45678	2.67
7929	3.66
82738	2.010
37994	3.0
106356	2.01
36979	2.010
10085	2.67
39407	1.79
11369	1.680
56762	2.12
37745	2.12
36981	2.010
56758	2.12
4744	2.450
36980	2.010
11359	1.46
6057	2.56
56775	2.230
6640	1.68
37004	2.010
4956170	2.12
34853	2.12
56783	2.010
4941232	2.450
82736	2.12
47915	2.010
4060	3.0
16139	1.680
2635909	2.560
15822	2.230
13338	1.240
12543	2.45
36983	2.010
96868	1.9
96864	1.9
56759	2.12
6058	3.220
36982	2.010
33983	2.12
36984	2.12
82831	1.130
45447	2.010
33407	1.9
2271976	2.780
4575338	2.89
24388	1.240
3171	1.35
12367	1.79
15637	1.9
82821	1.9
34860	2.010
11936	1.570
72522	3.44
82786	2.780
6542	1.790
97224	1.9
97234	1.9
5148	1.680
34854	2.12
3534	2.89
46137	2.010
12536	1.9
77887	1.350
6559	3.22
33984	2.12
26325084	2.01
11897	3.77
9242615	2.67
97233	1.9
26325083	2.01
46525	3.22
7988	2.890
46136	2.12
33142	2.01
33141	2.120
34418	2.01
5739	3.44
97142	1.9
2928	2.45
8817	3.44
36986	2.010
82834	2.560
47916	2.010
8078	2.12
4617	3.11
550258	2.010
35205	1.9
36985	1.9
46739	2.780
3326	2.120
35566	2.010
55075	1.46
2908	2.78
4913	2.78
4777	2.890
2181	1.57
6528	3.22
5557	2.780
97257	1.9
6639	1.46
33986	2.010
45448	1.9
33316	2.12
36988	1.9
105648	1.79
82679	2.34
35912	1.9
102923	1.9
8004	2.010
11898	3.550
36987	1.9
20390	2.890
3972	2.67
5590	3.0
11899	3.88
154958	2.010
3513	1.13
7970	2.34
154062	1.9
4629	1.790
36990	1.9
85876	2.230
26916	2.780
77764	2.780
33985	2.010
35108	2.010
82751	1.790
5660	3.220
36989	1.790
6519	3.22
11917	4.21
2925	2.45
16576	1.790
4447447	3.0
2284017	1.570
5554	3.220
39394	2.780
509179	2.560
77874	3.33
4444070	2.78
4228778	2.560
82822	1.9
43456	2.56
24247	1.9
4445165	3.330
34192	1.9
37764	3.0
2342810	2.12
2075	3.550
12017	3.990
6367	2.450
77933	2.230
2768	2.12
11283	3.33
5791	3.330
96965	1.79
33198	1.79
91304	1.79
35206	1.790
6281	3.220
82759	3.110
66316	2.23
154959	1.9
8804	3.66
8799	3.66
82870	3.44
5376	2.23
5553	3.11
15484	1.680
135795	2.12
49560	2.780
2246	3.66
12072	4.1
21106505	3.660
36968	3.220
2625	2.89
33255	2.12
4444102	2.450
5198	2.67
82852	3.0
2699	3.220
5773	3.55
4444107	2.23
11900	4.21
26325089	3.55
77730	2.67
39145	2.12
8103122	2.78
11901	4.32
6366	2.450
5932	3.44
15827	1.680
136695	2.010
29089	1.240
5678	3.88
5768	1.570
8763	3.88
11146	4.43
5113	3.33
17499	2.12
24722	3.0
94701	2.12
11902	4.54
6013	2.34
31006	2.230
34697	2.12
18949	2.67
10162	3.0
48085	3.55
49179	3.66
