Compound Id	BCUT [BCUTw-1l]
692	11.989
6153	11.998
127983	13.981
291	12.0
21106179	11.998
16425	18.997
23208	15.785
6105	11.998
11148	11.998
274	11.989
6086	11.690
9256	11.998
923	13.997
937	15.995
6085	11.790
217	14.003
9484	11.89
22814	30.974
22408	74.922
9286	11.998
12577	11.998
6084	11.890
6128	11.890
9243	11.890
62827	11.998
6132	11.998
391	31.972
38403	11.998
1087	15.992
16641	13.981
7954	11.79
864	11.997
11153	11.998
748	11.953
6095	11.890
6094	11.890
518	N/A
16841	11.998
6148	11.890
2056044	11.998
6151	11.998
6087	11.999
9095782	11.998
4514529	34.969
10675065	11.998
21106169	11.997
172	11.989
763	15.885
7956	11.997
7577	11.997
6089	11.994
6111	11.9
29040	11.998
10606755	11.998
6098	11.790
6120	11.89
13837650	11.999
13853215	11.998
61149	11.998
12197	11.790
682	11.997
61346	11.998
7558	11.890
7556	11.790
454215	11.998
7557	11.790
278	11.997
7957	11.89
654	11.994
9461	11.790
6130	11.998
7555	11.890
11727	11.994
1114	11.994
14441700	11.998
8960	13.893
6083	12.0
454209	11.89
56442	11.890
6101	11.890
6097	11.890
175	11.890
4449912	11.890
6102	11.953
9016	11.998
7559	11.989
2018165	11.998
7733	11.790
3644	11.997
6156	11.998
512	11.989
171	11.997
9646	11.890
9254	11.998
7734	11.89
9411	11.890
13835550	11.994
6135	12.0
13837190	11.997
10325078	11.998
7732	11.89
6335	11.890
7738	11.850
14829	11.890
4481813	11.890
10765	11.890
71390	11.998
6149	11.998
13872989	11.997
9391	11.890
6146	11.996
3631	11.998
6121	11.890
61213	11.890
3441	11.999
11099	11.790
11806	11.890
6308	11.890
3168	11.890
6104	11.999
1004	11.997
66567	11.998
1039	11.999
7713	11.790
73583	11.998
6103	11.999
7566	11.953
9994	11.997
10709	11.996
6309	11.790
6088	12.0
13299573	11.998
13836674	11.999
13835316	11.999
6092	11.890
14694	11.998
6313	11.989
11230	11.994
7564	11.994
7616	11.790
2062437	11.998
7712	11.890
4483639	11.890
10437	11.89
30713	11.998
2282428	11.998
6188	11.998
4483638	11.890
7330	11.9
12442	11.998
7546	11.997
9251	11.998
18971812	11.998
71433	11.790
10113	11.890
11755	11.89
7790	11.997
107412	11.998
56144	11.998
56020	11.890
13835977	11.994
256	11.89
10054	11.890
1005	11.997
553742	11.999
558883	11.890
99596	11.998
6333	11.997
6321	11.890
23055	11.890
8525	11.890
6125	11.890
4514586	78.918
11526	11.997
6322	11.790
6320	11.89
13836549	11.998
6163	11.890
62826	11.998
6108	11.998
11729	11.999
14672	11.996
6118	11.890
7730	11.89
11756	11.999
8544	11.9
23255	11.89
6312	11.996
6338	11.999
12201	11.890
62597	11.790
8329688	11.890
13837797	11.790
10653	11.89
13835336	11.994
7782	11.89
21106015	11.997
7727	11.997
558928	11.999
6093	11.999
693	11.994
11110	11.790
6311	11.890
8896	11.9
5977	11.999
7728	11.997
2340753	11.998
6340	11.890
9253	11.998
7626	11.89
7604	11.890
7553	11.999
12209	11.690
394562	11.89
10325184	11.999
83734	11.998
6315	11.890
7627	11.890
7717	11.953
387	11.999
60524	11.890
11109	11.790
63631	11.994
6100	11.890
13866746	11.998
7010	11.890
14998	11.998
12446	11.890
