Compound Id	AutocorrelationCharge [ATSc1]
692	0.157
6153	0.393
127983	0.028
291	0.0
21106179	0.318
16425	0.218
23208	0.0
6105	0.221
11148	0.107
274	0.326
6086	0.0
9256	0.534
923	0.0
937	0.0
6085	0.0
217	0.0
9484	0.258
22814	0.0
22408	0.0
9286	0.442
12577	0.407
6084	0.0
6128	0.187
9243	0.094
62827	0.546
6132	0.254
391	0.0
38403	0.798
1087	0.224
16641	0.024
7954	0.002
864	0.095
11153	0.162
748	0.119
6095	0.014
6094	0.0
518	0.0
16841	0.470
6148	0.211
2056044	0.814
6151	0.274
6087	0.050
9095782	0.374
4514529	0.0
10675065	0.504
21106169	0.393
172	0.133
763	0.0
7956	0.182
7577	0.313
6089	0.034
6111	0.0
29040	0.449
10606755	0.742
6098	0.028
6120	0.0
13837650	0.1
13853215	0.508
61149	0.885
12197	0.005
682	0.084
61346	0.496
7558	0.012
7556	0.001
454215	0.456
7557	0.0
278	0.234
7957	0.003
654	0.069
9461	0.445
6130	0.2
7555	0.0
11727	0.255
1114	0.097
14441700	0.210
8960	0.0
6083	0.033
454209	0.163
56442	0.004
6101	0.030
6097	0.044
175	0.122
4449912	0.004
6102	0.103
9016	0.406
7559	0.138
2018165	0.260
7733	0.123
3644	0.076
6156	0.0
512	0.132
171	0.195
9646	0.0
9254	0.414
7734	0.305
9411	0.620
13835550	0.067
6135	0.088
13837190	0.359
10325078	0.494
7732	0.146
6335	0.279
7738	0.168
14829	0.166
4481813	0.028
10765	0.001
71390	0.183
6149	0.223
13872989	0.090
9391	0.373
6146	0.071
3631	0.733
6121	0.040
61213	0.233
3441	0.385
11099	0.004
11806	0.012
6308	0.0
3168	0.168
6104	0.105
1004	0.083
66567	0.673
1039	0.029
7713	0.001
73583	0.382
6103	0.012
7566	0.099
9994	0.171
10709	0.175
6309	0.001
6088	0.011
13299573	0.479
13836674	0.049
13835316	0.057
6092	0.029
14694	0.288
6313	0.131
11230	0.095
7564	0.030
7616	0.250
2062437	0.306
7712	0.0
4483639	0.003
10437	0.044
30713	0.323
2282428	0.394
6188	0.453
4483638	0.003
7330	0.004
12442	0.138
7546	0.175
9251	0.395
18971812	0.323
71433	0.001
10113	0.006
11755	0.299
7790	0.533
107412	0.481
56144	0.635
56020	0.002
13835977	0.034
256	0.132
10054	0.037
1005	0.192
553742	0.063
558883	0.002
99596	0.276
6333	0.197
6321	0.121
23055	0.165
8525	0.271
6125	0.089
4514586	0.0
11526	0.441
6322	0.123
6320	0.076
13836549	0.644
6163	0.0
62826	0.461
6108	0.011
11729	0.028
14672	0.168
6118	0.027
7730	0.064
11756	0.121
8544	0.003
23255	0.027
6312	0.083
6338	0.075
12201	0.001
62597	0.088
8329688	0.213
13837797	0.176
10653	0.277
13835336	0.127
7782	0.304
21106015	0.144
7727	0.215
558928	0.063
6093	0.087
693	0.176
11110	0.003
6311	0.095
8896	0.0
5977	0.146
7728	0.277
2340753	0.267
6340	0.0
9253	0.352
7626	0.160
7604	0.0
7553	0.034
12209	0.012
394562	0.139
10325184	0.272
83734	0.362
6315	0.040
7627	0.266
7717	0.098
387	0.066
60524	0.024
11109	0.001
63631	0.094
6100	0.009
13866746	0.515
7010	0.0
14998	0.166
12446	0.003
7560	0.012
258	0.083
10053	0.025
124968	0.215
7716	0.030
7552	0.029
7737	0.168
10571	0.275
17619	0.169
11809	0.131
13836713	0.015
13836589	0.363
11833	0.175
13835235	0.190
7767	0.0
7030	0.441
13836021	0.161
10124	0.003
59573	0.338
10777	0.120
6341	0.190
10018	0.348
558020	0.234
12626	0.085
13836591	0.270
11996	0.162
6165	0.071
7714	0.044
13862665	0.276
6042	0.121
7630	0.378
259	0.192
7607	0.121
5894	0.065
21108550	0.171
7772	0.132
21111806	0.175
236	0.0
9614	0.085
62808	0.235
10492	0.304
7736	0.064
11055	0.0
10446	0.263
7463	0.268
7619	0.0
7016	0.120
13871721	0.092
7739	0.027
7706	0.271
7028	0.164
5730	0.176
6316	0.094
8903	0.130
24590970	0.258
21011	0.076
9325	0.188
415	0.061
55090	0.037
10947	0.075
10772140	0.271
28994	0.199
13839553	0.171
3973	0.474
71312	0.376
3951	0.193
592	0.304
8904	0.139
8899	0.094
60329	0.208
6406	0.277
2916	0.070
2293678	0.365
