Compound Id	Weight
692	30.010565
6153	87.993613
127983	29.997989
291	16.0313
21106179	70.003035
16425	145.962490
23208	47.984744
6105	52.012457
11148	34.021878
274	43.989829
6086	26.015650
9256	119.999841
923	44.001063
937	18.010565
6085	28.0313
217	17.026549
9484	84.018685
22814	33.997237
22408	77.945072
9286	102.009263
12577	102.009263
6084	30.046950
6128	66.028107
9243	48.037528
62827	134.015491
6132	85.973484
391	33.987721
38403	168.000984
1087	63.9619
16641	64.966841
7954	42.046950
864	32.026215
11153	67.982906
748	27.010899
6095	40.0313
6094	44.0626
518	81.932171
16841	135.970291
6148	99.989134
2056044	202.002876
6151	119.934512
6087	49.992328
9095782	130.040563
4514529	34.968853
10675065	148.031141
21106169	100.013599
172	44.026215
763	34.005479
7956	46.041865
7577	60.021129
6089	31.042199
6111	42.046950
29040	179.919775
10606755	168.000984
6098	61.992328
6120	58.078250
13837650	97.969006
13853215	169.931318
61149	202.002876
12197	52.0313
682	46.041865
61346	167.976519
7558	54.046950
7556	56.0626
454215	179.919775
7557	54.046950
278	46.005479
7957	56.0626
654	45.057849
9461	126.029249
6130	101.943934
7555	58.078250
11727	57.021464
1114	59.073499
14441700	114.004784
8960	32.037448
6083	93.941812
454209	94.059407
56442	56.0626
6101	45.057849
6097	64.007978
175	58.041865
4449912	56.0626
6102	41.026549
9016	151.940740
7559	56.026215
2018165	99.989134
7733	70.041865
3644	60.057515
6156	88.070827
512	58.041865
171	60.021129
9646	72.0939
9254	151.940740
7734	74.036779
9411	142.024164
13835550	60.068748
6135	61.016378
13837190	76.052430
10325078	213.880803
7732	72.057515
6335	74.036779
7738	68.026215
14829	115.959584
4481813	59.037114
10765	70.078250
71390	145.893418
6149	135.904961
13872989	58.041865
9391	114.029249
6146	74.073165
3631	183.971433
6121	78.023628
61213	114.004784
3441	195.890224
11099	68.0626
11806	68.0626
6308	72.0939
3168	74.073165
6104	83.953355
1004	60.057515
66567	182.016634
1039	62.019021
7713	70.078250
73583	165.956390
6103	62.019021
7566	55.042199
9994	58.041865
10709	74.073165
6309	68.0626
6088	141.927948
13299573	211.926003
13836674	76.007978
13835316	95.953355
6092	107.957462
14694	133.950162
6313	72.057515
11230	73.089149
7564	59.073499
7616	86.036779
2062437	175.944847
7712	72.0939
4483639	70.078250
10437	78.023628
30713	133.950162
2282428	195.890224
6188	185.901768
4483638	70.078250
7330	66.046950
12442	125.948040
7546	72.057515
9251	195.890224
18971812	146.011013
71433	100.070827
10113	70.078250
11755	88.052430
7790	90.031694
107412	149.985941
56144	201.937547
56020	68.0626
13835977	57.057849
256	72.057515
10054	92.039278
1005	74.036779
553742	95.953355
558883	68.0626
99596	147.965812
6333	72.021129
6321	72.057515
23055	129.975234
8525	88.052430
6125	97.969006
4514586	78.918337
11526	90.031694
6322	70.041865
6320	74.073165
13836549	185.990419
6163	86.109551
62826	193.935425
6108	75.944142
11729	76.034671
14672	88.088815
6118	121.973112
7730	73.089149
11756	91.026943
8544	68.0626
23255	73.089149
6312	74.073165
6338	75.032028
12201	84.0939
62597	72.057515
8329688	157.954269
13837797	98.073165
10653	88.052430
13835336	61.052764
7782	88.052430
21106015	80.002893
7727	75.068414
558928	95.953355
6093	127.902840
693	45.021464
11110	82.078250
6311	69.057849
8896	70.078250
5977	117.914383
7728	76.052430
2340753	177.899646
6340	86.109551
9253	167.911190
7626	102.104465
7604	86.109551
7553	119.957462
12209	82.078250
394562	70.041865
10325184	177.899646
83734	167.911190
6315	92.039278
7627	102.068080
7717	69.057849
387	89.047679
60524	73.052764
11109	84.0939
63631	87.1048
6100	155.943598
13866746	167.999841
7010	86.109551
14998	118.081392
12446	84.0939
7560	76.034671
258	74.073165
10053	135.988762
124968	98.028026
7716	73.089149
7552	121.973112
7737	72.057515
10571	102.068080
17619	134.058318
11809	94.018543
13836713	74.019021
13836589	90.068080
11833	88.088815
13835235	62.036779
7767	86.109551
7030	88.016044
13836021	75.068414
10124	82.078250
59573	120.060656
10777	86.073165
6341	88.052430
10018	88.052430
558020	98.028026
12626	86.073165
13836591	90.068080
11996	102.104465
6165	88.088815
7714	92.039278
13862665	100.052430
6042	131.930033
7630	102.031694
259	88.052430
7607	86.073165
5894	74.048013
21108550	114.028107
7772	86.073165
21111806	114.028107
236	78.046950
9614	96.037528
62808	98.028026
10492	102.068080
7736	67.042199
11055	100.125201
10446	116.083730
7463	102.068080
7619	100.125201
7016	86.073165
13871721	72.057515
7739	84.003371
7706	102.068080
7028	86.073165
5730	151.875411
6316	111.984656
8903	80.037448
24590970	191.915296
21011	88.088815
9325	114.028107
415	74.084398
55090	106.054928
10947	88.088815
10772140	93.982157
28994	59.037114
13839553	76.052430
3973	163.960727
71312	239.839709
3951	86.036779
592	90.031694
8904	80.037448
8899	84.998620
60329	89.084064
6406	100.052430
2916	171.852324
2293678	239.839709
6119	161.863868
29015	88.052430
11680	102.068080
7624	101.120450
7615	89.047679
7090	146.034335
6122	169.959248
7024	84.0939
55188	102.104465
11117	80.0626
13835224	76.052430
6176	100.088815
62249	116.083730
13803	136.055571
10755	100.125201
9377	104.100129
15077490	211.860674
7823	102.104465
11125	102.068080
6307	135.988762
7787	84.0939
6334	73.052764
13255	100.088815
109838	104.083730
11849	102.104465
173	59.037114
66656	148.073968
13837280	129.914383
11845	96.0939
11094	100.125201
13854944	89.084064
29000	88.088815
8398	88.088815
10791	100.088815
8733	75.068414
10786	100.125201
8554	86.073165
92731	227.896453
7788	82.078250
9233	90.050321
1020	79.042199
11992	116.083730
6187	201.872217
8158	101.120450
11023	100.125201
11731	93.991092
11207996	115.075905
