Compound Id	KappaShapeIndices [Kier2]
692	0.0
6153	1.0
127983	0.0
291	0.0
21106179	1.333
16425	0.667
23208	2.0
6105	2.0
11148	0.0
274	2.0
6086	0.0
9256	1.852
923	2.0
937	0.0
6085	0.0
217	0.0
9484	1.0
22814	0.0
22408	0.0
9286	2.222
12577	1.633
6084	0.0
6128	1.333
9243	2.0
62827	2.52
6132	1.333
391	0.0
38403	3.408
1087	2.0
16641	2.0
7954	2.0
864	0.0
11153	2.0
748	0.0
6095	2.0
6094	2.0
518	0.0
16841	1.852
6148	1.0
2056044	3.395
6151	1.0
6087	0.0
9095782	1.75
4514529	0.0
10675065	3.92
21106169	1.633
172	2.0
763	0.0
7956	2.0
7577	3.0
6089	0.0
6111	0.222
29040	1.852
10606755	2.56
6098	2.0
6120	1.333
13837650	3.0
13853215	1.75
61149	3.395
12197	3.0
682	2.0
61346	2.320
7558	3.0
7556	3.0
454215	1.852
7557	3.0
278	2.0
7957	1.333
654	2.0
9461	3.111
6130	1.333
7555	3.0
11727	3.0
1114	1.333
14441700	1.633
8960	0.0
6083	0.0
454209	1.633
56442	3.0
6101	2.0
6097	2.0
175	1.333
4449912	3.0
6102	2.0
9016	1.852
7559	3.0
2018165	2.25
7733	4.0
3644	1.333
6156	1.0
512	3.0
171	1.333
9646	1.0
9254	1.852
7734	4.0
9411	3.240
13835550	3.0
6135	1.333
13837190	4.0
10325078	1.75
7732	4.0
6335	2.25
7738	1.44
14829	1.0
4481813	3.0
10765	2.25
71390	1.333
6149	1.0
13872989	3.0
9391	1.852
6146	1.0
3631	3.408
6121	1.333
61213	1.633
3441	1.852
11099	4.0
11806	4.0
6308	2.25
3168	4.0
6104	2.0
1004	3.0
66567	2.5
1039	2.0
7713	4.0
73583	1.75
6103	2.0
7566	3.0
9994	0.75
10709	4.0
6309	2.25
6088	0.0
13299573	2.320
13836674	3.0
13835316	1.333
6092	2.0
14694	1.633
6313	2.25
11230	2.25
7564	3.0
7616	3.2
2062437	1.852
7712	4.0
4483639	4.0
10437	3.0
30713	2.222
2282428	1.852
6188	1.75
4483638	4.0
7330	1.44
12442	3.0
7546	1.0
9251	1.852
18971812	1.75
71433	1.633
10113	2.25
11755	3.2
7790	2.222
107412	2.52
56144	2.56
56020	4.0
13835977	3.0
256	4.0
10054	1.0
1005	2.25
553742	3.0
558883	4.0
99596	1.852
6333	2.25
6321	2.25
23055	1.633
8525	3.2
6125	1.333
4514586	0.0
11526	3.2
6322	2.25
6320	2.25
13836549	3.395
6163	1.633
62826	2.52
6108	2.0
11729	3.0
14672	1.633
6118	1.333
7730	4.0
11756	3.2
8544	1.44
23255	2.25
6312	2.25
6338	2.25
12201	3.2
62597	4.0
8329688	1.633
13837797	6.0
10653	3.2
13835336	3.0
7782	5.0
21106015	3.0
7727	4.0
558928	3.0
6093	2.0
693	2.0
11110	5.0
6311	2.25
8896	1.44
5977	1.333
7728	4.0
2340753	1.633
6340	2.222
9253	1.852
7626	3.061
7604	3.2
7553	3.0
12209	5.0
394562	4.0
10325184	1.633
83734	1.852
6315	2.25
7627	3.061
7717	4.0
387	2.222
60524	2.25
11109	5.0
63631	2.222
6100	2.0
13866746	3.164
7010	3.2
14998	2.344
12446	3.2
7560	3.0
258	4.0
10053	1.0
124968	2.344
7716	4.0
7552	3.0
7737	1.44
10571	3.061
17619	3.061
11809	4.0
13836713	3.0
13836589	5.0
11833	5.0
13835235	3.0
7767	5.0
7030	1.633
13836021	4.0
10124	2.222
59573	2.344
10777	2.222
6341	2.222
10018	2.222
558020	2.344
12626	5.0
13836591	5.0
11996	2.344
6165	1.633
7714	4.0
13862665	4.167
6042	1.0
7630	3.061
259	3.2
7607	3.2
5894	2.25
21108550	2.52
7772	5.0
21111806	2.52
236	2.222
9614	2.344
62808	2.344
10492	4.167
7736	1.44
11055	2.344
10446	2.52
7463	4.167
7619	3.061
7016	3.2
13871721	4.0
7739	1.44
7706	4.167
7028	1.633
5730	1.0
6316	2.25
8903	2.222
24590970	1.852
21011	3.2
9325	2.52
415	4.0
55090	1.633
10947	3.2
10772140	2.25
28994	3.0
13839553	4.0
3973	2.52
71312	1.852
3951	2.222
592	2.222
8904	2.222
8899	1.44
60329	5.0
6406	3.061
2916	2.0
2293678	1.852
6119	1.333
29015	2.222
11680	4.167
7624	3.061
7615	3.2
7090	2.939
6122	1.333
7024	1.633
55188	2.344
11117	2.222
13835224	2.25
6176	1.852
62249	2.52
13803	3.111
10755	2.344
9377	6.0
15077490	1.852
7823	6.0
11125	6.0
6307	2.25
7787	2.222
6334	2.25
13255	1.852
109838	6.0
11849	6.0
173	1.333
66656	2.52
13837280	2.25
11845	6.0
11094	4.167
13854944	3.2
29000	3.2
8398	3.2
10791	3.061
8733	4.0
10786	3.061
8554	2.222
92731	2.722
7788	2.222
9233	4.0
1020	2.222
11992	3.938
6187	1.75
8158	4.167
11023	4.167
11731	3.0
11207996	3.938
1609	5.0
7721	4.0
1095	1.44
11121	6.0
10498	4.0
7065	3.938
7791	2.222
109705	4.836
7636	1.852
7621	3.061
11551	4.167
13835836	5.143
7711	4.0
8543	4.0
6040	5.0
10445	2.52
11351244	1.240
7770	5.0
23150	2.320
12161	3.92
13874867	3.938
31029	3.0
4444456	4.0
7769	5.0
18607	4.0
10001	3.061
7747	3.938
10788	3.061
23621376	5.0
5993	2.25
8560	6.0
555074	6.0
10437074	2.344
13861343	1.852
7705	4.167
8141	1.633
10512	5.0
11180	1.852
7701	4.167
62589	2.344
7686	2.344
5439	3.2
11056	2.344
7026	1.633
66675	1.75
2005981	1.333
7622	3.061
7684	2.344
8900	1.44
11025	4.167
7475	5.143
59674	5.0
21171407	3.0
11095	4.167
13837537	2.222
10614293	2.52
6326	2.25
56117	3.92
7466	4.167
29036	1.333
7761	5.143
21168808	1.633
11104	3.938
16778	6.0
13835376	7.0
127750	7.0
10790	3.061
2018460	2.52
68503	3.92
13863629	2.344
7674	2.344
1143	1.333
1108	2.344
7029	1.633
29001	3.061
11788	2.344
11732	2.344
7688	2.344
7515	5.143
11794	4.167
13836520	3.111
11678	4.167
2038738	3.111
8562	6.0
29012	5.143
21106535	3.2
13875283	2.52
13867413	4.167
13837702	5.0
5949	6.0
71089	2.344
7551	3.0
11706	5.143
66996	2.344
61487	1.633
10797	3.111
26325086	2.320
7478	5.143
11799	4.167
13839199	2.344
13835459	2.222
11793	4.167
10534	3.061
9326	2.52
63863	2.320
659	1.333
7459	4.167
10787	3.061
12228	2.344
18688	3.240
10795	3.111
55130	4.840
11086	2.344
11841	4.840
12012	7.0
4489	2.52
48024	2.344
11024	4.167
512621	2.722
66655	2.939
21106032	5.0
6330	2.25
11035	5.143
13439	2.320
7021	3.2
7018	3.2
120464	2.344
11864	7.0
4444608	6.0
10948	3.2
11761	3.061
12229	2.344
24099	5.0
22453	4.840
12499	3.395
7833	7.0
7657	4.840
7013	3.2
13837281	2.222
5708	4.167
7703	4.167
4512642	7.0
4516601	7.0
11244	2.222
4516599	7.0
11846	6.0
7812	6.0
10652594	4.888
7766	5.0
844	3.061
13816	3.2
19953955	6.0
7776	5.0
1141	2.52
11857	3.061
66021	2.344
10497	4.0
70715	2.344
21106520	2.344
66809	3.111
10452	2.494
10433	4.840
29107	2.222
10265264	2.52
13874733	2.344
11911	1.633
7811	6.0
13836399	7.0
7676	2.344
7064	3.938
349	7.0
10488	2.344
4514549	0.0
11193	2.52
4512361	7.0
11739	3.111
8552	5.143
8908	3.061
28986	5.143
10526	6.0
17443	3.111
68832	3.938
21800	2.52
10179173	2.52
81815	2.52
29016	4.840
7003	4.840
59447	2.344
13839109	6.125
13865426	4.840
7678	2.344
13842613	2.52
71430	3.240
7760	5.143
971	2.344
10420	6.125
11695	5.143
12643	2.344
7219	3.111
11784	2.344
7482	6.125
13838404	1.333
7679	2.344
15443	3.111
11434292	3.806
65936	3.111
13835209	5.0
7677	2.344
6342	2.222
15438	3.111
1348	1.633
11216	3.111
68328	3.6
4517338	3.2
11194	2.52
11819	3.938
13402	3.92
20843	2.52
55091	1.852
10487	2.344
15954	3.938
11045	6.125
11210	3.111
7521	2.52
7641	2.52
11543	3.938
13638	3.938
11752	3.2
7242	3.111
11843	6.125
7530	2.52
15765	2.52
10101	3.111
16791	7.0
11029	5.143
9633	8.0
28992	2.52
18717	2.52
6106	2.0
99440	2.52
7838	7.0
120621	3.061
9581	3.240
15413	5.625
7710	4.0
7536	6.125
7689	2.344
10710415	4.840
14751	3.111
7073	4.760
24533	3.111
7238	3.111
13835293	2.344
13866593	6.0
13875196	3.240
120489	3.111
10197150	3.938
374462	1.25
13839575	8.0
8569	8.0
11600	2.52
5889	2.344
191367	5.143
6967	2.52
192642	3.061
1078	3.938
23101	3.63
17558	6.125
55123	8.0
68179	8.0
733	3.2
11042	2.52
21132380	2.52
9349	2.52
73412	5.0
235	3.111
7827	6.0
68156	6.0
773	1.44
17880	8.0
20119	4.167
70714	2.344
7225	3.111
7786	5.0
7224	3.111
13448	2.939
7673	2.344
10940	2.52
10939	2.52
13842993	1.75
29025	8.0
1664	2.344
7128	3.240
455420	8.0
11866	7.0
21105905	3.111
10772050	1.852
26765	4.167
7681	2.344
7837	7.0
553642	3.938
21106560	3.111
11830	5.0
7810	6.0
7815	6.0
13842001	5.143
21169510	3.240
11930	3.111
10437135	3.92
7835	7.0
19956441	7.0
78	3.111
67991	2.320
455353	8.0
13875281	2.52
2039535	3.92
13837686	2.52
7240	3.111
123993	4.840
7849	8.0
7803	6.125
11783	2.344
13839441	6.0
18219	4.0
83866	2.52
13875160	2.52
11865	7.0
11077	2.52
21106586	4.760
13835772	2.52
83850	2.52
7221	3.111
11699	6.125
7385	3.92
7391	3.92
7670	4.760
13860335	3.111
19231	3.111
29005	7.111
7443	3.240
22191	4.840
7802	6.125
7389	3.92
7241	3.111
6179	1.852
7694	7.111
24972	2.722
62489	3.111
6286	4.760
7528	2.52
11660	3.240
62230	3.92
8568	7.111
7129	3.240
69371	2.320
10784857	5.970
21105871	2.52
13839082	2.52
63889	2.52
21109330	1.75
10937	2.52
7236	3.111
1577	1.633
122090	4.245
8909	3.938
11716	7.111
12231	2.52
10384035	3.92
6270	7.408
156255	1.852
7659	2.722
11409	3.240
6402	1.778
11919	3.92
7856	8.0
13257	2.52
21106036	3.6
13840690	3.111
7765	5.0
7538	7.111
71787	3.938
441	8.0
2606	1.852
11795	4.167
6287	5.625
14692	9.0
7223	3.111
7685	2.344
123860	9.0
7672	2.344
9970	3.111
13857694	2.52
16159	3.061
7088	2.939
28969	4.0
12069	6.125
11265	3.92
13648	3.240
13876539	3.92
7533	4.840
7131	3.240
7434	6.125
13866817	2.52
6977	2.722
13854136	2.52
447	3.240
13837760	2.52
13835151	2.52
191	5.76
7234	3.111
71628	6.125
7132	3.240
11087	2.344
18801	7.0
13837988	2.52
10696	3.75
76894	5.365
12456	9.0
12445	2.52
69569	3.63
12809	9.0
7138	3.240
10236	2.722
13863618	3.240
4446445	8.0
3954	2.344
55205	5.143
11021	3.240
14198	1.778
29026	8.0
5976	2.722
13875258	2.52
9903	2.320
7183	3.408
21181	5.143
13839416	7.0
7851	8.0
18410	4.760
13865680	3.240
21112023	3.408
503239	3.240
4878	2.52
932	8.0
12010	6.0
63908	3.240
5830	3.92
13839308	3.92
14680	7.0
28682	3.240
14169248	6.125
63310	2.939
11671339	4.108
391428	1.778
122446	2.52
238	3.240
7239	3.111
11863	7.0
2041618	5.104
13851576	3.111
13854248	2.52
10437215	4.760
8070	3.408
370	7.111
455090	3.240
11632	6.125
14840	9.0
2656	2.025
78828	4.888
10422	5.76
20939	3.408
69914	4.108
9976	7.111
73479	3.408
924	3.240
6883	4.0
5979	1.75
577	2.52
13658	2.939
21106366	4.0
7419	4.760
14299946	3.75
331	3.408
7448	4.0
7509	8.1
12632	7.111
61001	4.022
28982	3.240
11604	3.240
62534	4.0
62408	4.0
123207	2.52
75951	5.76
13837787	3.408
13839123	2.722
59483	2.494
18724	2.939
7850	8.0
13875432	2.52
8665	3.240
13839128	2.722
13875219	2.52
456015	3.111
55084	8.1
6974	2.52
8657	3.240
13849981	4.793
26824	4.938
72793	5.76
21106014	3.240
6296	2.56
14256731	8.32
13860775	3.240
7140	3.408
13869339	2.52
13647	3.240
764	2.52
7800	8.1
8071	3.408
13835932	3.938
7809	6.0
4449	2.52
13839110	2.722
29029	9.0
21106525	3.240
7142	3.408
132	3.408
12220	10.0
20570	3.240
21106144	3.408
7190	3.408
8140	2.722
13869451	2.52
15461	3.6
76394	3.240
7518	2.52
8520	4.938
8883	1.778
6079	3.408
2931	4.793
10536	8.0
25552	4.0
13848808	4.133
10181341	4.0
10328	2.52
15846	9.0
5596	2.52
4962	3.240
13869462	2.722
11871	7.0
10265270	2.939
222538	4.0
768	2.56
2849146	4.0
8674	4.0
13869480	3.240
12635	10.0
65523	4.0
6999	2.939
2441	1.837
7662	2.722
13856352	3.92
7506	6.694
6897	4.793
8186	3.408
15431	3.240
58234	1.837
21106146	3.408
15387	9.0
8574	9.0
1015	2.320
26325090	9.0
13842573	2.52
9564	2.722
221226	4.0
8912	7.639
7848	8.0
13875441	2.52
13863774	3.408
13871718	4.760
10179239	2.939
10227261	9.074
776	2.320
906	2.939
21168813	3.408
4366810	6.694
7170	4.297
12821	3.240
13619	10.0
392	2.52
8097	2.939
299166	3.408
21106013	3.408
13869414	3.240
21111817	3.240
7511	9.091
24641	6.694
21106020	3.408
17131	5.024
10756	3.164
7984	3.92
