Compound Id	ALOGP [AMR]
692	6.307
6153	8.309
127983	2.243
291	0.0
21106179	6.860
16425	9.008
23208	1.443
6105	6.601
11148	6.569
274	6.384
6086	6.965
9256	11.980
923	1.945
937	0.0
6085	9.976
217	0.0
9484	11.713
22814	0.0
22408	0.0
9286	11.090
12577	12.019
6084	10.557
6128	10.823
9243	10.863
62827	15.798
6132	11.695
391	0.0
38403	18.117
1087	2.886
16641	12.293
7954	15.880
864	8.261
11153	11.520
748	7.015
6095	13.266
6094	14.709
518	N/A
16841	16.898
6148	16.548
2056044	21.41
6151	17.579
6087	11.312
9095782	21.133
4514529	0.0
10675065	18.272
21106169	13.711
172	11.718
763	5.129
7956	13.013
7577	13.341
6089	9.919
6111	8.735
29040	19.715
10606755	18.028
6098	14.777
6120	20.0
13837650	20.656
13853215	22.539
61149	20.426
12197	17.911
682	12.555
61346	20.616
7558	18.115
7556	18.957
454215	19.623
7557	20.294
278	8.572
7957	19.931
654	14.693
9461	22.155
6130	16.529
7555	17.621
11727	12.858
1114	19.988
14441700	20.080
8960	10.568
6083	14.296
454209	19.377
56442	21.784
6101	14.213
6097	15.606
175	16.195
4449912	21.784
6102	11.623
9016	21.816
7559	16.366
2018165	15.873
7733	20.397
3644	17.760
6156	22.196
512	16.742
171	12.644
9646	24.629
9254	21.733
7734	17.635
9411	22.717
13835550	17.869
6135	9.307
13837190	18.866
10325078	25.347
7732	20.999
6335	17.413
7738	1.619
14829	21.383
4481813	15.253
10765	24.415
71390	19.338
6149	22.214
13872989	17.424
9391	18.296
6146	22.065
3631	23.036
6121	20.811
61213	20.895
3441	24.633
11099	25.160
11806	21.440
6308	23.078
3168	21.6
6104	16.438
1004	16.087
66567	23.469
1039	19.187
7713	23.409
73583	26.838
6103	18.682
7566	16.647
9994	13.955
10709	20.838
6309	24.576
6088	19.643
13299573	23.424
13836674	20.475
13835316	20.461
6092	18.590
14694	21.597
6313	21.381
11230	24.282
7564	17.745
7616	21.105
2062437	24.330
7712	20.532
4483639	24.861
10437	19.138
30713	20.927
2282428	24.549
6188	27.374
4483638	24.861
7330	25.503
12442	18.896
7546	18.540
9251	24.541
18971812	26.052
71433	26.130
10113	25.835
11755	22.839
7790	17.559
107412	20.541
56144	26.401
56020	26.198
13835977	19.082
256	19.653
10054	25.116
1005	17.667
553742	19.579
558883	26.198
99596	26.182
6333	17.291
6321	21.218
23055	24.914
8525	21.707
6125	20.660
4514586	0.0
11526	19.036
6322	20.843
6320	20.672
13836549	5.235
6163	29.477
62826	23.524
6108	22.366
11729	23.481
14672	26.816
6118	23.794
7730	23.281
11756	15.231
8544	22.134
23255	22.329
6312	21.545
6338	13.694
12201	29.280
62597	20.336
8329688	23.878
13837797	31.338
10653	22.436
13835336	16.211
7782	21.167
21106015	17.605
7727	20.962
558928	19.579
6093	19.255
693	8.794
11110	29.198
6311	21.285
8896	14.558
5977	21.364
7728	19.305
2340753	24.581
6340	28.536
9253	26.651
7626	32.010
7604	27.530
7553	23.459
12209	24.351
394562	22.270
10325184	24.406
83734	26.568
6315	23.723
7627	26.911
7717	19.558
387	18.992
60524	19.730
11109	26.321
63631	29.487
6100	23.937
13866746	4.363
7010	26.156
14998	28.948
12446	28.105
7560	22.214
258	18.999
10053	28.1
124968	1.157
7716	20.656
7552	22.122
7737	16.867
10571	27.075
17619	24.737
11809	20.516
13836713	23.551
13836589	24.056
11833	23.750
13835235	14.554
7767	23.444
7030	17.067
13836021	20.986
10124	28.858
59573	26.523
10777	25.857
6341	22.306
10018	19.808
558020	1.184
12626	24.787
13836591	23.599
11996	31.110
6165	25.143
7714	22.050
13862665	26.576
6042	26.217
7630	22.082
259	20.579
7607	24.130
5894	20.051
21108550	1.745
7772	22.565
21111806	1.745
236	0.0
9614	0.873
62808	0.873
10492	26.624
7736	3.3
11055	32.803
10446	31.217
7463	26.730
7619	33.401
7016	26.242
13871721	23.328
7739	7.794
7706	25.239
7028	21.451
5730	26.849
6316	25.24
8903	0.0
24590970	29.165
21011	23.583
9325	1.745
415	20.780
55090	28.194
10947	23.583
10772140	17.397
28994	14.491
13839553	17.465
3973	27.975
71312	27.358
3951	21.649
592	19.005
8904	0.0
8899	7.794
60329	25.256
6406	26.418
2916	22.072
2293678	27.450
6119	24.173
29015	22.087
11680	25.348
7624	33.691
7615	17.226
7090	6.435
6122	29.142
7024	23.262
55188	29.894
11117	29.541
13835224	19.138
6176	29.897
62249	31.115
13803	27.273
10755	34.326
9377	23.130
15077490	29.468
7823	28.664
11125	24.078
6307	27.579
7787	17.470
6334	18.563
13255	26.036
109838	28.350
11849	28.044
173	12.866
66656	30.517
13837280	25.262
11845	27.263
11094	30.441
13854944	26.280
29000	24.456
8398	24.622
10791	30.880
8733	19.123
10786	31.613
8554	19.778
92731	28.411
7788	25.045
9233	27.775
1020	0.0
11992	31.935
6187	32.208
8158	32.870
11023	30.608
11731	26.980
11207996	26.836
1609	23.874
7721	25.126
1095	23.041
11121	29.232
10498	21.076
7065	31.369
7791	21.459
109705	19.304
7636	21.652
7621	29.587
11551	29.234
13835836	31.675
7711	25.033
8543	23.567
6040	21.910
10445	38.149
11351244	32.529
7770	22.470
23150	36.296
12161	29.263
13874867	27.308
31029	27.469
4444456	25.277
7769	23.568
18607	27.013
10001	26.036
7747	30.696
10788	28.935
23621376	19.030
5993	20.187
8560	26.355
555074	32.225
10437074	5.616
13861343	24.603
7705	28.803
8141	20.268
10512	24.961
11180	30.6
7701	23.490
62589	27.083
7686	26.044
5439	18.783
11056	29.595
7026	17.609
66675	34.677
2005981	17.934
7622	30.581
7684	29.063
8900	0.0
11025	29.153
7475	29.642
59674	25.794
21171407	28.806
11095	27.042
13837537	23.768
10614293	38.149
6326	25.710
56117	35.111
7466	24.480
29036	26.981
7761	29.536
21168808	13.526
11104	37.439
16778	27.131
13835376	32.644
127750	31.882
10790	29.041
2018460	31.743
68503	31.430
13863629	7.913
7674	26.174
1143	9.943
1108	5.502
7029	18.465
29001	26.09
11788	26.754
11732	30.855
7688	5.733
7515	30.262
11794	26.495
13836520	30.920
11678	26.495
2038738	6.199
8562	30.345
29012	28.150
21106535	26.618
13875283	6.375
13867413	22.736
13837702	23.692
5949	25.477
71089	5.899
7551	26.623
11706	28.260
66996	5.992
61487	31.177
10797	35.519
26325086	31.645
7478	27.624
11799	20.137
13839199	5.733
13835459	25.449
11793	28.908
10534	35.821
9326	3.437
63863	30.531
659	20.559
7459	29.074
10787	29.207
12228	0.0
18688	35.409
10795	37.071
55130	34.847
11086	29.741
11841	39.579
12012	26.990
4489	31.029
48024	30.744
11024	27.534
512621	37.492
66655	39.999
21106032	26.479
6330	17.889
11035	33.519
13439	42.855
7021	21.336
7018	23.567
120464	31.272
11864	30.175
4444608	29.8
10948	22.050
11761	38.184
12229	1.945
24099	22.034
22453	34.447
12499	6.927
7833	32.144
7657	35.099
7013	29.669
13837281	30.945
5708	28.638
7703	30.850
4512642	36.843
4516601	35.136
11244	21.336
4516599	36.843
11846	25.381
7812	24.822
10652594	37.824
7766	27.945
844	18.988
13816	23.586
19953955	22.562
7776	28.037
1141	14.884
11857	27.957
66021	6.102
10497	30.380
70715	8.801
21106520	5.502
66809	7.316
10452	40.532
10433	35.720
29107	24.259
10265264	34.878
13874733	5.502
11911	31.267
7811	26.479
13836399	30.042
7676	5.616
7064	29.836
349	29.267
10488	21.376
4514549	0.0
11193	31.195
4512361	35.136
11739	32.506
8552	26.402
8908	20.381
28986	32.065
10526	27.873
17443	7.316
68832	31.114
21800	31.797
10179173	34.878
81815	3.89
29016	33.608
7003	35.580
59447	30.033
13839109	32.750
13865426	31.602
7678	20.521
13842613	11.465
71430	28.429
7760	29.953
971	2.565
10420	32.553
11695	28.774
12643	26.556
7219	10.351
11784	5.616
7482	33.174
13838404	29.790
7679	23.179
15443	27.554
11434292	41.272
65936	6.199
13835209	20.377
7677	22.178
6342	30.764
15438	30.792
1348	8.595
11216	32.673
68328	43.702
4517338	27.391
11194	33.678
11819	33.492
13402	44.023
20843	11.465
55091	28.380
10487	23.572
15954	33.659
11045	33.174
11210	31.299
7521	11.004
7641	11.004
11543	31.952
13638	27.282
11752	22.856
7242	8.810
11843	31.062
7530	36.038
15765	31.797
10101	28.099
16791	33.564
11029	29.406
9633	28.953
28992	11.465
18717	33.9
6106	32.392
99440	35.853
7838	28.388
120621	28.061
9581	8.188
15413	40.154
7710	29.534
7536	31.171
7689	6.102
10710415	32.135
14751	29.252
7073	40.358
24533	8.810
7238	7.316
13835293	28.178
13866593	26.603
13875196	8.188
120489	7.316
10197150	24.607
374462	21.063
13839575	35.1
8569	34.487
11600	13.646
5889	4.222
191367	23.049
6967	11.004
192642	28.225
1078	23.537
23101	49.807
17558	36.265
55123	29.901
68179	29.512
733	20.516
11042	11.235
21132380	11.235
9349	5.095
73412	29.462
235	6.294
7827	34.839
68156	24.946
773	3.3
17880	33.086
20119	26.388
70714	8.599
7225	6.199
7786	35.568
7224	6.199
13448	47.984
7673	8.599
10940	11.235
10939	29.524
13842993	37.272
29025	35.056
1664	4.222
7128	14.268
455420	32.485
11866	28.293
21105905	10.351
10772050	28.158
26765	26.498
7681	8.692
7837	27.734
553642	30.869
21106560	10.351
11830	33.292
7810	30.856
7815	30.949
13842001	34.868
21169510	37.221
11930	32.729
10437135	11.610
7835	29.391
19956441	25.474
78	6.199
67991	37.606
455353	32.954
13875281	11.118
2039535	11.610
13837686	8.180
7240	10.147
123993	35.196
7849	32.179
7803	29.314
11783	8.599
13839441	23.288
18219	34.774
83866	23.571
13875160	11.118
11865	30.785
11077	11.004
21106586	36.407
13835772	8.067
83850	23.571
7221	10.147
11699	32.306
7385	13.676
7391	11.610
7670	42.98
13860335	7.277
19231	29.262
29005	35.465
7443	4.008
22191	34.025
7802	32.865
7389	7.442
7241	6.199
6179	36.321
7694	36.085
24972	17.197
62489	7.316
6286	37.608
7528	34.618
11660	15.853
62230	35.750
8568	33.973
7129	14.429
69371	42.471
10784857	45.389
21105871	8.067
13839082	8.067
63889	7.561
21109330	32.665
10937	11.004
7236	26.714
1577	4.222
122090	53.343
8909	23.293
11716	36.085
12231	32.942
10384035	11.610
6270	46.438
156255	23.975
7659	16.506
11409	15.853
6402	44.539
11919	38.972
7856	36.168
13257	7.447
21106036	5.635
13840690	10.328
7765	32.446
7538	34.083
71787	25.332
441	31.3
2606	29.246
11795	23.713
6287	40.980
14692	40.844
7223	8.934
7685	8.919
123860	39.708
7672	26.555
9970	23.432
13857694	11.231
16159	34.205
7088	19.127
28969	11.716
12069	25.960
11265	39.048
13648	10.770
13876539	10.843
7533	38.023
7131	11.861
7434	35.064
13866817	11.231
6977	16.506
13854136	9.724
447	9.880
13837760	5.129
13835151	9.724
191	29.360
7234	8.997
71628	38.339
7132	10.770
11087	13.946
18801	27.858
13837988	11.231
10696	54.042
76894	51.426
12456	35.998
12445	32.366
69569	51.117
12809	37.967
7138	3.89
10236	16.506
13863618	8.859
4446445	35.623
3954	29.995
55205	29.3
11021	12.779
14198	43.317
29026	31.205
5976	24.375
13875258	14.101
9903	12.642
7183	19.770
21181	29.409
13839416	26.2
7851	32.303
18410	36.615
13865680	12.915
21112023	11.643
503239	14.291
4878	5.129
932	30.645
12010	36.204
63908	9.261
5830	11.729
13839308	10.748
14680	33.861
28682	10.770
14169248	32.587
63310	35.763
11671339	51.141
391428	44.991
122446	32.265
238	7.219
7239	13.490
11863	33.768
2041618	56.873
13851576	13.311
13854248	9.838
10437215	15.142
8070	12.721
370	32.225
455090	14.291
11632	35.702
14840	35.090
2656	44.033
78828	57.212
10422	37.763
20939	46.015
69914	51.141
9976	37.888
73479	9.510
924	14.291
6883	11.988
5979	41.878
577	14.165
13658	22.93
21106366	15.320
7419	16.587
14299946	50.040
331	9.784
7448	20.701
7509	38.377
12632	35.776
61001	17.205
28982	12.915
11604	12.915
62534	12.944
62408	12.944
123207	10.544
75951	36.937
13837787	5.450
13839123	13.569
59483	45.574
18724	19.127
7850	33.696
13875432	8.180
8665	9.880
13839128	13.569
13875219	8.180
456015	13.490
55084	38.997
6974	11.164
8657	9.880
13849981	49.754
26824	62.198
72793	39.049
21106014	11.910
6296	42.646
14256731	55.131
13860775	11.538
7140	12.721
13869339	9.838
13647	21.753
764	5.129
7800	36.994
8071	12.835
13835932	26.479
7809	35.357
4449	26.886
13839110	13.569
29029	34.211
21106525	14.573
7142	9.784
132	9.784
12220	40.311
20570	14.291
21106144	9.392
7190	12.721
8140	13.796
13869451	9.838
15461	23.975
76394	8.144
7518	14.215
8520	63.317
8883	40.404
6079	12.835
2931	42.276
10536	40.662
25552	17.621
13848808	14.553
10181341	11.769
10328	16.511
15846	34.116
5596	6.787
4962	9.841
13869462	15.226
11871	42.632
10265270	35.059
222538	11.988
768	14.042
2849146	11.988
8674	14.632
13869480	11.538
12635	40.879
65523	11.988
6999	22.008
2441	43.763
7662	16.847
13856352	13.386
7506	48.385
6897	16.282
8186	16.273
15431	18.746
58234	44.282
21106146	9.392
15387	35.214
8574	33.557
1015	3.3
26325090	33.326
13842573	11.164
9564	10.631
221226	13.555
8912	44.174
7848	36.680
13875441	11.164
13863774	9.392
13871718	15.054
10179239	35.059
10227261	59.528
776	3.3
906	0.0
21168813	16.273
4366810	40.675
7170	28.536
12821	8.763
13619	38.002
392	6.787
8097	15.554
299166	12.715
21106013	9.506
13869414	11.538
21111817	14.893
7511	41.288
24641	41.960
21106020	9.506
17131	21.947
10756	47.919
7984	31.728
10404	19.499
13853953	9.506
12218	38.688
21105897	18.847
13862559	16.847
5593	3.3
123	8.859
11773	12.397
13846663	21.691
10451	67.553
7852	36.772
7872	39.797
13662	5.835
12637	35.580
376	32.272
6780	0.0
6794	22.879
21106018	13.682
72551	39.848
15427	16.711
13859497	13.766
11576	18.224
6635	50.696
21111781	13.610
11080	6.787
13835630	38.865
105291	12.485
14846	39.906
13868640	17.198
21105859	14.593
11862	38.269
8910	29.116
14227	16.386
10437210	8.230
11589	17.570
64699	35.475
8098	0.0
589165	17.934
6781	11.206
12933	49.599
13853758	18.490
9893	18.706
6621	11.004
558878	50.239
8855	0.0
10980	15.818
206561	13.933
15855	46.593
13835126	16.386
5882	11.109
13864445	16.847
21170967	11.206
12478	8.763
21105870	17.595
13229	46.617
13849989	51.297
24535	24.866
18019	75.830
73390	16.282
6674	15.818
11591	13.513
67360	37.028
553578	50.239
10437335	16.282
14593	38.051
10432	16.511
7745	23.981
21159695	17.898
7891	43.791
10972	15.818
11557190	70.723
8183	11.109
12219	39.591
880	12.866
1446	12.349
2923	17.430
6775	12.397
12954	41.525
8576	38.126
21105848	16.174
68109	64.627
7882	36.468
120548	16.236
10181339	16.634
6788	5.502
13853943	8.112
11672	12.397
57726	42.468
10892	14.535
6898	20.666
1905	40.361
21106470	0.0
6950	0.0
13860434	16.174
12972	43.711
21106148	11.206
10664	6.455
7890	40.913
71876	45.890
7176	14.553
15965	19.814
67653	38.125
13487	22.411
9088156	58.631
7871	41.6
68224	68.188
18	12.349
4511751	49.694
10181338	14.535
10756390	68.188
84971	32.441
388391	32.441
13871489	44.339
11629	16.174
2241	7.442
21106519	20.809
11460	13.138
7189	13.335
8521	76.828
13876103	24.782
11510	19.763
14349	39.684
7211	7.78
2937774	18.227
11584	20.588
21105998	22.335
6736	5.502
4963	10.006
6789	5.616
6737	5.616
59482	21.617
81814	52.632
14021447	84.233
71	12.349
80863	22.528
955	6.455
7145	8.112
917	22.528
3350	12.349
10616	11.109
7172	7.78
10257	7.78
953	11.441
1151	8.429
21106571	22.462
6827	40.882
11422	18.835
21106163	22.462
10025	35.183
13835344	18.086
15853	39.939
21106140	29.533
10801109	46.910
86394	38.299
21106145	14.660
62310	22.379
13835706	47.971
7092	11.142
1448	10.345
8182	14.439
21106518	14.993
10437239	16.779
13848793	6.292
68676	23.220
16180	46.702
7600	47.526
13846959	7.108
6773	20.385
7340	52.2
13837329	23.977
21106581	14.660
16475	11.957
7146	12.349
185	7.522
6828	0.0
11488212	14.666
6646	32.441
10801842	47.905
16387	48.556
11586	15.878
62472	15.878
16388	53.217
21108576	14.993
6480	5.502
23083	23.988
10628694	5.463
7892	39.380
71437	48.503
5644	47.592
10909	11.004
10918	11.004
8935	24.256
4510206	39.603
7757	47.111
13846749	18.847
2298886	56.224
6550	12.383
8341	2.565
7208	14.439
11882	43.825
4611	19.546
13835351	20.385
8374	22.726
70682	44.092
13492	25.322
13677	10.351
6739	2.565
17347	14.338
7875	45.620
11777	19.763
7310	18.783
11465	17.432
2157	18.935
8150	13.282
7302	1.619
7202	14.218
7042	13.674
6035	18.359
11776	25.797
10908	11.004
10850	11.004
556589	23.853
7299	4.601
8577	42.595
21106900	20.651
17652	43.797
5915	9.943
10106	51.576
63518	24.529
17868	0.0
6706	18.383
10851	11.004
11588	21.166
79969	23.807
6675	21.166
71193	16.838
2206	43.147
13867714	0.0
4445317	62.281
10849	11.004
11595	21.511
1906	15.430
6193	54.274
67270	16.644
16177	42.851
6033	16.644
6478	9.731
15517	18.484
10841	11.004
13574	46.546
8319	4.222
7964	51.362
15789876	73.972
21105699	0.0
13622	49.614
10829	11.004
11507	25.797
7585	60.629
6790	4.222
15495	25.290
13860	14.862
10831	11.004
56515	58.324
20124	8.599
744	14.964
10343	15.847
218253	5.616
454319	96.893
76154	22.535
33084	50.494
67414	54.074
220998	47.349
15867	31.794
7901	42.292
14627	1.945
21106570	28.078
10449	81.063
10813	11.004
199342	39.529
15755	11.231
15702	27.771
62484	25.935
4522053	50.844
8273	4.008
11883	46.737
8262	4.008
642951	21.494
15747	28.234
15524	11.231
13837303	32.564
305	35.624
230	36.459
14995	11.231
10733068	85.235
256210	1.945
33421	11.231
67470	11.231
33416	55.218
14994	11.231
15756	11.231
12938	56.054
6588	3.89
15475	11.231
7279	21.336
23886	11.231
14472	49.831
15476	11.231
42330	46.472
2991	5.346
12682	16.506
4762	32.814
361	14.913
6592	4.601
11884	45.763
15488	5.616
15478	11.231
21106573	26.352
11003	3.3
15489	5.616
15861	16.506
7155	14.999
64155	26.280
2627	29.604
24142	52.525
8073	17.172
44152	47.698
26325080	97.744
8916	66.189
4267	58.246
33455	11.231
15619	16.506
96749	37.346
18336	24.246
5236	29.176
440	38.404
2973	54.537
3173	60.931
2185	0.0
1361549	34.891
7915	45.203
30600	11.231
1438	28.362
15477	11.231
10437836	28.680
8120	29.291
26010	11.231
7152	19.343
13846658	2.565
8470	26.952
3544	35.596
15621	16.506
33934	11.231
7913	51.443
7994	56.129
2468	34.631
6840	6.220
12133	33.897
11632871	58.129
34863	16.847
63968	1.945
61739	5.129
68437	16.506
66895	30.352
26260	16.506
33932	11.231
33933	11.231
5027	32.573
192748	19.768
8282	5.129
5004	41.007
34188	16.847
13114	26.292
18280	76.611
12024	64.045
2068	29.578
6835	4.222
78998	51.586
72056	43.670
4626	67.442
2169	37.778
23115	64.641
6492	5.129
4103087	14.567
9824	5.346
15473	11.231
34664	16.847
9053802	52.201
37904	16.847
13856959	11.004
12586	55.533
5368	44.158
707	54.081
34665	16.847
17098	11.231
17099	11.231
84188	16.847
15620	16.506
8111	0.0
3210	75.215
49469	37.725
967	30.643
158870	16.847
2915	7.794
83330	46.476
157093	16.847
4768	42.983
34864	16.847
14993	35.394
8329	10.692
970	0.0
7917	48.115
136000	16.847
34866	16.847
83374	16.847
2297538	69.920
20848	42.083
457145	16.847
8067	33.694
37918	16.847
457140	16.847
34865	16.847
8241	39.628
14620	39.102
6593	3.3
21782117	76.125
135983	16.847
10540	52.560
25472	32.454
25605	16.847
6464	31.968
25677	22.462
136001	16.847
136003	16.847
34666	16.847
82753	14.765
10438331	12.607
2121	31.340
1278	0.0
4457	57.426
62265	18.329
11974	34.396
31991	36.986
481441	91.648
34867	16.847
84235	16.847
13087	42.051
2079	56.382
2424	34.872
5256	69.241
7315	7.643
15474	11.231
37915	16.847
40191	22.462
29348	45.712
26011	16.847
28287	58.145
62632	54.497
30932	52.801
22172	40.690
5899	14.490
2297441	36.986
37905	16.847
3987	34.283
33617	43.407
2283071	22.008
34830	50.813
16568	40.356
108106	72.098
69223	42.276
35581	22.462
23912	76.952
13302	40.982
4932499	22.008
3006	72.632
56793	22.462
13090	9.165
34868	16.847
10243	32.3
13850879	62.813
56791	22.462
14674	69.282
15729	39.832
8060	13.569
9040	55.904
34870	16.847
30881	42.013
17587	35.892
34869	16.847
457144	16.847
5807	42.280
9026	34.880
3008	32.567
4575	54.594
135925	16.847
4759	44.306
82777	22.462
34871	16.847
454495	22.462
6688	14.235
36319	45.364
533188	22.462
34872	16.847
10169	3.648
11891	51.026
56792	22.462
26325081	111.254
8058	8.856
20493	47.726
36278	43.148
35580	22.462
82755	22.462
82842	57.972
15417	38.984
46262	22.462
136002	16.847
28941	39.785
56123	41.801
5342	75.687
56784	16.847
16182	22.462
56785	22.462
56790	22.462
26563	66.261
13303	40.071
82765	28.078
82767	47.126
12705	45.276
14826	71.073
30816	45.719
16481	68.814
97173	22.462
102720	22.462
7051	50.212
21924	16.847
102721	22.462
33458	22.462
82818	22.462
3548	45.887
35579	22.462
38839	51.533
27749	34.267
34667	16.847
56795	22.462
56788	22.462
1994	49.870
8939	47.240
16482	68.290
36972	22.462
21106365	11.093
4760	50.481
34873	16.847
7967	68.570
559096	59.381
35582	22.462
56771	28.078
13520	48.906
56774	28.078
9873	13.140
3463	75.801
37744	28.078
12874	49.581
46893	22.462
82807	22.462
35081	28.078
56769	28.078
35584	22.462
3864	77.273
13300034	49.119
10292746	76.125
33829	45.545
102833	22.462
47912	22.462
13844817	42.871
82817	22.462
82762	22.462
2839	46.439
6842	15.587
82754	22.462
157094	22.462
3229	49.385
5237	7.794
82840	47.207
34189	22.462
16736498	76.989
7968	71.775
29117	8.642
33304	22.462
56794	22.462
13837319	45.452
457138	22.462
39406	28.078
56780	28.078
27793	22.462
106355	22.462
6767	16.577
34847	28.078
102897	22.462
2581	53.938
6417	48.681
103011	22.462
82712	22.462
56781	28.078
45444	28.078
102947	22.462
102933	22.462
33457	22.462
8287	68.182
33280	22.462
36029	37.801
46263	22.462
56777	28.078
33666	33.694
56787	22.462
16736486	78.178
102801	22.462
82873	66.22
8288	40.889
4025	54.796
17339596	58.149
33456	22.462
2629	56.314
33386	22.462
2003	78.029
6514	21.043
36973	28.078
97172	22.462
36974	28.078
82819	28.078
15572	50.223
102856	22.462
13115	69.553
8800	0.0
29153	0.0
35583	22.462
82820	28.078
45445	28.078
4886542	2.793
103066	22.462
46894	28.078
32873	58.831
35563	30.952
17684	63.920
44885	35.755
46710	49.283
33326	44.460
4745	42.817
26325088	54.428
56772	28.078
34848	28.078
56760	33.694
84346	33.694
26325085	53.164
28552	42.549
12364	54.408
56755	33.694
82796	34.906
35265	43.103
56789	22.462
4599	32.797
24638	42.243
56768	28.078
13328	73.127
4437893	21.247
6371	18.754
56778	28.078
3277	17.446
4526760	56.497
21568	42.766
96948	28.078
16415	28.078
193215	78.029
26325087	54.428
37779	28.078
56779	28.078
11274	3.89
35585	28.078
84344	28.078
56786	22.462
82797	58.186
5363	21.030
541032	30.927
31129	78.132
37749	38.4
56776	28.078
46264	22.462
83413	33.694
43354	28.078
457139	22.462
21429023	78.178
97055	28.078
4927801	90.123
34859	33.694
7260	20.9
19939	50.013
56756	33.694
4719431	53.525
102798	22.462
36976	33.694
45446	28.078
56767	33.694
8093	11.233
29631	45.401
34850	28.078
14348	56.849
559213	25.027
6453	16.308
84345	28.078
56766	33.694
102722	28.078
33281	22.462
1262	23.889
36975	28.078
154865	28.078
102741	28.078
26325082	124.765
32555	55.414
82740	33.694
215802	30.643
30459	66.822
23977588	76.989
4333	16.954
