Compound Id	40-h Tetrahymena toxicity as log(1/IGC50)
1	3.06
2	3.56
3	3.55
4	3.53
5	4.21
6	4.34
7	4.16
8	4.30
9	2.35
10	2.86
11	2.49
12	3.02
13	2.79
14	2.71
15	3.18
16	2.84
17	3.14
18	2.92
19	3.54
20	3.66
21	3.67
22	3.51
23	3.26
24	3.65
25	3.68
26	4.42
27	3.60
28	3.56
29	3.75
30	4.04
31	4.99
32	3.79
33	3.91
34	3.27
35	3.60
36	3.73
37	3.76
38	4.25
39	3.87
40	4.18
41	5.16
42	5.31
43	4.06
44	2.49
45	2.60
46	3.11
47	3.18
