Compound Id	BCUT [BCUTc-1l]
13837650	-0.2144848071428949
29015	-0.3973693376647279
258	-0.4217141330931282
7714	-0.1734563265195744
7882	-0.3957320863758975
7837	-0.3957236885932045
7812	-0.3957208569591473
932	-0.3957265039493434
6040	-0.3957180100383972
1004	-0.4217349827303272
10445	-0.1593397117861735
6320	-0.392771905331087
6312	-0.3954546885632372
6146	-0.3900987691158966
21011	-0.3927649072464542
3644	-0.3930390410151454
29000	-0.3957083346236356
175	-0.2997948497161485
6102	-0.4377872375148801
236	-0.1806648660718446
7224	-0.4340356119026306
7673	-0.1332147753920447
6321	-0.2995008310820784
29012	-0.3158601504236790
5730	-0.1182988073649413
7676	-0.1630732501192198
5977	-0.1499159464109231
7787	-0.1527974421089599
7679	-0.2991899677653062
14840	-0.1705051648388687
8569	-0.3806422871189270
121365	-0.2811301480502846
6104	-0.1851341122482958
3168	-0.3811880449166726
12181	-0.281178694178321
7890	-0.1705051786580336
682	-0.4221252109215208
8525	-0.316136138243567
7219	-0.1718745453756739
9614	-0.2388597881019609
8560	-0.1705051432669667
7767	-0.1705051651766074
864	-0.425376469352967
6335	-0.3191902704318425
14672	-0.4056247909563963
7674	-0.1468863454106805
7641	-0.1503812875882690
11752	-0.2814299609438068
11815	-0.2848513370004998
13014	-0.2803755119489993
6334	-0.2814425268721548
28994	-0.3050896801591702
12814	-0.2803707711376334
7849	-0.1705051577633551
349	-0.17050515057365
6967	-0.1491028782054671
7712	-0.1705084810009635
7636	-0.3117557455883470
7521	-0.1504832811288171
29080	-0.2289594362555434
7737	-0.380627853051229
1108	-0.150489276567575
13619	-0.1705051718028902
