Compound Id	BCUT [BCUTp-1l]
13837650	5.098033503676317
29015	5.14009795841444
258	3.7877194582288025
7714	5.047001581254037
7882	3.9505399678007502
7837	3.933348379576832
7812	3.9137001992840394
932	3.943172335944026
6040	3.8744035725684474
1004	3.6295881582053475
10445	5.911937500000001
6320	4.267371299948298
6312	3.9529975324823394
6146	4.581745840952053
21011	4.424558263236046
3644	3.9529969889527976
29000	3.9529974567795874
175	3.4864977944019278
6102	3.087472881314871
236	6.093375000000003
7224	4.087913741266184
7673	6.63249050132148
6321	3.800872341448102
29012	3.6824494676174786
5730	6.917584921691946
7676	5.886181660443647
5977	5.938437168395061
7787	6.453750000000003
7679	4.199872578350028
14840	5.112413350934599
8569	5.008287210367614
121365	4.542352749538177
6104	4.95766462325983
3168	4.559545341615024
12181	4.345870886706655
7890	5.1161243128421505
682	3.312473145641824
8525	3.5645591160592165
7219	5.4475891236680685
9614	3.839185018506611
8560	5.077765769516023
7767	5.038149357369628
864	2.666419115825281
6335	3.4073714473940004
14672	4.644246824322424
7674	5.840369998889885
7641	5.91885580092506
11752	3.874309390334786
11815	3.233560349241642
13014	4.430496958693596
6334	3.7171221765237483
28994	3.0763729872566623
12814	4.249122260200357
7849	5.107464721976749
349	5.097566341212658
6967	6.0765174378031555
7712	4.958848988607048
7636	3.388684466010682
7521	5.839993534937781
29080	6.375499999999998
7737	5.01699285422808
1108	5.761226938154092
13619	5.114887429447138
