Compound Id	AutocorrelationCharge [ATSc1]
13837650	0.1
29015	0.363
258	0.083
7714	0.044
7882	0.083
7837	0.083
7812	0.083
932	0.083
6040	0.083
1004	0.083
10445	0.0
6320	0.076
6312	0.083
6146	0.071
21011	0.076
3644	0.076
29000	0.083
175	0.122
6102	0.103
236	0.0
7224	0.095
7673	0.027
6321	0.121
29012	0.271
5730	0.176
7676	0.040
5977	0.146
7787	0.0
7679	0.120
14840	0.0
8569	0.168
121365	0.171
6104	0.105
3168	0.168
12181	0.195
7890	0.0
682	0.084
8525	0.271
7219	0.0
9614	0.085
8560	0.0
7767	0.0
864	0.095
6335	0.279
14672	0.168
7674	0.0
7641	0.0
11752	0.173
11815	0.196
13014	0.195
6334	0.176
28994	0.199
12814	0.196
7849	0.0
349	0.0
6967	0.0
7712	0.0
7636	0.432
7521	0.0
29080	0.163
7737	0.168
1108	0.0
13619	0.0
