Compound Id	AutocorrelationCharge [ATSc3]
13837650	-0.050
29015	-0.182
258	-0.007
7714	-0.004
7882	-0.007
7837	-0.007
7812	-0.007
932	-0.007
6040	-0.007
1004	-0.007
10445	0.0
6320	-0.014
6312	-0.006
6146	-0.019
21011	-0.014
3644	-0.015
29000	-0.007
175	-0.038
6102	-0.035
236	0.0
7224	-0.022
7673	-0.004
6321	-0.035
29012	0.051
5730	0.053
7676	-0.007
5977	0.037
7787	0.0
7679	-0.032
14840	0.0
8569	-0.002
121365	0.029
6104	0.017
3168	-0.004
12181	0.048
7890	0.0
682	-0.009
8525	0.049
7219	0.0
9614	-0.015
8560	0.0
7767	0.0
864	0.0
6335	0.069
14672	-0.013
7674	0.0
7641	0.0
11752	0.022
11815	0.067
13014	0.067
6334	0.030
28994	0.076
12814	0.072
7849	0.0
349	0.0
6967	0.0
7712	0.0
7636	0.245
7521	0.0
29080	-0.034
7737	0.006
1108	0.0
13619	0.0
