Compound Id	PetitjeanNumber
11795	0.4
13220	0.5
10775	0.333
10755	0.5
16689	0.4
11055	0.5
7619	0.5
10737	0.333
69505	0.4
11056	0.5
7385	0.5
14752	0.5
7475	0.5
7761	0.5
10777	0.333
63026	0.333
7626	0.5
17558	0.429
12924	0.333
7515	0.5
10776	0.333
55090	0.333
21106526	0.5
7027	0.333
8490	0.4
14679	0.333
12809	0.444
13864773	0.5
7387	0.5
11998	0.5
11763	0.5
6119	0.5
21170543	0.5
8141	0.333
12810	0.5
21106016	0.5
6341	0.333
13860641	0.4
10364	0.4
21106583	0.5
9614	0.25
16268	0.444
7514	0.5
13875281	0.25
15846	0.444
11170	0.5
8157	0.5
11087	0.25
7391	0.5
13875320	0.25
13619	0.5
7465	0.4
6248	0.5
55085	0.4
29036	0.5
15480	0.5
5889	0.25
8552	0.5
55110	0.5
21106133	0.333
13860775	0.4
7882	0.5
13838404	0.5
8576	0.5
11909	0.333
11875	0.5
19231	0.4
7678	0.25
11530	0.333
361265	0.5
62737	0.5
447	0.4
15443	0.4
66464	0.333
6728	0.4
971	0.25
62577	0.5
66754	0.5
10301338	0.333
12640	0.333
21069	0.4
10008	0.25
177126	0.333
21111768	0.25
87514	0.5
10989	0.4
2016737	0.5
7225	0.4
8524	0.5
1013221	0.5
11107	0.5
21349	0.5
2005898	0.333
8537	0.25
5978	0.5
1477	0.5
11694	0.5
6332	0.333
2005963	0.333
7690	0.25
7683	0.25
13835293	0.5
61707	0.333
2005897	0.25
12225	0.333
66578	0.5
11244	0.333
1414905	0.5
60308	0.5
26072	0.5
12444	0.5
17801	0.5
10759	0.4
15794	0.5
11064	0.4
11370	0.5
18604	0.5
6149	0.5
66568	0.4
6156	0.5
7334	0.5
10420	0.429
13400	0.5
7419	0.429
25609	0.5
10571	0.5
14729	0.25
7621	0.5
21111805	0.4
10534	0.0
70705	0.429
14753	0.429
12807	0.5
7627	0.5
11410	0.4
21111882	0.4
21132380	0.25
13839109	0.429
13471	0.5
7672	0.25
7641	0.25
7689	0.25
7676	0.25
21106169	0.333
13863629	0.5
11062	0.25
13248	0.5
6042	0.5
8335	0.4
7673	0.25
13860692	0.25
10001	0.5
7881	0.5
11655	0.429
11783	0.25
11765	0.25
13856579	0.5
28777	0.4
7802	0.429
67360	0.5
13860335	0.4
11210	0.5
7890	0.455
11077	0.25
7803	0.429
7229	0.4
13842613	0.25
13835895	0.444
7883	0.5
630	0.333
9349	0.4
11862	0.429
21106134	0.4
13876621	0.429
13881329	0.4
9917	0.333
21105871	0.25
1031	0.333
7521	0.4
7235	0.4
6726	0.4
1071	0.444
11063	0.25
287294	0.5
60121	0.5
59438	0.4
12150	0.5
12144	0.25
61553	0.4
7611	0.5
14991	0.25
59556	0.5
13835151	0.4
9350	0.4
13844	0.5
96573	0.4
11066	0.5
62628	0.444
9357	0.5
66996	0.25
14609	0.4
10432	0.4
1479	0.25
7610	0.5
11708	0.4
10467	0.5
8882	0.0
7651	0.25
764	0.4
653	0.5
392	0.4
24633	0.4
9611	0.5
5705	0.25
11757	0.5
69826	0.4
13450	0.5
7747	0.4
11603	0.4
7628	0.5
7694	0.5
7065	0.4
13837280	0.333
16383	0.429
8568	0.5
7794	0.5
24634	0.25
21105900	0.5
8514	0.429
14205	0.4
11660	0.5
19110	0.5
15432	0.4
11741	0.5
21896	0.444
13875230	0.25
6406	0.5
13840690	0.4
11041	0.4
17474	0.5
13875392	0.25
7891	0.455
12067	0.4
13402	0.5
16486	0.4
6252	0.5
6135	0.5
10236	0.25
9228	0.4
5730	0.5
8160	0.333
13673	0.5
13875180	0.4
7013	0.5
7224	0.4
11180	0.333
12221	0.455
7392	0.5
7903	0.5
63871	0.429
11882	0.5
21106525	0.5
13851576	0.4
7893	0.455
7894	0.455
19108	0.5
13869480	0.4
924	0.4
13840647	0.25
13875160	0.4
6409	0.5
6654	0.5
11057	0.5
6630	0.25
62314	0.25
59426	0.5
370	0.5
7007	0.5
17221	0.5
14890	0.333
7901	0.5
78543	0.5
13875258	0.4
7241	0.4
13849	0.5
9563	0.4
15708	0.5
13875432	0.25
21111781	0.4
14436	0.167
13875219	0.4
7795	0.5
21106513	0.5
28982	0.5
18685	0.5
13839174	0.25
78	0.4
13860491	0.4
62877	0.5
13868660	0.4
8665	0.5
13869414	0.5
11021	0.5
7519	0.4
13842573	0.4
11242	0.333
333	0.25
7480	0.25
13869339	0.4
62226	0.5
13839151	0.25
59439	0.4
7236	0.4
11038	0.4
6991	0.4
16257	0.5
13646	0.4
11350	0.25
7634	0.5
9849	0.5
10955	0.5
6983	0.4
10251740	0.5
6652	0.5
1131173	0.333
9546	0.5
7632	0.5
1013196	0.333
23718	0.5
11179	0.333
10795	0.5
10445	0.5
10742	0.5
7657	0.5
6338	0.333
8659	0.5
7248	0.4
8531	0.5
11818	0.4
61026	0.5
10428	0.444
10253	0.4
11911	0.333
11790	0.444
13040	0.5
7509	0.444
13473	0.429
12829	0.5
21242799	0.5
13451	0.429
14888	0.4
6176	0.333
8013	0.5
13032	0.4
21106562	0.5
7448	0.429
21168731	0.25
13875381	0.25
61200	0.5
7879	0.444
11607	0.4
13839308	0.5
7129	0.4
16887	0.4
8579	0.5
7900	0.5
7744	0.4
11879	0.444
6628	0.25
21106155	0.429
21111850	0.5
11883	0.462
7866	0.444
13881571	0.5
9360	0.25
14787	0.4
12451	0.4
13856009	0.4
13848467	0.429
8138	0.4
9326	0.25
13644	0.4
6677	0.4
70682	0.444
72625	0.5
7132	0.4
13835630	0.5
12060	0.429
66344	0.5
6990	0.4
21105859	0.429
6985	0.4
66551	0.167
8098	0.4
74169	0.4
191427	0.429
21106167	0.5
7135	0.4
11091	0.4
6277	0.4
207215	0.5
7915	0.462
6177	0.333
13861	0.5
21168837	0.25
15526	0.5
13033	0.4
67466	0.429
7388	0.5
14165	0.4
10649	0.4
13866817	0.4
7635	0.5
14163	0.4
21111896	0.4
4642	0.4
11500	0.25
25942	0.4
21105878	0.429
5704	0.4
8911	0.0
25757	0.4
65689	0.4
13836283	0.25
16011	0.4
6253	0.333
24133	0.4
16237	0.25
60497	0.5
11651	0.429
7518	0.4
21106018	0.4
60662	0.4
73531	0.5
63882	0.5
12823	0.5
34095	0.455
56234	0.5
63307	0.5
87265	0.5
21844	0.4
12821	0.4
11181	0.333
521915	0.4
22006	0.4
12822	0.5
13868640	0.4
63180	0.4
9964	0.429
8852	0.4
10471	0.5
16931	0.5
13837582	0.25
13837760	0.25
5975	0.5
4878	0.25
12478	0.5
123	0.5
11022	0.429
8528	0.25
11080	0.25
68939	0.5
68309	0.4
63658	0.25
14346	0.4
68282	0.4
5408	0.429
5596	0.25
11489	0.4
62546	0.4
1017	0.4
13421	0.5
26065	0.4
21998	0.4
26066	0.4
7581	0.5
17976	0.4
26068	0.5
7580	0.5
15532	0.4
9478	0.5
13231	0.5
21106102	0.5
63017	0.444
9903	0.25
73565	0.5
7511	0.5
21106174	0.25
7659	0.25
6977	0.4
13865426	0.5
6794	0.5
20521	0.5
5931	0.5
21106522	0.25
21111905	0.4
6883	0.5
13622	0.462
13869451	0.25
11073	0.25
9328	0.4
6143	0.5
21111798	0.25
7908	0.5
13870160	0.5
12061	0.429
11930	0.5
21105937	0.429
21171406	0.25
17428	0.333
61765	0.5
6974	0.25
31931	0.25
11511	0.4
13438	0.5
15431	0.5
11517	0.25
13837686	0.25
13854818	0.4
10935	0.25
21106578	0.25
11885	0.5
37466	0.5
67735	0.5
17383	0.5
60103	0.5
7871	0.5
23643	0.462
13869434	0.4
12972	0.5
11432	0.5
26091	0.4
13860633	0.25
81759	0.429
6881	0.5
7961	0.333
13839123	0.4
21168833	0.429
29080	0.333
7437	0.5
9910	0.4
21111816	0.25
8873	0.25
6951	0.25
13875441	0.25
2863	0.5
13626	0.333
6788	0.5
11485	0.5
19037	0.429
11433	0.5
477171	0.444
7917	0.5
72054	0.5
21111785	0.5
17163	0.429
69446	0.429
13254	0.5
10790335	0.333
21106019	0.5
8319	0.4
63447	0.4
126037	0.429
20151	0.5
21159424	0.4
6774	0.5
10857	0.25
69896	0.5
21112332	0.429
61802	0.5
13839110	0.25
2005824	0.5
9564	0.4
6988	0.4
6633	0.25
24729	0.429
100	0.4
26031	0.5
13839128	0.4
75563	0.333
10181341	0.5
6160	0.333
11460	0.5
15420	0.5
60129	0.5
4962	0.4
9908	0.4
96816	0.4
11663	0.5
72534	0.4
12173	0.333
8876	0.4
8070	0.4
13839080	0.25
6790	0.5
11662	0.5
56139	0.5
880	0.5
5242	0.5
10250	0.5
4963	0.4
10254	0.4
589165	0.5
12480	0.25
1013337	0.5
3635	0.5
20732	0.5
61354	0.25
60191	0.4
352	0.25
9612	0.5
6191	0.333
14830	0.5
18688	0.4
13038	0.4
11919	0.5
7507	0.5
7183	0.5
10355	0.4
7088	0.4
6287	0.5
13850405	0.429
21106521	0.4
6342	0.333
13861934	0.333
17481	0.4
6998	0.429
3973	0.5
60340	0.5
8097	0.4
13857694	0.25
73564	0.5
13875377	0.25
13837988	0.25
10239201	0.333
6780	0.4
12230	0.25
13848808	0.5
13063	0.429
9844	0.4
24142	0.5
6949	0.25
13861158	0.5
16377	0.429
7916	0.5
21105936	0.4
13875212	0.25
62402	0.429
21171515	0.4
61797	0.5
67462	0.5
21105889	0.5
10540	0.467
13848341	0.429
21153	0.455
29031	0.5
25119	0.444
13858096	0.5
11650	0.429
14507	0.429
75479	0.4
10648	0.5
7888	0.455
1072	0.462
21106470	0.4
211145	0.429
60136	0.4
15310	0.4
61428	0.4
11556	0.4
21168838	0.5
81705	0.4
12465	0.25
21105848	0.5
21109330	0.333
13837787	0.4
4209	0.5
9327	0.4
11891	0.467
21111804	0.5
8855	0.4
25968	0.429
13013	0.25
65745	0.4
10333	0.25
21111842	0.4
21394	0.4
13864445	0.25
70868	0.25
14390	0.4
221355	0.4
62582	0.5
7185	0.5
124526	0.5
62368	0.4
28973	0.444
16094	0.25
26799	0.4
21111774	0.444
61036	0.333
6852	0.429
62581	0.5
6999	0.4
17687	0.4
65682	0.4
10831	0.4
13860434	0.5
72056	0.462
7143	0.4
70511	0.5
16095	0.25
61585	0.4
32002	0.5
11413	0.4
72416	0.5
10892	0.4
11185	0.333
59433	0.429
10004	0.25
8867	0.25
21105795	0.4
1668	0.4
97850	0.4
10298354	0.5
21105699	0.429
4489	0.4
11673	0.429
238	0.4
2241	0.4
7951	0.429
911	0.4
13262	0.25
993	0.4
6995	0.4
21125563	0.429
6674	0.4
69983	0.4
8066	0.25
2015070	0.4
62423	0.429
58489	0.0
1078	0.4
70865	0.5
11477	0.5
11672	0.429
913	0.4
3268	0.4
10796	0.5
26070	0.5
12199	0.5
387	0.333
7073	0.5
15468	0.333
13439	0.5
7670	0.5
21105987	0.5
6656	0.4
13885245	0.5
13837281	0.333
7876	0.462
13882337	0.4
21106517	0.4
11412	0.4
26801	0.5
21159680	0.5
9078	0.4
83703	0.5
13876103	0.429
59482	0.5
6657	0.4
12044	0.429
21105867	0.5
11889	0.467
21106014	0.4
21106112	0.429
21111819	0.4
21108245	0.5
67835	0.5
17019	0.5
60586	0.5
21111817	0.4
21171496	0.4
11892	0.5
10800462	0.333
10771160	0.455
61434	0.5
21105932	0.429
69057	0.25
16685	0.5
6862	0.5
63909	0.4
11510	0.4
85185	0.25
21865	0.4
6479	0.4
64147	0.444
21106008	0.429
8140	0.4
3756	0.5
62236	0.5
20548	0.5
12818	0.4
15622	0.429
71784	0.25
13869655	0.4
18707	0.4
4611	0.5
11778	0.25
69628	0.4
13873600	0.5
15440	0.4
9900	0.5
68896	0.25
10772050	0.333
65	0.4
15317	0.429
6954	0.4
13667	0.5
11970	0.5
60848	0.0
13860817	0.4
12229	0.25
12675	0.429
11083	0.25
10881	0.4
97904	0.4
6481	0.4
13875161	0.4
6621	0.4
11327	0.5
1847	0.4
14836	0.143
8154	0.429
11509	0.4
13869661	0.429
63459	0.25
65701	0.5
10322	0.5
71655	0.4
62466	0.4
6739	0.4
6480	0.4
723	0.5
21106518	0.4
64111	0.4
7189	0.5
11417	0.4
7140	0.4
67879	0.4
11263	0.5
21106017	0.4
10895	0.5
8341	0.5
63931	0.4
7589	0.4
13835557	0.25
6943	0.5
62682	0.429
7797	0.5
29129	0.5
62532	0.5
3708	0.5
8438	0.5
64644	0.5
58563	0.5
62485	0.5
7190	0.5
68568	0.5
953	0.5
6787	0.4
132	0.5
571424	0.5
58968	0.25
9128	0.5
11588	0.5
452568	0.5
7090	0.4
21171506	0.5
10245	0.4
13865630	0.444
11246	0.5
7430	0.462
13448	0.4
21111758	0.5
12831	0.5
14942	0.462
6735	0.4
62359	0.5
21108549	0.4
7847	0.462
12674	0.429
62938	0.5
20140	0.429
10273	0.4
15644	0.4
11824	0.444
61196	0.5
21723	0.5
66365	0.5
62618	0.444
73658	0.455
7921	0.5
13867055	0.4
11304	0.429
13835126	0.5
69792	0.25
21111776	0.5
13881395	0.4
78722	0.5
21170125	0.4
33137	0.5
11145	0.471
6574	0.429
73537	0.333
14309	0.4
7175	0.429
13859497	0.5
14956	0.5
1306	0.429
13835344	0.429
13258	0.25
17720	0.462
33621	0.4
66385	0.4
11507	0.4
12013	0.462
6023	0.5
7186	0.5
776	0.25
21111723	0.333
62471	0.5
10303	0.5
14348	0.471
258907	0.429
10894	0.5
21159611	0.444
14918	0.5
12690	0.143
61763	0.429
19669	0.5
60464	0.5
60093	0.5
7662	0.25
53706	0.429
11332993	0.5
21106121	0.5
13868642	0.4
6828	0.429
70309	0.429
13867714	0.429
10248	0.4
79453	0.5
12669	0.5
59562	0.4
6878	0.5
7199	0.429
21112367	0.5
39404	0.4
9454	0.429
9218	0.5
11781	0.5
17347	0.4
11638	0.429
7740	0.4
217532	0.429
70512	0.5
12244	0.4
60032	0.4
62536	0.444
72274	0.4
6950	0.25
18107	0.429
11971	0.4
8998	0.4
1928	0.444
10977	0.5
91446	0.4
11585	0.429
11589	0.429
62484	0.429
63310	0.4
11776	0.25
23422	0.5
10380	0.429
7176	0.429
8382	0.4
88942	0.5
638258	0.429
13036	0.4
6724	0.5
11289	0.4
11626	0.5
13846959	0.5
10396	0.429
10243171	0.429
124	0.429
191	0.429
9225	0.429
81061	0.4
10972	0.4
11369	0.4
11773	0.5
10297844	0.429
6482	0.4
11576	0.5
10256859	0.429
73183	0.5
68122	0.5
5593	0.25
11587	0.5
608157	0.4
68837	0.429
5878	0.5
10181338	0.429
13257	0.4
62884	0.5
75095	0.429
1446	0.5
20160	0.429
62307	0.5
2005830	0.25
6079	0.5
10980	0.5
13866746	0.4
61190	0.5
31082	0.4
58333	0.429
6942	0.5
7301	0.5
21112244	0.4
63002	0.444
12045	0.429
15603	0.5
7300	0.5
8187	0.5
15410	0.429
67145	0.5
63057	0.5
7925	0.471
21111810	0.25
62633	0.471
7302	0.5
11372	0.5
67268	0.4
16913	0.5
67803	0.5
11573	0.5
11895	0.5
21278	0.429
21159579	0.429
6585	0.5
65704	0.5
6957	0.5
55242	0.5
11353	0.25
124512	0.429
61790	0.5
21106584	0.429
10966	0.4
13669	0.429
21106577	0.5
73763	0.333
59691	0.429
12047	0.5
21108577	0.5
6748	0.429
21105998	0.5
510851	0.5
10621	0.429
60092	0.429
62483	0.429
11003	0.5
6835	0.5
72918	0.5
15016	0.5
12259	0.4
63503	0.429
10539	0.5
11354	0.25
11488	0.4
62656	0.5
21111840	0.4
13029	0.4
66663	0.429
13839012	0.429
7928	0.5
60259	0.5
5966	0.429
73125	0.4
32882	0.4
11450	0.429
12586	0.5
13668	0.5
77230	0.5
7001	0.4
31264	0.4
14948	0.429
62390	0.429
12830	0.5
14690	0.333
60900	0.429
2972	0.25
11009	0.5
11584	0.429
8381	0.4
58331	0.429
13854242	0.5
10897	0.5
72141	0.429
3637837	0.5
63495	0.5
73626	0.5
72466	0.5
13846663	0.5
72148	0.429
68265	0.4
73512	0.5
61199	0.5
62698	0.5
15093	0.429
376	0.5
15244	0.4
10298355	0.4
11484	0.4
21106900	0.5
1583	0.4
50	0.5
8127	0.5
67229	0.429
13846749	0.5
61279	0.4
15663	0.429
9574	0.4
9547	0.4
284794	0.4
5622	0.5
9965	0.5
7805	0.5
6175	0.333
7279	0.429
11628	0.429
63512	0.5
121262	0.5
13476	0.429
222	0.4
6032	0.4
63328	0.5
6658	0.4
331	0.4
6675	0.4
14560	0.4
20861	0.429
7399	0.429
7141	0.4
79400	0.4
6246	0.25
10411	0.429
15753	0.5
11563	0.4
62357	0.4
7142	0.4
8155	0.5
68899	0.429
21185	0.429
11591	0.429
12055	0.429
61257	0.5
6270	0.5
7170	0.5
452969	0.5
452968	0.5
7116	0.5
6179	0.333
72051	0.5
13835108	0.455
11424	0.5
4436353	0.444
6296	0.25
15494	0.429
9425	0.4
14530	0.5
21159425	0.444
20124	0.5
15488	0.429
21171393	0.5
29024	0.467
64152	0.429
7926	0.5
77127	0.5
83365	0.5
8277	0.429
62583	0.5
21106529	0.5
7929	0.474
11434	0.5
62453	0.429
61418	0.4
1346	0.5
63533	0.444
60462	0.5
63208	0.429
12697	0.444
1688	0.462
60937	0.5
68404	0.5
21106540	0.4
70085	0.5
10237273	0.444
14340	0.4
7114	0.5
68709	0.429
21106585	0.429
55806	0.5
2973	0.429
13249	0.467
7364	0.444
6855	0.429
13272	0.5
6898	0.429
66847	0.4
15886	0.444
12840	0.429
38364	0.25
14559	0.5
12861	0.444
6620	0.5
1615	0.4
63956	0.5
27488	0.25
61381	0.4
71213	0.5
71964	0.5
15435	0.5
13848793	0.5
10446934	0.25
61542	0.4
6906	0.444
6864	0.444
15489	0.5
13490	0.429
61594	0.5
23083	0.5
70988	0.444
78578	0.4
11449	0.444
14413	0.333
6478	0.4
15418	0.25
54970	0.444
61599	0.429
6907	0.444
25276	0.4
21170959	0.429
6222	0.4
11446	0.429
7174	0.429
63319	0.5
8333	0.333
79481	0.5
60631	0.4
61749	0.4
1278	0.429
91500	0.4
8861	0.429
28829	0.429
8282	0.5
11624	0.5
15517	0.4
18799	0.444
68816	0.4
11399	0.4
4590	0.444
62467	0.4
8071	0.4
62328	0.4
1675	0.429
10025	0.444
84565	0.5
11476	0.5
13048	0.5
29091	0.25
62795	0.5
71934	0.444
7092	0.4
6707	0.4
531832	0.429
434	0.4
66572	0.5
70021	0.4
24438	0.5
6824	0.333
14869	0.429
72291	0.4
9929	0.4
5584	0.5
6854	0.429
61739	0.5
66716	0.5
2632	0.5
655	0.4
34195	0.5
8055	0.5
8111	0.429
84452	0.429
5027	0.5
5237	0.429
13846015	0.5
7069	0.5
67479	0.5
13882366	0.4
7098	0.4
2656	0.25
61311	0.429
21105876	0.5
7097	0.4
10287	0.5
21159574	0.5
22012	0.4
29023	0.5
66369	0.5
7091	0.4
13835351	0.5
71995	0.5
83338	0.5
17879	0.474
20971	0.25
21112533	0.4
76852	0.429
61383	0.4
16951	0.5
11897	0.5
9571	0.5
7325	0.429
12691	0.429
11373	0.5
61273	0.4
10407	0.5
70450	0.5
10425	0.5
10609	0.429
2388	0.5
70652	0.5
21159598	0.5
6716	0.5
9961	0.444
14582	0.429
960	0.5
11898	0.5
11421	0.5
21106172	0.4
6575	0.333
6916	0.5
71926	0.429
73945	0.4
9089	0.5
10289059	0.5
6825	0.429
11961	0.4
19862	0.333
15092	0.5
12524	0.429
12667	0.5
21168862	0.4
71672	0.429
70048	0.429
7311	0.5
62914	0.5
8807	0.4
15105	0.429
21111772	0.4
16208	0.5
6872	0.5
2915	0.333
8099	0.4
67953	0.25
62933	0.429
60263	0.5
19739	0.5
59146	0.5
60357	0.4
2179	0.5
25604	0.5
14585	0.5
19331	0.429
69970	0.25
15998	0.444
10363	0.429
72174	0.5
61561	0.5
63211	0.429
21106171	0.4
6823	0.429
532	0.429
6552	0.4
6033	0.5
2923	0.4
65785	0.5
454393	0.5
73131	0.5
5142	0.5
13846658	0.5
18708	0.5
10256	0.5
9075	0.4
65715	0.4
11580	0.5
6705	0.5
12114	0.4
15308	0.5
68579	0.5
15088	0.5
4444774	0.5
6928	0.5
6550	0.4
11595	0.429
616466	0.4
1103	0.4
19099	0.5
29090	0.5
21168888	0.2
7100	0.4
6655	0.4
12941	0.5
4445872	0.5
13837329	0.429
62501	0.444
7138	0.4
11437	0.429
6781	0.4
7914	0.5
66675	0.333
21169500	0.5
7889	0.471
205386	0.111
21733	0.5
12515	0.429
21170956	0.5
62372	0.4
11899	0.476
5374	0.25
67895	0.5
29002	0.5
21168556	0.429
8836	0.429
16109	0.4
61759	0.429
21106571	0.4
7103	0.5
60596	0.429
8862	0.429
10033	0.471
14414	0.333
11969	0.429
66759	0.429
66460	0.444
6770	0.5
6901	0.444
7119	0.5
61388	0.4
8662	0.455
21111849	0.444
63350	0.5
68350	0.5
70962	0.5
21106124	0.5
12291	0.5
59892	0.4
12696	0.444
19526	0.4
21159439	0.444
8434	0.444
7121	0.5
6757	0.4
70660	0.429
62756	0.4
16096	0.4
6834	0.5
4775	0.5
16644	0.429
7427	0.455
3581	0.5
970	0.429
6840	0.429
13493	0.429
3915	0.5
8860	0.429
11013	0.429
6592	0.333
11447	0.444
5004	0.455
5820	0.4
21106163	0.4
12274	0.5
5899	0.5
60188	0.5
78873	0.4
11475	0.429
6235	0.5
10801689	0.4
10582	0.5
11398	0.4
745600	0.429
9413	0.4
6586	0.5
64143	0.5
328957	0.4
13699	0.429
11974	0.4
17097	0.333
6856	0.429
13693	0.333
21106365	0.429
5606	0.4
12275	0.5
18	0.4
67788	0.5
5612	0.5
10986	0.429
12236	0.4
61560	0.333
61352	0.25
6845	0.444
8182	0.5
21171396	0.333
11472	0.5
24499	0.444
61101	0.5
21106146	0.4
6768	0.5
60012	0.5
7284	0.444
13856885	0.5
19816	0.5
6386	0.5
68220	0.5
28952	0.5
8058	0.444
6771	0.5
21159597	0.429
2991	0.5
12017	0.5
67790	0.429
72806	0.5
7120	0.5
13863774	0.5
74935	0.5
12307	0.5
62631	0.5
16896	0.429
10235	0.429
69150	0.444
6746	0.444
23472	0.444
5091	0.5
13090	0.5
24905	0.5
12100	0.5
7118	0.5
7355	0.5
7296	0.5
10664	0.4
123905	0.5
454604	0.5
61717	0.5
9886	0.429
955	0.5
7145	0.4
12864	0.5
8793	0.333
1118	0.429
65703	0.5
63555	0.5
453633	0.4
6601	0.429
2980	0.4
165975	0.5
453910	0.5
512092	0.429
2372	0.5
9779	0.5
16612	0.5
66916	0.333
61264	0.4
11614	0.5
71166	0.2
8470	0.5
2169	0.5
11982	0.5
200562	0.5
70280	0.5
10778469	0.333
15983	0.5
67282	0.429
9838	0.5
5816	0.5
27057	0.5
7268	0.5
10289	0.333
63453	0.4
56797	0.4
1061203	0.4
