Compound Id	BCUT [BCUTw-1h]
291	12.0
6084	12.11
11148	19.0
855	31.973
864	15.998
6089	14.009
6088	126.905
6094	12.110
6085	12.21
6103	31.973
7956	15.998
682	15.998
6100	126.905
6087	34.969
654	14.009
6101	14.009
6086	12.31
7954	12.110
6097	34.969
7555	12.110
1004	15.998
172	16.006
6092	78.919
7560	31.973
11729	31.973
31029	126.905
6102	14.050
5834	31.973
10046	126.904
7556	12.110
9644	31.974
11151	78.918
7712	12.110
6111	12.1
10437	34.969
3168	15.995
7721	31.973
6114	15.997
13837190	15.998
9233	31.972
7577	16.006
21171407	126.905
7566	14.050
258	15.998
13835977	14.009
6093	78.918
7728	15.998
512	16.006
21106015	34.969
7716	14.009
9990	12.110
13836021	15.998
6106	126.906
7713	12.210
21106179	19.001
13836674	34.969
6124	31.973
11835	15.995
7714	34.969
7553	78.919
1114	14.009
7732	15.995
11833	15.998
7711	78.919
6138	15.997
7717	14.050
7557	12.210
11807	12.110
7786	31.973
11834	31.973
256	16.006
7767	12.110
8894	12.1
3644	15.998
7559	16.006
11830	126.905
7567	14.050
7734	16.006
6040	15.998
7776	31.973
12977	15.998
13865015	31.973
9354	18.998
12450	15.998
693	15.995
278	15.998
13835550	14.009
13835336	15.995
10694	31.974
9480	14.009
11723	126.906
6308	12.110
64095	12.1
11099	12.210
7957	12.110
11109	12.110
12209	12.310
6121	34.969
6108	31.975
7737	15.995
7827	31.972
14512	31.973
8543	34.970
7770	14.050
1095	31.972
6104	34.970
12011	31.972
175	15.995
8896	12.1
7782	16.006
7772	16.006
8560	12.110
31016	12.110
6310	14.009
7738	15.995
7815	31.973
12010	126.905
9630	15.996
2916	78.919
7739	31.972
13839553	15.998
7736	14.008
7811	14.009
171	15.998
659	31.973
11728	15.995
173	15.995
2006126	31.972
11167	12.110
10765	12.110
7604	12.110
221079	12.1
7024	12.1
11110	12.210
10730	34.969
10766	12.110
8544	12.1
10113	12.110
68268	12.110
11121	12.110
6307	78.919
29000	15.998
13854808	15.998
6127	34.969
62433	31.972
6125	34.970
11125	16.006
72268	34.969
62241	12.110
10340	16.001
6321	15.995
11871	31.973
7810	78.919
11846	14.050
13836399	15.998
6311	14.050
6313	16.006
21168808	31.973
5993	16.006
13837112	34.969
349	12.110
19100	126.905
8554	15.995
10018	15.998
1020	14.003
13837650	34.970
7837	15.998
2275	16.006
1005	15.998
7835	14.009
13854130	78.918
7791	14.003
13837537	15.995
6336	16.105
236	12.150
11832	126.906
7787	12.1
7551	78.919
29015	15.998
13835209	15.998
8903	14.004
6334	15.995
13837702	14.009
8904	14.014
11229	15.996
7790	15.998
60524	15.995
13420	15.995
121383	12.110
6330	15.995
10951	14.113
1913	16.001
13835459	14.008
10020	31.973
6134	126.907
3530	16.001
6153	19.002
11232	12.110
14893	12.1
12201	12.210
6309	12.210
14686	12.1
12446	12.110
81237	78.918
12430	12.110
7674	12.1
14966	78.918
11551	12.110
11094	12.110
8158	14.003
11222	12.110
9484	19.001
122546	12.310
7605	34.969
76541	12.110
7788	12.1
15221	12.110
7833	12.110
8569	15.995
1108	12.150
21106561	14.003
10653	15.998
11128	31.972
8525	15.996
10536	31.972
7607	15.995
13839107	15.999
11865	34.969
13839199	14.014
13839575	15.999
11866	14.050
5977	34.971
7856	14.003
7715	78.919
11863	78.919
6305	78.919
7849	12.110
10498	34.969
7852	31.973
11874	126.905
6323	34.969
7838	16.006
7016	15.995
10733	126.905
13835401	14.010
29101	14.050
7710	78.919
7688	14.014
119963	18.999
21106520	14.003
7677	14.003
13839441	15.998
9646	12.110
932	15.998
13835180	15.999
259	15.998
7851	14.003
6147	31.973
11526	15.999
13874733	14.003
11750	15.999
6333	15.998
6146	15.998
13835604	15.998
67424	14.004
13884495	14.050
68156	15.998
61471	14.004
5439	15.996
10772140	34.969
72718	15.996
6331	15.995
4200	78.919
10464	15.995
1143	15.995
11787	15.998
62181	14.010
1664	14.009
234	15.996
61632	27.977
6148	34.969
84221	12.1
67620	12.1
6340	12.110
18792	12.110
121154	12.310
11086	12.1
121113	12.1
15438	12.1
454272	12.110
121640	12.1
14751	12.1
14672	15.998
11106	12.110
21073	12.110
6163	12.110
7219	12.150
7706	15.996
126201	12.110
21106560	14.003
2803	14.009
29025	12.110
10465	34.969
21105905	14.003
7022	15.996
7463	15.996
7244	15.995
7242	14.014
55123	16.006
7850	34.969
11095	15.995
11025	15.995
13840	16.006
11838	12.1
29026	14.050
7878	15.998
11029	15.995
21106032	34.970
7238	15.995
30349	15.998
6326	34.971
7701	15.996
13872667	34.969
14840	12.110
13851383	31.972
59607	78.920
10054	34.969
6967	12.110
12814	16.006
14349	31.973
7026	15.998
7765	78.919
10053	78.919
6165	15.998
69736	14.009
8574	15.998
6170	16.105
8909	12.1
733	15.999
60839	14.014
21997	14.009
15117	31.973
13835861	15.995
13835772	15.998
14608	14.009
13835579	14.009
10328	126.904
13839416	15.998
69525	15.995
6164	15.998
10988	15.998
21106481	14.050
18801	15.995
61810	15.998
737	15.999
5050	126.905
4418329	31.972
773	14.014
2070	31.972
3596	126.905
11795	15.995
13220	30.975
10775	12.110
10755	12.110
16689	12.110
11055	12.110
7619	12.110
10737	12.210
69505	12.1
11056	15.998
7385	12.150
14752	12.1
7475	15.996
7761	16.006
10777	15.995
63026	12.110
7626	15.995
17558	12.110
12924	12.310
7515	15.996
10776	12.110
55090	34.969
21106526	34.970
7027	34.969
8490	15.996
14679	12.1
12809	12.110
13864773	15.999
7387	14.003
11998	31.972
11763	15.995
6119	78.919
21170543	15.995
8141	16.006
12810	31.972
21106016	34.970
6341	15.998
13860641	14.009
10364	12.150
21106583	15.997
9614	19.0
16268	34.969
7514	15.995
13875281	34.969
15846	14.050
11170	34.970
8157	15.999
11087	126.905
7391	15.995
13875320	78.919
13619	12.110
7465	34.969
6248	15.995
55085	15.998
29036	78.919
15480	126.905
5889	14.009
8552	15.998
55110	15.998
21106133	15.998
13860775	15.995
7882	15.998
13838404	78.920
8576	14.009
11909	14.050
11875	15.998
19231	16.006
7678	15.998
11530	15.995
361265	15.995
62737	14.009
447	15.998
15443	15.995
66464	15.998
6728	15.998
971	15.998
62577	126.906
66754	31.972
10301338	78.919
12640	14.014
21069	15.998
10008	14.009
177126	30.975
21111768	14.009
87514	31.972
10989	15.995
2016737	31.972
7225	14.050
8524	126.904
1013221	31.973
11107	15.995
21349	31.973
2005898	31.973
8537	15.998
5978	31.973
1477	15.998
11694	15.995
6332	34.969
2005963	31.973
7690	14.010
7683	15.998
13835293	15.998
61707	15.995
2005897	31.973
12225	14.014
66578	15.995
11244	15.995
1414905	31.973
60308	31.973
26072	12.1
12444	12.210
17801	12.110
10759	12.110
15794	12.110
11064	12.110
11370	12.110
18604	12.1
6149	34.971
66568	12.2
6156	27.978
7334	14.003
10420	15.996
13400	12.110
7419	12.150
25609	12.110
10571	15.998
14729	12.110
7621	15.995
21111805	34.969
10534	12.1
70705	12.110
14753	12.1
12807	12.110
7627	15.996
11410	12.210
21111882	78.919
21132380	14.003
13839109	15.997
13471	12.110
7672	78.919
7641	12.110
7689	34.969
7676	34.969
21106169	19.0
13863629	16.006
11062	12.1
13248	34.969
6042	34.971
8335	12.110
7673	78.919
13860692	14.009
10001	15.996
7881	78.919
11655	15.995
11783	78.919
11765	126.905
13856579	15.996
28777	14.009
7802	15.995
67360	14.050
13860335	15.998
11210	15.998
7890	12.110
11077	14.003
7803	15.998
7229	15.998
13842613	14.003
13835895	15.999
7883	16.006
630	15.996
9349	19.0
11862	78.919
21106134	34.969
13876621	14.050
13881329	78.919
9917	15.998
21105871	15.998
1031	15.997
7521	12.110
7235	14.113
6726	78.919
1071	14.010
11063	15.998
287294	15.998
60121	15.998
59438	15.998
12150	34.970
12144	15.995
61553	15.995
7611	34.969
14991	14.009
59556	15.998
13835151	14.009
9350	18.998
13844	15.995
96573	15.998
11066	78.918
62628	15.998
9357	15.998
66996	34.969
14609	14.009
10432	126.905
1479	14.009
7610	15.995
11708	126.906
10467	15.995
8882	14.008
7651	14.010
764	15.998
653	15.998
392	15.998
24633	31.972
9611	14.010
5705	14.010
11757	12.110
69826	12.1
13450	12.110
