Compound Id	MannholdLogP
59556	1.9
13835151	2.12
9350	1.9
13844	1.790
96573	1.9
11066	1.46
62628	2.120
9357	1.46
66996	1.570
14609	1.9
10432	1.9
1479	1.9
7610	1.46
11708	1.9
10467	1.790
8882	1.9
7651	1.680
764	1.9
653	1.570
392	1.9
24633	1.46
9611	1.24
5705	1.680
11757	2.23
69826	2.45
13450	2.45
7747	1.9
11603	2.45
7628	1.790
7694	2.120
7065	1.9
13837280	1.350
16383	2.01
8568	2.120
7794	2.23
24634	2.34
21105900	2.23
8514	2.01
14205	2.23
11660	2.45
19110	2.67
15432	2.23
11741	2.23
21896	2.67
13875230	2.12
6406	1.790
13840690	2.12
11041	2.12
17474	1.570
13875392	2.12
7891	2.780
12067	1.9
13402	2.45
16486	1.9
6252	1.13
6135	1.24
10236	2.45
9228	1.9
5730	1.130
8160	2.23
13673	2.45
13875180	1.9
7013	1.46
7224	2.12
11180	2.010
12221	2.56
7392	2.01
7903	2.670
63871	2.01
11882	2.890
21106525	2.23
13851576	2.12
7893	2.56
7894	2.56
19108	2.670
13869480	2.01
924	2.23
13840647	2.23
13875160	2.12
6409	1.680
6654	1.9
11057	1.790
6630	2.23
62314	2.23
59426	2.23
370	2.120
7007	1.46
17221	2.01
14890	1.68
7901	2.670
78543	2.12
13875258	2.12
7241	1.9
13849	1.9
9563	2.01
15708	2.120
13875432	1.9
21111781	2.120
14436	2.45
13875219	1.9
7795	1.79
21106513	1.46
28982	2.23
18685	2.23
13839174	2.23
78	1.9
13860491	2.23
62877	2.01
13868660	1.9
8665	2.01
13869414	2.01
11021	2.23
7519	1.9
13842573	1.9
11242	1.46
333	2.01
7480	1.9
13869339	1.9
62226	1.570
13839151	2.23
59439	1.9
7236	1.9
11038	1.9
6991	2.01
16257	1.680
13646	2.01
11350	2.01
7634	1.570
9849	1.680
10955	1.570
6983	2.01
10251740	1.680
6652	1.680
1131173	1.570
9546	1.46
7632	1.570
1013196	1.46
23718	2.23
11179	2.23
10795	2.34
10445	2.34
10742	2.34
7657	2.01
6338	1.350
8659	1.680
7248	2.45
8531	2.56
11818	2.34
61026	1.130
10428	2.23
10253	2.56
11911	1.24
11790	2.23
13040	2.56
7509	2.23
13473	2.56
12829	2.56
21242799	2.23
13451	2.56
14888	2.56
6176	2.010
8013	1.35
13032	2.56
21106562	2.23
7448	2.56
21168731	1.9
13875381	2.23
61200	2.23
7879	1.680
11607	2.23
13839308	2.23
7129	2.45
16887	2.56
8579	2.670
7900	2.670
7744	1.9
11879	2.120
6628	2.01
21106155	2.120
21111850	2.23
11883	3.0
7866	2.23
13881571	2.01
9360	1.9
14787	1.79
12451	2.34
13856009	2.01
13848467	2.120
8138	2.120
9326	1.9
13644	2.01
6677	2.340
70682	2.120
72625	2.01
7132	2.23
13835630	1.680
12060	2.340
66344	2.23
6990	2.01
21105859	2.120
6985	2.01
66551	2.45
8098	2.340
74169	2.01
191427	2.120
21106167	2.23
7135	2.01
11091	1.680
6277	2.23
207215	1.79
7915	2.78
6177	1.790
13861	2.01
21168837	1.9
15526	1.680
13033	1.9
67466	2.34
7388	2.01
14165	2.01
10649	1.46
13866817	1.9
7635	1.570
14163	2.01
21111896	2.120
4642	2.120
11500	1.9
25942	2.120
21105878	2.120
5704	1.680
8911	2.780
25757	1.680
65689	2.01
13836283	1.9
16011	2.01
6253	1.570
24133	1.9
16237	1.680
60497	1.79
11651	2.120
7518	1.9
21106018	2.01
60662	1.46
73531	2.23
63882	1.680
12823	2.01
34095	2.34
56234	2.23
63307	2.01
87265	2.01
21844	2.01
12821	2.01
11181	1.570
521915	1.680
22006	2.01
12822	2.01
13868640	1.9
63180	1.9
9964	2.120
8852	2.120
10471	1.570
16931	2.120
13837582	1.9
13837760	1.9
5975	1.790
4878	1.9
12478	2.01
123	2.01
11022	2.120
8528	1.680
11080	1.9
68939	2.01
68309	1.46
63658	1.9
14346	1.79
68282	1.680
5408	2.120
5596	1.9
11489	2.120
62546	1.46
1017	1.570
13421	2.45
26065	2.45
21998	2.34
26066	2.45
7581	2.34
17976	2.45
26068	2.45
7580	2.34
15532	2.340
9478	2.23
13231	2.670
21106102	1.570
63017	2.23
9903	2.45
73565	2.23
7511	2.34
21106174	2.23
7659	2.45
6977	2.45
13865426	1.79
6794	2.45
20521	2.890
5931	1.350
21106522	2.23
21111905	2.01
6883	2.120
13622	3.0
13869451	1.9
11073	1.9
9328	1.79
6143	1.130
21111798	1.79
7908	1.790
13870160	2.45
12061	2.340
11930	1.680
21105937	2.120
21171406	1.9
17428	1.570
61765	2.120
6974	1.9
31931	2.01
11511	2.01
13438	1.9
15431	2.23
11517	1.680
13837686	1.9
13854818	2.45
10935	1.9
21106578	2.23
11885	3.11
37466	1.35
67735	2.56
17383	1.79
60103	2.120
7871	2.56
23643	2.78
13869434	2.23
12972	2.56
11432	2.45
26091	1.9
13860633	1.9
81759	2.23
6881	2.340
7961	1.24
13839123	2.23
21168833	2.120
29080	1.570
7437	2.01
9910	2.01
21111816	1.9
8873	2.01
6951	2.23
13875441	1.9
2863	2.34
13626	1.35
6788	2.67
11485	1.9
19037	1.79
11433	2.45
477171	2.01
7917	2.89
72054	2.23
21111785	1.9
17163	2.120
69446	2.120
13254	1.790
10790335	1.570
21106019	2.01
8319	2.45
63447	1.9
126037	2.120
20151	1.9
21159424	1.9
6774	2.01
10857	1.79
69896	1.570
21112332	2.120
61802	2.01
13839110	2.23
2005824	2.12
9564	2.01
6988	1.79
6633	1.79
24729	2.120
100	2.01
26031	1.13
13839128	2.23
75563	1.570
10181341	2.120
6160	1.24
11460	2.120
15420	2.01
60129	1.9
4962	2.01
9908	2.01
96816	2.01
11663	2.01
72534	2.01
12173	1.24
8876	2.56
8070	2.120
13839080	2.01
6790	2.45
11662	2.01
56139	2.01
880	2.120
5242	1.35
10250	1.680
4963	1.9
10254	2.120
589165	1.9
12480	1.79
1013337	1.35
3635	1.680
20732	1.680
61354	1.79
60191	1.79
352	1.79
9612	1.35
6191	1.02
14830	1.570
18688	2.01
13038	2.56
11919	2.23
7507	2.23
7183	2.56
10355	2.56
7088	2.56
6287	1.57
13850405	2.23
21106521	2.01
6342	1.24
13861934	1.24
17481	2.56
6998	1.680
3973	1.24
60340	2.34
8097	2.56
13857694	1.9
73564	1.79
13875377	1.9
13837988	1.9
10239201	1.13
6780	2.340
12230	1.9
13848808	2.01
13063	2.780
9844	2.56
24142	3.11
6949	2.45
13861158	1.680
16377	2.01
7916	2.89
21105936	2.120
13875212	1.9
62402	2.01
21171515	2.23
61797	2.23
67462	2.34
21105889	2.23
10540	3.220
13848341	1.680
21153	2.670
29031	2.89
25119	2.56
13858096	2.01
11650	2.120
14507	1.9
75479	2.01
10648	1.9
7888	2.450
1072	2.12
21106470	2.120
211145	2.120
60136	2.01
15310	1.9
61428	2.120
11556	2.340
21168838	2.120
81705	2.340
12465	1.9
21105848	2.01
21109330	1.9
13837787	1.680
4209	1.79
9327	1.79
11891	3.0
21111804	2.12
8855	2.120
25968	2.120
13013	1.9
65745	2.01
10333	2.01
21111842	2.01
21394	2.340
13864445	1.79
70868	1.46
14390	2.340
221355	2.01
62582	2.120
7185	2.340
124526	2.23
62368	2.120
28973	2.34
16094	1.680
26799	2.01
21111774	2.34
61036	1.13
6852	2.56
62581	2.120
6999	2.56
17687	1.570
65682	2.01
10831	2.780
13860434	2.01
72056	2.56
7143	2.120
70511	2.01
16095	1.680
61585	1.9
32002	2.120
11413	2.01
72416	1.46
10892	2.01
11185	2.34
59433	2.120
10004	1.9
8867	2.01
21105795	2.01
1668	1.79
97850	1.680
10298354	2.23
21105699	2.34
4489	1.9
11673	2.120
238	2.01
2241	2.01
7951	2.01
911	1.79
13262	2.01
993	1.79
6995	1.79
21125563	2.120
6674	1.9
69983	1.79
8066	1.79
2015070	1.9
62423	1.680
58489	2.12
1078	1.46
70865	1.570
11477	2.01
11672	2.120
913	1.79
3268	1.350
10796	2.34
26070	2.45
12199	1.13
387	1.46
7073	2.120
15468	2.67
13439	2.45
7670	2.340
21105987	2.34
6656	1.79
13885245	2.34
13837281	1.24
7876	2.89
13882337	2.01
21106517	2.01
11412	2.01
26801	2.67
21159680	2.340
9078	2.45
83703	2.45
13876103	2.34
59482	2.56
6657	2.45
12044	2.890
21105867	2.45
11889	3.220
21106014	2.01
21106112	2.12
21111819	2.01
21108245	2.12
67835	2.01
17019	3.11
60586	2.12
21111817	2.01
21171496	1.79
11892	3.33
10800462	1.13
10771160	2.450
61434	2.23
21105932	2.45
69057	1.46
16685	2.01
6862	2.670
63909	2.120
11510	1.79
85185	1.79
21865	2.01
6479	2.340
64147	2.34
21106008	2.12
8140	1.79
3756	2.56
62236	2.01
20548	2.12
12818	2.01
15622	1.9
71784	1.570
13869655	1.79
18707	1.79
4611	2.34
11778	1.79
69628	1.79
13873600	2.120
15440	2.01
9900	2.01
68896	1.79
10772050	1.13
65	1.79
15317	1.9
6954	2.340
13667	2.45
11970	2.45
60848	3.11
13860817	1.79
12229	1.790
12675	2.780
11083	1.79
10881	2.23
97904	2.01
6481	1.9
13875161	2.340
6621	2.120
11327	2.34
1847	2.23
14836	2.670
8154	2.12
11509	1.79
13869661	2.01
63459	2.340
65701	2.120
10322	2.01
71655	1.79
62466	2.120
6739	2.45
6480	2.340
723	1.570
21106518	2.120
64111	1.9
7189	2.120
11417	2.23
7140	2.120
67879	1.9
11263	1.570
21106017	2.120
10895	2.23
8341	2.45
63931	2.23
7589	2.01
13835557	1.79
6943	1.9
62682	2.23
7797	1.350
29129	1.46
62532	1.9
3708	1.680
8438	1.9
64644	1.9
58563	1.9
62485	2.120
7190	2.120
68568	1.9
953	1.9
6787	2.01
132	1.9
571424	1.79
58968	1.350
9128	1.680
11588	1.9
452568	2.56
7090	1.9
21171506	1.9
10245	2.56
13865630	1.9
11246	1.24
7430	3.220
13448	2.56
21111758	2.23
12831	2.120
14942	3.220
6735	2.45
62359	2.45
21108549	1.680
7847	2.670
12674	2.780
62938	3.0
20140	2.45
10273	2.45
15644	2.120
11824	1.9
61196	1.9
21723	3.33
66365	2.120
62618	1.9
73658	2.12
7921	3.11
13867055	1.46
11304	3.0
13835126	2.120
69792	1.350
21111776	2.120
13881395	1.79
78722	2.01
21170125	1.79
33137	2.120
11145	3.44
6574	2.78
73537	2.01
14309	1.79
7175	2.23
13859497	2.01
14956	1.9
1306	2.34
13835344	2.23
13258	1.9
17720	2.56
33621	1.9
66385	2.23
11507	1.79
12013	2.670
6023	2.120
7186	2.120
776	2.23
21111723	2.12
62471	2.01
10303	2.120
14348	3.22
258907	1.79
10894	2.45
21159611	2.23
14918	1.9
12690	2.670
61763	2.34
19669	2.56
60464	2.23
60093	2.23
7662	1.79
53706	2.01
11332993	2.23
21106121	2.56
13868642	2.120
6828	2.780
70309	2.34
13867714	2.34
10248	2.340
79453	2.01
12669	2.34
59562	2.120
6878	2.120
7199	2.23
21112367	2.120
39404	1.9
9454	2.01
9218	2.01
11781	1.680
17347	1.9
11638	2.01
7740	2.120
217532	2.23
70512	2.01
12244	2.340
60032	2.120
62536	2.34
72274	1.9
6950	1.79
18107	2.01
11971	1.9
8998	1.680
1928	1.9
10977	2.01
91446	2.120
11585	2.01
11589	2.23
62484	2.01
63310	1.680
11776	1.79
23422	1.24
10380	1.79
7176	2.01
8382	1.9
88942	2.01
638258	1.79
13036	1.9
6724	2.01
11289	2.23
11626	2.01
13846959	1.680
10396	2.01
10243171	2.23
124	2.01
191	1.680
9225	2.01
81061	1.9
10972	1.9
11369	1.680
11773	2.120
10297844	2.01
6482	2.01
11576	2.23
10256859	2.01
73183	2.34
68122	2.01
5593	2.01
11587	1.9
608157	1.9
68837	2.01
5878	1.79
10181338	2.01
13257	1.9
62884	1.9
75095	2.01
1446	1.79
20160	1.79
62307	2.34
2005830	1.350
6079	1.9
10980	1.9
13866746	1.57
61190	1.79
31082	2.67
58333	2.23
6942	1.9
7301	2.670
21112244	2.340
63002	1.9
12045	2.890
15603	2.670
7300	2.670
8187	1.9
15410	2.890
67145	2.670
63057	2.45
7925	3.44
21111810	1.79
62633	3.44
7302	2.670
11372	1.46
67268	1.9
16913	3.33
67803	2.23
11573	2.01
11895	3.55
21278	2.23
21159579	2.34
6585	2.56
65704	2.34
6957	2.23
55242	3.0
11353	1.79
124512	2.78
61790	1.9
21106584	2.45
10966	2.45
13669	2.01
21106577	1.9
73763	2.12
59691	2.23
12047	2.890
21108577	2.12
6748	2.670
21105998	2.45
510851	1.350
10621	2.12
60092	2.12
62483	2.23
11003	2.670
6835	2.670
72918	2.670
15016	3.33
12259	2.67
63503	2.56
10539	2.78
11354	1.79
11488	2.340
62656	2.34
21111840	1.9
13029	1.680
66663	2.23
13839012	2.670
7928	3.33
60259	2.12
5966	2.56
73125	1.9
32882	1.9
11450	2.56
12586	2.56
13668	2.45
77230	2.670
7001	1.680
31264	1.9
14948	2.12
62390	2.12
12830	1.9
14690	2.34
60900	2.670
2972	1.570
11009	2.01
11584	2.01
8381	1.9
58331	2.23
13854242	2.12
10897	2.23
72141	1.9
3637837	2.23
63495	2.12
73626	2.12
72466	2.23
13846663	2.45
72148	2.12
68265	1.680
73512	1.57
61199	1.9
62698	2.78
15093	2.01
376	1.79
15244	2.120
10298355	1.9
11484	2.120
21106900	2.12
1583	1.9
50	1.460
8127	2.12
67229	2.01
13846749	2.12
61279	1.9
15663	1.9
9574	1.9
9547	1.9
284794	2.120
5622	2.12
9965	2.12
7805	1.57
6175	1.13
7279	2.12
11628	2.12
63512	2.12
121262	2.34
13476	2.23
222	1.9
6032	1.350
63328	1.9
6658	1.79
331	1.9
6675	1.9
14560	1.680
20861	1.79
7399	2.01
7141	1.9
79400	1.9
6246	1.570
10411	2.01
15753	2.34
11563	1.9
62357	2.23
7142	1.9
8155	1.9
68899	2.01
21185	2.01
11591	2.01
12055	1.9
61257	1.02
6270	1.790
7170	2.780
452969	2.56
452968	2.56
7116	1.79
6179	1.13
72051	3.0
13835108	2.12
11424	3.0
4436353	1.9
6296	2.340
15494	2.670
9425	1.9
14530	3.44
21159425	2.23
20124	2.23
15488	2.670
21171393	2.45
29024	2.890
64152	2.23
7926	3.33
77127	1.350
83365	1.57
8277	2.670
62583	2.34
21106529	2.01
7929	3.66
11434	2.23
62453	1.79
61418	2.23
1346	2.670
63533	2.78
60462	2.450
63208	2.23
12697	2.78
1688	3.0
60937	2.01
68404	2.56
21106540	1.680
70085	1.9
10237273	2.670
14340	2.23
7114	2.45
68709	2.78
21106585	2.34
55806	1.680
2973	1.240
13249	2.890
7364	3.0
6855	2.670
13272	2.23
6898	2.34
66847	2.45
15886	2.450
12840	2.56
38364	1.79
14559	2.12
12861	2.56
6620	1.79
1615	1.24
63956	2.12
27488	1.79
61381	2.34
71213	1.9
71964	2.01
15435	2.23
13848793	2.23
10446934	1.680
61542	2.120
6906	2.23
6864	2.56
15489	2.670
13490	2.450
61594	2.56
23083	2.23
70988	2.23
78578	2.120
11449	2.78
14413	2.78
6478	2.780
15418	1.680
54970	1.9
61599	2.01
6907	2.23
25276	1.9
21170959	2.01
6222	2.12
11446	3.0
7174	2.01
63319	1.79
8333	2.010
79481	2.670
60631	1.680
61749	2.12
1278	2.56
91500	1.79
8861	2.56
28829	1.68
8282	2.34
11624	2.01
15517	2.12
18799	1.9
68816	1.79
11399	2.23
4590	2.23
62467	1.9
8071	1.9
62328	1.9
1675	2.010
10025	1.9
84565	1.9
11476	2.01
13048	1.79
29091	2.120
62795	2.23
71934	2.56
7092	1.680
6707	2.01
531832	2.78
434	1.9
66572	2.12
70021	1.9
24438	1.9
6824	2.34
14869	1.9
72291	1.680
9929	2.23
5584	2.01
6854	2.010
61739	2.34
66716	1.79
2632	1.79
655	2.23
34195	2.12
8055	2.34
8111	3.0
84452	2.34
5027	1.570
5237	2.12
13846015	1.02
7069	2.01
67479	2.45
13882366	1.9
7098	1.79
2656	2.45
61311	1.9
21105876	2.89
7097	1.79
10287	3.0
21159574	2.56
22012	1.9
29023	3.0
66369	3.11
7091	1.680
13835351	2.010
71995	2.56
83338	3.11
17879	3.66
20971	1.350
21112533	1.57
76852	2.56
61383	2.670
16951	1.9
11897	3.77
9571	1.79
7325	1.79
12691	2.56
11373	1.46
61273	1.79
10407	2.89
70450	2.34
10425	3.22
10609	2.450
2388	2.34
70652	2.34
21159598	2.12
6716	2.34
9961	3.0
14582	2.670
960	3.0
11898	3.550
11421	2.01
21106172	1.680
6575	2.89
6916	2.34
71926	2.34
73945	2.56
9089	2.670
10289059	1.24
6825	2.34
11961	1.680
19862	2.23
15092	2.01
12524	3.11
12667	2.34
21168862	1.680
71672	2.56
70048	1.79
7311	2.23
62914	2.12
8807	2.780
15105	2.12
21111772	1.680
16208	2.01
6872	2.12
2915	2.670
8099	2.01
67953	2.120
62933	2.56
60263	2.12
19739	1.79
59146	1.57
60357	1.57
2179	2.010
25604	2.23
14585	2.670
19331	2.12
69970	1.350
15998	3.0
10363	2.34
72174	1.79
61561	1.68
63211	2.12
21106171	1.680
6823	2.12
532	1.9
6552	2.01
6033	1.79
2923	1.9
65785	2.34
454393	1.79
73131	1.9
5142	1.57
13846658	2.670
18708	1.79
10256	1.9
9075	1.79
65715	2.01
11580	2.01
6705	2.010
12114	1.680
15308	0.690
68579	1.79
15088	2.01
4444774	2.12
6928	1.9
6550	2.01
11595	2.12
616466	1.9
1103	1.570
19099	1.57
29090	2.230
21168888	1.68
7100	2.780
6655	1.79
12941	1.02
4445872	3.0
13837329	2.12
62501	3.0
7138	1.79
11437	3.0
6781	1.79
7914	3.0
66675	1.9
21169500	2.01
7889	3.11
205386	2.890
21733	2.34
12515	3.0
21170956	2.56
62372	1.79
11899	3.88
5374	1.680
67895	2.010
29002	1.9
21168556	2.23
8836	2.78
16109	2.56
61759	2.12
21106571	1.680
7103	2.34
60596	2.450
8862	2.56
10033	3.11
14414	2.89
11969	2.12
66759	2.780
66460	2.12
6770	2.78
6901	2.670
7119	1.79
61388	1.680
8662	2.78
21111849	2.56
63350	2.45
68350	2.01
70962	2.670
21106124	2.56
12291	2.450
59892	2.34
12696	2.56
19526	1.79
21159439	2.78
8434	2.56
7121	1.57
6757	1.79
70660	1.68
62756	1.46
16096	1.460
6834	2.670
4775	2.23
16644	2.23
7427	2.78
3581	2.23
970	3.0
6840	2.78
13493	2.56
3915	2.450
8860	2.78
11013	1.9
6592	2.890
11447	3.0
5004	2.12
5820	1.9
21106163	1.680
12274	2.12
5899	2.45
60188	1.57
78873	1.79
11475	1.9
6235	1.350
10801689	1.79
10582	2.78
11398	1.79
745600	1.9
9413	1.79
6586	2.450
64143	2.34
328957	1.79
13699	2.56
11974	1.680
17097	1.79
6856	2.450
13693	2.010
21106365	2.56
5606	1.79
12275	2.34
18	1.79
67788	2.450
5612	1.79
10986	2.12
12236	1.350
61560	1.9
61352	1.24
6845	2.56
8182	1.9
21171396	1.570
11472	2.34
24499	2.670
61101	1.9
21106146	1.9
6768	2.78
60012	1.79
7284	2.56
13856885	1.680
19816	3.11
6386	2.010
68220	2.78
28952	2.34
8058	2.560
6771	2.56
21159597	2.12
2991	2.78
12017	3.990
67790	2.450
72806	1.680
7120	1.57
13863774	1.9
74935	2.23
12307	2.78
62631	3.44
16896	2.12
10235	2.34
69150	2.78
6746	3.11
23472	2.34
5091	3.220
13090	2.56
24905	2.56
12100	3.77
7118	1.57
7355	2.670
7296	2.670
10664	1.680
123905	1.79
454604	1.68
61717	2.12
9886	2.89
955	1.680
7145	1.680
12864	2.670
8793	3.11
1118	2.34
65703	2.23
63555	1.9
453633	1.68
6601	2.56
2980	1.460
165975	2.23
453910	1.68
512092	2.23
2372	2.340
9779	2.34
16612	2.45
66916	2.78
61264	1.79
11614	2.670
71166	2.56
8470	2.010
2169	1.680
11982	1.680
200562	2.23
70280	1.460
10778469	2.12
15983	2.010
67282	1.9
9838	2.23
5816	2.23
27057	2.01
7268	1.13
10289	1.9
63453	1.350
56797	2.01
1061203	1.350
