Compound Id	AutocorrelationCharge [ATSc4]
291	0.0
6084	0.0
11148	0.0
855	0.0
864	0.0
6089	0.0
6088	0.0
6094	0.0
6085	0.0
6103	0.0
7956	0.0
682	0.0
6100	0.0
6087	0.0
654	0.0
6101	0.0
6086	0.0
7954	0.0
6097	0.0
7555	0.0
1004	-0.001
172	0.0
6092	0.0
7560	0
11729	0.001
31029	0
6102	0.0
5834	0.011
10046	0.0
7556	0
9644	0.0
11151	0.0
7712	0.0
6111	0.0
10437	0
3168	0.010
7721	0
6114	0.0
13837190	-0.115
9233	0.001
7577	-0.047
21171407	0
7566	-0.005
258	-0.001
13835977	0
6093	0.0
7728	0.113
512	-0.003
21106015	0.034
7716	0
9990	0.008
13836021	0.069
6106	0.0
7713	0
21106179	0.0
13836674	0
6124	0.0
11835	0.009
7714	0
7553	0
1114	0.0
7732	0.008
11833	0.005
7711	0
6138	0.0
7717	-0.004
7557	0.0
11807	0.005
7786	0.003
11834	0.001
256	-0.002
7767	0.0
8894	0.0
3644	0.0
7559	-0.001
11830	0
7567	-0.003
7734	-0.026
6040	-0.001
7776	0
12977	0.014
13865015	0.007
9354	0.051
12450	0.041
693	0.0
278	0.0
13835550	0.017
13835336	0.028
10694	-0.004
9480	0.0
11723	0.005
6308	0.0
64095	0.0
11099	0
7957	0.0
11109	0
12209	0
6121	0.0
6108	0.0
7737	0.0
7827	0.001
14512	0.002
8543	-0.043
7770	-0.004
1095	0.0
6104	0.0
12011	0.001
175	0.0
8896	0.0
7782	-0.028
7772	-0.002
8560	0.0
31016	0.005
6310	0
7738	0.0
7815	0
12010	0
9630	-0.074
2916	0.0
7739	0.0
13839553	-0.082
7736	0.0
7811	0
171	0.0
659	0.0
11728	0.003
173	0.0
2006126	0.0
11167	0.0
10765	0
7604	0.0
221079	0.0
7024	0.0
11110	0
10730	0.0
10766	0
8544	0.0
10113	0.002
68268	0.003
11121	0
6307	0
29000	-0.001
13854808	-0.092
6127	0.0
62433	0
6125	0.0
11125	-0.027
72268	-0.001
62241	0
10340	0.006
6321	-0.002
11871	0.003
7810	0
11846	-0.004
13836399	0.112
6311	-0.009
6313	-0.005
21168808	0.001
5993	-0.053
13837112	0.028
349	0.0
19100	0
8554	0.007
10018	-0.077
1020	0.003
13837650	0.025
7837	-0.001
2275	-0.043
1005	-0.005
7835	0
13854130	0.020
7791	0.003
13837537	0.113
6336	0.004
236	0.0
11832	0.002
7787	0.0
7551	0.017
29015	0.182
13835209	0.016
8903	-0.030
6334	-0.022
13837702	0.006
8904	0.069
11229	-0.051
7790	-0.266
60524	-0.006
13420	0.002
121383	0.003
6330	-0.003
10951	0.008
1913	0.017
13835459	0.069
10020	0.029
6134	0.0
3530	0.027
6153	0.0
11232	0.0
14893	0
12201	0
6309	0
14686	0.0
12446	0
81237	-0.001
12430	0
7674	0.0
14966	0
11551	0.0
11094	0.0
8158	0.008
11222	0
9484	0.0
122546	0
7605	0
76541	0.003
7788	0
15221	0.003
7833	0
8569	0.007
1108	0.0
21106561	0
10653	-0.037
11128	-0.001
8525	-0.014
10536	0.001
7607	-0.002
13839107	0.298
11865	0
13839199	0.004
13839575	0.363
11866	-0.004
5977	0.0
7856	0.003
7715	-0.035
11863	0
6305	0.014
7849	0.0
10498	-0.060
7852	0
11874	0
6323	0.033
7838	-0.002
7016	-0.004
10733	0.0
13835401	0.084
29101	-0.013
7710	-0.029
7688	0.065
119963	0.084
21106520	0.002
7677	0
13839441	0.011
9646	0.0
932	-0.001
13835180	0.228
259	-0.004
7851	0
6147	0.0
11526	-0.189
13874733	0.003
11750	0.196
6333	-0.002
6146	0.0
13835604	0.143
67424	-0.032
13884495	-0.075
68156	0.006
61471	0.035
5439	-0.029
10772140	0.061
72718	-0.044
6331	-0.002
4200	0.002
10464	-0.003
1143	0.0
11787	-0.065
62181	-0.071
1664	-0.038
234	-0.089
61632	0
6148	0.0
84221	0.0
67620	0.001
6340	0.0
18792	0
121154	0
11086	0.001
121113	0.001
15438	0.0
454272	0.001
121640	0.0
14751	0.0
14672	0.015
11106	0.0
21073	0
6163	0.0
7219	0.0
7706	-0.016
126201	0.005
21106560	0.003
2803	0
29025	0
10465	-0.032
21105905	0.002
7022	-0.039
7463	-0.022
7244	0.155
7242	0.004
55123	-0.027
7850	0
11095	-0.002
11025	-0.004
13840	-0.005
11838	0.004
29026	-0.004
7878	0.112
11029	-0.001
21106032	0.009
7238	0.009
30349	0.005
6326	0.042
7701	-0.004
13872667	0.077
14840	0.0
13851383	0
59607	0.028
10054	0.0
6967	0.0
12814	-0.046
14349	0
7026	-0.001
7765	0.006
10053	0.0
6165	0
69736	0.013
8574	-0.001
6170	-0.004
8909	0.0
733	0
60839	0.0
21997	0.013
15117	0.015
13835861	0.019
13835772	-0.002
14608	-0.006
13835579	0
10328	0.011
13839416	0.001
69525	-0.001
6164	-0.002
10988	0.019
21106481	-0.054
18801	0.001
61810	0.064
737	0.085
5050	0.026
4418329	-0.102
773	0.0
2070	-0.018
3596	0.021
11795	-0.003
13220	0.0
10775	0
10755	0.0
16689	0.001
