Compound Id	LargestChain
291	0
6084	1
11148	1
855	1
864	1
6089	1
6088	1
6094	3
6085	1
6103	3
7956	3
682	3
6100	3
6087	1
654	3
6101	3
6086	1
7954	3
6097	3
7555	4
1004	4
172	3
6092	3
7560	4
11729	4
31029	4
6102	3
5834	4
10046	3
7556	4
9644	3
11151	3
7712	5
6111	0
10437	4
3168	5
7721	5
6114	0
13837190	5
9233	5
7577	4
21171407	4
7566	4
258	5
13835977	4
6093	3
7728	5
512	4
21106015	4
7716	5
9990	4
13836021	5
6106	2
7713	5
21106179	4
13836674	4
6124	4
11835	6
7714	5
7553	4
1114	4
7732	5
11833	6
7711	5
6138	0
7717	5
7557	4
11807	5
7786	6
11834	6
256	5
7767	6
8894	0
3644	4
7559	4
11830	6
7567	4
7734	5
6040	6
7776	6
12977	5
13865015	4
9354	4
12450	5
693	2
278	2
13835550	4
13835336	4
10694	4
9480	2
11723	4
6308	5
64095	2
11099	5
7957	4
11109	6
12209	6
6121	4
6108	2
7737	0
7827	7
14512	5
8543	5
7770	6
1095	0
6104	2
12011	7
175	4
8896	0
7782	6
7772	6
8560	7
31016	6
6310	5
7738	0
7815	7
12010	7
9630	7
2916	2
7739	0
13839553	5
7736	0
7811	7
171	4
659	4
11728	4
173	4
2006126	4
11167	0
10765	5
7604	6
221079	2
7024	0
11110	6
10730	4
10766	5
8544	0
10113	5
68268	7
11121	7
6307	5
29000	6
13854808	6
6127	4
62433	6
6125	4
11125	7
72268	1
62241	5
10340	0
6321	5
11871	8
7810	7
11846	7
13836399	8
6311	5
6313	5
21168808	0
5993	5
13837112	2
349	8
19100	8
8554	0
10018	0
1020	0
13837650	4
7837	8
2275	0
1005	5
7835	8
13854130	4
7791	0
13837537	0
6336	5
236	0
11832	6
7787	0
7551	4
29015	0
13835209	6
8903	0
6334	5
13837702	6
8904	0
11229	5
7790	0
60524	5
13420	5
121383	6
6330	5
10951	0
1913	5
13835459	0
10020	0
6134	3
3530	5
6153	5
11232	0
14893	0
12201	6
6309	5
14686	2
12446	6
81237	5
12430	6
7674	0
14966	6
11551	7
11094	7
8158	7
11222	5
9484	5
122546	6
7605	6
76541	8
7788	0
15221	8
7833	8
8569	9
1108	0
21106561	7
10653	6
11128	7
8525	6
10536	9
7607	6
13839107	9
11865	8
13839199	0
13839575	9
11866	8
5977	4
7856	9
7715	5
11863	8
6305	5
7849	9
10498	5
7852	9
11874	9
6323	5
7838	8
7016	6
10733	5
13835401	7
29101	5
7710	5
7688	0
119963	5
21106520	0
7677	0
13839441	7
9646	5
932	9
13835180	7
259	6
7851	9
6147	5
11526	6
13874733	0
11750	6
6333	5
6146	5
13835604	7
67424	0
13884495	5
68156	7
61471	0
5439	6
10772140	5
72718	6
6331	5
4200	5
10464	6
1143	3
11787	0
62181	0
1664	0
234	6
61632	5
6148	5
84221	1
67620	2
6340	6
18792	7
121154	7
11086	0
121113	2
15438	3
454272	7
121640	3
14751	2
14672	6
11106	8
21073	7
6163	6
7219	2
7706	7
126201	7
21106560	2
2803	0
29025	9
10465	6
21105905	2
7022	6
7463	7
7244	2
7242	2
55123	9
7850	9
11095	7
11025	7
13840	0
11838	0
29026	9
7878	10
11029	8
21106032	6
7238	2
30349	6
6326	5
7701	7
13872667	6
14840	10
13851383	2
59607	5
10054	5
6967	0
12814	0
14349	10
7026	0
7765	6
10053	5
6165	6
69736	1
8574	10
6170	6
8909	0
733	6
60839	0
21997	1
15117	8
13835861	6
13835772	0
14608	0
13835579	8
10328	0
13839416	8
69525	7
6164	6
10988	1
21106481	6
18801	8
61810	6
737	5
5050	5
4418329	7
773	0
2070	0
3596	5
11795	7
13220	5
10775	6
10755	7
16689	7
11055	7
7619	7
10737	6
69505	3
11056	7
7385	3
14752	3
7475	8
7761	8
10777	6
63026	0
7626	7
17558	9
12924	6
7515	8
10776	6
55090	6
21106526	7
7027	0
8490	7
14679	0
12809	10
13864773	8
7387	3
11998	0
11763	0
6119	3
21170543	3
8141	0
12810	11
21106016	7
6341	6
13860641	2
10364	2
21106583	11
9614	0
16268	10
7514	8
13875281	0
15846	10
11170	5
8157	7
11087	0
7391	3
13875320	0
13619	11
7465	7
6248	7
55085	7
29036	3
15480	11
5889	0
8552	8
55110	3
21106133	6
13860775	2
7882	11
13838404	3
8576	11
11909	6
11875	9
19231	1
7678	0
11530	0
361265	3
62737	9
447	2
15443	2
66464	0
6728	1
971	0
62577	0
66754	0
10301338	5
12640	0
21069	7
10008	0
177126	6
21111768	0
87514	0
10989	2
2016737	8
7225	1
8524	6
1013221	0
11107	8
21349	7
2005898	0
8537	0
5978	5
1477	7
11694	8
6332	5
2005963	0
7690	0
7683	0
13835293	7
61707	6
2005897	0
12225	0
66578	6
11244	6
1414905	0
60308	0
26072	1
12444	7
17801	7
10759	8
15794	7
11064	8
11370	8
18604	3
6149	5
66568	2
6156	5
7334	10
10420	9
13400	8
7419	4
25609	10
10571	7
14729	0
7621	7
21111805	2
10534	0
70705	9
14753	4
12807	10
7627	7
11410	1
21111882	2
21132380	0
13839109	9
13471	3
7672	0
7641	0
7689	0
7676	0
21106169	6
13863629	1
11062	0
13248	11
6042	5
8335	2
7673	0
13860692	0
10001	7
7881	11
11655	4
11783	0
11765	0
13856579	8
28777	1
7802	9
67360	11
13860335	1
11210	8
7890	12
11077	0
7803	9
7229	1
13842613	0
13835895	10
7883	11
630	6
9349	0
11862	8
21106134	1
13876621	8
13881329	2
9917	0
21105871	0
1031	6
7521	0
7235	1
6726	1
1071	10
11063	0
287294	8
60121	3
59438	0
12150	5
12144	0
61553	2
7611	6
14991	0
59556	8
13835151	0
9350	0
13844	1
96573	1
11066	6
62628	10
9357	6
66996	0
14609	0
10432	0
1479	0
7610	6
11708	0
10467	7
8882	0
7651	0
764	0
653	7
392	0
24633	2
9611	6
5705	0
11757	7
69826	4
13450	9
7747	8
11603	2
7628	7
7694	10
7065	8
13837280	5
16383	9
8568	10
7794	9
24634	0
21105900	2
8514	9
14205	2
11660	2
19110	5
15432	2
11741	9
21896	11
13875230	0
6406	7
13840690	1
11041	0
17474	0
13875392	0
7891	12
12067	8
13402	9
16486	1
6252	7
6135	4
10236	0
9228	0
5730	5
8160	0
13673	5
13875180	0
7013	6
7224	1
11180	7
12221	12
7392	3
7903	13
63871	9
11882	13
21106525	2
13851576	1
7893	12
7894	12
19108	13
13869480	2
924	3
13840647	0
13875160	0
6409	0
6654	3
11057	7
6630	0
62314	0
59426	1
370	10
7007	6
17221	3
14890	2
7901	13
78543	2
13875258	0
7241	1
13849	3
9563	0
15708	10
13875432	0
21111781	2
14436	0
13875219	0
7795	9
21106513	6
28982	2
18685	11
13839174	0
78	1
13860491	0
62877	2
13868660	0
8665	2
13869414	2
11021	1
7519	0
13842573	0
11242	6
333	0
7480	0
13869339	0
62226	7
13839151	0
59439	0
7236	1
11038	0
6991	0
16257	3
13646	3
11350	0
7634	0
9849	2
10955	0
6983	0
10251740	3
6652	2
1131173	0
9546	3
7632	0
1013196	0
23718	7
11179	7
10795	8
10445	8
10742	8
7657	9
6338	5
8659	10
7248	1
8531	2
11818	8
61026	4
10428	11
10253	2
11911	6
11790	11
13040	1
7509	11
13473	3
12829	1
21242799	2
13451	10
14888	1
6176	7
8013	7
13032	2
21106562	2
7448	2
21168731	0
13875381	0
61200	2
7879	10
11607	1
13839308	3
7129	3
16887	1
8579	13
7900	13
7744	8
11879	10
6628	0
21106155	3
21111850	1
11883	14
7866	11
13881571	2
9360	0
14787	3
12451	8
13856009	3
13848467	4
8138	0
9326	0
13644	3
6677	3
