Compound Id	CarbonTypes [C2SP3]
291	0
6084	0
11148	0
855	0
864	0
6089	0
6088	0
6094	1
6085	0
6103	0
7956	0
682	0
6100	0
6087	0
654	0
6101	0
6086	0
7954	0
6097	0
7555	2
1004	1
172	0
6092	0
7560	1
11729	0
31029	1
6102	0
5834	0
10046	0
7556	1
9644	0
11151	0
7712	3
6111	3
10437	1
3168	0
7721	2
6114	0
13837190	0
9233	0
7577	0
21171407	0
7566	1
258	2
13835977	0
6093	0
7728	0
512	1
21106015	0
7716	2
9990	0
13836021	0
6106	0
7713	2
21106179	0
13836674	0
6124	1
11835	1
7714	2
7553	0
1114	0
7732	0
11833	2
7711	2
6138	1
7717	2
7557	0
11807	1
7786	0
11834	2
256	2
7767	4
8894	4
3644	1
7559	0
11830	3
7567	0
7734	0
6040	3
7776	3
12977	1
13865015	0
9354	0
12450	0
693	0
278	0
13835550	0
13835336	0
10694	0
9480	0
11723	0
6308	1
64095	3
11099	1
7957	0
11109	3
12209	3
6121	1
6108	0
7737	2
7827	2
14512	1
8543	1
7770	3
1095	2
6104	0
12011	2
175	0
8896	5
7782	1
7772	3
8560	5
31016	2
6310	0
7738	2
7815	4
12010	4
9630	0
2916	0
7739	2
13839553	1
7736	2
7811	4
171	0
659	0
11728	0
173	0
2006126	0
11167	2
10765	0
7604	2
221079	4
7024	4
11110	2
10730	0
10766	1
8544	3
10113	0
68268	3
11121	4
6307	0
29000	1
13854808	0
6127	0
62433	3
6125	0
11125	2
72268	2
62241	0
10340	3
6321	1
11871	2
7810	4
11846	4
13836399	2
6311	0
6313	0
21168808	3
5993	0
13837112	1
349	6
19100	5
8554	3
10018	1
1020	3
13837650	0
7837	5
2275	1
1005	1
7835	5
13854130	0
7791	3
13837537	0
6336	0
236	6
11832	2
7787	6
7551	0
29015	0
13835209	2
8903	1
6334	0
13837702	2
8904	0
11229	0
7790	0
60524	0
13420	0
121383	0
6330	1
10951	0
1913	0
13835459	0
10020	0
6134	0
3530	0
6153	0
11232	3
14893	2
12201	1
6309	0
14686	5
12446	2
81237	1
12430	2
7674	5
14966	3
11551	3
11094	3
8158	0
11222	0
9484	0
122546	1
7605	1
76541	4
7788	4
15221	4
7833	5
8569	4
1108	5
21106561	0
10653	1
11128	0
8525	0
10536	4
7607	2
13839107	0
11865	5
13839199	4
13839575	0
11866	5
5977	0
7856	4
7715	1
11863	5
6305	1
7849	7
10498	1
7852	6
11874	6
6323	0
7838	5
7016	2
10733	0
13835401	0
29101	0
7710	1
7688	1
119963	0
21106520	2
7677	6
13839441	3
9646	0
932	6
13835180	0
259	2
7851	6
6147	0
11526	0
13874733	2
11750	0
6333	0
6146	0
13835604	0
67424	0
13884495	1
68156	3
61471	1
5439	0
10772140	0
72718	0
6331	0
4200	0
10464	2
1143	0
11787	3
62181	1
1664	3
234	1
61632	0
6148	0
84221	3
67620	4
6340	0
18792	2
121154	2
11086	4
121113	4
15438	6
454272	1
121640	2
14751	6
14672	0
11106	4
21073	3
6163	1
7219	6
7706	1
126201	1
21106560	3
2803	5
29025	6
10465	0
21105905	3
7022	0
7463	1
7244	0
7242	5
55123	4
7850	6
11095	3
11025	3
13840	3
11838	2
29026	6
7878	4
11029	5
21106032	2
7238	6
30349	1
6326	0
7701	3
13872667	0
14840	8
13851383	5
59607	0
10054	0
6967	4
12814	2
14349	7
7026	5
7765	2
10053	0
6165	1
69736	2
8574	7
6170	0
8909	8
733	1
60839	0
21997	2
15117	0
13835861	0
13835772	5
14608	2
13835579	4
10328	6
13839416	4
69525	2
6164	0
10988	2
21106481	2
18801	4
61810	0
737	0
5050	0
4418329	0
773	0
2070	0
3596	0
11795	3
13220	0
10775	0
10755	2
16689	2
11055	2
7619	1
10737	0
69505	5
11056	2
7385	7
14752	7
7475	2
7761	1
10777	0
63026	3
7626	2
17558	5
12924	0
7515	2
10776	0
55090	1
21106526	3
7027	2
8490	0
14679	4
12809	7
13864773	0
7387	6
11998	4
11763	4
6119	0
21170543	5
8141	4
12810	6
21106016	0
6341	0
13860641	6
10364	5
21106583	0
9614	6
16268	7
7514	4
13875281	5
15846	7
11170	1
8157	0
11087	6
7391	6
13875320	5
13619	9
7465	0
6248	2
55085	2
29036	0
15480	8
5889	6
8552	4
55110	0
21106133	0
13860775	6
7882	8
13838404	0
8576	8
11909	0
11875	5
19231	0
7678	6
11530	2
361265	0
62737	5
447	6
15443	5
66464	4
6728	4
971	6
62577	2
66754	1
10301338	0
12640	1
21069	2
10008	3
177126	0
21111768	3
87514	0
10989	6
2016737	0
7225	2
8524	1
1013221	1
11107	2
21349	0
2005898	0
8537	3
5978	0
1477	0
11694	0
6332	0
2005963	0
7690	1
7683	3
13835293	0
61707	0
2005897	3
12225	0
66578	0
11244	0
1414905	0
60308	0
26072	5
12444	1
17801	1
10759	3
15794	1
11064	3
11370	2
18604	4
6149	0
66568	5
6156	0
7334	3
10420	3
13400	3
7419	8
25609	6
10571	0
14729	4
7621	1
21111805	6
10534	1
70705	5
14753	8
12807	6
7627	1
11410	4
21111882	6
21132380	3
13839109	0
13471	6
7672	6
7641	4
7689	3
7676	6
21106169	0
13863629	3
11062	5
13248	8
6042	0
8335	6
7673	6
13860692	5
10001	1
7881	8
11655	7
11783	3
11765	5
13856579	1
28777	2
7802	5
67360	8
13860335	5
11210	3
7890	10
11077	1
7803	5
7229	2
13842613	5
13835895	0
7883	8
630	0
9349	6
11862	4
21106134	4
13876621	4
13881329	6
9917	0
21105871	5
1031	0
7521	4
7235	6
6726	4
1071	3
11063	5
287294	2
60121	6
59438	3
12150	0
12144	3
61553	5
7611	1
14991	4
59556	1
13835151	5
9350	6
13844	4
96573	2
11066	1
62628	6
9357	1
66996	1
14609	2
10432	6
1479	2
7610	1
11708	6
10467	1
8882	0
7651	2
764	6
653	0
392	6
24633	1
9611	0
5705	3
11757	0
69826	5
13450	3
7747	0
11603	5
7628	0
7694	4
7065	0
13837280	0
16383	5
8568	4
7794	0
24634	3
21105900	4
8514	2
14205	5
11660	5
19110	9
15432	5
11741	4
21896	7
13875230	5
6406	0
13840690	5
11041	4
17474	2
13875392	5
7891	9
12067	2
13402	4
16486	3
6252	0
6135	0
10236	3
9228	6
5730	0
8160	1
13673	8
13875180	6
7013	1
7224	5
11180	0
12221	9
7392	5
7903	10
63871	4
11882	11
21106525	6
13851576	5
7893	8
7894	9
19108	10
13869480	6
924	6
13840647	4
13875160	5
6409	0
6654	3
11057	0
6630	4
62314	4
59426	4
370	6
7007	1
17221	3
14890	2
7901	10
78543	4
13875258	5
7241	4
13849	3
9563	5
15708	4
13875432	6
21111781	5
14436	10
13875219	6
7795	2
21106513	0
28982	6
18685	7
13839174	4
78	2
13860491	4
62877	6
13868660	6
8665	6
13869414	6
11021	4
7519	6
13842573	6
11242	0
333	5
7480	4
13869339	6
62226	0
13839151	4
59439	6
7236	5
11038	6
6991	5
16257	0
13646	3
11350	5
7634	2
9849	1
10955	2
6983	5
10251740	3
6652	1
1131173	0
9546	1
7632	1
1013196	0
23718	1
11179	0
10795	0
10445	1
10742	1
7657	1
6338	0
8659	0
7248	4
8531	6
11818	2
61026	0
10428	5
10253	4
11911	0
11790	5
13040	4
7509	5
13473	6
12829	4
21242799	6
13451	4
14888	4
6176	0
8013	0
13032	4
21106562	6
7448	6
21168731	6
13875381	4
61200	5
7879	0
11607	4
13839308	6
7129	5
16887	4
8579	10
7900	10
7744	2
11879	6
6628	5
21106155	6
21111850	4
11883	12
7866	7
13881571	6
9360	6
14787	0
12451	0
13856009	2
13848467	6
8138	6
9326	6
13644	2
6677	5
70682	6
72625	5
7132	5
13835630	0
12060	7
66344	5
6990	5
21105859	5
6985	5
66551	9
8098	5
74169	5
191427	6
21106167	4
7135	5
11091	2
6277	5
207215	4
7915	11
6177	0
13861	5
21168837	6
15526	3
13033	6
67466	6
7388	6
14165	5
10649	0
13866817	6
7635	0
14163	5
21111896	4
4642	4
11500	6
25942	5
21105878	6
5704	4
8911	12
25757	3
65689	5
13836283	6
16011	5
6253	0
24133	6
16237	3
60497	0
11651	6
7518	6
21106018	5
60662	2
73531	6
63882	2
12823	5
34095	8
56234	5
63307	5
87265	5
21844	5
12821	5
11181	0
521915	3
22006	5
12822	5
13868640	6
63180	6
9964	6
8852	4
10471	0
16931	6
13837582	6
13837760	6
5975	3
4878	6
12478	5
123	5
11022	4
8528	3
11080	6
68939	5
68309	0
63658	2
14346	2
68282	6
5408	6
5596	6
11489	6
62546	0
1017	1
13421	1
26065	2
21998	2
26066	2
7581	0
17976	2
26068	2
7580	1
15532	5
9478	2
13231	6
21106102	1
63017	7
9903	7
73565	2
7511	6
21106174	4
7659	3
6977	3
13865426	1
6794	6
20521	11
5931	0
21106522	6
21111905	5
6883	5
13622	11
13869451	6
11073	6
9328	6
6143	0
21111798	6
7908	0
13870160	8
12061	7
11930	0
21105937	5
21171406	6
17428	2
61765	5
6974	6
31931	5
11511	5
13438	1
15431	5
11517	0
13837686	6
13854818	6
10935	6
21106578	4
11885	13
37466	1
67735	8
17383	3
60103	6
7871	8
23643	11
13869434	4
12972	8
11432	6
26091	6
13860633	6
81759	5
6881	6
7961	0
13839123	4
21168833	6
29080	2
7437	5
9910	5
21111816	6
8873	6
6951	6
13875441	6
2863	8
13626	1
