Compound Id	KierHallSmarts [khs.sCH3]
9326	0
13644	1
6677	2
70682	0
72625	0
7132	1
13835630	0
12060	1
66344	0
6990	1
21105859	1
6985	1
66551	0
8098	0
74169	1
191427	1
21106167	1
7135	0
11091	1
6277	0
207215	0
7915	1
6177	3
13861	0
21168837	0
15526	0
13033	1
67466	2
7388	0
14165	1
10649	2
13866817	0
7635	0
14163	1
21111896	0
4642	0
11500	0
25942	2
21105878	2
5704	0
8911	0
25757	0
65689	1
13836283	0
16011	1
6253	0
24133	1
16237	0
60497	1
11651	1
7518	0
21106018	1
60662	0
73531	1
63882	1
12823	0
34095	0
56234	0
63307	0
87265	0
21844	1
12821	0
11181	2
521915	0
22006	1
12822	0
13868640	0
63180	1
9964	0
8852	0
10471	0
16931	1
13837582	0
13837760	0
5975	2
4878	0
12478	0
123	0
11022	0
8528	0
11080	0
68939	0
68309	1
63658	1
14346	0
68282	0
5408	0
5596	0
11489	1
62546	2
1017	0
13421	5
26065	5
21998	4
26066	5
7581	5
17976	5
26068	5
7580	4
15532	2
9478	3
13231	3
21106102	2
63017	1
9903	0
73565	5
7511	2
21106174	3
7659	3
6977	3
13865426	2
6794	2
20521	1
5931	2
21106522	0
21111905	1
6883	1
13622	1
13869451	0
11073	0
9328	0
6143	0
21111798	0
7908	0
13870160	1
12061	0
11930	4
21105937	1
21171406	0
17428	0
61765	0
6974	0
31931	1
11511	1
13438	3
15431	0
11517	1
13837686	0
13854818	1
10935	0
21106578	2
11885	2
37466	0
67735	2
17383	1
60103	1
7871	2
23643	1
13869434	2
12972	2
11432	1
26091	1
13860633	0
81759	3
6881	1
7961	0
13839123	2
21168833	0
29080	0
7437	0
9910	1
21111816	0
8873	0
6951	0
13875441	0
2863	1
13626	0
6788	1
11485	1
19037	0
11433	1
477171	0
7917	1
72054	3
21111785	1
17163	0
69446	0
13254	0
10790335	2
21106019	0
8319	0
63447	2
126037	0
20151	1
21159424	1
6774	2
10857	0
69896	1
21112332	1
61802	0
13839110	2
2005824	2
9564	1
6988	0
6633	0
24729	0
100	0
26031	0
13839128	2
75563	1
10181341	0
6160	0
11460	1
15420	2
60129	1
4962	0
9908	1
96816	0
11663	0
72534	0
12173	0
8876	0
8070	1
13839080	1
6790	0
11662	0
56139	1
880	1
5242	0
10250	0
4963	0
10254	1
589165	0
12480	2
1013337	0
3635	0
20732	0
61354	2
60191	0
352	0
9612	0
6191	0
14830	2
18688	4
13038	3
11919	4
7507	3
7183	3
10355	3
7088	3
6287	3
13850405	1
21106521	0
6342	0
13861934	0
17481	3
6998	2
3973	1
60340	1
8097	0
13857694	0
73564	1
13875377	0
13837988	0
10239201	0
6780	0
12230	0
13848808	1
13063	1
9844	4
24142	1
6949	0
13861158	0
16377	1
7916	1
21105936	2
13875212	0
62402	1
21171515	2
61797	0
67462	2
21105889	1
10540	2
13848341	2
21153	2
29031	1
25119	1
13858096	1
11650	1
14507	0
75479	2
10648	1
7888	1
1072	0
21106470	0
211145	0
60136	1
15310	1
61428	0
11556	2
21168838	0
81705	0
12465	0
21105848	1
21109330	4
13837787	0
4209	1
9327	0
11891	1
21111804	3
8855	0
25968	0
13013	1
65745	0
10333	0
21111842	0
21394	0
13864445	0
70868	0
14390	0
221355	0
62582	0
7185	2
124526	1
62368	0
28973	1
16094	0
26799	0
21111774	2
61036	0
6852	1
62581	0
6999	4
17687	0
65682	0
10831	2
13860434	1
72056	0
7143	2
70511	1
16095	0
61585	0
32002	0
11413	0
72416	0
10892	1
11185	6
59433	0
10004	0
8867	0
21105795	0
1668	0
97850	1
10298354	2
21105699	0
4489	0
11673	0
238	0
2241	0
7951	1
911	0
13262	2
993	0
6995	0
21125563	0
6674	0
69983	0
8066	1
2015070	1
62423	2
58489	0
1078	0
70865	1
11477	1
11672	0
913	0
3268	0
10796	5
26070	6
12199	0
387	2
7073	4
15468	3
13439	6
7670	4
21105987	1
6656	0
13885245	1
13837281	0
7876	3
13882337	0
21106517	1
11412	0
26801	4
21159680	2
9078	0
83703	6
13876103	1
59482	1
6657	3
12044	1
21105867	3
11889	1
21106014	0
21106112	1
21111819	0
21108245	2
67835	1
17019	1
60586	1
21111817	0
21171496	0
11892	2
10800462	0
10771160	0
61434	3
21105932	2
69057	0
16685	2
6862	1
63909	1
11510	0
85185	0
21865	0
6479	0
64147	0
21106008	2
8140	0
3756	1
62236	2
20548	2
12818	0
15622	0
71784	1
13869655	0
18707	0
4611	0
11778	0
69628	0
13873600	2
15440	0
9900	0
68896	0
10772050	0
65	0
15317	0
6954	1
13667	0
11970	0
60848	0
13860817	0
12229	0
12675	0
11083	0
10881	0
97904	3
6481	0
13875161	3
6621	0
11327	1
1847	0
14836	0
8154	1
11509	0
13869661	2
63459	1
65701	1
10322	1
71655	1
62466	1
6739	0
6480	1
723	0
21106518	1
64111	0
7189	1
11417	0
7140	1
67879	0
11263	1
21106017	2
10895	0
8341	0
63931	0
7589	3
13835557	0
6943	0
62682	0
7797	0
29129	0
62532	0
3708	0
8438	0
64644	0
58563	0
62485	1
7190	1
68568	0
953	0
6787	0
132	0
571424	1
58968	0
9128	0
11588	0
452568	6
7090	0
21171506	3
10245	4
13865630	2
11246	1
7430	1
13448	6
21111758	2
12831	1
14942	1
6735	0
62359	2
21108549	0
7847	2
12674	0
62938	1
20140	2
10273	0
15644	1
11824	2
61196	0
21723	1
66365	0
62618	2
73658	0
7921	1
13867055	0
11304	2
13835126	1
69792	0
21111776	0
13881395	0
78722	2
21170125	0
33137	0
11145	2
6574	1
73537	2
14309	0
7175	2
13859497	0
14956	0
1306	1
13835344	2
13258	1
17720	0
33621	1
66385	0
11507	0
12013	1
6023	0
7186	1
776	0
21111723	3
62471	1
10303	0
14348	1
258907	2
10894	0
21159611	1
14918	0
12690	0
61763	0
19669	0
60464	2
60093	2
7662	0
53706	0
11332993	2
21106121	1
13868642	2
6828	0
70309	0
13867714	0
10248	3
79453	1
12669	1
59562	2
6878	0
7199	2
21112367	0
39404	0
9454	0
9218	1
11781	1
17347	1
11638	0
7740	4
217532	1
70512	0
12244	3
60032	0
62536	0
72274	0
6950	0
18107	0
11971	0
8998	0
1928	1
10977	1
91446	0
11585	1
11589	1
62484	1
63310	2
11776	0
23422	0
10380	0
7176	1
8382	0
88942	1
638258	0
13036	0
6724	1
11289	2
11626	1
13846959	0
10396	0
10243171	2
124	0
191	0
9225	1
81061	0
10972	0
11369	0
11773	0
10297844	1
6482	1
11576	2
10256859	1
73183	1
68122	1
5593	0
11587	0
608157	0
68837	0
5878	0
10181338	1
13257	1
62884	0
75095	1
1446	0
20160	0
62307	1
2005830	0
6079	0
10980	0
13866746	0
61190	0
31082	4
58333	0
6942	0
7301	0
21112244	3
63002	2
12045	1
15603	0
7300	0
8187	0
15410	2
67145	0
63057	3
7925	1
21111810	0
62633	1
7302	0
11372	0
67268	0
16913	1
67803	0
11573	1
11895	2
21278	1
21159579	2
6585	0
65704	2
6957	2
55242	2
11353	0
124512	0
61790	0
21106584	1
10966	3
13669	1
21106577	0
73763	2
59691	1
12047	1
21108577	2
6748	0
21105998	3
510851	0
10621	2
60092	2
62483	1
11003	0
6835	0
72918	0
15016	1
12259	5
63503	0
10539	1
11354	0
11488	0
62656	1
21111840	0
13029	0
66663	1
13839012	0
7928	1
60259	0
5966	0
73125	0
32882	0
11450	0
12586	3
13668	1
77230	0
7001	0
31264	1
14948	1
62390	2
12830	0
14690	1
60900	0
2972	2
11009	1
11584	1
8381	1
58331	0
13854242	1
10897	0
72141	1
3637837	0
63495	1
73626	0
72466	1
13846663	3
72148	1
68265	0
73512	1
61199	0
62698	1
15093	0
376	0
15244	0
10298355	0
11484	1
21106900	2
1583	0
50	0
8127	1
67229	0
13846749	1
61279	0
15663	1
9574	0
9547	0
284794	0
5622	2
9965	0
7805	0
6175	0
7279	2
11628	1
63512	1
121262	1
13476	0
222	0
6032	0
63328	1
6658	1
331	0
6675	0
14560	0
20861	0
7399	1
7141	0
79400	0
6246	2
10411	1
15753	3
11563	0
62357	0
7142	0
8155	1
68899	0
21185	0
11591	0
12055	1
61257	0
6270	4
7170	4
452969	7
452968	7
7116	0
6179	0
72051	1
13835108	2
11424	1
4436353	2
6296	3
15494	0
9425	0
14530	3
21159425	2
20124	0
15488	0
21171393	3
29024	2
64152	3
7926	1
77127	0
83365	0
8277	0
62583	0
21106529	1
7929	2
11434	0
62453	2
61418	0
1346	1
63533	0
60462	2
63208	3
12697	0
1688	1
60937	0
68404	0
21106540	0
70085	1
10237273	0
14340	2
7114	3
68709	0
21106585	4
55806	0
2973	3
13249	1
7364	0
6855	1
13272	1
6898	1
66847	4
15886	0
12840	2
38364	0
14559	1
12861	0
6620	1
1615	0
63956	1
27488	0
61381	0
71213	1
71964	0
15435	3
13848793	0
10446934	0
61542	2
6906	1
6864	0
15489	0
13490	1
61594	0
23083	2
70988	1
78578	0
11449	1
14413	1
6478	0
15418	2
54970	0
61599	0
6907	1
25276	0
21170959	0
6222	2
11446	0
7174	0
63319	1
8333	2
79481	1
60631	0
61749	1
1278	0
91500	0
8861	0
28829	2
8282	0
11624	0
15517	1
18799	0
68816	0
11399	2
4590	2
62467	0
8071	0
62328	0
1675	1
10025	0
84565	1
11476	0
13048	0
29091	2
62795	0
71934	2
7092	0
6707	1
531832	2
434	0
66572	1
70021	0
24438	0
6824	0
14869	1
72291	0
9929	2
5584	1
6854	2
61739	0
66716	0
2632	0
655	2
34195	1
8055	0
8111	0
84452	0
5027	2
5237	0
13846015	0
7069	4
67479	2
13882366	0
7098	0
2656	3
61311	0
21105876	0
7097	0
10287	0
21159574	4
22012	0
29023	2
66369	1
7091	0
13835351	1
71995	0
83338	1
17879	1
20971	0
21112533	0
76852	1
61383	0
16951	1
11897	2
9571	1
7325	0
12691	1
11373	0
61273	0
10407	0
70450	0
10425	2
10609	0
2388	1
70652	1
21159598	3
6716	3
9961	0
14582	0
960	1
11898	1
11421	0
21106172	0
6575	1
6916	1
71926	0
73945	4
9089	0
10289059	0
6825	1
11961	0
19862	1
15092	0
12524	1
12667	2
21168862	0
71672	1
70048	2
7311	1
62914	0
8807	0
15105	3
21111772	0
16208	0
6872	2
2915	0
8099	0
67953	0
62933	1
60263	1
19739	2
59146	0
60357	2
2179	0
25604	0
14585	0
19331	3
69970	0
15998	0
10363	2
72174	0
61561	0
63211	3
21106171	0
6823	0
532	0
6552	0
6033	1
2923	0
65785	1
454393	0
73131	0
5142	0
13846658	0
18708	0
10256	1
9075	0
65715	0
11580	0
6705	1
12114	0
15308	0
68579	0
15088	0
4444774	0
6928	0
6550	0
11595	2
616466	0
1103	1
19099	0
29090	3
21168888	1
7100	5
6655	0
12941	0
4445872	1
13837329	2
62501	1
7138	0
11437	2
6781	1
7914	1
66675	6
21169500	0
7889	2
205386	0
21733	2
12515	0
21170956	0
62372	1
11899	2
5374	3
67895	0
29002	0
21168556	3
8836	0
16109	4
61759	2
21106571	0
7103	3
60596	0
8862	0
10033	1
14414	0
11969	2
66759	2
66460	1
6770	0
6901	0
7119	1
61388	0
8662	0
21111849	0
63350	1
68350	1
70962	0
21106124	0
12291	0
59892	0
12696	0
19526	1
21159439	0
8434	0
7121	0
6757	0
70660	3
62756	0
16096	0
6834	0
4775	3
16644	0
7427	0
3581	0
970	0
6840	0
13493	0
3915	1
8860	0
11013	0
6592	0
11447	2
5004	0
5820	0
21106163	0
12274	0
5899	1
60188	0
78873	0
11475	0
6235	1
10801689	0
10582	0
11398	0
745600	1
9413	0
6586	0
64143	3
328957	0
13699	2
11974	0
17097	0
6856	0
13693	2
21106365	0
5606	0
12275	1
18	0
67788	0
5612	0
10986	1
12236	1
61560	2
61352	0
6845	0
8182	0
21171396	1
11472	3
24499	0
61101	0
21106146	1
6768	0
60012	0
7284	0
13856885	0
19816	2
6386	2
68220	1
28952	2
8058	0
6771	0
21159597	3
2991	0
12017	2
67790	0
72806	2
7120	0
13863774	1
74935	2
12307	0
62631	2
16896	3
10235	0
69150	0
6746	0
23472	3
5091	1
13090	0
24905	0
12100	1
7118	0
7355	0
7296	0
10664	0
123905	1
454604	0
61717	2
9886	0
955	0
7145	0
12864	0
8793	0
1118	0
65703	0
63555	0
453633	0
6601	0
2980	2
165975	0
453910	0
512092	1
2372	1
9779	3
16612	0
66916	0
61264	0
11614	0
71166	5
8470	2
2169	3
11982	0
200562	0
70280	0
10778469	0
15983	1
67282	2
9838	0
5816	0
27057	0
7268	0
10289	2
63453	1
56797	0
1061203	1
14760	1
8310	0
11443	0
18177	1
24341	0
9109	0
59462	0
7758	2
13836549	0
6420	2
59526	0
8463	0
61280	1
7162	2
67007	2
62931	1
68907	0
12499	0
12249	0
21170967	1
8045	0
7909	2
21171999	3
61475	1
8118	0
12072	2
21111786	0
9554	0
61569	1
7275	0
14360	2
12071	1
6576	0
74932	0
7207	0
61399	5
9824	0
21106020	0
64618	0
13073	0
11290	1
62486	0
10824	1
10034	0
10833	3
15216	0
81679	0
7166	1
63538	0
284177	1
6846	1
64166	2
65903	1
21171513	0
66547	0
453123	1
12213	0
7163	1
1441	0
3542441	0
13863300	2
5555	0
9856	3
15474	0
2016563	0
7203	1
15796	0
6751	0
6857	0
11516	0
5532	0
6900	0
6642	6
7125	3
70500	3
5562	0
8054	3
67230	1
67257	0
15359	0
2063	0
9572	0
6797	0
9946	0
6593	0
9826	0
66528	0
61789	0
3229	4
13856959	0
76286	6
7201	0
15636	0
13927	0
483123	1
21105887	0
7830	2
10408	0
9535	0
6484	1
21106127	0
6709	1
75176	1
12523	1
68247	2
62332	0
11900	2
70915	2
62289	3
7214	1
15471	0
62361	1
11468	1
7202	0
13853943	0
10035	1
12681	0
7292	2
74171	1
75956	0
7315	0
105768	0
15161	4
306959	1
58578	0
18227	1
70806	0
16310	1
3924	2
9219	1
66512	0
526	0
13925	0
7167	1
65693	0
27749	3
1484	0
2356	0
8057	2
6610	0
7060	1
8030	0
11593	0
61517	2
7313	0
60933	0
610932	0
525531	0
10274392	1
3008	2
6546	0
4029	1
8459	0
13924	0
12670	3
2621	0
4233	0
63515	0
1540	0
15683	0
2359	0
6837	0
9073	0
17440	0
4959	0
17704	0
15113	0
61086	0
61785	6
63077	0
6725	2
21106036	0
8567	3
13865683	0
62479	0
3395	4
13853953	0
9549	0
8086	1
21106095	0
10864	0
7171	0
11972	2
21106013	0
61281	1
12263	1
6508	0
11901	2
10834	0
13721	0
3005	4
60006	2
11249	2
11429	0
7148	2
120011	0
25605	0
10378	0
11641	0
28714	0
9130	2
61087	0
13422	3
62928	2
9569	0
2066	2
9515	0
13887609	2
13697	0
2384	2
61672	0
13075	0
2695	2
9442	0
13707	0
15724	0
2661194	0
6229	2
8106	2
10181821	0
14688	3
2848685	0
2673	2
5739	0
5561	0
12680	0
2745027	0
6753	0
62668	0
13105	0
5686	1
14810	0
4286892	0
9873	0
523754	0
60090	0
14584	0
2424	3
6468	0
1909	1
70071	1
4740	1
12329	6
59885	2
7274	0
72680	3
29135	6
11397	1
10630	0
11581	0
11427	0
59403	0
7169	0
69973	0
11146	2
21168823	2
25097	3
10426	2
6838	0
8331	0
61014	0
7923	1
63718	0
6858	0
61148	0
6763	0
10848	0
59487	0
10633	2
6714	0
63567	0
10619	1
11279086	0
13323	1
62363	2
11967	0
9206	0
11577	0
11428	0
67597	0
63320	0
11582	0
6713	0
21272	0
58568	0
60158	1
29117	0
8366	0
12355	0
8254	0
57727	1
18409	0
4596	0
2468	3
3214	0
7260	0
3215	0
7210	2
10618	0
967	0
2272143	0
61540	0
5129	1
12057	0
6213	3
6438	0
84451	0
13837584	2
62340	1
21106035	0
21106576	0
5399	0
67212	0
12504	3
21111865	0
6588	0
11902	2
11567	0
4471	1
12722	0
86040	0
6783	3
20311	0
70990	2
528656	0
21106145	1
21106581	1
11267	0
11395	0
59164	0
69450	0
11337	0
64012	0
10284	2
226885	1
8329	0
12339	0
10230	0
9805	3
12874	5
8800	0
62303	0
61150	0
60173	0
3613	0
8104	2
17162	0
69027	0
6220	0
305	0
3300	0
71976	1
8816	0
11594	0
6848	0
4819	1
5882	0
2068	2
13835294	0
6639	0
2911	1
21106178	0
60889	0
85490	2
6899	0
69290	0
7037	6
11903	2
8188	0
59546	1
62472	1
11283	0
62389	0
6381	1
10169	0
11586	1
13066	0
63522	1
11277	0
14613	0
8298	0
9192	1
6554	0
4575	3
13133	2
12858	1
6221	2
6767	0
62751	0
62493	0
28947	1
6371	2
9002	0
2079	3
15702	2
6515	1
65700	0
5145	0
77916	0
31144	0
6505	0
8846	0
2951	0
7407	1
58587	2
20277	1
11359	0
56177	0
10243	0
15403	0
5026	0
59971	0
9394	0
86894	1
9438	0
70319	4
21106111	1
26691	0
5363	0
7177	1
21106574	0
2607	0
12018	2
11308	2
2181	2
74123	0
25957	1
13959	0
11276	0
60100	0
6514	1
142204	1
11618	0
2387	2
17967090	0
8183	0
11202219	0
120096	0
6080	0
10616	0
14952	0
8799	0
16359	0
4599	1
11178542	0
7044	0
62381	0
2457	0
2075	2
6447	1
6927	0
2283	6
8067	0
13909	0
9832	0
9522	0
8181	0
7289	0
149513	1
46739	1
59020	3
62963	0
3345	4
59928	0
60047	0
10490	2
85216	0
63738	3
21106506	4
3871	1
6369	0
55194	1
65061	1
15089	0
3009396	0
224468	1
2626	1
5304	2
5507	5
194210	0
9189	1
9697	2
11338	0
62252	2
5138	1
10871	0
5632	1
2849	0
1611	1
3218	0
7152	0
62362	0
5376	3
8253	0
4268	2
7042	0
62477	0
62098	0
6454	0
7108	0
7259	0
9894	0
6389	4
2629	2
15596	0
10542	2
79719	0
27183	0
22739	0
12310	0
69703	0
10257	0
62663	8
4735	0
68030	0
62525	0
16358	0
7168	0
4024	3
4317	0
7975	0
6453	0
6215	0
3762	1
1991	0
6442	0
10081	1
2246	0
21360	0
2117	0
65974	6
8105	0
1998	2
8235	0
8274	0
8804	0
9795	0
5134	1
8788	0
70514	0
63117	0
18924	7
62965	0
10452	6
455964	1
642951	1
67593	0
6214	0
48119	1
62966	0
8252	2
7258	0
6373	0
9190	1
11200	0
27486	0
12549	0
2297301	2
10554	2
13985	1
4444448	0
8151	0
13329	0
3987	2
7370	0
5786	2
4582	1
12336	6
6057	0
66909	0
11274	0
11297	0
24722	0
525308	2
7211	0
5571	1
5163	0
18716	0
4742	2
6433	0
62265	0
6517	0
11269	0
19663	0
29150	0
62754	2
4444926	0
15020	1
8163	0
11320	1
8150	1
64045	3
59976	8
63122	2
13777	1
28425	3
63119	0
4453	0
6764	4
14285	6
11286	0
8023	0
7358	4
66396	0
7988	0
11906	2
60886	0
7172	0
6216	0
64830	0
69366	6
13352	3
58910	3
62338	0
3208	0
49895	0
5302	1
60518	1
3765	0
63757	0
2034	1
21106037	0
11390	1
15010	0
2447	4
4617	1
64003	0
77934	0
4518	4
5740	0
11571	0
5131	1
5165	3
7045	0
5531	2
10442628	1
4444935	0
10085	1
13868426	0
6520	0
3228	1
6830	2
3508	2
2928	0
60108	0
63575	0
6464	0
2710	0
2839	2
14916	0
65648	0
8353	0
10009	2
11917	0
21106505	4
191496	0
60919	0
18983	2
21242790	0
4586	0
2810	1
11325	0
11271	0
1912	1
61577	0
14430	0
3521	0
9815	0
7970	0
67509	0
14979	0
17987	0
38123	3
3322	0
4478521	2
62645	0
64377	3
4433	4
10259	0
11387	0
4355	0
10442653	1
7155	0
11310	0
10248513	1
59493	0
73276	0
15209	0
66498	0
29343	0
3472	0
48922	3
4600	0
29156	1
6232	2
10696	8
61266	0
21965	2
62468	1
59489	8
3438	0
5437	3
3584	2
15968	0
11309	0
13153	0
11380	0
62217	2
31872	1
64024	0
14960	0
5075	0
9426	0
2562	1
8177	0
8073	1
6688	0
4514715	3
15521	0
3039	0
2160	1
68961	2
24584	1
68224	4
15484	0
13842838	0
1904	2
3618	1
13764	0
9180	0
3368	1
258050	6
7974	2
29054	6
9018	0
30913	1
5423	3
9028	0
2867	1
10581	0
10674	3
5515	3
6208	6
