Compound Id	LargestPiSystem
291	0
6084	0
11148	0
855	0
864	0
6089	0
6088	0
6094	0
6085	2
6103	0
7956	0
682	0
6100	0
6087	0
654	0
6101	0
6086	2
7954	2
6097	0
7555	0
1004	0
172	1
6092	0
7560	0
11729	0
31029	0
6102	1
5834	0
10046	1
7556	2
9644	3
11151	2
7712	0
6111	0
10437	0
3168	0
7721	0
6114	0
13837190	0
9233	0
7577	3
21171407	2
7566	1
258	0
13835977	2
6093	0
7728	0
512	1
21106015	0
7716	0
9990	2
13836021	0
6106	0
7713	2
21106179	0
13836674	2
6124	0
11835	0
7714	0
7553	2
1114	0
7732	3
11833	0
7711	0
6138	0
7717	1
7557	4
11807	2
7786	0
11834	0
256	1
7767	0
8894	0
3644	0
7559	4
11830	0
7567	4
7734	3
6040	0
7776	0
12977	2
13865015	0
9354	0
12450	2
693	3
278	3
13835550	0
13835336	0
10694	3
9480	3
11723	0
6308	0
64095	0
11099	2
7957	2
11109	2
12209	2
6121	0
6108	2
7737	0
7827	0
14512	0
8543	0
7770	1
1095	0
6104	0
12011	0
175	1
8896	0
7782	3
7772	1
8560	0
31016	2
6310	0
7738	5
7815	0
12010	0
9630	0
2916	0
7739	5
13839553	0
7736	0
7811	0
171	3
659	1
11728	4
173	3
2006126	3
11167	0
10765	2
7604	0
221079	0
7024	0
11110	2
10730	2
10766	2
8544	2
10113	2
68268	2
11121	2
6307	0
29000	0
13854808	0
6127	1
62433	0
6125	0
11125	3
72268	0
62241	2
10340	5
6321	1
11871	0
7810	0
11846	1
13836399	0
6311	1
6313	1
21168808	5
5993	3
13837112	0
349	0
19100	0
8554	0
10018	0
1020	6
13837650	0
7837	0
2275	3
1005	3
7835	0
13854130	0
7791	0
13837537	0
6336	4
236	6
11832	0
7787	0
7551	0
29015	0
13835209	0
8903	6
6334	3
13837702	0
8904	6
11229	4
7790	0
60524	3
13420	4
121383	4
6330	3
10951	6
1913	4
13835459	0
10020	0
6134	0
3530	5
6153	0
11232	0
14893	2
12201	2
6309	4
14686	0
12446	2
81237	2
12430	2
7674	0
14966	0
11551	0
11094	0
8158	0
11222	3
9484	0
122546	2
7605	0
76541	2
7788	2
15221	2
7833	2
8569	0
1108	6
21106561	2
10653	3
11128	2
8525	3
10536	0
7607	1
13839107	0
11865	0
13839199	6
13839575	0
11866	1
5977	0
7856	0
7715	0
11863	0
6305	0
7849	0
10498	1
7852	0
11874	0
6323	1
7838	1
7016	1
10733	0
13835401	0
29101	4
7710	0
7688	6
119963	0
21106520	6
7677	0
13839441	0
9646	0
932	0
13835180	0
259	3
7851	0
6147	0
11526	4
13874733	6
11750	3
6333	5
6146	0
13835604	0
67424	6
13884495	1
68156	0
61471	0
5439	4
10772140	3
72718	5
6331	5
4200	3
10464	3
1143	4
11787	7
62181	7
1664	7
234	3
61632	0
6148	0
84221	0
67620	2
6340	0
18792	2
121154	2
11086	2
121113	2
15438	0
454272	2
121640	0
14751	0
14672	0
11106	0
21073	2
6163	0
7219	6
7706	3
126201	2
21106560	6
2803	0
29025	2
10465	3
21105905	6
7022	5
7463	3
7244	0
7242	6
55123	3
7850	0
11095	1
11025	1
13840	1
11838	2
29026	1
7878	0
11029	0
21106032	0
7238	7
30349	3
6326	0
7701	3
13872667	3
14840	0
13851383	6
59607	0
10054	0
6967	6
12814	3
14349	0
7026	0
7765	0
10053	0
6165	0
69736	6
8574	0
6170	2
8909	0
733	0
60839	5
21997	0
15117	0
13835861	0
13835772	7
14608	7
13835579	0
10328	7
13839416	0
69525	4
6164	0
10988	6
21106481	1
18801	0
61810	5
737	3
5050	3
4418329	4
773	5
2070	6
3596	3
11795	3
13220	4
10775	2
10755	0
16689	2
11055	0
7619	0
10737	2
69505	2
11056	0
7385	6
14752	0
7475	3
7761	3
10777	1
63026	2
7626	0
17558	0
12924	2
7515	3
10776	2
55090	0
21106526	0
7027	5
8490	5
14679	0
12809	2
13864773	3
7387	7
11998	5
11763	5
6119	0
21170543	6
8141	1
12810	0
21106016	0
6341	3
13860641	7
10364	8
21106583	0
9614	6
16268	0
7514	1
13875281	6
15846	1
11170	0
8157	0
11087	6
7391	7
13875320	6
13619	0
7465	3
6248	0
55085	3
29036	0
15480	0
5889	7
8552	3
55110	0
21106133	2
13860775	8
7882	0
13838404	0
8576	0
11909	1
11875	0
19231	3
7678	0
11530	3
361265	0
62737	0
447	8
15443	2
66464	0
6728	6
971	7
62577	5
66754	6
10301338	3
12640	5
21069	3
10008	7
177126	4
21111768	7
87514	5
10989	8
2016737	4
7225	8
8524	3
1013221	5
11107	4
21349	1
2005898	3
8537	7
5978	2
1477	0
11694	4
6332	3
2005963	5
7690	7
7683	7
13835293	0
61707	3
2005897	6
12225	5
66578	6
11244	4
1414905	5
60308	6
26072	0
12444	2
17801	2
10759	0
15794	2
11064	0
11370	0
18604	0
6149	0
66568	2
6156	0
7334	0
10420	3
13400	0
7419	6
25609	0
10571	3
14729	2
7621	1
21111805	6
10534	6
70705	2
14753	0
12807	0
7627	3
11410	8
21111882	6
21132380	6
13839109	3
13471	6
7672	0
7641	6
7689	6
7676	6
21106169	0
13863629	7
11062	0
13248	0
6042	0
8335	6
7673	6
13860692	7
10001	3
7881	0
11655	7
11783	6
11765	6
13856579	3
28777	6
7802	1
67360	1
13860335	6
11210	0
7890	0
11077	6
7803	3
7229	6
13842613	6
13835895	0
7883	1
630	4
9349	7
11862	0
21106134	6
13876621	1
13881329	7
9917	5
21105871	7
1031	5
7521	6
7235	8
6726	6
1071	0
11063	0
287294	5
60121	8
59438	0
12150	1
12144	3
61553	9
7611	3
14991	7
59556	0
13835151	7
9350	7
13844	3
96573	0
11066	3
62628	0
9357	3
66996	6
14609	7
10432	7
1479	7
7610	3
11708	6
10467	3
8882	0
7651	7
764	8
653	3
392	8
24633	6
9611	6
5705	8
11757	2
69826	0
13450	0
7747	3
11603	6
7628	5
7694	3
7065	3
13837280	2
16383	1
8568	3
7794	0
24634	2
21105900	6
8514	5
14205	8
11660	6
19110	0
15432	8
11741	0
21896	0
13875230	6
6406	5
13840690	6
11041	1
17474	5
13875392	6
7891	2
12067	3
13402	0
16486	3
6252	5
6135	2
10236	6
9228	6
5730	0
8160	2
13673	7
13875180	6
7013	0
7224	8
11180	0
12221	0
7392	6
7903	0
63871	3
11882	0
21106525	7
13851576	6
7893	2
7894	1
19108	0
13869480	8
924	7
13840647	7
13875160	6
6409	4
6654	7
11057	3
6630	7
62314	6
59426	6
370	3
7007	0
17221	0
14890	3
7901	0
78543	2
13875258	6
7241	8
13849	7
9563	7
15708	1
13875432	7
21111781	9
14436	0
13875219	7
7795	0
21106513	1
28982	7
18685	0
13839174	7
78	8
13860491	7
62877	7
13868660	6
8665	8
13869414	8
11021	6
7519	7
13842573	7
11242	5
333	8
7480	3
13869339	7
62226	2
13839151	7
59439	6
7236	3
11038	6
6991	8
16257	7
13646	7
11350	8
7634	5
9849	8
10955	5
6983	8
10251740	8
6652	8
1131173	4
9546	3
7632	5
1013196	5
23718	2
11179	2
10795	0
10445	0
10742	0
7657	3
6338	2
8659	0
7248	8
8531	6
11818	2
61026	0
10428	3
10253	6
11911	0
11790	3
13040	6
7509	3
13473	6
12829	6
21242799	6
13451	0
14888	6
6176	1
8013	3
13032	6
21106562	6
7448	6
21168731	6
13875381	6
61200	8
7879	0
11607	8
13839308	6
7129	8
16887	6
8579	0
7900	0
7744	1
11879	1
6628	7
21106155	8
21111850	6
11883	0
7866	3
13881571	7
9360	7
14787	3
12451	4
13856009	8
13848467	7
8138	9
9326	7
13644	8
6677	7
70682	0
72625	6
7132	8
13835630	0
12060	7
66344	9
6990	7
21105859	7
6985	7
66551	2
8098	10
74169	7
191427	7
21106167	8
7135	3
11091	3
6277	2
207215	7
7915	0
6177	3
13861	8
21168837	6
15526	3
13033	9
67466	8
7388	9
14165	7
10649	6
13866817	6
7635	7
14163	7
21111896	6
4642	10
11500	7
25942	8
21105878	8
5704	5
8911	0
25757	6
65689	7
13836283	8
16011	7
6253	2
24133	9
16237	6
60497	7
11651	8
7518	6
21106018	7
60662	6
73531	7
63882	5
12823	6
34095	0
56234	9
63307	6
87265	8
21844	7
12821	9
11181	3
521915	7
22006	7
12822	9
13868640	6
63180	9
9964	7
8852	10
10471	7
16931	8
13837582	8
13837760	8
5975	5
4878	8
12478	9
123	9
11022	6
8528	8
11080	8
68939	8
68309	5
63658	3
14346	9
68282	10
5408	7
5596	8
11489	8
62546	6
1017	9
13421	0
26065	0
21998	2
26066	0
7581	2
17976	0
26068	0
7580	2
15532	6
9478	2
13231	0
21106102	3
63017	1
9903	6
73565	0
7511	3
21106174	6
7659	6
6977	6
13865426	3
6794	7
20521	0
5931	5
21106522	7
21111905	6
6883	9
13622	2
13869451	7
11073	6
9328	7
6143	0
21111798	6
7908	0
13870160	10
12061	6
11930	4
21105937	9
21171406	6
17428	5
61765	8
6974	7
31931	6
11511	6
13438	3
15431	8
11517	7
13837686	7
13854818	10
10935	6
21106578	7
11885	0
37466	0
67735	1
17383	3
60103	9
7871	1
23643	1
13869434	7
12972	1
11432	10
26091	8
13860633	7
81759	8
6881	8
7961	0
13839123	7
21168833	7
29080	2
7437	6
9910	6
21111816	7
8873	9
6951	9
13875441	7
2863	3
13626	4
6788	10
