Compound Id	KierHallSmarts [khs.ssCH2]
291	0
6084	0
11148	0
855	0
864	0
6089	0
6088	0
6094	1
6085	0
6103	1
7956	0
682	1
6100	1
6087	0
654	0
6101	1
6086	0
7954	0
6097	1
7555	2
1004	2
172	0
6092	1
7560	2
11729	1
31029	2
6102	0
5834	2
10046	0
7556	1
9644	0
11151	0
7712	3
6111	1
10437	2
3168	2
7721	3
6114	1
13837190	1
9233	2
7577	0
21171407	1
7566	1
258	3
13835977	1
6093	1
7728	2
512	1
21106015	2
7716	3
9990	0
13836021	2
6106	1
7713	2
21106179	0
13836674	1
6124	0
11835	3
7714	3
7553	1
1114	0
7732	1
11833	3
7711	3
6138	1
7717	2
7557	0
11807	1
7786	2
11834	3
256	2
7767	4
8894	4
3644	0
7559	0
11830	4
7567	0
7734	1
6040	4
7776	4
12977	2
13865015	2
9354	2
12450	1
693	0
278	0
13835550	2
13835336	2
10694	0
9480	0
11723	2
6308	1
64095	2
11099	1
7957	0
11109	3
12209	3
6121	0
6108	0
7737	4
7827	4
14512	0
8543	3
7770	3
1095	4
6104	1
12011	4
175	0
8896	5
7782	2
7772	3
8560	5
31016	2
6310	1
7738	0
7815	5
12010	5
9630	3
2916	1
7739	0
13839553	3
7736	0
7811	5
171	0
659	0
11728	0
173	0
2006126	0
11167	1
10765	0
7604	2
221079	4
7024	4
11110	2
10730	0
10766	1
8544	3
10113	0
68268	3
11121	4
6307	1
29000	2
13854808	0
6127	0
62433	2
6125	0
11125	3
72268	2
62241	0
10340	0
6321	1
11871	4
7810	5
11846	4
13836399	5
6311	0
6313	0
21168808	0
5993	0
13837112	2
349	6
19100	6
8554	5
10018	4
1020	0
13837650	2
7837	6
2275	2
1005	1
7835	6
13854130	2
7791	5
13837537	4
6336	0
236	0
11832	4
7787	6
7551	2
29015	4
13835209	4
8903	0
6334	0
13837702	4
8904	0
11229	0
7790	3
60524	0
13420	0
121383	0
6330	1
10951	0
1913	0
13835459	4
10020	4
6134	0
3530	0
6153	0
11232	3
14893	2
12201	1
6309	0
14686	5
12446	2
81237	1
12430	2
7674	5
14966	2
11551	3
11094	3
8158	3
11222	0
9484	0
122546	1
7605	2
76541	4
7788	4
15221	4
7833	5
8569	6
1108	0
21106561	2
10653	1
11128	2
8525	1
10536	6
7607	2
13839107	5
11865	6
13839199	0
13839575	4
11866	5
5977	0
7856	6
7715	3
11863	6
6305	1
7849	7
10498	2
7852	7
11874	7
6323	1
7838	5
7016	2
10733	0
13835401	4
29101	0
7710	3
7688	0
119963	1
21106520	0
7677	5
13839441	5
9646	0
932	7
13835180	4
259	2
7851	7
6147	0
11526	0
13874733	0
11750	1
6333	0
6146	0
13835604	4
67424	0
13884495	1
68156	5
61471	5
5439	1
10772140	1
72718	0
6331	0
4200	0
10464	2
1143	0
11787	0
62181	0
1664	0
234	2
61632	2
6148	0
84221	2
67620	4
6340	0
18792	2
121154	2
11086	4
121113	4
15438	6
454272	1
121640	1
14751	6
14672	0
11106	4
21073	3
6163	1
7219	1
7706	2
126201	1
21106560	1
2803	4
29025	6
10465	1
21105905	1
7022	0
7463	2
7244	5
7242	1
55123	5
7850	7
11095	3
11025	3
13840	3
11838	2
29026	6
7878	7
11029	4
21106032	4
7238	0
30349	1
6326	1
7701	3
13872667	1
14840	8
13851383	1
59607	1
10054	0
6967	0
12814	3
14349	8
7026	4
7765	4
10053	0
6165	1
69736	1
8574	8
6170	0
8909	8
733	2
60839	0
21997	5
15117	4
13835861	1
13835772	0
14608	0
13835579	6
10328	0
13839416	6
69525	2
6164	1
10988	1
21106481	2
18801	6
61810	0
737	1
5050	1
4418329	1
773	0
2070	0
3596	1
11795	3
13220	0
10775	0
10755	2
16689	2
11055	2
7619	1
10737	0
69505	5
11056	2
7385	2
14752	7
7475	3
7761	2
10777	0
63026	3
7626	0
17558	5
12924	0
7515	3
10776	0
55090	1
21106526	5
7027	0
8490	1
14679	4
12809	7
13864773	2
7387	1
11998	0
11763	0
6119	0
21170543	1
8141	4
12810	8
21106016	4
6341	0
13860641	1
10364	0
21106583	6
9614	0
16268	8
7514	4
13875281	0
15846	7
11170	0
8157	0
11087	0
7391	1
13875320	0
13619	9
7465	2
6248	2
55085	2
29036	0
15480	9
5889	0
8552	4
55110	6
21106133	0
13860775	0
7882	9
13838404	0
8576	9
11909	0
11875	7
19231	4
7678	5
11530	3
361265	6
62737	7
447	0
15443	5
66464	4
6728	1
971	0
62577	0
66754	0
10301338	1
12640	0
21069	2
10008	0
177126	1
21111768	0
87514	0
10989	0
2016737	2
7225	0
8524	2
1013221	0
11107	3
21349	1
2005898	2
8537	0
5978	0
1477	2
11694	2
6332	1
2005963	0
7690	0
7683	0
13835293	2
61707	0
2005897	0
12225	0
66578	0
11244	0
1414905	0
60308	0
26072	5
12444	1
17801	1
10759	3
15794	1
11064	3
11370	2
18604	4
6149	0
66568	5
6156	0
7334	6
10420	4
13400	3
7419	3
25609	6
10571	0
14729	4
7621	1
21111805	1
10534	1
70705	5
14753	8
12807	6
7627	0
11410	0
21111882	1
21132380	0
13839109	3
13471	2
7672	5
7641	0
7689	0
7676	0
21106169	1
13863629	0
11062	5
13248	9
6042	0
8335	2
7673	0
13860692	0
10001	1
7881	9
11655	2
11783	0
11765	0
13856579	2
28777	1
7802	5
67360	8
13860335	1
11210	3
7890	10
11077	0
7803	5
7229	1
13842613	0
13835895	6
7883	8
630	0
9349	0
11862	6
21106134	1
13876621	4
13881329	0
9917	1
21105871	0
1031	0
7521	0
7235	0
6726	1
1071	7
11063	5
287294	2
60121	1
59438	4
12150	0
12144	4
61553	0
7611	2
14991	0
59556	3
13835151	0
9350	0
13844	4
96573	5
11066	2
62628	8
9357	1
66996	0
14609	0
10432	0
1479	0
7610	1
11708	0
10467	1
8882	6
7651	0
764	0
653	1
392	0
24633	1
9611	0
5705	0
11757	0
69826	5
13450	3
7747	1
11603	1
7628	0
7694	5
7065	1
13837280	0
16383	5
8568	5
7794	2
24634	3
21105900	1
8514	3
14205	0
11660	1
19110	9
15432	0
11741	4
21896	7
13875230	0
6406	0
13840690	1
11041	4
17474	0
13875392	0
7891	9
12067	2
13402	4
16486	5
6252	0
6135	0
10236	0
9228	0
5730	0
8160	1
13673	3
13875180	0
7013	2
7224	0
11180	0
12221	10
7392	2
7903	11
63871	4
11882	11
21106525	1
13851576	1
7893	9
7894	9
19108	11
13869480	0
924	0
13840647	0
13875160	0
6409	2
6654	0
11057	0
6630	0
62314	0
59426	1
370	6
7007	2
17221	7
14890	1
7901	11
78543	4
13875258	0
7241	0
13849	0
9563	0
15708	6
13875432	0
21111781	0
14436	9
13875219	0
7795	2
21106513	2
28982	1
18685	9
13839174	0
78	0
13860491	0
62877	0
13868660	0
8665	0
13869414	0
11021	1
7519	0
13842573	0
11242	0
333	0
7480	5
13869339	0
62226	2
13839151	0
59439	0
7236	5
11038	0
6991	0
16257	0
13646	0
11350	0
7634	2
9849	0
10955	2
6983	0
10251740	0
6652	0
1131173	0
9546	2
7632	1
1013196	0
23718	1
11179	0
10795	0
10445	1
10742	1
7657	2
6338	1
8659	3
7248	0
8531	2
11818	2
61026	0
10428	6
10253	0
11911	1
11790	6
13040	1
7509	6
13473	2
12829	1
21242799	1
13451	4
14888	1
6176	0
8013	0
13032	1
21106562	1
7448	2
21168731	0
13875381	0
61200	0
7879	6
11607	0
13839308	1
7129	0
16887	1
8579	11
7900	11
7744	2
11879	6
6628	0
21106155	1
21111850	1
11883	12
7866	7
13881571	0
9360	0
14787	4
12451	0
13856009	0
13848467	2
8138	0
9326	0
13644	0
6677	0
70682	8
72625	1
7132	0
13835630	6
12060	2
66344	0
6990	0
21105859	1
6985	0
66551	9
8098	0
74169	0
191427	1
21106167	0
7135	5
11091	2
6277	5
207215	1
7915	12
6177	0
13861	0
21168837	0
15526	4
13033	0
67466	2
7388	0
14165	0
10649	0
13866817	0
7635	0
14163	0
21111896	2
4642	0
11500	0
25942	0
21105878	0
5704	5
8911	12
25757	0
65689	0
13836283	0
16011	0
6253	2
24133	0
16237	0
60497	1
11651	1
7518	0
21106018	0
60662	0
73531	1
63882	2
12823	1
34095	10
56234	0
63307	1
87265	0
21844	0
12821	0
11181	0
521915	0
22006	0
12822	0
13868640	0
63180	0
9964	2
8852	0
10471	0
16931	1
13837582	0
13837760	0
5975	0
4878	0
12478	0
123	0
11022	2
8528	0
11080	0
68939	0
68309	1
63658	0
14346	0
68282	0
5408	2
5596	0
11489	0
62546	0
1017	0
13421	1
26065	2
21998	2
26066	2
7581	0
17976	2
26068	2
7580	1
15532	0
9478	2
13231	9
21106102	1
63017	7
9903	3
73565	1
7511	7
21106174	0
7659	0
6977	0
13865426	2
6794	2
20521	11
5931	2
21106522	2
21111905	0
6883	0
13622	11
13869451	0
11073	0
9328	0
6143	0
21111798	0
7908	8
13870160	0
12061	2
11930	0
21105937	0
21171406	0
17428	0
61765	1
6974	0
31931	0
11511	0
13438	1
15431	0
11517	0
13837686	0
13854818	0
10935	0
21106578	0
11885	13
37466	2
67735	8
17383	3
60103	0
7871	8
23643	11
13869434	0
12972	8
11432	0
26091	0
13860633	0
81759	0
6881	1
7961	1
13839123	0
21168833	2
29080	4
7437	1
9910	0
21111816	0
8873	0
6951	0
13875441	0
2863	8
