Compound Id	CarbonTypes [C1SP3]
291	0
6084	2
11148	0
855	0
864	0
6089	0
6088	0
6094	2
6085	0
6103	2
7956	0
682	2
6100	2
6087	0
654	0
6101	2
6086	0
7954	1
6097	2
7555	2
1004	2
172	1
6092	2
7560	2
11729	2
31029	2
6102	1
5834	2
10046	0
7556	1
9644	0
11151	0
7712	2
6111	0
10437	2
3168	4
7721	2
6114	2
13837190	0
9233	4
7577	0
21171407	1
7566	1
258	2
13835977	1
6093	0
7728	2
512	1
21106015	2
7716	2
9990	2
13836021	2
6106	0
7713	1
21106179	0
13836674	1
6124	2
11835	4
7714	2
7553	1
1114	0
7732	2
11833	2
7711	2
6138	2
7717	1
7557	0
11807	2
7786	4
11834	2
256	1
7767	2
8894	0
3644	2
7559	0
11830	2
7567	0
7734	2
6040	2
7776	2
12977	1
13865015	2
9354	2
12450	2
693	0
278	0
13835550	2
13835336	2
10694	0
9480	0
11723	2
6308	3
64095	1
11099	0
7957	2
11109	1
12209	1
6121	2
6108	0
7737	2
7827	4
14512	2
8543	2
7770	1
1095	2
6104	0
12011	4
175	2
8896	0
7782	2
7772	1
8560	2
31016	2
6310	3
7738	2
7815	2
12010	2
9630	4
2916	0
7739	2
13839553	2
7736	2
7811	2
171	1
659	0
11728	0
173	1
2006126	1
11167	1
10765	2
7604	3
221079	1
7024	1
11110	0
10730	1
10766	2
8544	0
10113	3
68268	2
11121	1
6307	3
29000	3
13854808	2
6127	1
62433	2
6125	2
11125	2
72268	1
62241	2
10340	2
6321	2
11871	4
7810	2
11846	1
13836399	4
6311	2
6313	2
21168808	2
5993	0
13837112	2
349	2
19100	2
8554	2
10018	2
1020	2
13837650	2
7837	2
2275	1
1005	1
7835	2
13854130	2
7791	2
13837537	4
6336	1
236	0
11832	2
7787	0
7551	2
29015	4
13835209	2
8903	2
6334	1
13837702	2
8904	4
11229	0
7790	0
60524	2
13420	1
121383	2
6330	1
10951	0
1913	1
13835459	4
10020	4
6134	0
3530	0
6153	0
11232	1
14893	1
12201	2
6309	1
14686	1
12446	2
81237	1
12430	2
7674	1
14966	2
11551	3
11094	3
8158	6
11222	2
9484	2
122546	2
7605	3
76541	2
7788	0
15221	2
7833	1
8569	4
1108	1
21106561	2
10653	1
11128	2
8525	3
10536	4
7607	2
13839107	6
11865	2
13839199	2
13839575	4
11866	1
5977	0
7856	4
7715	2
11863	2
6305	2
7849	2
10498	1
7852	2
11874	2
6323	2
7838	1
7016	2
10733	3
13835401	4
29101	1
7710	2
7688	4
119963	2
21106520	3
7677	0
13839441	2
9646	4
932	2
13835180	4
259	1
7851	2
6147	3
11526	0
13874733	3
11750	1
6333	0
6146	3
13835604	4
67424	3
13884495	0
68156	2
61471	4
5439	2
10772140	1
72718	0
6331	0
4200	1
10464	1
1143	0
11787	2
62181	2
1664	2
234	1
61632	4
6148	2
84221	2
67620	1
6340	4
18792	2
121154	2
11086	1
121113	1
15438	1
454272	3
121640	2
14751	1
14672	3
11106	3
21073	2
6163	4
7219	1
7706	3
126201	3
21106560	3
2803	0
29025	1
10465	2
21105905	3
7022	0
7463	3
7244	6
7242	2
55123	2
7850	2
11095	2
11025	2
13840	0
11838	0
29026	1
7878	4
11029	2
21106032	2
7238	0
30349	0
6326	2
7701	1
13872667	1
14840	2
13851383	1
59607	2
10054	3
6967	2
12814	1
14349	2
7026	0
7765	2
10053	3
6165	3
69736	3
8574	2
6170	3
8909	0
733	2
60839	2
21997	3
15117	4
13835861	3
13835772	1
14608	3
13835579	2
10328	0
13839416	2
69525	1
6164	4
10988	3
21106481	0
18801	2
61810	1
737	1
5050	1
4418329	0
773	2
2070	2
3596	1
11795	1
13220	0
10775	3
10755	4
16689	3
11055	4
7619	4
10737	3
69505	0
11056	3
7385	1
14752	1
7475	3
7761	3
10777	3
63026	2
7626	4
17558	3
12924	3
7515	3
10776	4
55090	3
21106526	2
7027	2
8490	2
14679	2
12809	1
13864773	3
7387	2
11998	2
11763	2
6119	0
21170543	1
8141	0
12810	4
