Compound Id	RotatableBondsCount
291	0
6084	0
11148	0
855	0
864	0
6089	0
6088	0
6094	0
6085	0
6103	0
7956	0
682	0
6100	0
6087	0
654	0
6101	0
6086	0
7954	0
6097	0
7555	1
1004	1
172	0
6092	0
7560	1
11729	1
31029	1
6102	0
5834	1
10046	0
7556	1
9644	0
11151	0
7712	2
6111	0
10437	1
3168	2
7721	2
6114	0
13837190	2
9233	2
7577	1
21171407	1
7566	0
258	2
13835977	1
6093	0
7728	2
512	1
21106015	1
7716	2
9990	0
13836021	2
6106	0
7713	2
21106179	0
13836674	1
6124	0
11835	3
7714	2
7553	1
1114	0
7732	2
11833	3
7711	2
6138	0
7717	1
7557	1
11807	0
7786	3
11834	3
256	2
7767	3
8894	0
3644	0
7559	1
11830	3
7567	0
7734	2
6040	3
7776	3
12977	1
13865015	1
9354	1
12450	0
693	0
278	0
13835550	1
13835336	1
10694	0
9480	0
11723	1
6308	1
64095	1
11099	2
7957	0
11109	3
12209	2
6121	0
6108	0
7737	0
7827	4
14512	1
8543	2
7770	2
1095	0
6104	0
12011	4
175	0
8896	0
7782	3
7772	3
8560	4
31016	1
6310	1
7738	0
7815	4
12010	4
9630	4
2916	0
7739	0
13839553	2
7736	0
7811	4
171	0
659	0
11728	1
173	0
2006126	0
11167	0
10765	1
7604	2
221079	1
7024	0
11110	3
10730	0
10766	1
8544	0
10113	0
68268	1
11121	4
6307	1
29000	2
13854808	2
6127	0
62433	2
6125	0
11125	4
72268	1
62241	0
10340	0
6321	1
11871	5
7810	4
11846	3
13836399	5
6311	0
6313	1
21168808	0
5993	1
13837112	1
349	5
19100	5
8554	0
10018	0
1020	0
13837650	1
7837	5
2275	0
1005	1
7835	5
13854130	1
7791	0
13837537	0
6336	1
236	0
11832	3
7787	0
7551	1
29015	0
13835209	3
8903	0
6334	1
13837702	3
8904	0
11229	1
7790	0
60524	0
13420	1
121383	0
6330	1
10951	0
1913	1
13835459	0
10020	0
6134	0
3530	1
6153	0
11232	0
14893	0
12201	2
6309	1
14686	1
12446	2
81237	1
12430	2
7674	0
14966	2
11551	3
11094	3
8158	3
11222	0
9484	0
122546	1
7605	2
76541	2
7788	0
15221	2
7833	5
8569	6
1108	0
21106561	4
10653	2
11128	4
8525	2
10536	6
7607	2
13839107	6
11865	5
13839199	0
13839575	6
11866	4
5977	0
7856	6
7715	2
11863	5
6305	1
7849	6
10498	1
7852	6
11874	6
6323	1
7838	5
7016	2
10733	0
13835401	4
29101	0
7710	2
7688	0
119963	1
21106520	0
7677	0
13839441	4
9646	0
932	6
13835180	4
259	2
7851	6
6147	0
11526	2
13874733	0
11750	2
6333	1
6146	0
13835604	4
67424	0
13884495	0
68156	4
61471	0
5439	2
10772140	1
72718	2
6331	1
4200	1
10464	2
1143	0
11787	0
62181	0
1664	0
234	2
61632	2
6148	0
84221	1
67620	0
6340	1
18792	3
121154	2
11086	0
121113	1
15438	2
454272	0
121640	1
14751	1
14672	1
11106	4
21073	3
6163	1
7219	1
7706	3
126201	1
21106560	1
2803	0
29025	6
10465	2
21105905	1
7022	2
7463	3
7244	1
7242	1
55123	6
7850	6
11095	3
11025	3
13840	0
11838	0
29026	5
7878	7
11029	4
21106032	3
7238	1
30349	2
6326	1
7701	3
13872667	2
14840	7
13851383	1
59607	1
10054	0
6967	0
12814	0
14349	7
7026	0
7765	3
10053	0
6165	1
69736	1
8574	7
6170	1
8909	0
733	2
60839	0
21997	1
15117	5
13835861	1
13835772	0
14608	0
13835579	5
10328	0
13839416	5
69525	3
6164	1
10988	1
21106481	1
18801	5
61810	0
737	1
5050	1
4418329	3
773	0
2070	0
3596	1
11795	3
13220	0
10775	1
10755	2
16689	2
11055	2
7619	2
10737	1
69505	2
11056	2
7385	2
14752	2
7475	4
7761	4
10777	1
63026	0
7626	2
17558	5
12924	0
7515	4
10776	0
55090	1
21106526	4
7027	0
8490	3
14679	0
12809	7
13864773	4
7387	2
11998	0
11763	0
6119	0
21170543	2
8141	0
12810	8
21106016	4
6341	1
13860641	1
10364	0
21106583	8
9614	0
16268	7
7514	4
13875281	0
15846	6
11170	0
8157	3
11087	0
7391	2
13875320	0
13619	8
7465	3
6248	2
55085	3
29036	0
15480	8
5889	0
8552	4
55110	2
21106133	0
13860775	1
7882	8
13838404	0
8576	8
11909	0
11875	6
19231	1
7678	0
11530	0
361265	2
62737	6
447	1
15443	1
66464	0
6728	1
971	0
62577	0
66754	0
10301338	1
12640	0
21069	2
10008	0
177126	1
21111768	0
87514	0
10989	1
2016737	4
7225	0
8524	2
1013221	0
11107	4
21349	2
2005898	0
8537	0
5978	0
1477	2
11694	4
6332	1
2005963	0
7690	0
7683	0
13835293	2
61707	1
2005897	0
12225	0
66578	2
11244	1
1414905	0
60308	0
26072	1
12444	2
17801	2
10759	3
15794	2
11064	3
11370	3
18604	1
6149	0
66568	1
6156	0
7334	6
10420	5
13400	3
7419	3
25609	6
10571	2
14729	0
7621	2
21111805	1
10534	0
70705	5
14753	3
12807	6
7627	2
11410	1
21111882	1
21132380	0
13839109	5
13471	2
7672	0
7641	0
7689	0
7676	0
21106169	1
13863629	1
11062	0
13248	8
6042	0
8335	2
7673	0
13860692	0
10001	2
7881	8
11655	3
11783	0
11765	0
13856579	3
28777	1
7802	5
67360	7
13860335	1
11210	3
7890	9
11077	0
7803	5
7229	1
13842613	0
13835895	7
7883	8
630	1
9349	0
11862	5
21106134	1
13876621	3
13881329	1
9917	0
21105871	0
1031	1
7521	0
7235	1
6726	1
1071	7
11063	0
287294	1
60121	2
59438	0
12150	0
12144	0
61553	1
7611	2
14991	0
59556	3
13835151	0
9350	0
13844	0
96573	1
11066	2
62628	7
9357	1
66996	0
14609	0
10432	0
1479	0
7610	1
11708	0
10467	2
8882	0
7651	0
764	0
653	2
392	0
24633	1
9611	1
5705	0
11757	1
69826	2
13450	4
7747	3
11603	1
7628	2
7694	6
7065	3
13837280	0
16383	5
8568	6
7794	4
24634	0
21105900	1
8514	5
14205	1
11660	1
19110	4
15432	1
11741	4
21896	7
13875230	0
6406	2
13840690	1
11041	0
17474	0
13875392	0
7891	9
12067	3
13402	4
16486	1
6252	2
6135	0
10236	0
9228	0
5730	0
8160	0
13673	4
13875180	0
7013	2
7224	0
11180	1
12221	9
7392	2
7903	10
63871	5
11882	10
21106525	1
13851576	1
7893	9
7894	9
19108	10
13869480	1
924	1
13840647	0
13875160	0
6409	0
6654	1
11057	1
6630	0
62314	0
59426	1
370	6
7007	2
17221	2
14890	1
7901	10
78543	0
13875258	0
7241	0
13849	1
9563	0
15708	6
13875432	0
21111781	2
14436	0
13875219	0
7795	4
21106513	2
28982	1
18685	8
13839174	0
78	0
13860491	0
62877	1
13868660	0
8665	1
13869414	1
11021	1
7519	0
13842573	0
11242	1
333	0
7480	0
13869339	0
62226	2
13839151	0
59439	0
7236	0
11038	0
6991	0
16257	1
13646	1
11350	0
7634	0
9849	1
10955	0
6983	0
10251740	1
6652	1
1131173	0
9546	1
7632	0
1013196	0
23718	1
11179	1
10795	2
10445	2
10742	2
7657	4
6338	1
8659	6
7248	1
8531	2
11818	3
61026	0
10428	7
10253	1
11911	1
11790	7
13040	1
7509	7
13473	2
12829	1
21242799	1
13451	5
14888	1
6176	1
8013	2
13032	1
21106562	1
7448	2
21168731	0
13875381	0
61200	1
7879	7
11607	0
13839308	1
7129	1
16887	1
8579	10
7900	10
7744	3
11879	5
6628	0
21106155	2
21111850	1
11883	11
7866	7
13881571	1
9360	0
14787	1
12451	1
13856009	1
13848467	3
8138	0
9326	0
13644	1
6677	1
70682	7
72625	1
7132	1
13835630	6
12060	2
66344	1
6990	0
21105859	2
6985	0
66551	0
8098	0
74169	0
191427	2
21106167	0
7135	1
11091	3
6277	0
207215	2
7915	11
6177	1
13861	0
21168837	0
15526	4
13033	1
67466	4
7388	2
14165	0
10649	3
13866817	0
7635	0
14163	0
21111896	2
4642	2
11500	0
25942	1
21105878	2
5704	0
8911	0
25757	0
65689	0
13836283	0
16011	0
6253	0
24133	0
16237	0
60497	2
11651	2
7518	0
21106018	0
60662	0
73531	2
63882	0
12823	1
34095	9
56234	1
63307	1
87265	1
21844	0
12821	0
11181	1
521915	1
22006	0
12822	0
13868640	0
63180	1
9964	2
8852	0
10471	0
16931	1
13837582	0
13837760	0
5975	0
4878	0
12478	0
123	1
11022	2
8528	0
11080	0
68939	0
68309	3
63658	0
14346	1
68282	0
5408	2
5596	0
11489	0
62546	3
1017	1
13421	3
26065	3
21998	2
26066	3
7581	1
17976	3
26068	3
7580	2
15532	1
9478	3
13231	9
21106102	4
63017	7
9903	0
73565	3
7511	8
21106174	0
7659	0
6977	0
13865426	4
6794	3
20521	6
5931	4
21106522	0
21111905	0
6883	2
13622	11
13869451	0
11073	0
9328	0
6143	0
21111798	0
7908	10
13870160	0
12061	2
11930	2
21105937	2
21171406	0
17428	0
61765	2
6974	0
31931	0
11511	0
13438	2
15431	1
11517	0
13837686	0
13854818	0
10935	0
21106578	0
11885	12
37466	2
67735	8
17383	4
60103	2
7871	8
23643	11
13869434	0
12972	8
11432	0
26091	1
13860633	0
81759	2
6881	2
7961	1
13839123	0
21168833	3
29080	0
7437	1
9910	0
21111816	0
8873	0
6951	0
13875441	0
2863	8
13626	0
6788	0
