Compound Id	WeightedPath [WTPT-4]
291	0.0
6084	0.0
11148	0.0
855	0.0
864	2.0
6089	0.0
6088	0.0
6094	0.0
6085	0.0
6103	0.0
7956	2.414
682	2.207
6100	0.0
6087	0.0
654	0.0
6101	0.0
6086	0.0
7954	0.0
6097	0.0
7555	0.0
1004	2.311
172	2.207
6092	0.0
7560	0.0
11729	0.0
31029	0.0
6102	0.0
5834	0.0
10046	0.0
7556	0.0
9644	2.207
11151	0.0
7712	0.0
6111	0.0
10437	0.0
3168	2.707
7721	0.0
6114	2.5
13837190	5.268
9233	0.0
7577	4.871
21171407	0.0
7566	0.0
258	2.362
13835977	0.0
6093	0.0
7728	4.996
512	2.311
21106015	2.311
7716	0.0
9990	0.0
13836021	2.362
6106	0.0
7713	0.0
21106179	0.0
13836674	0.0
6124	0.0
11835	2.780
7714	0.0
7553	0.0
1114	0.0
7732	2.707
11833	2.670
7711	0.0
6138	2.633
7717	0.0
7557	0.0
11807	0.0
7786	0.0
11834	0.0
256	2.362
7767	0.0
8894	0.0
3644	2.244
7559	2.311
11830	0.0
7567	0.0
7734	5.070
6040	2.388
7776	0.0
12977	2.362
13865015	0.0
9354	2.311
12450	2.362
693	2.207
278	4.414
13835550	0.0
13835336	2.311
10694	0.0
9480	0.0
11723	0.0
6308	0.0
64095	0.0
11099	0.0
7957	0.0
11109	0.0
12209	0.0
6121	0.0
6108	0.0
7737	2.875
7827	0.0
14512	0.0
8543	0.0
7770	0.0
1095	0.0
6104	0.0
12011	0.0
175	2.244
8896	0.0
7782	5.169
7772	2.388
8560	0.0
31016	0.0
6310	0.0
7738	2.875
7815	0.0
12010	0.0
9630	5.634
2916	0.0
7739	0.0
13839553	4.725
7736	0.0
7811	0.0
171	4.488
659	2.244
11728	2.311
173	2.244
2006126	0.0
11167	0.0
10765	0.0
7604	0.0
221079	0.0
7024	0.0
11110	0.0
10730	0.0
10766	0.0
8544	0.0
10113	0.0
68268	0.0
11121	0.0
6307	0.0
29000	2.372
13854808	5.271
6127	2.244
62433	0.0
6125	0.0
11125	5.218
72268	0.0
62241	0.0
10340	2.891
6321	2.313
11871	0.0
7810	0.0
11846	0.0
13836399	5.298
6311	0.0
6313	2.329
21168808	0.0
5993	2.329
13837112	2.706
349	0.0
19100	0.0
8554	2.938
10018	5.875
1020	0.0
13837650	0.0
7837	2.408
2275	5.207
1005	4.626
7835	0.0
13854130	0.0
7791	0.0
13837537	2.938
6336	7.229
236	0.0
11832	0.0
7787	0.0
7551	0.0
29015	5.875
13835209	4.777
8903	0.0
6334	2.313
13837702	0.0
8904	0.0
11229	4.9
7790	8.813
60524	2.329
13420	2.313
121383	0.0
6330	2.313
10951	0.0
1913	4.642
13835459	0.0
10020	0.0
6134	0.0
3530	4.642
6153	0.0
11232	0.0
14893	0.0
12201	0.0
6309	0.0
14686	0.0
12446	0.0
81237	0.0
12430	0.0
7674	0.0
14966	0.0
11551	0.0
11094	0.0
8158	0.0
11222	0.0
9484	0.0
122546	0.0
7605	0.0
76541	0.0
7788	0.0
15221	0.0
7833	0.0
8569	2.927
1108	0.0
21106561	0.0
10653	5.018
11128	0.0
8525	5.081
10536	0.0
7607	2.348
13839107	8.164
11865	0.0
13839199	0.0
13839575	8.332
11866	0.0
5977	0.0
7856	0.0
7715	0.0
11863	0.0
6305	0.0
7849	0.0
10498	0.0
7852	0.0
11874	0.0
6323	2.313
7838	2.408
7016	2.382
10733	0.0
13835401	0.0
29101	0.0
7710	0.0
7688	0.0
119963	2.329
21106520	0.0
7677	0.0
13839441	4.803
9646	0.0
932	2.411
13835180	7.656
259	4.695
7851	0.0
6147	0.0
11526	7.653
13874733	0.0
11750	7.342
6333	4.626
6146	2.25
13835604	4.803
67424	0.0
13884495	0.0
68156	2.401
61471	0.0
5439	5.081
10772140	4.626
72718	5.018
6331	2.313
4200	2.313
10464	2.348
1143	2.244
11787	2.491
62181	0.0
1664	0.0
234	4.695
61632	0.0
6148	0.0
84221	0.0
67620	0.0
6340	0.0
18792	0.0
121154	0.0
11086	0.0
121113	0.0
15438	0.0
454272	0.0
121640	0.0
14751	0.0
14672	2.591
11106	0.0
21073	0.0
6163	0.0
7219	0.0
7706	5.171
126201	0.0
21106560	0.0
2803	0.0
29025	0.0
10465	5.081
21105905	0.0
7022	5.018
7463	5.199
7244	2.971
7242	0.0
55123	5.255
7850	0.0
11095	2.365
11025	2.417
13840	2.402
11838	0.0
29026	0.0
7878	5.330
11029	2.451
21106032	0.0
7238	2.761
30349	4.695
6326	0.0
7701	4.730
13872667	5.018
14840	0.0
13851383	0.0
59607	0.0
10054	0.0
6967	0.0
12814	2.469
14349	0.0
7026	2.461
7765	0.0
10053	0.0
6165	2.302
69736	0.0
8574	2.413
6170	4.923
8909	0.0
733	7.109
60839	0.0
21997	0.0
15117	4.815
13835861	2.332
13835772	2.489
14608	0.0
13835579	0.0
10328	2.489
13839416	4.815
69525	2.417
6164	2.332
10988	2.452
21106481	0.0
18801	2.408
61810	4.695
737	6.955
5050	4.626
4418329	2.389
773	0.0
2070	0.0
3596	2.313
