Compound Id	VAdjMa
291	1.0
6084	2.0
11148	2.0
855	2.0
864	2.0
6089	2.0
6088	2.0
6094	2.585
6085	2.0
6103	2.585
7956	2.585
682	2.585
6100	2.585
6087	2.0
654	2.585
6101	2.585
6086	2.0
7954	2.585
6097	2.585
7555	3.0
1004	3.0
172	2.585
6092	2.585
7560	3.0
11729	3.0
31029	3.0
6102	2.585
5834	3.0
10046	2.585
7556	3.0
9644	2.585
11151	2.585
7712	3.322
6111	2.585
10437	3.0
3168	3.322
7721	3.322
6114	2.585
13837190	3.322
9233	3.322
7577	3.0
21171407	3.0
7566	3.0
258	3.322
13835977	3.0
6093	2.585
7728	3.322
512	3.0
21106015	3.0
7716	3.322
9990	3.0
13836021	3.322
6106	2.585
7713	3.322
21106179	3.0
13836674	3.0
6124	3.0
11835	3.585
7714	3.322
7553	3.0
1114	3.0
7732	3.322
11833	3.585
7711	3.322
6138	3.0
7717	3.322
7557	3.0
11807	3.322
7786	3.585
11834	3.585
256	3.322
7767	3.585
8894	3.0
3644	3.0
7559	3.0
11830	3.585
7567	3.0
7734	3.322
6040	3.585
7776	3.585
12977	3.322
13865015	3.0
9354	3.0
12450	3.322
693	2.585
278	2.585
13835550	3.0
13835336	3.0
10694	3.0
9480	2.585
11723	3.0
6308	3.322
64095	3.322
11099	3.322
7957	3.0
11109	3.585
12209	3.585
6121	3.0
6108	2.585
7737	3.322
7827	3.807
14512	3.322
8543	3.322
7770	3.585
1095	3.322
6104	2.585
12011	3.807
175	3.0
8896	3.322
7782	3.585
7772	3.585
8560	3.807
31016	3.585
6310	3.322
7738	3.322
7815	3.807
12010	3.807
9630	3.807
2916	2.585
7739	3.322
13839553	3.322
7736	3.322
7811	3.807
171	3.0
659	3.0
11728	3.0
173	3.0
2006126	3.0
11167	3.0
10765	3.322
7604	3.585
221079	3.585
7024	3.585
11110	3.585
10730	3.0
10766	3.322
8544	3.322
10113	3.322
68268	3.807
11121	3.807
6307	3.322
29000	3.585
13854808	3.585
6127	3.0
62433	3.585
6125	3.0
11125	3.807
72268	3.322
62241	3.322
10340	3.585
6321	3.322
11871	4.0
7810	3.807
11846	3.807
13836399	4.0
6311	3.322
6313	3.322
21168808	3.585
5993	3.322
13837112	3.322
349	4.0
19100	4.0
8554	3.585
10018	3.585
1020	3.585
13837650	3.0
7837	4.0
2275	3.322
1005	3.322
7835	4.0
13854130	3.0
7791	3.585
13837537	3.585
6336	3.322
236	3.585
11832	3.585
7787	3.585
7551	3.0
29015	3.585
13835209	3.585
8903	3.585
6334	3.322
13837702	3.585
8904	3.585
11229	3.322
7790	3.585
60524	3.322
13420	3.322
121383	3.585
6330	3.322
10951	3.585
1913	3.322
13835459	3.585
10020	3.585
6134	3.0
3530	3.322
6153	3.322
11232	3.322
14893	3.585
12201	3.585
6309	3.322
14686	3.807
12446	3.585
81237	3.322
12430	3.585
7674	3.807
14966	3.585
11551	3.807
11094	3.807
8158	3.807
11222	3.322
9484	3.322
122546	3.585
7605	3.585
76541	4.0
7788	3.585
15221	4.0
7833	4.0
8569	4.170
1108	3.807
21106561	3.807
10653	3.585
11128	3.807
8525	3.585
10536	4.170
7607	3.585
13839107	4.170
11865	4.0
13839199	3.807
13839575	4.170
11866	4.0
5977	3.0
7856	4.170
7715	3.322
11863	4.0
6305	3.322
7849	4.170
10498	3.322
7852	4.170
11874	4.170
6323	3.322
7838	4.0
7016	3.585
10733	3.322
13835401	3.807
29101	3.322
7710	3.322
7688	3.807
119963	3.322
21106520	3.807
7677	3.807
13839441	3.807
9646	3.322
932	4.170
13835180	3.807
259	3.585
7851	4.170
6147	3.322
11526	3.585
13874733	3.807
11750	3.585
6333	3.322
6146	3.322
13835604	3.807
67424	3.807
13884495	3.322
68156	3.807
61471	3.807
5439	3.585
10772140	3.322
72718	3.585
6331	3.322
4200	3.322
10464	3.585
1143	3.0
11787	3.807
62181	3.807
1664	3.807
234	3.585
61632	3.322
6148	3.322
84221	3.585
67620	3.807
6340	3.585
18792	3.807
121154	3.807
11086	3.807
121113	3.807
15438	4.0
