Compound Id	BPol
291	4.373
6084	6.559
11148	4.483
855	6.653
864	4.373
6089	4.806
6088	6.870
6094	8.746
6085	4.373
6103	8.839
7956	8.475
682	6.559
6100	9.056
6087	3.7
654	8.312
6101	6.992
6086	2.186
7954	6.559
6097	5.886
7555	10.932
1004	8.746
172	5.331
6092	6.756
7560	11.026
11729	11.026
31029	11.242
6102	3.940
5834	9.272
10046	4.25
7556	8.746
9644	2.098
11151	4.570
7712	13.118
6111	6.559
10437	8.072
3168	12.848
7721	13.212
6114	6.289
13837190	12.578
9233	13.212
7577	7.247
21171407	9.056
7566	6.126
258	10.932
13835977	6.992
6093	3.896
7728	10.662
512	7.517
21106015	5.886
7716	11.365
9990	6.559
13836021	10.499
6106	9.366
7713	10.932
21106179	4.702
13836674	5.886
6124	11.026
11835	15.034
7714	10.259
7553	6.756
1114	11.819
7732	10.662
11833	15.034
7711	11.129
6138	8.475
7717	8.312
7557	6.559
11807	8.746
7786	13.212
11834	15.398
256	9.704
7767	15.305
8894	8.746
3644	8.746
7559	5.331
11830	15.615
7567	3.940
7734	9.433
6040	13.118
7776	15.398
12977	6.559
13865015	11.119
9354	6.669
12450	6.559
693	3.578
278	3.144
13835550	7.426
13835336	6.992
10694	5.740
9480	2.186
11723	11.553
6308	13.118
64095	10.932
11099	8.746
7957	8.746
11109	13.118
12209	10.932
6121	8.072
6108	2.28
7737	10.662
7827	17.585
14512	13.212
8543	7.399
7770	10.499
1095	11.026
6104	3.026
12011	17.585
175	7.517
8896	10.932
7782	11.620
7772	11.890
8560	17.491
31016	10.932
6310	11.365
7738	6.289
7815	17.585
12010	17.802
9630	16.950
2916	4.766
7739	6.653
13839553	8.746
7736	5.693
7811	15.738
171	5.331
659	10.937
11728	4.011
173	5.764
2006126	5.946
11167	8.746
10765	10.932
7604	15.305
221079	13.118
7024	13.118
11110	10.932
10730	5.886
10766	10.932
8544	8.746
10113	10.932
68268	13.118
11121	15.305
6307	11.129
29000	13.118
13854808	14.764
6127	4.658
62433	15.398
6125	5.213
11125	13.806
72268	8.072
62241	8.746
10340	8.475
6321	9.704
11871	17.585
7810	15.502
11846	12.685
13836399	17.221
6311	8.312
6313	9.704
21168808	8.839
5993	10.590
13837112	7.802
349	19.678
19100	19.988
8554	12.848
10018	12.578
1020	6.786
13837650	5.213
7837	17.491
2275	7.247
1005	7.517
7835	17.925
13854130	6.083
7791	12.685
13837537	12.415
6336	5.331
236	6.559
11832	15.926
7787	13.118
7551	6.953
29015	12.578
13835209	10.932
8903	7.013
6334	9.270
13837702	11.798
8904	7.013
11229	7.680
7790	12.307
60524	7.652
13420	6.197
121383	6.559
6330	7.950
10951	5.693
1913	5.764
13835459	12.252
10020	13.306
6134	11.863
3530	4.011
6153	4.812
11232	10.932
14893	10.932
12201	13.118
6309	8.746
14686	15.305
12446	13.118
81237	8.942
12430	13.118
7674	15.305
14966	13.315
11551	17.491
11094	17.491
8158	18.378
11222	8.746
9484	6.889
122546	10.932
7605	12.445
76541	15.305
7788	10.932
15221	15.305
7833	17.491
8569	21.594
1108	8.746
21106561	12.685
10653	11.620
11128	13.212
8525	11.620
10536	21.958
7607	11.890
13839107	19.137
11865	16.818
13839199	8.972
13839575	21.053
11866	14.872
5977	2.353
7856	21.431
7715	8.269
11863	17.688
6305	9.139
7849	21.864
10498	5.453
7852	21.958
11874	22.175
6323	6.844
7838	16.263
7016	11.890
10733	13.429
13835401	13.552
29101	6.126
7710	9.139
7688	9.199
119963	6.779
21106520	8.972
7677	13.552
13839441	13.118
9646	13.118
932	19.678
13835180	12.848
259	9.704
7851	20.111
6147	13.212
11526	11.349
13874733	8.972
11750	9.433
6333	5.331
6146	10.932
13835604	12.685
67424	9.199
13884495	3.506
68156	13.552
61471	14.438
5439	9.866
10772140	4.658
72718	8.113
6331	5.764
4200	7.281
10464	10.137
1143	4.011
11787	6.786
62181	7.446
1664	7.219
234	7.950
61632	18.172
6148	6.106
84221	13.118
67620	13.118
6340	15.305
18792	15.305
121154	13.118
11086	13.118
121113	13.118
15438	17.491
454272	13.118
121640	13.118
14751	17.491
14672	15.034
11106	19.678
21073	15.305
6163	15.305
7219	10.932
7706	13.806
126201	13.118
21106560	11.159
2803	11.365
29025	19.678
10465	8.760
21105905	11.159
7022	9.433
7463	13.806
7244	18.108
7242	11.159
55123	18.179
7850	19.005
11095	14.076
11025	14.076
13840	7.517
11838	8.746
29026	17.058
7878	21.594
11029	17.491
21106032	9.586
7238	10.662
30349	7.517
6326	4.540
7701	11.890
13872667	8.760
14840	24.051
13851383	11.026
59607	7.150
10054	10.259
6967	10.932
12814	12.777
14349	24.144
7026	10.932
7765	11.326
10053	11.129
6165	13.118
69736	9.406
8574	21.864
6170	10.932
8909	17.491
733	8.746
60839	3.940
21997	15.305
15117	13.212
13835861	11.365
13835772	8.746
14608	9.406
13835579	16.171
10328	9.056
13839416	15.305
69525	10.570
6164	13.118
10988	8.972
21106481	5.693
18801	15.738
61810	5.331
737	5.331
5050	7.828
4418329	11.206
773	6.353
2070	7.313
3596	8.261
11795	12.323
13220	13.904
10775	13.118
10755	17.491
16689	15.305
11055	17.491
7619	17.491
10737	13.118
69505	15.305
11056	15.305
7385	13.118
14752	19.678
7475	15.992
7761	15.992
10777	11.890
63026	13.118
7626	17.221
17558	21.864
12924	10.932
7515	15.992
10776	13.118
55090	12.445
21106526	11.772
7027	5.980
8490	11.620
14679	15.305
12809	21.864
13864773	15.722
7387	12.685
11998	11.026
11763	10.662
6119	3.223
21170543	12.848
8141	9.704
12810	26.331
21106016	11.502
6341	9.704
13860641	11.365
10364	6.559
21106583	25.426
9614	6.669
16268	21.191
7514	16.263
13875281	8.072
15846	19.245
11170	7.399
8157	19.397
11087	9.056
7391	12.848
13875320	8.942
13619	26.237
7465	10.946
6248	15.305
55085	9.704
29036	4.093
15480	26.547
5889	6.992
8552	14.076
55110	18.108
21106133	8.746
13860775	11.095
7882	24.051
13838404	4.963
8576	24.484
11909	10.499
11875	17.491
19231	14.693
7678	13.118
11530	9.270
361265	18.541
62737	18.358
447	10.662
15443	14.076
66464	13.118
6728	10.932
971	6.559
62577	11.646
66754	9.499
10301338	5.528
