Compound Id	TPSA
291	0.0
6084	0.0
11148	0.0
855	38.8
864	20.23
6089	26.02
6088	0.0
6094	0.0
6085	0.0
6103	38.8
7956	9.23
682	20.23
6100	0.0
6087	0.0
654	12.03
6101	26.02
6086	0.0
7954	0.0
6097	0.0
7555	0.0
1004	20.23
172	17.07
6092	0.0
7560	38.8
11729	25.3
31029	0.0
6102	23.79
5834	64.82
10046	23.79
7556	0.0
9644	49.160
11151	0.0
7712	0.0
6111	0.0
10437	0.0
3168	9.23
7721	38.8
6114	12.53
13837190	18.46
9233	25.3
7577	26.3
21171407	0.0
7566	23.79
258	20.23
13835977	26.02
6093	0.0
7728	29.46
512	17.07
21106015	20.23
7716	26.02
9990	0.0
13836021	32.26
6106	0.0
7713	0.0
21106179	0.0
13836674	0.0
6124	38.8
11835	9.23
7714	0.0
7553	0.0
1114	3.24
7732	9.23
11833	9.23
7711	0.0
6138	12.53
7717	23.79
7557	0.0
11807	0.0
7786	50.6
11834	25.3
256	17.07
7767	0.0
8894	0.0
3644	20.23
7559	17.07
11830	0.0
7567	23.79
7734	26.3
6040	20.23
7776	38.8
12977	20.23
13865015	77.6
9354	20.23
12450	20.23
693	43.09
278	37.3
13835550	52.04
13835336	46.25
10694	44.45
9480	49.81
11723	0.0
6308	0.0
64095	0.0
11099	0.0
7957	0.0
11109	0.0
12209	0.0
6121	0.0
6108	64.18
7737	9.23
7827	25.3
14512	25.3
8543	0.0
7770	23.79
1095	25.3
6104	0.0
12011	25.3
175	17.07
8896	0.0
7782	26.3
7772	17.07
8560	0.0
31016	0.0
6310	26.02
7738	13.14
7815	38.8
12010	0.0
9630	18.46
2916	0.0
7739	28.24
13839553	40.46
7736	0.0
7811	26.02
171	37.3
659	36.28
11728	55.120
173	43.09
2006126	58.11
11167	0.0
10765	0.0
7604	0.0
221079	0.0
7024	0.0
11110	0.0
10730	0.0
10766	0.0
8544	0.0
10113	0.0
68268	0.0
11121	0.0
6307	0.0
29000	20.23
13854808	18.46
6127	17.07
62433	38.8
6125	0.0
11125	26.3
72268	0.0
62241	0.0
10340	13.14
6321	17.07
11871	50.6
7810	0.0
11846	23.79
13836399	29.46
6311	23.79
6313	17.07
21168808	28.24
5993	20.310
13837112	12.53
349	0.0
19100	0.0
8554	9.23
10018	18.46
1020	12.89
13837650	0.0
7837	20.23
2275	26.3
1005	37.3
7835	26.02
13854130	0.0
7791	12.03
13837537	21.260
6336	46.53
236	0.0
11832	0.0
7787	0.0
7551	0.0
29015	18.46
13835209	40.46
8903	25.78
6334	29.1
13837702	52.04
8904	25.78
11229	52.32
7790	27.69
60524	32.59
13420	55.120
121383	0.0
6330	43.09
10951	56.730
1913	49.33
13835459	24.06
10020	50.6
6134	0.0
3530	75.350
6153	0.0
11232	0.0
14893	0.0
12201	0.0
6309	0.0
14686	0.0
12446	0.0
81237	0.0
12430	0.0
7674	0.0
14966	0.0
11551	0.0
11094	0.0
8158	3.24
11222	0.0
9484	0.0
122546	0.0
7605	0.0
76541	0.0
7788	0.0
15221	0.0
7833	0.0
8569	9.23
1108	0.0
21106561	12.03
10653	26.3
11128	25.3
8525	26.3
10536	25.3
7607	17.07
13839107	38.69
11865	0.0
13839199	12.89
13839575	27.69
11866	23.79
5977	0.0
7856	12.03
7715	0.0
11863	0.0
6305	0.0
7849	0.0
10498	23.79
7852	38.8
11874	0.0
6323	17.07
7838	17.07
7016	17.07
10733	0.0
13835401	64.07
29101	23.79
7710	0.0
7688	25.78
119963	20.23
21106520	12.89
7677	26.02
13839441	40.46
9646	0.0
932	20.23
13835180	49.69
259	37.3
7851	26.02
6147	38.8
11526	35.53
13874733	12.89
11750	46.53
6333	37.3
6146	20.23
13835604	52.490
67424	25.78
13884495	47.58
68156	46.25
61471	24.06
5439	52.32
10772140	37.3
72718	64.35
6331	43.09
4200	29.1
10464	43.09
1143	69.11
11787	33.120
62181	51.8
1664	38.91
234	63.320
61632	0.0
6148	0.0
84221	0.0
67620	0.0
6340	0.0
18792	0.0
121154	0.0
11086	0.0
121113	0.0
15438	0.0
454272	0.0
121640	0.0
14751	0.0
14672	9.23
11106	0.0
21073	0.0
6163	0.0
7219	0.0
7706	26.3
126201	0.0
21106560	12.89
2803	26.02
29025	0.0
10465	26.3
21105905	12.89
7022	26.3
7463	26.3
7244	12.47
7242	12.89
55123	26.3
7850	0.0
11095	17.07
11025	17.07
13840	17.07
11838	0.0
29026	23.79
7878	29.46
11029	20.23
21106032	0.0
7238	9.23
30349	37.3
6326	0.0
7701	37.3
13872667	26.3
14840	0.0
13851383	38.8
59607	0.0
10054	0.0
6967	0.0
12814	20.310
14349	38.8
7026	20.23
7765	0.0
10053	0.0
6165	20.23
69736	38.91
8574	20.23
6170	29.46
8909	0.0
733	60.69
60839	41.57
21997	38.05
15117	91.06
13835861	46.25
13835772	20.23
14608	38.91
13835579	52.04
10328	20.23
13839416	40.46
69525	55.120
6164	20.23
10988	33.120
21106481	47.58
18801	46.25
61810	37.3
737	57.53
5050	37.3
4418329	76.38
773	28.68
2070	67.150
3596	43.09
11795	43.09
