Compound Id	ALOGP [ALogP]
8909	-2.304
733	-1.408
60839	-0.420
21997	-2.018
15117	0.307
13835861	-0.605
13835772	0.182
14608	-0.108
13835579	-2.629
10328	0.960
13839416	-2.049
69525	-1.432
6164	1.108
10988	-0.449
21106481	0.139
18801	-2.339
61810	0.993
737	-0.902
5050	0.978
4418329	-0.081
773	-0.420
2070	-0.159
3596	0.583
11795	-1.125
13220	-0.623
10775	1.727
10755	1.528
16689	1.575
11055	1.382
7619	1.208
10737	2.264
69505	0.399
11056	0.153
7385	-0.174
14752	-0.640
7475	0.060
7761	0.137
10777	0.480
63026	1.197
7626	-0.050
17558	-0.272
12924	2.321
7515	-0.230
10776	2.645
55090	1.102
21106526	0.648
7027	1.124
8490	0.862
14679	0.463
12809	-0.714
13864773	-0.110
7387	-0.068
11998	1.470
11763	0.725
6119	1.821
21170543	-0.040
8141	-0.770
12810	-1.012
21106016	1.381
6341	0.494
13860641	-0.443
10364	0.765
21106583	0.290
9614	0.480
16268	-1.209
7514	-0.668
13875281	1.386
15846	-1.607
11170	1.190
8157	-0.155
11087	1.420
7391	0.199
13875320	1.531
13619	-2.489
7465	0.804
6248	-0.779
55085	0.758
29036	2.025
15480	-0.821
5889	-0.750
8552	-1.018
55110	-0.532
21106133	0.899
13860775	-0.802
7882	-2.701
13838404	2.229
8576	-2.991
11909	1.591
11875	-2.337
19231	-0.811
7678	-1.951
11530	-0.876
361265	-0.821
62737	-2.917
447	-0.512
15443	-0.690
66464	-0.371
6728	0.193
971	-0.460
62577	2.885
66754	0.280
10301338	0.447
12640	0.019
21069	0.622
10008	-0.750
177126	-0.919
21111768	-0.750
87514	0.693
10989	-0.023
2016737	0.977
7225	0.035
8524	1.227
1013221	1.541
11107	-1.141
21349	1.457
2005898	1.397
8537	-0.460
5978	-0.221
1477	-1.493
11694	0.078
6332	-0.092
2005963	0.626
7690	-0.750
7683	-0.460
13835293	0.017
61707	0.1
2005897	0.511
12225	-0.369
66578	-1.819
11244	-0.423
1414905	1.153
60308	-0.108
26072	0.128
12444	2.585
17801	1.929
10759	1.047
15794	2.048
11064	1.094
11370	-0.207
18604	0.202
6149	3.298
66568	0.321
6156	3.176
7334	-0.662
10420	-0.228
13400	1.193
7419	-0.462
25609	-0.405
10571	0.746
14729	0.909
7621	0.354
21111805	1.051
10534	1.466
70705	0.116
14753	-0.928
12807	-0.560
7627	-0.029
11410	1.350
21111882	1.196
21132380	1.082
13839109	0.141
13471	0.468
7672	-0.602
7641	1.284
7689	0.534
7676	0.744
21106169	0.649
13863629	-0.347
11062	0.175
13248	-1.497
6042	2.029
8335	0.614
7673	0.889
13860692	-0.108
10001	0.368
7881	-1.352
11655	-0.379
11783	0.889
11765	2.062
13856579	0.331
28777	-0.738
7802	-1.320
67360	-1.895
13860335	-0.449
11210	-1.455
7890	-2.777
11077	1.284
7803	-1.306
7229	-0.449
13842613	0.879
13835895	-1.159
7883	-2.122
630	-0.508
9349	-0.270
11862	0.649
21106134	1.398
13876621	-0.437
13881329	0.837
9917	0.282
21105871	0.182
1031	-0.494
7521	1.284
7235	-1.016
6726	1.542
1071	-2.738
11063	-0.659
287294	0.176
60121	-0.262
59438	-0.948
12150	0.581
12144	-1.164
61553	-0.942
7611	0.551
14991	-0.310
59556	-0.318
13835151	-0.108
9350	0.019
13844	-0.728
96573	-1.184
11066	0.695
62628	-2.625
9357	-0.170
66996	0.3
14609	-0.108
10432	0.960
1479	-0.108
7610	-0.565
11708	2.840
10467	-0.027
8882	0.096
7651	-0.310
764	-0.921
653	-0.224
392	-1.210
24633	-0.396
9611	-0.335
5705	-1.5
11757	2.129
69826	0.264
13450	1.369
7747	0.503
11603	0.949
7628	0.619
7694	-0.806
7065	0.996
13837280	1.743
16383	-0.704
8568	-1.170
7794	0.749
24634	2.021
21105900	0.746
8514	-0.003
14205	1.452
11660	0.949
19110	-1.216
15432	1.596
11741	-0.423
21896	-0.848
13875230	1.386
6406	1.165
13840690	0.756
11041	0.450
17474	1.658
13875392	1.531
7891	-1.290
12067	0.623
13402	0.858
16486	-1.545
6252	-0.156
6135	0.426
10236	1.926
9228	1.224
5730	3.585
8160	0.386
13673	-0.667
13875180	1.369
7013	2.206
7224	0.035
11180	0.707
12221	-1.640
7392	-0.737
7903	-2.306
63871	0.182
11882	-3.065
21106525	-0.443
13851576	0.9
7893	-1.502
7894	-2.410
19108	-1.397
13869480	-0.802
924	0.218
13840647	0.534
13875160	1.386
6409	-0.4
6654	0.337
11057	1.298
6630	0.534
62314	2.704
59426	-0.096
370	-1.594
7007	2.639
17221	-1.265
14890	0.127
7901	-3.277
78543	-0.045
13875258	1.531
7241	0.035
13849	-0.408
9563	0.372
15708	-1.547
13875432	0.284
21111781	-0.244
14436	-3.103
13875219	0.284
7795	-1.316
21106513	0.821
28982	-0.153
18685	-2.913
13839174	0.824
78	0.035
13860491	0.534
62877	1.368
13868660	2.164
8665	-0.512
13869414	-0.802
11021	0.193
7519	0.139
13842573	0.429
11242	0.836
333	-0.279
7480	-1.452
13869339	-0.006
62226	0.280
13839151	0.824
59439	1.4
7236	-1.016
11038	2.309
6991	-0.858
16257	-0.625
13646	0.218
11350	-0.279
7634	-0.145
9849	-0.394
10955	-0.689
6983	-0.279
10251740	-0.394
6652	0.351
1131173	0.374
9546	-0.210
7632	-0.696
1013196	0.091
23718	2.310
11179	2.710
10795	1.279
10445	2.450
10742	1.794
7657	0.869
6338	0.789
8659	0.596
7248	1.350
8531	0.614
11818	2.433
61026	3.625
10428	-1.094
10253	1.215
11911	2.444
11790	-1.094
13040	1.591
7509	-0.804
13473	0.468
12829	1.591
21242799	1.051
13451	1.081
14888	1.591
6176	1.302
8013	1.216
13032	1.591
21106562	1.196
7448	0.614
21168731	1.9
13875381	2.028
61200	1.187
7879	1.250
11607	0.677
13839308	0.069
7129	1.154
16887	1.591
8579	-1.928
7900	-2.073
7744	-0.438
11879	-1.013
6628	0.636
21106155	-0.551
21111850	1.398
11883	-3.353
7866	-1.882
13881571	0.837
9360	0.019
14787	-0.733
12451	3.112
13856009	-0.254
13848467	-0.591
8138	0.642
9326	0.019
13644	-0.254
6677	0.113
70682	0.073
72625	1.267
7132	-0.254
13835630	-1.298
12060	-0.635
66344	-0.042
6990	0.636
21105859	-0.501
6985	0.636
66551	-2.210
8098	0.0
74169	0.781
191427	1.619
21106167	0.677
7135	-0.737
11091	-0.424
6277	-0.333
207215	-0.795
7915	-3.565
6177	1.316
13861	0.514
21168837	2.840
15526	0.119
13033	-0.972
67466	0.397
7388	-0.704
14165	0.926
10649	0.022
13866817	1.489
7635	0.040
14163	0.926
21111896	1.512
4642	-0.385
11500	0.670
25942	-0.160
21105878	-0.104
5704	-1.127
8911	-3.456
25757	1.278
65689	1.071
13836283	-1.5
16011	1.071
6253	0.066
24133	0.115
16237	1.489
60497	0.019
11651	-0.262
7518	1.633
21106018	0.926
60662	1.067
73531	0.018
63882	-0.586
12823	0.296
34095	-3.201
56234	0.247
63307	0.440
87265	1.228
21844	0.781
12821	-0.426
11181	-0.106
521915	0.399
22006	0.636
12822	-0.715
13868640	1.778
63180	-0.972
9964	-0.653
8852	0.0
10471	-0.504
16931	-0.614
13837582	-1.5
13837760	-0.921
5975	0.459
4878	-0.921
12478	-0.426
123	-0.653
11022	-0.897
8528	-1.5
11080	-1.210
68939	1.455
68309	-1.7
63658	0.007
14346	-0.635
68282	-0.447
5408	-0.943
5596	-1.210
11489	0.051
62546	-0.639
1017	-0.635
13421	0.603
26065	1.313
21998	1.828
26066	2.115
7581	3.112
17976	2.447
26068	0.777
7580	3.166
15532	1.317
9478	1.593
13231	-1.426
21106102	0.057
63017	-1.280
9903	-0.163
73565	0.470
7511	-1.092
21106174	1.521
7659	1.926
6977	1.926
13865426	0.043
6794	0.719
20521	-1.792
5931	0.345
21106522	0.113
21111905	2.131
6883	0.011
13622	-1.866
13869451	-0.006
11073	2.309
9328	0.210
6143	3.694
21111798	1.439
7908	-1.290
13870160	0.440
12061	0.132
11930	-0.219
21105937	-0.244
21171406	2.164
17428	2.368
61765	-0.926
6974	0.429
31931	2.131
11511	2.420
13438	1.351
15431	1.596
11517	0.593
13837686	0.284
13854818	0.642
10935	2.309
21106578	0.534
11885	-3.641
37466	3.311
67735	-1.820
17383	-0.712
60103	-0.601
7871	-2.184
23643	-2.986
13869434	0.534
12972	-1.820
11432	0.642
26091	0.232
13860633	0.139
81759	0.538
6881	-0.178
7961	1.240
13839123	0.824
21168833	0.613
29080	-0.978
7437	1.5
9910	1.664
21111816	0.139
8873	-0.154
6951	0.591
13875441	0.429
2863	-2.170
13626	-0.658
6788	0.642
11485	0.108
19037	-0.169
11433	0.642
477171	-0.745
7917	-3.853
72054	0.538
21111785	0.011
17163	0.737
69446	-0.680
13254	-0.613
10790335	1.243
21106019	0.552
8319	-0.750
63447	-0.218
126037	1.490
20151	-0.057
21159424	-0.057
6774	-0.564
10857	1.028
69896	-0.159
21112332	-0.017
61802	1.789
13839110	0.824
2005824	-0.755
9564	-0.279
6988	1.028
6633	1.028
24729	-0.391
100	-0.909
26031	-0.505
13839128	0.824
75563	0.908
10181341	-0.205
6160	1.851
11460	-0.533
15420	-0.564
60129	-0.057
4962	-0.909
9908	-0.858
96816	0.971
11663	0.779
72534	-1.199
12173	0.570
8876	0.0
8070	0.402
13839080	-0.279
6790	-0.750
11662	0.924
56139	-0.961
880	-0.625
5242	0.149
10250	0.351
4963	-1.095
10254	0.007
589165	0.271
12480	0.129
1013337	1.048
3635	-1.230
20732	-0.044
61354	-0.259
60191	-0.921
352	-1.381
9612	-0.953
6191	2.196
14830	2.219
18688	1.818
13038	1.591
11919	2.959
7507	0.003
7183	1.215
10355	1.215
7088	1.556
6287	0.959
13850405	-0.070
21106521	0.287
6342	2.399
13861934	1.723
17481	0.897
6998	0.523
3973	2.143
60340	-1.568
8097	-0.451
13857694	1.489
73564	0.808
13875377	1.633
13837988	1.489
10239201	0.858
6780	0.0
12230	1.633
13848808	-0.449
13063	0.307
9844	2.568
24142	-2.154
6949	0.789
13861158	0.208
16377	0.262
7916	-2.504
21105936	0.130
13875212	1.778
62402	0.262
21171515	2.173
61797	0.470
67462	0.397
21105889	0.006
10540	-3.929
13848341	0.092
21153	-2.472
29031	-3.274
25119	-1.211
13858096	-0.739
11650	0.906
14507	0.744
75479	0.776
10648	1.437
7888	-2.458
1072	-3.423
21106470	0.0
211145	0.814
60136	0.636
15310	1.437
61428	1.181
11556	0.134
21168838	1.512
81705	-0.913
12465	-1.034
21105848	-0.705
21109330	0.268
13837787	-0.507
4209	-0.151
9327	0.474
11891	-4.141
21111804	-0.155
8855	0.0
25968	0.958
13013	0.048
65745	-0.715
10333	-0.724
21111842	-0.715
21394	-0.736
13864445	2.233
70868	1.067
14390	-0.624
221355	1.228
62582	-0.897
7185	0.113
124526	0.233
62368	-0.897
28973	-1.127
16094	1.278
26799	0.296
21111774	0.397
61036	0.463
6852	-0.052
62581	1.801
6999	2.568
17687	-1.384
65682	0.440
10831	1.284
13860434	-0.705
72056	-3.777
7143	-0.243
70511	-0.477
16095	1.067
61585	-0.159
32002	-0.385
11413	-0.426
72416	-1.149
10892	-0.292
11185	3.112
59433	-0.158
10004	-0.711
8867	-0.420
21105795	-0.653
1668	-0.176
97850	-0.894
10298354	0.017
21105699	0.0
4489	-0.019
11673	-0.385
238	-0.240
2241	-0.635
7951	-1.045
911	-0.635
13262	0.461
993	-0.240
6995	-0.466
21125563	1.801
6674	0.649
69983	-0.466
8066	-0.439
2015070	-0.279
62423	-0.564
58489	-2.165
1078	-0.410
70865	-0.865
11477	-1.085
11672	0.069
913	-0.240
3268	-0.895
10796	2.575
26070	2.060
12199	1.908
387	0.6
7073	1.228
15468	1.256
13439	3.569
7670	0.952
21105987	0.186
6656	0.348
13885245	0.296
13837281	2.429
7876	-2.599
13882337	1.2
21106517	2.131
11412	1.5
26801	2.233
21159680	1.317
9078	0.480
83703	2.777
13876103	0.517
59482	-0.754
6657	1.096
12044	0.642
21105867	0.755
11889	-2.442
21106014	0.552
21106112	-0.488
21111819	0.552
21108245	-0.307
67835	0.212
17019	-3.458
60586	-0.041
21111817	0.696
21171496	2.909
11892	-4.217
10800462	1.055
10771160	-0.970
61434	0.538
21105932	0.124
69057	2.970
16685	-0.854
6862	0.199
63909	-0.707
11510	1.317
85185	0.499
21865	0.924
6479	-0.167
64147	0.182
21106008	-0.296
8140	1.028
3756	-2.746
62236	-1.451
20548	-0.069
12818	0.779
15622	1.009
71784	1.273
13869655	0.739
18707	1.173
4611	-0.431
11778	0.739
69628	1.028
13873600	1.107
15440	0.924
9900	-0.751
68896	2.909
10772050	1.448
65	1.028
15317	1.153
6954	0.019
13667	-0.912
11970	0.013
60848	-4.32
13860817	0.739
12229	-0.392
12675	0.708
11083	1.028
10881	-0.750
97904	1.362
6481	1.296
13875161	2.815
6621	-0.080
11327	-0.533
1847	-0.460
14836	-3.679
8154	-0.454
11509	1.028
13869661	-0.854
63459	0.222
65701	1.166
10322	0.119
71655	1.082
62466	0.007
6739	-0.460
6480	0.222
723	-0.698
21106518	-1.004
64111	-1.113
7189	-0.714
11417	-0.750
7140	0.402
67879	-0.020
11263	-0.861
21106017	1.568
10895	-0.750
8341	-0.460
63931	-0.750
7589	1.0
13835557	-1.381
6943	-1.113
62682	0.351
7797	-1.037
29129	0.056
62532	-0.084
3708	-1.327
8438	-1.113
64644	-0.155
58563	-1.095
62485	0.007
7190	0.402
68568	-1.385
953	-0.990
6787	-0.899
132	-0.7
571424	0.070
58968	0.317
9128	-1.385
11588	1.180
452568	1.684
7090	1.098
21171506	-0.258
10245	2.568
13865630	0.593
11246	1.699
7430	-2.190
13448	3.237
21111758	-0.306
12831	1.004
14942	-2.656
6735	0.889
62359	0.470
21108549	1.919
7847	-2.495
12674	-0.659
62938	1.098
20140	0.464
10273	-0.455
15644	0.635
11824	-0.484
61196	0.842
21723	-2.730
66365	0.814
62618	-0.715
73658	-1.957
7921	-3.080
13867055	0.794
11304	1.284
13835126	0.490
69792	1.367
21111776	0.814
13881395	2.377
78722	0.785
21170125	2.377
33137	0.958
11145	-4.505
6574	-0.052
73537	0.641
14309	2.377
7175	0.653
13859497	-0.495
14956	1.040
1306	-0.413
13835344	-0.306
13258	0.250
17720	-1.079
33621	1.437
66385	0.889
11507	2.666
12013	-3.034
6023	0.423
7186	0.635
776	-0.420
21111723	-0.155
62471	1.431
10303	0.279
14348	-4.717
258907	0.904
10894	0.889
21159611	-0.361
14918	1.040
12690	-2.786
61763	0.0
19669	-0.449
60464	-0.046
60093	-0.034
7662	2.233
53706	0.149
11332993	0.017
21106121	-1.959
13868642	2.773
6828	0.0
70309	0.025
13867714	0.0
10248	1.466
79453	-0.449
12669	-0.021
59562	3.062
6878	1.739
7199	0.025
21112367	-0.158
39404	1.040
9454	0.275
9218	-0.145
11781	-0.277
17347	-0.323
11638	-0.072
7740	0.779
217532	0.437
70512	-0.268
12244	1.466
60032	1.801
62536	0.139
72274	0.029
6950	-0.420
18107	-0.596
11971	0.092
8998	0.473
1928	-1.682
10977	-0.292
91446	-0.158
11585	-0.739
11589	0.067
62484	1.431
63310	-0.547
11776	2.666
23422	0.910
10380	-1.223
7176	-0.449
8382	-0.159
88942	-0.687
638258	-0.324
13036	0.130
6724	-1.175
11289	1.044
11626	-1.085
13846959	-0.797
10396	-0.616
10243171	0.017
124	-0.665
191	-0.986
9225	-0.145
81061	0.254
10972	0.649
11369	3.8
11773	0.069
10297844	-1.375
6482	-0.058
11576	1.044
10256859	-0.687
73183	-0.310
68122	-0.348
5593	-0.420
11587	0.109
608157	1.102
68837	-0.689
5878	-0.160
10181338	-0.292
13257	0.250
62884	0.254
75095	0.453
1446	-1.160
20160	-1.980
62307	-0.021
2005830	0.059
6079	0.505
10980	0.649
13866746	2.399
61190	1.578
31082	2.198
58333	0.459
6942	2.245
7301	-3.401
21112244	2.815
63002	1.114
12045	0.642
15603	0.456
7300	0.321
8187	1.106
15410	0.573
67145	-1.911
63057	0.806
7925	-3.018
21111810	0.739
62633	-3.153
7302	-0.154
11372	0.506
67268	0.994
16913	-4.034
67803	0.119
11573	0.9
11895	-4.793
21278	0.567
21159579	1.607
6585	0.035
65704	-0.055
6957	1.284
55242	-3.336
11353	0.739
124512	0.035
61790	1.251
21106584	0.107
10966	1.096
13669	0.755
21106577	1.296
73763	-0.296
59691	0.711
12047	0.642
21108577	-0.041
6748	-0.750
21105998	0.755
510851	1.370
10621	-0.766
60092	-0.296
62483	1.065
11003	-0.420
6835	-0.750
72918	-1.409
15016	-5.295
12259	3.21
63503	0.9
10539	-3.322
11354	1.317
11488	-0.194
62656	1.176
21111840	1.296
13029	1.773
66663	-0.219
13839012	-0.460
7928	-5.005
60259	0.161
5966	-0.192
73125	1.523
32882	1.296
11450	0.035
12586	-2.476
13668	0.440
77230	-2.335
7001	1.773
31264	3.308
14948	-0.257
62390	-0.296
12830	1.296
14690	-0.408
60900	0.480
2972	0.387
11009	0.119
11584	0.9
8381	0.222
58331	-0.194
13854242	-0.488
10897	-0.750
72141	-1.282
3637837	0.468
63495	-1.098
73626	-0.348
72466	-0.219
13846663	1.096
72148	-1.098
68265	0.146
73512	-0.909
61199	-0.116
62698	-3.717
15093	0.539
376	-1.274
15244	-0.881
10298355	-1.385
11484	0.222
21106900	-0.766
1583	-1.385
50	-0.674
8127	-0.199
67229	0.684
13846749	-0.199
61279	-0.155
15663	-0.909
9574	0.240
9547	0.240
284794	-0.6
5622	-0.677
9965	-0.603
7805	0.204
6175	2.060
7279	-0.423
11628	-0.041
63512	0.046
121262	-0.414
13476	0.468
222	-0.990
6032	-0.091
63328	-0.752
6658	-0.294
331	-0.7
6675	1.180
14560	-0.736
20861	-0.341
7399	0.264
7141	-0.990
79400	-1.170
6246	-0.157
10411	0.119
15753	0.659
11563	1.180
62357	-0.460
7142	-0.7
8155	-0.752
68899	-0.6
21185	0.661
11591	-0.432
12055	-0.752
61257	2.625
6270	2.313
7170	1.146
452969	3.518
452968	3.043
7116	1.842
6179	2.888
72051	0.307
13835108	0.017
11424	0.405
4436353	0.778
6296	1.949
15494	0.889
9425	0.842
14530	-2.864
21159425	0.210
20124	0.889
15488	0.744
21171393	2.445
29024	-3.071
64152	-0.358
7926	-3.656
77127	0.651
83365	1.632
8277	0.069
62583	0.139
21106529	1.235
7929	-5.081
11434	0.534
62453	0.569
61418	-0.372
1346	0.666
63533	-0.142
60462	0.526
63208	-0.358
12697	0.602
1688	-2.363
60937	0.275
68404	-0.904
21106540	2.977
70085	0.295
10237273	-0.494
14340	-0.072
7114	1.567
68709	-0.449
21106585	0.436
55806	1.864
2973	0.829
13249	-3.610
7364	0.125
6855	-0.254
13272	-0.472
6898	-0.483
66847	3.457
15886	-0.719
12840	1.082
38364	2.377
14559	-0.181
12861	1.181
6620	2.181
1615	0.242
63956	0.046
27488	2.377
61381	-1.5
71213	0.006
71964	-0.239
15435	-0.358
13848793	-0.091
10446934	0.119
61542	1.087
6906	-1.066
6864	-0.591
15489	0.744
13490	-0.506
61594	-1.170
23083	-0.032
70988	-0.006
78578	0.324
11449	-0.052
14413	0.115
6478	0.125
15418	-0.025
54970	-1.270
61599	1.168
6907	-0.776
25276	1.040
21170959	1.023
6222	-0.608
11446	0.912
7174	1.312
63319	1.744
8333	-0.756
79481	0.006
60631	0.568
61749	-0.494
1278	0.0
91500	0.720
8861	-0.308
28829	1.154
8282	-0.921
11624	-0.665
15517	-0.796
18799	0.529
68816	0.720
11399	1.044
4590	-0.426
62467	0.109
8071	0.505
62328	0.109
1675	-0.717
10025	-1.562
84565	0.453
11476	-0.665
13048	-1.691
29091	0.491
62795	-0.420
71934	-0.104
7092	-0.936
6707	-0.058
531832	-0.104
434	0.505
66572	-0.817
70021	0.254
24438	0.149
6824	-0.921
14869	-0.211
72291	0.278
9929	1.044
5584	-0.058
6854	-0.343
61739	-0.921
66716	0.720
2632	0.130
655	0.864
34195	-0.590
8055	-1.210
8111	0.0
84452	-0.921
5027	0.164
5237	0.591
13846015	1.932
7069	1.254
67479	-1.770
13882366	1.688
7098	0.638
2656	1.311
61311	0.906
21105876	-0.131
7097	0.348
10287	0.512
21159574	1.672
22012	1.251
29023	-2.820
66369	-0.368
7091	0.060
13835351	-0.628
71995	-1.007
83338	-2.940
17879	-3.594
20971	3.147
21112533	1.169
76852	-0.244
61383	-0.415
16951	1.5
11897	-5.369
9571	0.416
7325	0.854
12691	-0.081
11373	1.251
61273	0.638
10407	0.614
70450	-0.192
10425	-3.548
10609	0.264
2388	-1.354
70652	-0.482
21159598	-0.092
6716	1.499
9961	0.590
14582	-1.098
960	-3.898
11898	-5.581
11421	-0.504
21106172	1.773
6575	0.366
6916	-1.064
71926	-0.192
73945	3.324
9089	0.480
10289059	1.577
6825	0.551
11961	1.483
19862	-0.406
15092	0.539
12524	0.642
12667	0.674
21168862	1.628
71672	-0.244
70048	0.281
7311	-0.854
62914	0.917
8807	0.468
15105	-0.121
21111772	1.483
16208	0.539
6872	-0.309
2915	0.591
8099	-0.432
67953	-0.881
62933	-0.714
60263	-1.388
19739	0.504
59146	-1.532
60357	-0.612
2179	-1.850
25604	-0.386
14585	1.420
19331	-0.348
69970	3.859
15998	0.708
10363	0.333
72174	-0.486
61561	-0.628
63211	-0.348
21106171	1.917
6823	-0.575
532	-1.126
6552	-0.215
6033	-0.294
2923	1.523
65785	-0.907
454393	-0.341
73131	1.284
5142	-1.686
13846658	-0.460
18708	0.044
10256	-1.635
9075	0.044
65715	-0.6
11580	-0.432
6705	-0.865
12114	0.215
15308	-1.779
68579	-0.245
15088	-0.205
4444774	-0.551
6928	-0.543
6550	-0.758
11595	-0.022
616466	0.091
1103	-0.109
19099	0.111
29090	-1.638
21168888	3.041
7100	2.840
6655	1.842
12941	1.686
4445872	-1.767
13837329	0.022
62501	1.098
7138	0.660
11437	1.284
6781	0.608
7914	-3.296
66675	4.308
21169500	0.941
7889	-3.647
205386	-3.501
21733	-0.508
12515	0.125
21170956	-0.904
62372	0.342
11899	-5.657
5374	0.489
67895	1.168
29002	-1.270
21168556	-0.358
8836	0.0
16109	1.738
61759	-0.070
21106571	2.977
7103	0.636
60596	0.327
8862	0.437
10033	-4.186
14414	0.2
11969	-0.162
66759	2.308
66460	-0.373
6770	-0.511
6901	-0.091
7119	0.702
61388	-0.546
8662	1.204
21111849	-0.881
63350	-0.449
68350	1.235
70962	0.011
21106124	-0.881
12291	-0.653
59892	1.778
12696	-0.614
19526	2.848
21159439	-0.004
8434	-0.904
7121	1.480
6757	1.125
70660	0.508
62756	0.903
16096	2.556
6834	0.889
4775	-0.084
16644	1.086
7427	-0.285
3581	-0.869
970	0.0
