Compound Id	BCUT [BCUTp-1h]
291	2.612
6084	3.97950
11148	2.54115
855	5.64758
864	3.11158
6089	3.75174
6088	8.03515
6094	5.14569
6085	4.111
6103	6.88778
7956	3.99557
682	4.35178
6100	9.28243
6087	4.58815
654	4.79222
6101	4.97396
6086	3.4485
7954	5.182
6097	5.83543
7555	5.76851
1004	5.36225
172	4.01851
6092	6.99243
7560	7.51379
11729	7.50475
31029	9.90915
6102	4.11730
5834	7.43033
10046	8.19183
7556	5.93615
9644	5.47643
11151	7.04184
7712	6.38451
6111	4.84002
10437	6.46215
3168	5.29994
7721	7.82722
6114	3.97737
13837190	4.81051
9233	7.82543
7577	4.10201
21171407	10.07749
7566	5.30650
258	5.99101
13835977	5.76685
6093	7.68665
7728	5.20401
512	5.276
21106015	6.06075
7716	6.30076
9990	5.04928
13836021	5.82351
6106	13.42168
7713	6.55326
21106179	2.36259
13836674	6.63049
6124	8.14083
11835	5.91190
7714	6.77582
7553	7.78749
1114	6.03476
7732	5.37958
11833	6.30538
7711	7.93280
6138	5.22025
7717	5.93526
7557	5.99730
11807	5.81214
7786	9.81088
11834	8.44788
256	5.90477
7767	6.69989
8894	5.56554
3644	5.60483
7559	5.30750
11830	10.37966
7567	5.338
7734	5.04326
6040	6.50213
7776	7.98401
12977	5.733
13865015	8.38623
9354	4.30654
12450	5.26002
693	3.78726
278	3.11864
13835550	5.51555
13835336	5.20746
10694	6.84834
9480	3.90243
11723	11.97894
6308	7.01325
64095	6.63674
11099	6.72201
7957	6.43870
11109	6.86764
12209	6.56989
6121	7.08956
6108	8.42678
7737	5.82152
7827	8.60608
14512	8.76225
8543	7.08302
7770	6.47426
1095	7.95140
6104	6.53173
12011	8.76226
175	5.15539
8896	6.29106
7782	5.71390
7772	6.45901
8560	7.01327
31016	6.44088
6310	6.92950
7738	5.55989
7815	8.06242
12010	10.45811
9630	5.43929
2916	8.84365
7739	7.86655
13839553	5.59751
7736	5.14086
7811	6.97139
171	4.35788
659	7.28339
11728	4.76431
173	4.98122
2006126	8.01901
11167	6.00876
10765	7.18928
7604	7.33460
221079	7.36224
7024	7.46403
11110	6.95301
10730	7.13359
10766	7.06514
8544	6.43555
10113	7.06514
68268	6.59807
11121	7.09765
6307	8.24656
29000	7.13088
13854808	6.068
6127	5.84088
62433	9.391
6125	7.78702
11125	6.34263
72268	6.97552
62241	6.76359
10340	6.41202
6321	5.91676
11871	10.28245
7810	8.16811
11846	6.78865
13836399	6.49198
6311	6.564
6313	6.53350
21168808	9.12801
5993	6.17250
13837112	6.49601
349	7.17146
19100	10.49734
8554	6.39892
10018	5.76677
1020	6.27402
13837650	6.81075
7837	7.07208
2275	5.23301
1005	5.52325
7835	7.14956
13854130	7.96050
7791	6.59315
13837537	6.09442
6336	4.57926
236	6.39343
11832	10.89716
7787	6.65383
7551	8.54525
29015	5.41628
13835209	6.10963
8903	6.02390
6334	5.59231
13837702	6.57426
8904	5.84792
11229	4.82522
7790	4.82599
60524	6.20170
13420	5.50851
121383	5.71089
6330	5.83301
10951	6.51162
1913	5.19876
13835459	6.35230
10020	9.18957
6134	18.82302
3530	5.03126
6153	2.27377
11232	6.73144
14893	7.57797
12201	7.41201
6309	7.22550
14686	8.08774
12446	7.37870
81237	8.91225
12430	7.68550
7674	7.82678
14966	9.49750
11551	8.27075
11094	7.48482
8158	7.90975
11222	6.94027
9484	3.73301
122546	7.19863
7605	7.50226
76541	6.91245
7788	6.78891
15221	6.67769
7833	7.25485
8569	6.58151
1108	7.53483
21106561	6.90053
10653	5.83763
11128	8.81701
8525	5.37166
10536	8.99904
7607	6.54551
13839107	6.04880
11865	7.34510
13839199	7.19389
13839575	5.97119
11866	7.05814
5977	8.48476
7856	7.08258
7715	8.10707
11863	8.20734
6305	9.80112
7849	7.32766
10498	6.54401
7852	8.12123
11874	10.51695
6323	6.62276
7838	7.05052
7016	6.38852
10733	11.79240
13835401	6.58501
29101	6.60750
7710	8.39599
7688	7.02992
119963	4.26132
21106520	7.36148
7677	7.66153
13839441	6.61976
9646	7.64839
932	7.22930
13835180	5.57821
259	6.15201
7851	7.30672
6147	9.39631
11526	4.81452
13874733	7.44781
11750	5.36501
6333	5.55476
6146	6.86031
13835604	6.25879
67424	7.19769
13884495	5.486
68156	6.77464
61471	6.83028
5439	5.32179
10772140	6.22175
72718	5.35030
6331	5.86452
4200	7.41978
10464	6.46176
1143	4.81612
11787	6.63632
62181	6.92352
1664	7.25641
234	6.06826
61632	4.64909
6148	5.64914
84221	7.89009
67620	8.13298
6340	7.64857
18792	8.43950
121154	7.42032
11086	7.87432
121113	8.13298
15438	8.40064
454272	7.234
121640	7.44851
14751	8.45049
14672	7.48375
11106	7.56343
21073	7.52837
6163	8.27624
7219	8.15291
7706	5.99239
126201	7.35582
21106560	8.06773
2803	7.28709
29025	7.36986
10465	5.99624
21105905	7.98280
7022	5.91208
7463	5.99483
7244	7.89271
7242	7.81559
55123	6.99233
7850	7.42380
11095	6.85989
11025	6.85989
13840	5.62754
11838	6.92976
29026	7.21537
7878	7.06701
11029	7.48376
21106032	7.22377
7238	7.38091
30349	6.32076
6326	8.76402
7701	6.58264
13872667	6.54382
14840	7.40727
13851383	9.02024
59607	11.652
10054	8.34540
6967	8.13571
12814	7.24851
14349	8.13104
7026	6.66706
7765	8.32136
10053	9.50240
6165	7.48842
69736	7.96251
8574	7.35707
6170	7.09025
8909	7.198
733	6.068
60839	5.50226
21997	8.31438
15117	9.98732
13835861	7.71524
13835772	7.73613
14608	7.87913
13835579	7.10865
10328	11.88163
13839416	6.87633
69525	6.73426
6164	7.87725
10988	7.65276
21106481	6.02601
18801	7.03021
61810	5.42101
737	4.74615
5050	9.67730
4418329	9.22113
773	5.73077
2070	8.60522
3596	9.98621
11795	6.77616
13220	3.82883
10775	7.82276
10755	8.89950
16689	7.52832
11055	8.58513
7619	7.64878
10737	8.43950
69505	8.48469
11056	7.80253
7385	8.46409
14752	8.76339
7475	6.62357
7761	7.30669
10777	7.17425
63026	8.13905
7626	6.86321
17558	7.60275
12924	8.01275
7515	6.14961
10776	7.70453
55090	8.97360
21106526	7.36254
7027	9.80388
8490	6.08471
14679	8.71391
12809	7.44849
13864773	5.91326
7387	8.29818
11998	9.42060
11763	6.70904
6119	9.64176
21170543	8.07476
8141	6.35307
12810	9.19553
21106016	6.66215
6341	6.78075
13860641	8.67463
10364	7.89839
21106583	6.16771
9614	6.23230
16268	7.49361
7514	7.17426
13875281	8.83273
15846	7.35010
11170	9.04329
8157	4.45876
11087	11.65160
7391	7.68752
13875320	9.98973
13619	7.48489
7465	6.70065
6248	8.11250
55085	6.75138
29036	10.79788
15480	10.53166
5889	7.33964
8552	6.89702
55110	7.99988
21106133	7.23066
13860775	7.88920
7882	7.43572
13838404	11.95427
8576	7.47441
11909	7.82150
11875	7.13090
19231	7.40251
7678	7.02939
11530	6.26840
361265	8.15476
62737	7.28578
447	7.57788
15443	7.97420
66464	7.92331
6728	8.36489
971	6.71959
62577	14.60125
66754	8.91933
10301338	7.38730
12640	6.76802
21069	6.33746
10008	7.00673
177126	4.57001
21111768	7.17318
87514	8.92079
10989	7.22045
2016737	9.73225
7225	7.59701
8524	10.09938
1013221	10.83553
11107	6.88439
21349	10.062
2005898	10.82650
8537	6.38659
5978	7.73584
1477	7.945
11694	6.68227
6332	6.53921
2005963	8.72226
7690	6.67395
7683	6.55307
13835293	8.11250
61707	7.09050
2005897	8.92255
12225	6.70031
66578	5.88601
11244	6.72950
1414905	10.66890
60308	8.92552
26072	9.34109
12444	8.66950
17801	9.06825
10759	9.21388
15794	7.82277
11064	8.74232
11370	8.89950
18604	8.71391
6149	8.39244
66568	8.52417
6156	6.58439
7334	8.85288
10420	6.93795
13400	9.52825
7419	8.61998
25609	8.58513
10571	7.09513
14729	8.50130
7621	7.40813
21111805	9.14687
10534	7.35269
70705	7.74418
14753	8.91999
12807	7.62244
7627	6.62113
11410	8.92713
21111882	10.30384
21132380	7.73189
13839109	6.07047
13471	9.07276
7672	9.67149
7641	7.82181
7689	7.87150
7676	8.20460
21106169	4.21611
13863629	6.53451
11062	9.07666
13248	7.53312
6042	9.74132
8335	9.07376
7673	9.36160
13860692	7.77339
10001	7.21859
7881	8.24167
11655	7.84187
11783	9.19504
11765	11.96564
13856579	6.17433
28777	7.87913
7802	7.25098
67360	7.42878
13860335	7.73613
11210	8.74501
7890	7.52521
11077	7.65535
7803	7.11234
7229	7.56938
13842613	7.48891
13835895	6.07918
7883	7.42498
630	5.93459
9349	7.32201
