Compound Id	ALOGP [ALogp2]
13471	0.219
7672	0.362
7641	1.649
7689	0.285
7676	0.554
21106169	0.422
13863629	0.120
11062	0.031
13248	2.240
6042	4.118
8335	0.377
7673	0.790
13860692	0.012
10001	0.135
7881	1.829
11655	0.144
11783	0.790
11765	4.252
13856579	0.110
28777	0.545
7802	1.742
67360	3.592
13860335	0.201
11210	2.118
7890	7.714
11077	1.649
7803	1.705
7229	0.201
13842613	0.773
13835895	1.344
7883	4.504
630	0.258
9349	0.073
11862	0.421
21106134	1.954
13876621	0.191
13881329	0.701
9917	0.079
21105871	0.033
1031	0.244
7521	1.649
7235	1.032
6726	2.379
1071	7.496
11063	0.434
287294	0.031
60121	0.068
59438	0.899
12150	0.338
12144	1.356
61553	0.888
7611	0.303
14991	0.096
59556	0.101
13835151	0.012
9350	0
13844	0.530
96573	1.403
11066	0.484
62628	6.893
9357	0.029
66996	0.090
14609	0.012
10432	0.921
1479	0.012
7610	0.320
11708	8.067
10467	0.001
8882	0.009
7651	0.096
764	0.848
653	0.050
392	1.465
24633	0.157
9611	0.112
5705	2.249
11757	4.533
69826	0.070
13450	1.874
7747	0.253
11603	0.9
7628	0.383
7694	0.650
7065	0.992
13837280	3.037
16383	0.495
8568	1.370
7794	0.560
24634	4.085
21105900	0.557
8514	0
14205	2.108
11660	0.9
19110	1.479
15432	2.548
11741	0.179
21896	0.719
13875230	1.922
6406	1.357
13840690	0.571
11041	0.203
17474	2.749
13875392	2.343
7891	1.663
12067	0.389
13402	0.736
16486	2.385
6252	0.024
6135	0.182
10236	3.709
9228	1.498
5730	12.849
8160	0.149
13673	0.445
13875180	1.873
7013	4.865
7224	0.001
11180	0.499
12221	2.691
7392	0.543
7903	5.318
63871	0.033
11882	9.397
21106525	0.196
13851576	0.811
7893	2.255
7894	5.810
19108	1.952
13869480	0.643
924	0.047
13840647	0.285
13875160	1.922
6409	0.160
6654	0.113
11057	1.685
6630	0.285
62314	7.312
59426	0.009
370	2.540
7007	6.965
17221	1.599
14890	0.016
7901	10.741
78543	0.002
13875258	2.343
7241	0.001
13849	0.166
9563	0.138
15708	2.394
13875432	0.081
21111781	0.060
14436	9.627
13875219	0.081
7795	1.732
21106513	0.674
28982	0.024
18685	8.488
13839174	0.678
78	0.001
13860491	0.285
62877	1.872
13868660	4.685
8665	0.262
13869414	0.643
11021	0.037
7519	0.019
13842573	0.184
11242	0.7
333	0.078
7480	2.109
13869339	0
62226	0.079
13839151	0.678
59439	1.959
7236	1.033
11038	5.331
6991	0.736
16257	0.391
13646	0.047
11350	0.078
7634	0.021
9849	0.155
10955	0.474
6983	0.078
10251740	0.155
6652	0.123
1131173	0.140
9546	0.044
7632	0.484
1013196	0.008
23718	5.334
11179	7.345
10795	1.636
10445	6.004
10742	3.218
7657	0.756
6338	0.622
8659	0.355
7248	1.821
8531	0.377
11818	5.918
61026	13.139
10428	1.197
10253	1.476
11911	5.974
11790	1.197
13040	2.531
7509	0.647
13473	0.219
12829	2.531
21242799	1.105
13451	1.169
14888	2.531
6176	1.696
8013	1.479
13032	2.531
21106562	1.430
7448	0.377
21168731	3.609
13875381	4.114
61200	1.409
7879	1.562
11607	0.458
13839308	0.005
7129	1.331
16887	2.531
8579	3.718
7900	4.296
7744	0.192
11879	1.026
6628	0.405
21106155	0.304
21111850	1.954
11883	11.245
7866	3.541
13881571	0.701
9360	0
14787	0.537
12451	9.687
13856009	0.064
13848467	0.350
8138	0.412
9326	0
13644	0.064
6677	0.013
70682	0.005
72625	1.605
7132	0.064
13835630	1.685
12060	0.403
66344	0.002
6990	0.405
21105859	0.251
6985	0.405
66551	4.885
8098	0.0
74169	0.610
191427	2.620
21106167	0.458
7135	0.544
11091	0.180
6277	0.111
207215	0.632
7915	12.712
6177	1.733
13861	0.265
21168837	8.067
15526	0.014
13033	0.946
67466	0.158
7388	0.495
14165	0.857
10649	0.001
13866817	2.216
7635	0.002
14163	0.857
21111896	2.286
4642	0.148
11500	0.449
25942	0.026
21105878	0.011
5704	1.271
8911	11.944
25757	1.633
65689	1.146
13836283	2.249
16011	1.146
6253	0.004
24133	0.013
16237	2.216
60497	0
11651	0.068
7518	2.667
21106018	0.857
60662	1.139
73531	0
63882	0.344
12823	0.087
34095	10.249
56234	0.061
63307	0.194
87265	1.507
21844	0.610
12821	0.181
11181	0.011
521915	0.159
22006	0.405
12822	0.512
13868640	3.160
63180	0.946
9964	0.427
8852	0.0
10471	0.254
16931	0.377
13837582	2.249
13837760	0.848
5975	0.210
4878	0.848
12478	0.181
123	0.426
11022	0.805
8528	2.249
11080	1.465
68939	2.116
68309	2.890
63658	0
14346	0.403
68282	0.2
5408	0.889
5596	1.465
11489	0.003
62546	0.408
1017	0.403
13421	0.364
26065	1.723
21998	3.343
26066	4.474
7581	9.687
17976	5.988
26068	0.603
7580	10.025
15532	1.735
9478	2.537
13231	2.034
21106102	0.003
63017	1.638
9903	0.027
73565	0.221
7511	1.193
21106174	2.313
7659	3.709
6977	3.709
13865426	0.002
6794	0.516
20521	3.211
5931	0.119
21106522	0.013
21111905	4.539
6883	0
13622	3.480
13869451	0
11073	5.331
9328	0.044
6143	13.643
21111798	2.071
7908	1.664
13870160	0.193
12061	0.017
11930	0.048
21105937	0.060
21171406	4.685
17428	5.608
61765	0.857
6974	0.184
31931	4.539
11511	5.854
13438	1.826
15431	2.548
11517	0.352
13837686	0.081
13854818	0.412
10935	5.331
21106578	0.285
11885	13.260
37466	10.964
67735	3.311
17383	0.507
60103	0.362
7871	4.769
23643	8.918
13869434	0.285
12972	3.311
11432	0.412
26091	0.054
13860633	0.019
81759	0.290
6881	0.032
7961	1.536
13839123	0.678
21168833	0.376
29080	0.956
7437	2.251
9910	2.769
21111816	0.019
8873	0.024
6951	0.349
13875441	0.184
2863	4.708
13626	0.432
6788	0.412
11485	0.012
19037	0.028
11433	0.412
477171	0.554
7917	14.849
72054	0.290
21111785	0
17163	0.543
69446	0.463
13254	0.376
10790335	1.545
21106019	0.305
8319	0.562
63447	0.047
126037	2.219
20151	0.003
21159424	0.003
6774	0.318
10857	1.057
69896	0.025
21112332	0
61802	3.201
13839110	0.678
2005824	0.570
9564	0.078
6988	1.057
6633	1.057
24729	0.153
100	0.826
26031	0.255
13839128	0.678
75563	0.824
10181341	0.042
6160	3.426
11460	0.284
15420	0.318
60129	0.003
4962	0.826
9908	0.736
96816	0.944
11663	0.607
72534	1.437
12173	0.325
8876	0.0
8070	0.162
13839080	0.078
6790	0.562
11662	0.853
56139	0.923
880	0.391
5242	0.022
10250	0.123
4963	1.199
10254	0
589165	0.074
12480	0.017
1013337	1.098
3635	1.514
20732	0.002
61354	0.067
60191	0.848
352	1.907
9612	0.908
6191	4.823
14830	4.925
18688	3.304
13038	2.531
11919	8.757
7507	0
7183	1.476
10355	1.476
7088	2.422
6287	0.920
13850405	0.005
21106521	0.083
6342	5.756
13861934	2.968
17481	0.805
6998	0.274
3973	4.592
60340	2.458
8097	0.204
13857694	2.216
73564	0.653
13875377	2.667
13837988	2.216
10239201	0.737
6780	0.0
12230	2.667
13848808	0.202
13063	0.094
9844	6.595
24142	4.638
6949	0.623
13861158	0.043
16377	0.068
7916	6.272
21105936	0.017
13875212	3.160
62402	0.068
21171515	4.721
61797	0.221
67462	0.158
21105889	0
10540	15.440
13848341	0.008
21153	6.110
29031	10.721
25119	1.466
13858096	0.546
11650	0.821
14507	0.554
75479	0.602
10648	2.064
7888	6.040
1072	11.717
21106470	0.0
211145	0.662
60136	0.405
15310	2.064
61428	1.395
11556	0.018
21168838	2.286
81705	0.834
12465	1.069
21105848	0.496
21109330	0.072
13837787	0.257
4209	0.023
9327	0.225
11891	17.151
21111804	0.024
8855	0.0
25968	0.918
13013	0.002
65745	0.512
10333	0.524
21111842	0.512
21394	0.542
13864445	4.986
70868	1.139
14390	0.389
221355	1.507
62582	0.805
7185	0.013
124526	0.054
62368	0.805
28973	1.271
16094	1.633
26799	0.087
21111774	0.158
61036	0.215
6852	0.003
62581	3.243
6999	6.595
17687	1.917
65682	0.194
10831	1.649
13860434	0.496
72056	14.269
7143	0.059
70511	0.228
16095	1.139
61585	0.025
32002	0.148
11413	0.181
72416	1.320
10892	0.085
11185	9.687
59433	0.025
10004	0.506
8867	0.177
21105795	0.426
1668	0.031
97850	0.799
10298354	0
21105699	0.0
4489	0
11673	0.148
238	0.058
2241	0.403
7951	1.093
911	0.403
13262	0.213
993	0.058
6995	0.217
21125563	3.243
6674	0.421
69983	0.217
8066	0.192
2015070	0.078
62423	0.318
58489	4.686
1078	0.168
70865	0.748
11477	1.178
11672	0.005
913	0.058
3268	0.8
10796	6.633
26070	4.244
12199	3.641
387	0.360
7073	1.507
15468	1.577
13439	12.735
7670	0.906
21105987	0.035
6656	0.121
13885245	0.088
13837281	5.899
7876	6.756
13882337	1.439
21106517	4.539
11412	2.251
26801	4.986
21159680	1.735
9078	0.230
83703	7.713
13876103	0.267
59482	0.568
6657	1.201
12044	0.412
21105867	0.569
11889	5.961
21106014	0.305
21106112	0.238
21111819	0.305
21108245	0.094
67835	0.045
17019	11.958
60586	0.002
21111817	0.485
21171496	8.461
11892	17.786
10800462	1.113
10771160	0.941
61434	0.290
21105932	0.015
69057	8.820
16685	0.728
6862	0.039
63909	0.5
11510	1.735
85185	0.249
21865	0.853
6479	0.028
64147	0.033
21106008	0.088
8140	1.057
3756	7.539
62236	2.107
20548	0.005
12818	0.607
15622	1.017
71784	1.620
13869655	0.546
18707	1.375
4611	0.185
11778	0.546
69628	1.056
13873600	1.225
15440	0.853
9900	0.565
68896	8.461
10772050	2.098
65	1.057
15317	1.330
6954	0
13667	0.831
11970	0
60848	18.662
13860817	0.546
12229	0.154
12675	0.501
11083	1.057
10881	0.562
97904	1.855
6481	1.680
13875161	7.923
6621	0.006
11327	0.284
1847	0.212
14836	13.533
8154	0.206
11509	1.056
13869661	0.728
63459	0.049
65701	1.360
10322	0.014
71655	1.171
62466	0
6739	0.212
6480	0.049
723	0.487
21106518	1.008
64111	1.239
7189	0.510
11417	0.562
7140	0.162
67879	0
11263	0.741
21106017	2.459
10895	0.562
8341	0.212
63931	0.562
7589	0.999
13835557	1.907
6943	1.239
62682	0.123
7797	1.076
29129	0.003
62532	0.007
3708	1.761
8438	1.239
64644	0.024
58563	1.199
62485	0
7190	0.162
68568	1.917
953	0.980
6787	0.807
132	0.490
571424	0.005
58968	0.101
9128	1.917
11588	1.393
452568	2.837
7090	1.206
21171506	0.067
10245	6.595
13865630	0.351
11246	2.888
7430	4.797
13448	10.479
21111758	0.093
12831	1.008
14942	7.054
6735	0.790
62359	0.221
21108549	3.682
7847	6.224
12674	0.434
62938	1.206
20140	0.216
10273	0.207
15644	0.403
11824	0.234
61196	0.709
21723	7.451
66365	0.662
62618	0.512
73658	3.828
7921	9.488
13867055	0.630
11304	1.649
13835126	0.240
69792	1.869
21111776	0.662
13881395	5.652
78722	0.617
21170125	5.652
33137	0.918
11145	20.299
6574	0.003
73537	0.410
14309	5.652
7175	0.427
13859497	0.245
14956	1.081
1306	0.170
13835344	0.093
13258	0.063
17720	1.165
33621	2.064
66385	0.790
11507	7.110
12013	9.203
6023	0.179
7186	0.403
776	0.177
21111723	0.024
62471	2.049
10303	0.078
14348	22.254
258907	0.816
10894	0.790
21159611	0.130
14918	1.081
12690	7.763
61763	0.0
19669	0.201
60464	0.002
60093	0.001
7662	4.986
53706	0.022
11332993	0
21106121	3.837
13868642	7.687
6828	0.0
70309	0.001
13867714	0.0
10248	2.148
79453	0.202
12669	0
59562	9.373
6878	3.023
7199	0.001
21112367	0.025
39404	1.081
9454	0.075
9218	0.021
11781	0.077
17347	0.104
11638	0.005
7740	0.607
217532	0.191
70512	0.072
12244	2.148
60032	3.243
62536	0.019
72274	0.001
6950	0.177
18107	0.355
11971	0.008
8998	0.223
1928	2.830
10977	0.085
91446	0.025
11585	0.546
11589	0.005
62484	2.049
63310	0.299
11776	7.110
23422	0.829
10380	1.496
7176	0.202
8382	0.025
88942	0.471
638258	0.105
13036	0.017
6724	1.379
11289	1.090
11626	1.178
13846959	0.634
10396	0.380
10243171	0
124	0.443
191	0.972
9225	0.021
81061	0.065
10972	0.421
11369	14.44
11773	0.005
10297844	1.890
6482	0.003
11576	1.090
10256859	0.471
73183	0.096
68122	0.121
5593	0.177
11587	0.012
608157	1.214
68837	0.474
5878	0.026
10181338	0.085
13257	0.063
62884	0.065
75095	0.205
1446	1.347
20160	3.921
62307	0
2005830	0.004
6079	0.255
10980	0.421
13866746	5.753
61190	2.489
31082	4.832
58333	0.211
6942	5.038
7301	11.568
21112244	7.923
63002	1.240
12045	0.412
15603	0.208
7300	0.103
8187	1.224
15410	0.328
67145	3.651
63057	0.650
7925	9.106
21111810	0.546
62633	9.944
7302	0.024
11372	0.256
67268	0.988
16913	16.274
67803	0.014
11573	0.810
11895	22.977
21278	0.321
21159579	2.584
6585	0.001
65704	0.003
6957	1.648
55242	11.128
11353	0.546
124512	0.001
61790	1.565
21106584	0.011
10966	1.201
13669	0.571
21106577	1.680
73763	0.088
59691	0.506
12047	0.412
21108577	0.002
6748	0.562
21105998	0.569
510851	1.877
10621	0.587
60092	0.088
62483	1.135
11003	0.177
6835	0.562
72918	1.985
15016	28.037
12259	10.304
63503	0.811
10539	11.034
11354	1.735
11488	0.038
62656	1.382
21111840	1.680
13029	3.142
66663	0.048
13839012	0.212
7928	25.054
60259	0.026
5966	0.037
73125	2.320
32882	1.680
11450	0.001
12586	6.132
13668	0.193
77230	5.454
7001	3.142
31264	10.946
14948	0.066
62390	0.088
12830	1.680
14690	0.166
60900	0.230
2972	0.149
11009	0.014
11584	0.810
8381	0.049
58331	0.038
13854242	0.238
10897	0.562
72141	1.644
3637837	0.219
63495	1.206
73626	0.121
72466	0.048
13846663	1.201
72148	1.206
68265	0.021
73512	0.826
61199	0.013
62698	13.814
15093	0.291
376	1.623
15244	0.776
10298355	1.917
11484	0.049
21106900	0.587
1583	1.917
50	0.454
8127	0.039
67229	0.468
13846749	0.039
61279	0.024
15663	0.827
9574	0.058
9547	0.058
284794	0.360
5622	0.458
9965	0.363
7805	0.042
6175	4.243
7279	0.179
11628	0.002
63512	0.002
121262	0.171
13476	0.219
222	0.980
6032	0.008
63328	0.565
6658	0.087
331	0.490
6675	1.393
14560	0.542
20861	0.117
7399	0.070
7141	0.980
79400	1.370
6246	0.025
10411	0.014
15753	0.434
11563	1.393
62357	0.212
7142	0.490
8155	0.565
68899	0.360
21185	0.436
11591	0.187
12055	0.565
61257	6.893
6270	5.351
7170	1.313
452969	12.374
452968	9.262
7116	3.394
6179	8.339
72051	0.094
13835108	0
11424	0.164
4436353	0.605
6296	3.798
15494	0.790
9425	0.709
14530	8.204
21159425	0.044
20124	0.790
15488	0.554
21171393	5.978
29024	9.429
64152	0.128
7926	13.369
77127	0.424
83365	2.663
8277	0.005
62583	0.019
21106529	1.524
7929	25.821
11434	0.285
62453	0.324
61418	0.138
1346	0.444
63533	0.020
60462	0.277
63208	0.128
12697	0.363
1688	5.582
60937	0.075
68404	0.817
21106540	8.864
70085	0.087
10237273	0.245
14340	0.005
7114	2.456
68709	0.201
21106585	0.190
55806	3.475
2973	0.687
13249	13.030
7364	0.016
6855	0.064
13272	0.223
6898	0.233
66847	11.949
15886	0.516
12840	1.170
38364	5.652
14559	0.033
12861	1.395
6620	4.757
1615	0.059
63956	0.002
27488	5.652
61381	2.249
71213	0
71964	0.057
15435	0.128
13848793	0.008
10446934	0.014
61542	1.182
6906	1.137
6864	0.350
15489	0.554
13490	0.256
61594	1.370
23083	0.001
70988	0
78578	0.105
11449	0.003
14413	0.013
6478	0.016
15418	0.001
54970	1.612
61599	1.363
6907	0.603
25276	1.081
21170959	1.047
6222	0.370
11446	0.832
7174	1.721
63319	3.042
8333	0.572
79481	0
60631	0.323
61749	0.244
1278	0.0
91500	0.518
8861	0.095
28829	1.331
8282	0.848
11624	0.443
15517	0.634
18799	0.279
68816	0.518
11399	1.090
4590	0.182
62467	0.012
8071	0.255
62328	0.012
1675	0.514
10025	2.440
84565	0.205
11476	0.443
13048	2.858
29091	0.241
62795	0.177
71934	0.011
7092	0.877
6707	0.003
531832	0.011
434	0.255
66572	0.668
70021	0.065
24438	0.022
6824	0.848
14869	0.045
72291	0.078
9929	1.090
5584	0.003
6854	0.118
61739	0.848
66716	0.518
2632	0.017
655	0.746
34195	0.348
8055	1.465
8111	0.0
84452	0.848
5027	0.027
5237	0.349
13846015	3.734
7069	1.573
67479	3.134
13882366	2.850
7098	0.407
2656	1.718
61311	0.820
21105876	0.017
7097	0.121
10287	0.262
21159574	2.796
22012	1.565
29023	7.954
66369	0.135
7091	0.004
13835351	0.394
71995	1.013
83338	8.645
17879	12.914
20971	9.901
21112533	1.366
76852	0.060
61383	0.172
16951	2.249
11897	28.830
9571	0.173
7325	0.729
12691	0.007
11373	1.564
61273	0.407
10407	0.377
70450	0.037
10425	12.585
10609	0.070
2388	1.834
70652	0.233
21159598	0.009
6716	2.247
9961	0.349
14582	1.206
960	15.192
11898	31.152
11421	0.254
21106172	3.142
6575	0.134
6916	1.133
71926	0.037
73945	11.048
9089	0.230
10289059	2.488
6825	0.303
11961	2.199
19862	0.165
15092	0.291
12524	0.412
12667	0.455
21168862	2.649
71672	0.060
70048	0.079
7311	0.729
62914	0.842
8807	0.219
15105	0.015
21111772	2.199
16208	0.291
6872	0.095
2915	0.349
8099	0.187
67953	0.776
62933	0.510
60263	1.926
19739	0.254
59146	2.347
60357	0.374
2179	3.422
25604	0.149
14585	2.017
19331	0.121
69970	14.889
15998	0.501
10363	0.111
72174	0.236
61561	0.394
63211	0.121
21106171	3.673
6823	0.331
532	1.267
6552	0.046
6033	0.087
2923	2.320
65785	0.823
454393	0.117
73131	1.648
5142	2.844
13846658	0.212
18708	0.002
10256	2.673
9075	0.002
65715	0.360
11580	0.187
6705	0.748
12114	0.046
15308	3.163
68579	0.060
15088	0.042
4444774	0.304
6928	0.294
6550	0.575
11595	0
616466	0.008
1103	0.012
19099	0.012
29090	2.683
21168888	9.245
7100	8.067
6655	3.394
12941	2.841
4445872	3.121
13837329	0.001
62501	1.206
7138	0.436
11437	1.649
6781	0.370
7914	10.862
66675	18.562
21169500	0.886
7889	13.298
205386	12.255
21733	0.258
12515	0.016
21170956	0.817
62372	0.117
11899	32.006
5374	0.239
67895	1.363
29002	1.612
21168556	0.128
8836	0.0
16109	3.020
61759	0.005
21106571	8.864
7103	0.404
60596	0.107
8862	0.191
10033	17.520
14414	0.040
11969	0.026
66759	5.326
66460	0.139
6770	0.261
6901	0.008
7119	0.493
61388	0.298
8662	1.451
21111849	0.776
63350	0.202
68350	1.524
70962	0
21106124	0.776
12291	0.426
59892	3.160
12696	0.377
19526	8.112
21159439	0
8434	0.817
7121	2.192
6757	1.265
70660	0.258
62756	0.815
16096	6.533
6834	0.790
4775	0.007
16644	1.179
7427	0.081
3581	0.755
970	0.0
6840	0.091
13493	0.848
3915	0.078
8860	0.0
11013	0.022
6592	0.208
11447	1.649
5004	4.571
5820	0.007
21106163	8.864
12274	0.032
5899	0
60188	0.037
78873	0.105
11475	0.022
6235	0.007
10801689	1.560
10582	0.009
11398	2.365
745600	0.359
9413	0.518
6586	0.058
64143	0.120
328957	0.518
13699	1.649
11974	12.639
17097	1.265
6856	0.058
13693	0.118
21106365	0.029
5606	1.560
12275	0.455
18	1.347
67788	0.403
5612	1.560
10986	0.244
12236	0.506
61560	0.644
61352	0.564
6845	0.848
8182	0.230
21171396	5.507
11472	1.847
24499	0.363
61101	1.283
21106146	1.695
6768	0.481
60012	3.425
7284	0.540
13856885	1.299
19816	3.028
6386	0.362
68220	0.1
28952	0.447
8058	0.304
6771	0.070
21159597	0.009
2991	0.070
12017	35.348
67790	0.131
72806	0.114
7120	0.648
13863774	1.695
74935	0.112
12307	0.580
62631	20.140
16896	0.116
10235	0.376
69150	0.037
6746	0.177
23472	0.230
5091	20.014
13090	0.272
24905	0.070
12100	37.914
7118	0.901
7355	0.755
7296	1.089
10664	0.040
123905	0.009
454604	1.438
61717	0.034
9886	0.087
955	0.040
7145	0.008
12864	0.349
8793	0.208
1118	0.816
65703	0.188
63555	0.524
453633	1.438
6601	0.042
2980	0.684
165975	0
453910	1.438
512092	0.167
2372	2.984
9779	2.843
16612	0.109
66916	0.261
61264	0.969
11614	0.216
71166	16.8
8470	0.103
2169	0.019
11982	4.327
200562	0.149
70280	0.008
10778469	0.155
15983	0.103
67282	0.646
9838	0.376
5816	0.403
27057	0.826
7268	0.030
10289	0.646
63453	0.097
56797	0.403
1061203	0.345
14760	0.052
8310	4.580
11443	0.562
18177	0.748
24341	0.399
9109	6.691
59462	0.873
7758	1.289
13836549	8.284
6420	3.780
