Compound Id	ALOGP [AMR]
17383	30.0
60103	14.491
7871	41.6
23643	45.858
13869434	15.226
12972	43.711
11432	5.502
26091	15.496
13860633	12.821
81759	20.134
6881	15.794
7961	28.216
13839123	13.569
21168833	16.659
29080	23.889
7437	15.943
9910	22.885
21111816	12.821
8873	1.619
6951	7.794
13875441	11.164
2863	38.048
13626	22.328
6788	5.502
11485	17.901
19037	33.815
11433	5.502
477171	39.638
7917	48.115
72054	20.134
21111785	11.988
17163	19.161
69446	14.970
13254	9.594
10790335	29.586
21106019	11.910
8319	4.222
63447	17.843
126037	24.694
20151	17.153
21159424	17.153
6774	17.196
10857	13.796
69896	28.306
21112332	13.514
61802	21.910
13839110	13.569
2005824	50.802
9564	10.631
6988	13.796
6633	13.796
24729	13.312
100	9.841
26031	24.531
13839128	13.569
75563	17.632
10181341	11.769
6160	36.641
11460	13.138
15420	17.196
60129	17.153
4962	9.841
9908	13.946
96816	21.223
11663	11.814
72534	11.499
12173	22.842
8876	0.0
8070	12.721
13839080	10.631
6790	4.222
11662	14.798
56139	17.157
880	12.866
5242	24.740
10250	15.013
4963	10.006
10254	12.944
589165	17.934
12480	15.687
1013337	32.731
3635	12.726
20732	15.235
61354	15.853
60191	5.129
352	7.694
9612	19.446
6191	12.869
14830	28.610
18688	35.409
13038	21.355
11919	38.972
7507	41.543
7183	19.770
10355	19.770
7088	19.127
6287	40.980
13850405	16.428
21106521	7.166
6342	30.764
13861934	27.138
17481	39.568
6998	32.564
3973	27.975
60340	41.907
8097	15.554
13857694	11.231
73564	31.408
13875377	14.215
13837988	11.231
10239201	13.654
6780	0.0
12230	14.215
13848808	14.553
13063	10.351
9844	22.008
24142	52.525
6949	15.073
13861158	12.697
16377	16.282
7916	54.149
21105936	15.383
13875212	17.198
62402	16.282
21171515	19.603
61797	22.554
67462	23.219
21105889	17.904
10540	52.560
13848341	33.075
21153	44.511
29031	48.769
25119	22.064
13858096	16.211
11650	20.935
14507	16.305
75479	24.296
10648	18.547
7888	40.96
1072	54.964
21106470	0.0
211145	16.363
60136	15.340
15310	18.547
61428	15.587
11556	16.333
21168838	20.656
81705	16.865
12465	25.614
21105848	16.174
21109330	32.665
13837787	5.450
4209	32.542
9327	10.710
11891	51.026
21111804	21.947
8855	0.0
25968	19.347
13013	7.678
65745	10.421
10333	7.911
21111842	10.421
21394	13.740
13864445	16.847
70868	12.204
14390	15.207
221355	20.240
62582	14.554
7185	16.832
124526	17.808
62368	14.554
28973	20.618
16094	11.718
26799	12.892
21111774	23.219
61036	13.876
6852	7.316
62581	26.623
6999	22.008
17687	14.345
65682	15.876
10831	11.004
13860434	16.174
72056	43.670
7143	16.856
70511	16.079
16095	12.204
61585	12.016
32002	12.588
11413	8.763
72416	24.046
10892	14.535
11185	38.254
59433	12.493
10004	27.251
8867	3.3
21105795	8.859
1668	10.745
97850	34.298
10298354	18.368
21105699	0.0
4489	31.029
11673	12.588
238	7.219
2241	7.442
7951	16.166
911	7.442
13262	18.430
993	7.219
6995	12.402
21125563	26.623
6674	15.818
69983	12.402
8066	15.262
2015070	10.631
62423	34.864
58489	56.721
1078	23.537
70865	29.896
11477	15.430
11672	12.397
913	7.219
3268	24.572
10796	38.653
26070	42.160
12199	15.781
387	18.992
7073	40.358
15468	26.203
13439	42.855
7670	42.98
21105987	20.880
6656	10.657
13885245	20.831
13837281	30.945
7876	54.018
13882337	15.382
21106517	16.733
11412	15.943
26801	26.857
21159680	19.883
9078	0.873
83703	43.102
13876103	24.782
59482	21.617
6657	21.691
12044	5.502
21105867	22.335
11889	55.437
21106014	11.910
21106112	20.504
21111819	11.910
21108245	20.985
67835	22.748
17019	60.065
60586	18.829
21111817	14.893
21171496	25.177
11892	55.471
10800462	18.489
10771160	43.837
61434	20.134
21105932	21.545
69057	34.230
16685	18.854
6862	11.610
63909	33.808
11510	19.763
85185	4.310
21865	14.798
6479	14.761
64147	25.466
21106008	20.926
8140	13.796
3756	43.872
62236	41.510
20548	20.830
12818	11.814
15622	21.048
71784	17.827
13869655	15.453
18707	16.779
4611	19.546
11778	15.453
69628	21.420
13873600	22.891
15440	14.798
9900	14.749
68896	25.177
10772050	28.158
65	13.796
15317	24.032
6954	9.032
13667	18.119
11970	2.898
60848	43.674
13860817	15.453
12229	1.945
12675	10.147
11083	13.796
10881	4.222
97904	35.221
6481	17.525
13875161	25.105
6621	11.004
11327	13.138
1847	2.565
14836	37.990
8154	20.468
11509	21.420
13869661	18.854
63459	8.802
65701	24.717
10322	18.482
71655	27.483
62466	12.944
6739	2.565
6480	8.802
723	26.449
21106518	14.993
64111	11.423
7189	13.335
11417	4.222
7140	12.721
67879	18.441
11263	26.871
21106017	19.184
10895	4.222
8341	2.565
63931	4.222
7589	37.014
13835557	7.694
6943	11.423
62682	15.783
7797	25.182
29129	27.097
62532	8.793
3708	16.807
8438	11.423
64644	8.314
58563	10.006
62485	12.944
7190	12.721
68568	11.664
953	11.441
6787	12.788
132	9.784
571424	24.518
58968	16.427
9128	11.664
11588	21.166
452568	46.376
7090	6.435
21171506	36.807
10245	22.008
13865630	41.663
11246	32.927
7430	34.057
13448	47.984
21111758	18.086
12831	16.580
14942	54.085
6735	8.599
62359	20.433
21108549	3.49
7847	48.641
12674	20.441
62938	10.103
20140	21.296
10273	17.672
15644	19.370
11824	38.898
61196	11.950
21723	58.349
66365	16.363
62618	38.680
73658	57.761
7921	59.972
13867055	31.254
11304	11.004
13835126	16.386
69792	18.197
21111776	16.363
13881395	19.830
78722	23.231
21170125	19.830
33137	19.347
11145	58.383
6574	7.316
73537	20.247
14309	19.830
7175	17.491
13859497	13.766
14956	18.508
1306	32.363
13835344	18.086
13258	7.447
17720	55.739
33621	18.547
66385	8.599
11507	25.797
12013	46.783
6023	18.507
7186	19.370
776	3.3
21111723	21.947
62471	25.935
10303	15.524
14348	56.849
258907	29.974
10894	8.599
21159611	24.144
14918	18.508
12690	40.649
61763	0.0
19669	7.277
60464	25.219
60093	25.379
7662	16.847
53706	19.575
11332993	18.368
21106121	27.540
13868642	22.235
6828	0.0
70309	7.610
13867714	0.0
10248	19.071
79453	14.553
12669	8.297
59562	28.202
6878	25.308
7199	20.585
21112367	12.493
39404	18.508
9454	12.641
9218	13.738
11781	32.072
17347	14.338
11638	13.505
7740	41.569
217532	17.271
70512	13.671
12244	19.071
60032	26.623
62536	21.496
72274	16.036
6950	3.3
18107	13.4
11971	14.474
8998	19.815
1928	38.081
10977	14.535
91446	12.493
11585	16.211
11589	17.570
62484	25.935
63310	26.278
11776	25.797
23422	33.778
10380	15.227
7176	14.553
8382	12.016
88942	14.757
638258	23.218
13036	10.358
6724	15.9
11289	18.224
11626	15.430
13846959	7.108
10396	14.655
10243171	18.368
124	14.333
191	29.360
9225	13.738
81061	16.041
10972	15.818
11369	44.403
11773	12.397
10297844	17.088
6482	15.286
11576	18.224
10256859	14.757
73183	9.955
68122	16.944
5593	3.3
11587	13.057
608157	16.485
68837	14.496
5878	11.457
10181338	14.535
13257	7.447
62884	16.041
75095	20.710
1446	12.349
20160	16.948
62307	8.297
2005830	32.366
6079	12.835
10980	15.818
13866746	4.363
61190	7.307
31082	24.629
58333	20.492
6942	21.559
7301	39.212
21112244	25.105
63002	41.128
12045	5.502
15603	4.601
7300	4.755
8187	16.693
15410	14.268
67145	21.256
63057	23.349
7925	61.260
21111810	15.453
62633	59.291
7302	1.619
11372	5.509
67268	7.944
16913	65.888
67803	25.919
11573	20.588
11895	61.295
21278	21.410
21159579	31.478
6585	6.199
65704	22.38
6957	19.194
55242	53.246
11353	15.453
124512	6.199
61790	19.677
21106584	21.014
10966	21.691
13669	17.604
21106577	17.525
73763	20.926
59691	24.393
12047	5.502
21108577	19.304
6748	4.222
21105998	22.335
510851	22.581
10621	20.651
60092	20.926
62483	24.009
11003	3.3
6835	4.222
72918	24.663
15016	61.419
