Compound Id	XLogP
13839109	0.474
13471	5.846
7672	2.978
7641	4.708
7689	1.881
7676	3.103
21106169	0.926
13863629	1.057
11062	4.528
13248	5.739
6042	2.469
8335	5.846
7673	3.441
13860692	2.3
10001	1.250
7881	6.077
11655	3.344
11783	1.834
11765	3.964
13856579	-0.024
28777	0.313
7802	2.714
67360	4.267
13860335	2.409
11210	1.875
7890	7.168
11077	1.624
7803	2.449
7229	0.380
13842613	2.394
13835895	-1.588
7883	4.570
630	-0.164
9349	1.725
11862	3.848
21106134	4.206
13876621	0.228
13881329	2.786
9917	0.308
21105871	2.367
1031	-0.426
7521	4.708
7235	1.753
6726	4.544
1071	-0.654
11063	1.746
287294	1.827
60121	1.812
59438	-0.103
12150	0.843
12144	0.046
61553	2.057
7611	0.515
14991	1.367
59556	0.411
13835151	2.3
9350	1.792
13844	0.594
96573	0.282
11066	0.853
62628	1.362
9357	-0.768
66996	0.985
14609	0.982
10432	2.467
1479	1.193
7610	-1.496
11708	4.064
10467	0.522
8882	-0.504
7651	0.431
764	0.870
653	-0.555
392	0.803
24633	0.582
9611	-0.387
5705	-0.66
11757	3.340
69826	4.999
13450	5.339
7747	1.319
11603	5.277
7628	0.93
7694	2.413
7065	1.21
13837280	2.642
16383	3.110
8568	2.729
7794	1.98
24634	4.012
21105900	2.578
8514	1.883
14205	3.784
11660	5.277
19110	6.198
15432	4.122
11741	2.866
21896	6.538
13875230	3.426
6406	0.714
13840690	3.883
11041	1.428
17474	2.311
13875392	3.764
7891	6.802
12067	1.819
13402	5.437
16486	0.480
6252	-1.828
6135	0.348
10236	5.031
9228	2.851
5730	2.864
8160	2.701
13673	3.913
13875180	3.189
7013	2.379
7224	2.777
11180	1.456
12221	6.646
7392	1.123
7903	6.784
63871	2.083
11882	7.737
21106525	2.869
13851576	4.221
7893	4.468
7894	5.139
19108	7.415
13869480	1.322
924	2.606
13840647	2.412
13875160	3.426
6409	-0.576
6654	1.621
11057	2.511
6630	2.201
62314	3.865
59426	2.665
370	3.018
7007	3.393
17221	0.218
14890	0.126
7901	5.403
78543	0.781
13875258	3.764
7241	1.136
13849	0.908
9563	1.837
15708	1.852
13875432	1.929
21111781	2.214
14436	3.605
13875219	1.929
7795	-0.674
21106513	0.659
28982	2.936
18685	1.931
13839174	2.268
78	0.748
13860491	2.623
62877	2.986
13868660	3.526
8665	1.389
13869414	1.322
11021	2.732
7519	2.2
13842573	2.267
11242	0.789
333	1.411
7480	0.404
13869339	1.862
62226	0.806
13839151	2.479
59439	3.233
7236	1.163
11038	3.864
6991	0.848
16257	-0.081
13646	0.999
11350	0.982
7634	-0.439
9849	0.255
10955	-0.970
6983	0.982
10251740	0.643
6652	1.356
1131173	0.874
9546	-0.288
7632	0.025
1013196	0.314
23718	2.898
11179	3.228
10795	4.709
10445	4.807
10742	4.807
7657	1.994
6338	0.605
8659	1.425
7248	5.277
8531	5.846
11818	3.146
61026	3.741
10428	2.982
10253	5.785
11911	2.811
11790	2.982
13040	5.6
7509	3.193
13473	5.846
12829	5.6
21242799	3.995
13451	5.908
14888	5.6
6176	0.932
8013	0.892
13032	5.6
21106562	4.333
7448	5.846
21168731	3.389
13875381	3.327
61200	3.858
7879	1.360
11607	3.1
13839308	3.191
7129	5.016
16887	5.6
8579	7.215
7900	6.877
7744	-0.180
11879	1.366
6628	1.974
21106155	1.745
21111850	4.206
11883	8.306
7866	3.587
13881571	2.786
9360	1.792
14787	-0.548
12451	3.128
13856009	0.902
13848467	1.854
8138	2.637
9326	1.792
13644	0.902
6677	3.233
70682	4.986
72625	3.253
7132	2.931
13835630	-2.064
12060	3.505
66344	2.869
6990	1.974
21105859	1.332
6985	1.974
66551	3.196
8098	3.065
74169	2.312
191427	3.409
21106167	3.1
7135	1.833
11091	-0.445
6277	1.35
207215	0.422
7915	5.972
6177	0.667
13861	2.103
21168837	4.064
15526	1.569
13033	0.855
67466	2.754
7388	2.017
14165	2.041
10649	-0.046
13866817	2.988
7635	-0.145
14163	2.041
21111896	4.126
4642	2.520
11500	2.4
25942	1.434
21105878	1.908
5704	1.061
8911	6.828
25757	1.977
65689	2.379
13836283	0.736
16011	2.379
6253	-0.050
24133	1.533
16237	1.592
60497	0.368
11651	1.812
7518	3.326
21106018	2.041
60662	1.896
73531	1.903
63882	-0.828
12823	1.872
34095	2.5
56234	2.936
63307	2.21
87265	3.081
21844	2.312
12821	1.181
11181	-0.481
521915	1.876
22006	1.974
12822	1.114
13868640	3.664
63180	0.426
9964	1.171
8852	2.388
10471	-0.676
16931	1.551
13837582	0.736
13837760	1.299
5975	1.615
4878	0.870
12478	1.181
123	1.484
11022	0.756
8528	0.340
11080	0.803
68939	2.778
68309	-0.944
63658	0.986
14346	-0.091
68282	1.043
5408	1.104
5596	1.232
11489	2.337
62546	-0.2
1017	-1.099
13421	5.278
26065	5.376
21998	3.467
26066	5.376
7581	3.752
17976	5.376
26068	5.376
7580	3.995
15532	4.292
9478	1.796
13231	5.439
21106102	0.343
63017	4.248
9903	4.937
73565	2.252
7511	3.762
21106174	2.717
7659	5.031
6977	5.031
13865426	0.710
6794	3.452
20521	7.336
5931	-0.982
21106522	2.4
21111905	3.1
6883	2.987
13622	7.94
13869451	1.862
11073	3.864
9328	1.684
6143	3.202
21111798	2.673
7908	-1.778
13870160	3.525
12061	3.76
11930	-0.366
21105937	2.003
21171406	3.526
17428	2.987
61765	1.894
6974	2.267
31931	3.1
11511	3.776
13438	1.856
15431	4.333
11517	0.036
13837686	1.929
13854818	3.351
10935	3.864
21106578	2.623
11885	8.875
37466	4.247
67735	4.105
17383	-0.087
60103	2.159
7871	4.421
23643	6.277
13869434	2.412
12972	4.105
11432	3.140
26091	1.485
13860633	2.2
81759	2.02
6881	3.184
7961	1.337
13839123	2.479
21168833	3.328
29080	0.466
7437	3.346
9910	3.125
21111816	2.2
8873	1.889
6951	3.362
13875441	2.267
2863	4.156
13626	-0.786
6788	6.261
11485	1.387
19037	1.927
11433	3.351
477171	3.065
7917	6.541
72054	2.02
21111785	0.958
17163	3.390
69446	1.106
13254	0.861
10790335	0.989
21106019	2.543
8319	3.642
63447	1.278
126037	2.770
20151	1.418
21159424	1.418
6774	0.945
10857	2.025
69896	-0.389
21112332	1.7
61802	4.022
13839110	2.69
2005824	2.825
9564	1.622
6988	2.025
6633	2.025
24729	1.173
100	0.813
26031	-0.552
13839128	2.479
75563	1.552
10181341	3.08
6160	2.351
11460	2.456
15420	0.945
60129	1.418
4962	1.453
9908	1.059
96816	2.621
11663	2.24
72534	0.746
12173	-0.157
8876	5.938
8070	2.989
13839080	1.193
6790	3.853
11662	2.578
56139	0.369
880	2.253
5242	-0.707
10250	1.356
4963	1.411
10254	2.261
589165	2.205
12480	0.928
1013337	-0.456
3635	-0.571
20732	0.628
61354	0.968
60191	1.657
352	-0.093
9612	-0.889
6191	3.06
14830	2.933
18688	1.411
13038	5.6
11919	3.544
7507	2.921
7183	5.785
10355	5.785
7088	6.068
6287	0.579
13850405	3.149
21106521	2.617
6342	2.576
13861934	1.141
17481	5.605
6998	0.8
3973	1.911
60340	4.817
8097	5.506
13857694	2.988
73564	0.597
13875377	3.326
13837988	2.988
10239201	0.619
6780	3.028
12230	3.326
13848808	2.031
13063	6.830
9844	5.354
24142	8.509
6949	4.787
13861158	1.304
16377	1.769
7916	8.353
21105936	1.712
13875212	3.664
62402	1.381
21171515	3.876
61797	4.024
67462	2.754
21105889	2.426
10540	9.444
13848341	-0.068
21153	4.990
29031	6.846
25119	4.643
13858096	1.964
11650	4.487
14507	3.912
75479	1.733
10648	2.544
7888	4.725
1072	-0.682
21106470	1.806
211145	2.232
60136	2.185
15310	2.544
61428	3.406
11556	3.286
21168838	3.915
81705	2.852
12465	0.002
21105848	1.469
21109330	0.546
13837787	2.578
4209	-0.111
9327	1.821
11891	7.110
21111804	1.464
8855	2.097
25968	2.570
13013	1.136
65745	1.325
10333	1.797
21111842	1.114
21394	2.641
13864445	3.084
70868	0.966
14390	2.919
221355	3.081
62582	0.967
7185	3.444
124526	2.123
62368	1.178
28973	2.739
16094	1.977
26799	2.083
21111774	2.754
61036	-0.109
6852	4.439
62581	4.591
6999	5.354
17687	-0.565
65682	2.421
10831	6.584
13860434	1.04
72056	3.638
7143	1.432
70511	0.737
16095	2.362
61585	1.110
32002	2.309
11413	1.392
72416	-0.656
10892	1.8
11185	4.844
59433	1.795
10004	-0.541
8867	1.343
21105795	1.484
1668	0.966
97850	-0.324
10298354	2.365
21105699	1.968
4489	-0.228
11673	2.098
238	2.666
2241	1.938
7951	2.629
911	-0.091
13262	1.003
993	1.025
6995	1.328
21125563	4.38
6674	2.678
69983	0.899
8066	0.305
2015070	1.769
62423	-0.262
58489	-0.828
1078	-0.710
70865	-1.597
11477	1.508
11672	1.492
913	0.637
3268	-0.759
10796	3.402
26070	5.315
12199	3.418
387	1.131
7073	1.865
15468	6.169
13439	5.413
7670	2.845
21105987	3.929
6656	3.091
13885245	3.824
13837281	3.026
7876	5.965
13882337	4.301
21106517	3.311
11412	3.557
26801	5.923
21159680	4.503
9078	4.631
83703	5.413
13876103	2.484
59482	4.322
6657	3.839
12044	7.615
21105867	3.556
11889	9.078
21106014	2.754
21106112	2.387
21111819	2.543
21108245	2.354
67835	3.509
17019	9.06
60586	2.223
21111817	3.092
21171496	3.622
11892	10.013
10800462	0.756
10771160	4.359
61434	2.231
21105932	3.809
69057	3.421
16685	0.878
6862	4.862
63909	2.034
11510	2.701
85185	1.751
21865	2.578
6479	2.598
64147	4.382
21106008	1.559
8140	2.025
3756	5.294
62236	2.66
20548	1.256
12818	2.451
15622	4.049
71784	1.963
13869655	1.958
18707	2.363
4611	4.218
11778	1.958
69628	2.634
13873600	2.829
15440	2.789
9900	0.815
68896	3.622
10772050	1.030
65	2.025
15317	4.387
6954	2.947
13667	3.488
11970	3.604
60848	8.535
13860817	1.958
12229	0.639
12675	6.830
11083	2.025
10881	1.787
97904	0.244
6481	2.639
13875161	4.199
6621	2.255
11327	2.314
1847	1.854
14836	4.743
8154	1.463
11509	2.634
13869661	0.878
63459	2.562
65701	2.932
10322	2.138
71655	2.055
62466	2.261
6739	3.709
6480	2.562
723	-0.352
21106518	1.268
64111	0.95
7189	1.335
11417	1.787
7140	2.989
67879	1.676
11263	0.484
21106017	2.153
10895	1.787
8341	3.920
63931	1.402
7589	1.302
13835557	0.765
6943	0.95
62682	3.962
7797	-1.216
29129	-0.284
62532	1.906
3708	-0.827
8438	0.95
64644	1.264
58563	0.342
62485	2.261
7190	2.989
68568	0.275
953	1.003
6787	1.653
132	1.07
571424	1.853
58968	0.896
9128	-0.621
11588	2.667
452568	5.786
7090	4.543
21171506	1.17
10245	5.354
13865630	0.778
11246	1.351
7430	9.506
13448	5.982
21111758	1.854
12831	3.650
14942	9.043
6735	5.106
62359	3.477
21108549	2.632
7847	5.615
12674	6.829
62938	8.184
20140	3.507
10273	3.167
15644	2.732
11824	0.648
61196	2.653
21723	9.647
66365	2.443
62618	0.988
73658	-1.130
7921	9.491
13867055	0.612
11304	7.938
13835126	2.394
69792	1.947
21111776	2.443
13881395	3.422
78722	2.342
21170125	3.422
33137	2.781
11145	10.582
6574	5.582
73537	2.004
14309	3.422
7175	3.310
13859497	1.486
14956	1.968
1306	1.355
13835344	1.854
13258	0.751
17720	7.262
33621	2.544
66385	3.288
11507	4.098
12013	5.863
6023	3.506
7186	2.732
776	2.45
21111723	1.464
62471	2.988
10303	3.168
14348	8.248
258907	1.589
10894	5.317
21159611	2.493
14918	1.968
12690	4.334
61763	2.353
19669	4.285
60464	1.982
60093	1.248
7662	3.084
53706	2.491
11332993	2.576
21106121	3.827
13868642	3.212
6828	7.292
70309	3.038
13867714	2.738
10248	2.591
79453	1.391
12669	2.351
59562	3.888
6878	5.198
7199	2.046
21112367	2.006
39404	1.968
9454	1.984
9218	2.001
11781	0.156
17347	2.153
11638	2.271
7740	1.262
217532	3.403
70512	1.183
12244	2.802
60032	4.802
62536	2.320
72274	1.210
6950	1.957
18107	1.945
11971	2.009
8998	1.734
1928	0.324
10977	1.589
91446	2.217
11585	1.324
11589	3.558
62484	2.988
63310	-0.594
11776	4.098
23422	0.209
10380	0.895
7176	1.391
8382	1.61
88942	0.861
638258	1.776
13036	1.677
6724	0.801
11289	3.312
11626	1.079
13846959	1.653
10396	1.740
10243171	2.576
124	1.062
191	0.006
9225	2.001
81061	1.739
10972	2.467
11369	3.735
11773	1.703
10297844	1.012
6482	1.822
11576	3.312
10256859	0.861
73183	2.495
68122	1.115
5593	1.693
11587	1.401
608157	2.528
68837	1.013
5878	1.45
10181338	1.589
13257	0.962
62884	1.739
75095	2.4
1446	0.536
20160	-0.205
62307	2.562
2005830	-1.378
6079	2.129
10980	2.467
13866746	2.591
61190	3.869
31082	6.391
58333	4.31
6942	3.442
7301	3.48
21112244	3.988
63002	1.460
12045	7.615
15603	5.199
7300	5.162
8187	2.790
15410	7.338
67145	4.195
63057	3.983
7925	10.216
21111810	1.958
62633	9.447
7302	5.106
11372	1.082
67268	2.062
16913	10.198
67803	1.758
11573	2.788
11895	11.151
21278	2.647
21159579	3.675
6585	4.653
65704	2.277
6957	2.960
55242	6.697
11353	1.958
124512	6.007
61790	3.128
21106584	4.166
10966	4.050
13669	2.45
21106577	2.639
73763	1.559
59691	2.985
12047	7.615
21108577	1.91
6748	4.996
21105998	3.556
510851	1.092
10621	1.320
60092	1.559
62483	3.829
11003	4.910
6835	5.207
72918	4.744
15016	8.75
12259	5.677
63503	6.097
10539	6.432
11354	2.701
11488	2.443
62656	3.832
21111840	2.639
13029	2.121
66663	1.646
13839012	5.063
7928	8.817
60259	3.271
5966	4.956
73125	2.336
32882	2.639
11450	4.653
12586	4.593
13668	3.562
77230	2.621
7001	2.121
31264	4.21
14948	1.792
62390	1.559
12830	2.639
14690	2.536
60900	5.985
2972	-0.151
11009	2.138
11584	2.788
8381	2.280
58331	2.243
13854242	1.747
10897	1.998
72141	0.381
3637837	3.558
63495	1.054
73626	2.103
72466	1.857
13846663	4.050
72148	1.054
68265	0.687
73512	0.930
61199	1.693
62698	5.704
15093	2.121
376	0.575
15244	1.276
10298355	0.915
11484	2.016
21106900	0.891
1583	0.275
50	-1.056
8127	1.814
67229	2.459
13846749	1.814
61279	1.475
15663	0.857
9574	1.992
9547	2.203
284794	1.562
5622	1.598
9965	1.631
7805	0.261
6175	2.044
7279	2.035
11628	2.012
63512	2.268
121262	4.127
13476	3.558
222	1.643
6032	-0.526
63328	1.055
6658	1.203
331	1.710
6675	2.878
14560	0.811
20861	1.259
7399	2.476
7141	1.003
79400	1.008
6246	-0.253
10411	2.138
15753	2.477
11563	2.667
62357	2.065
7142	1.07
8155	0.626
68899	0.653
21185	2.825
11591	1.684
12055	0.626
61257	3.562
6270	1.9
7170	6.862
452969	5.921
452968	5.921
7116	4.006
6179	3.229
72051	8.184
13835108	1.494
11424	8.369
4436353	1.072
6296	1.982
15494	6.46
9425	2.864
14530	10.521
21159425	2.333
20124	3.462
15488	6.333
21171393	5.447
29024	6.753
64152	1.410
7926	10.629
77127	1.249
83365	2.995
8277	5.067
62583	2.320
21106529	2.49
7929	11.720
11434	3.509
62453	0.236
61418	1.685
1346	3.841
63533	5.471
60462	2.892
63208	1.410
12697	6.217
1688	6.919
60937	2.195
68404	3.865
21106540	3.180
70085	1.916
10237273	4.615
14340	2.298
7114	3.111
68709	5.639
21106585	1.994
55806	1.366
2973	0.899
13249	7.001
7364	8.430
6855	4.807
13272	1.795
6898	2.977
66847	4.311
15886	4.787
12840	3.848
38364	3.422
14559	2.005
12861	5.692
6620	2.64
1615	-0.278
63956	1.702
27488	3.422
61381	2.190
71213	1.849
71964	2.511
15435	1.410
13848793	2.703
10446934	1.027
61542	0.134
6906	2.105
6864	3.730
15489	6.333
13490	2.09
61594	3.669
23083	3.307
70988	2.004
78578	2.335
11449	5.793
14413	4.317
6478	6.244
15418	0.567
54970	5.314
61599	2.969
6907	2.172
25276	1.968
21170959	2.631
6222	0.858
11446	7.598
7174	3.307
63319	2.033
8333	0.596
79481	4.513
60631	1.062
61749	1.957
1278	2.838
91500	1.951
8861	3.776
28829	1.218
8282	2.535
11624	1.273
15517	1.366
18799	5.11
68816	1.951
11399	3.312
4590	2.021
62467	1.401
8071	2.340
62328	1.612
1675	0.618
10025	1.144
84565	1.685
11476	1.273
13048	0.931
29091	0.573
62795	2.908
71934	2.94
7092	1.091
6707	2.033
531832	4.294
434	2.129
66572	1.693
70021	1.950
24438	1.830
6824	3.175
14869	1.166
72291	0.995
9929	3.312
5584	2.033
6854	1.145
61739	2.113
66716	1.951
2632	1.517
655	2.339
34195	1.390
8055	2.046
8111	7.814
84452	1.902
5027	1.075
5237	2.501
13846015	1.583
7069	1.783
67479	4.611
13882366	4.954
7098	2.947
2656	2.595
61311	3.561
21105876	5.836
7097	2.88
10287	8.184
21159574	3.9
22012	3.339
29023	7.176
66369	8.938
7091	2.137
13835351	5.426
71995	5.356
83338	7.421
17879	11.354
20971	2.503
21112533	1.602
76852	3.668
61383	2.996
16951	2.546
11897	12.289
9571	2.323
7325	4.247
12691	4.449
11373	2.006
61273	3.158
10407	6.997
70450	2.679
10425	7.519
10609	5.829
2388	2.674
70652	2.719
21159598	1.466
6716	3.23
9961	7.952
14582	4.231
960	7.570
11898	9.955
11421	2.32
21106172	2.121
6575	4.740
6916	2.741
71926	3.067
73945	5.175
9089	6.196
10289059	1.882
6825	3.026
11961	2.054
19862	1.997
15092	2.332
12524	8.137
12667	3.574
21168862	2.392
71672	4.090
70048	1.487
7311	2.728
62914	3.057
8807	6.460
15105	0.812
21111772	2.054
16208	2.332
6872	1.137
2915	4.605
8099	2.106
67953	1.276
62933	3.64
60263	0.917
19739	0.762
59146	0.867
60357	-0.254
2179	1.713
25604	1.587
14585	6.871
19331	1.115
69970	3.855
15998	8.184
10363	4.066
72174	1.132
61561	-0.232
63211	1.115
21106171	3.068
6823	1.654
532	0.528
6552	1.963
6033	1.414
2923	2.336
65785	2.939
454393	1.259
73131	2.217
5142	-0.150
13846658	5.274
18708	1.166
10256	0.696
9075	1.595
65715	1.075
11580	1.895
6705	1.919
12114	-0.918
15308	-3.202
68579	1.099
15088	1.592
4444774	1.529
6928	1.072
6550	1.432
11595	1.632
616466	2.116
1103	-0.436
19099	0.593
29090	3.36
21168888	2.703
7100	6.714
6655	4.217
12941	2.388
4445872	7.054
13837329	2.334
62501	8.184
7138	2.894
11437	7.938
6781	2.239
7914	8.231
66675	3.168
21169500	3.582
7889	7.891
205386	6.056
21733	2.011
12515	7.598
21170956	3.865
62372	2.901
11899	12.858
5374	-0.009
67895	3.672
29002	5.314
21168556	1.410
8836	4.693
16109	4.162
61759	2.342
21106571	3.18
7103	3.305
60596	4.367
8862	4.107
10033	8.139
14414	5.492
11969	2.350
66759	5.970
66460	2.389
6770	5.354
6901	5.530
7119	2.46
61388	1.043
8662	7.252
21111849	3.736
63350	3.907
68350	2.49
70962	4.335
21106124	3.736
12291	4.0
59892	5.118
12696	3.932
19526	3.247
21159439	5.843
8434	3.865
7121	2.560
6757	2.781
70660	0.563
62756	1.378
16096	2.554
6834	6.671
4775	2.652
16644	2.694
7427	4.916
3581	1.859
970	7.814
6840	4.632
13493	3.889
3915	2.141
8860	4.656
11013	1.830
6592	7.029
11447	7.938
5004	2.282
5820	1.749
21106163	3.18
12274	2.166
5899	4.089
60188	0.976
78873	1.223
11475	1.830
6235	-1.023
10801689	2.225
10582	4.726
11398	2.901
745600	2.097
9413	1.951
6586	4.542
64143	3.238
328957	1.951
13699	3.384
11974	4.532
17097	2.352
6856	4.542
13693	1.145
21106365	3.911
5606	2.225
12275	2.381
18	0.965
67788	3.814
5612	2.225
10986	1.535
12236	0.599
61560	0.252
61352	-1.273
6845	3.256
8182	1.481
21171396	2.147
11472	4.062
24499	3.875
61101	3.469
21106146	3.217
6768	6.665
60012	2.886
7284	5.329
13856885	2.642
19816	8.507
6386	1.940
68220	4.811
28952	1.241
8058	4.574
6771	4.036
21159597	1.466
2991	5.677
12017	13.427
67790	5.203
72806	0.171
7120	2.022
13863774	3.217
74935	2.075
12307	4.844
62631	8.973
16896	0.684
10235	1.788
69150	6.310
6746	6.575
23472	2.376
5091	8.708
13090	3.408
24905	3.648
12100	11.093
7118	2.360
7355	4.101
7296	3.691
10664	1.720
123905	1.366
454604	1.910
61717	0.945
9886	4.794
955	1.720
7145	1.653
12864	5.122
8793	7.551
1118	1.721
65703	2.301
63555	-0.991
453633	1.910
6601	4.956
2980	0.726
165975	2.053
453910	1.910
512092	2.437
2372	2.283
