Compound Id	ChiCluster [VC-3]
291	0.0
6084	0.0
11148	0.0
855	0.0
864	0.0
6089	0.0
6088	0.0
6094	0.0
6085	0.0
6103	0.0
7956	0.0
682	0.0
6100	0.0
6087	0.0
654	0.0
6101	0.0
6086	0.0
7954	0.0
6097	0.0
7555	0.0
1004	0.0
172	0.0
6092	0.0
7560	0.0
11729	0.0
31029	0.0
6102	0.0
5834	0.0
10046	0.0
7556	0.0
9644	0.0
11151	0.0
7712	0.0
6111	0.0
10437	0.0
3168	0.0
7721	0.0
6114	0.0
13837190	0.0
9233	0.0
7577	0.0
21171407	0.0
7566	0.0
258	0.0
13835977	0.0
6093	0.0
7728	0.0
512	0.0
21106015	0.0
7716	0.0
9990	0.0
13836021	0.0
6106	0.0
7713	0.0
21106179	0.031
13836674	0.0
6124	0.775
11835	0.0
7714	0.0
7553	0.0
1114	0.447
7732	0.0
11833	0.0
7711	0.0
6138	0.167
7717	0.0
7557	0.0
11807	0.0
7786	0.0
11834	0.0
256	0.0
7767	0.0
8894	0.0
3644	0.258
7559	0.0
11830	0.0
7567	0.0
7734	0.0
6040	0.0
7776	0.0
12977	0.0
13865015	0.0
9354	0.0
12450	0.0
693	0.0
278	0.0
13835550	0.0
13835336	0.0
10694	0.0
9480	0.0
11723	0.0
6308	0.408
64095	0.204
11099	0.0
7957	0.354
11109	0.0
12209	0.0
6121	0.655
6108	0.0
7737	0.0
7827	0.0
14512	0.707
8543	0.0
7770	0.0
1095	0.0
6104	0.0
12011	0.0
175	0.204
8896	0.0
7782	0.0
7772	0.0
8560	0.0
31016	0.0
6310	0.408
7738	0.0
7815	0.0
12010	0.0
9630	0.0
2916	0.0
7739	0.0
13839553	0.0
7736	0.0
7811	0.0
171	0.091
659	0.354
11728	0.0
173	0.118
2006126	0.354
11167	0.289
10765	0.333
7604	0.408
221079	0.204
7024	0.289
11110	0.0
10730	0.401
10766	0.25
8544	0.0
10113	0.289
68268	0.0
11121	0.0
6307	0.408
29000	0.408
13854808	0.096
6127	0.231
62433	0.387
6125	0.742
11125	0.0
72268	0.204
62241	0.289
10340	0.118
6321	0.144
11871	0.0
7810	0.0
11846	0.0
13836399	0.0
6311	0.289
6313	0.333
21168808	0.354
5993	0.258
13837112	0.118
349	0.0
19100	0.0
8554	0.0
10018	0.0
1020	0.0
13837650	0.0
7837	0.0
2275	0.059
1005	0.065
7835	0.0
13854130	0.0
7791	0.0
13837537	0.0
6336	0.083
236	0.0
11832	0.0
7787	0.0
7551	0.0
29015	0.0
13835209	0.0
8903	0.0
6334	0.102
13837702	0.0
8904	0.0
11229	0.048
7790	0.0
60524	0.224
13420	0.102
121383	0.0
6330	0.083
10951	0.086
1913	0.102
13835459	0.0
10020	0.0
6134	9.410
3530	0.059
6153	0.108
11232	0.289
14893	0.289
12201	0.408
6309	0.204
14686	0.204
12446	0.25
81237	0.491
12430	0.177
7674	0.289
14966	0.567
11551	0.204
11094	0.408
8158	0.158
11222	0.25
9484	0.241
122546	0.408
7605	0.408
76541	0.0
7788	0.0
15221	0.0
7833	0.0
8569	0.0
1108	0.167
21106561	0.0
10653	0.059
11128	0.0
8525	0.083
10536	0.0
7607	0.144
13839107	0.0
11865	0.0
13839199	0.129
13839575	0.0
11866	0.0
5977	0.842
7856	0.0
7715	0.0
11863	0.0
6305	0.802
7849	0.0
10498	0.0
7852	0.0
11874	0.0
6323	0.144
7838	0.0
7016	0.102
10733	4.303
13835401	0.0
29101	0.177
7710	0.0
7688	0.129
119963	0.058
21106520	0.167
7677	0.167
13839441	0.0
9646	2.0
932	0.0
13835180	0.0
259	0.065
7851	0.0
6147	2.512
11526	0.034
13874733	0.167
11750	0.065
6333	0.053
6146	1.171
13835604	0.0
67424	0.167
13884495	0.0
68156	0.0
61471	0.0
5439	0.048
10772140	0.065
72718	0.042
6331	0.068
4200	0.102
10464	0.083
1143	0.068
11787	0.075
62181	0.075
1664	0.096
234	0.065
61632	0.0
6148	0.581
84221	0.927
67620	0.144
6340	0.667
18792	0.167
121154	0.408
11086	0.204
121113	0.144
15438	0.204
454272	0.289
121640	0.5
14751	0.204
14672	1.112
11106	0.408
21073	0.25
6163	1.561
7219	0.118
7706	0.083
126201	0.408
21106560	0.118
2803	0.167
29025	0.0
10465	0.094
21105905	0.118
7022	0.048
7463	0.059
7244	0.158
7242	0.091
55123	0.0
7850	0.0
11095	0.144
11025	0.102
13840	0.102
11838	0.0
29026	0.0
7878	0.0
11029	0.129
21106032	0.0
7238	0.068
30349	0.065
6326	0.525
7701	0.065
13872667	0.059
14840	0.0
13851383	0.118
59607	1.575
10054	2.201
6967	0.289
12814	0.223
14349	0.0
7026	0.129
7765	0.0
10053	3.446
6165	0.893
69736	0.118
8574	0.0
6170	1.112
8909	0.0
733	0.129
60839	0.0
21997	0.204
15117	0.0
13835861	1.050
13835772	0.209
14608	0.209
13835579	0.0
10328	0.431
13839416	0.0
69525	0.072
6164	1.561
10988	0.118
21106481	0.0
18801	0.0
61810	0.046
737	0.065
5050	0.065
4418329	0.153
773	0.0
2070	0.158
3596	0.083
