Compound Id	Weight
291	16.03130013
6084	30.04695019
11148	34.02187832
855	48.00337113
864	32.02621475
6089	31.04219916
6088	141.92794810
6094	44.06260026
6085	28.03130013
6103	62.01902119
7956	46.04186481
682	46.04186481
6100	155.94359816
6087	49.99232778
654	45.05784922
6101	45.05784922
6086	26.01565006
7954	42.04695019
6097	64.00797784
7555	58.07825032
1004	60.05751488
172	44.02621475
6092	107.95746226
7560	76.03467126
11729	76.03467126
31029	169.95924822
6102	41.02654910
5834	77.02992022
10046	152.907547
7556	56.06260026
9644	59.96698562
11151	105.94181220
7712	72.09390038
6111	42.04695019
10437	78.02362790
3168	74.07316494
7721	90.05032132
6114	44.02621475
13837190	76.05242950
9233	90.05032132
7577	60.02112937
21171407	167.94359816
7566	55.04219916
258	74.07316494
13835977	57.05784922
6093	127.90283984
7728	76.05242950
512	58.04186481
21106015	80.00289246
7716	73.08914935
9990	54.04695019
13836021	75.06841391
6106	267.82459606
7713	70.07825032
21106179	70.00303469
13836674	76.00797784
6124	76.03467126
11835	88.088815
7714	92.03927797
7553	119.95746226
1114	59.07349929
7732	72.05751488
11833	88.088815
7711	135.98876239
6138	58.04186481
7717	69.05784922
7557	54.04695019
11807	68.06260026
7786	122.02239232
11834	104.06597138
256	72.05751488
7767	86.10955045
8894	56.06260026
3644	60.05751488
7559	56.02621475
11830	197.99054835
7567	53.02654910
7734	74.03677943
6040	88.088815
7776	104.06597138
12977	70.04186481
13865015	93.99109219
9354	64.032443
12450	70.04186481
693	45.02146372
278	46.00547930
13835550	60.06874826
13835336	61.05276384
10694	72.99862010
9480	42.02179806
11723	281.84024613
6308	72.09390038
64095	70.07825032
11099	68.06260026
7957	56.06260026
11109	84.09390038
12209	82.07825032
6121	78.02362790
6108	75.944142
7737	72.05751488
7827	118.08162145
14512	90.05032132
8543	111.98465555
7770	83.07349929
1095	88.03467126
6104	83.95335542
12011	118.08162145
175	58.04186481
8896	70.07825032
7782	88.05242950
7772	86.07316494
8560	100.12520051
31016	82.07825032
6310	73.08914935
7738	68.02621475
7815	118.08162145
12010	212.00619842
9630	104.08372962
2916	171.85232426
7739	84.00337113
13839553	76.05242950
7736	66.03437413
7811	101.12044948
171	60.02112937
659	78.01393581
11728	60.03236275
173	59.03711378
2006126	75.01427016
