Compound Id	energy of the lowest unoccupied molecular orbital
1	-0.7358
2	-0.7682
3	-0.5186
4	-0.5375
5	-0.4917
6	-0.7638
7	-0.578
8	-0.5024
9	-0.5124
10	-0.6578
11	-0.9686
12	-1.0383
13	-0.9702
14	-1.0458
15	-0.9136
16	-0.7891
17	-0.8465
18	-0.7534
19	-0.9098
20	-0.8187
21	-0.4389
22	-0.9957
23	-1.0165
24	-0.6138
25	-0.6119
26	-0.7345
27	-1.0353
28	-0.5574
29	-0.3941
30	-0.3498
31	-0.3074
32	-0.1364
33	-0.6256
34	-0.6108
35	-0.2676
36	-0.5639
37	-0.3287
38	-0.218
39	-0.0331
